,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
EVEBITDACurrent,2020,7490,6140,6700,4220,0,4470,7060,14950,0,-10820,-11980,-9300,0,-1230,-1230,-940,0,-5200,-7090,4059,20,3310,3900,-77090,110,-13350,-11470,181690,96710,23860,35270,22040,32340,5280,5860,5780,5860,-31540,-32619,-42190,-40450,-40390,-38870,-29850,-25630,-25590,-27720,-24120
DTAR,740,670,710,690,570,,630,670,680,,830,860,940,,1330,1370,1810,2250,2320,2260,2090,,2110,2070,860,,1150,1430,1610,1670,1810,1990,2060,2130,1540,1560,1590,1620,1650,1670,1700,1860,2560,2550,2610,2730,2650,2630,2680
CG,2870,2009,2430,2250,1320,,1710,2060,2130,,4880,6280,16340,,-4010,-3690,-2240,-1810,-1760,-1790,-1920,,-1910,-1940,5950,,-7480,-3300,-2630,-2490,-2230,-2009,-1940,-1880,-2840,-2780,-2690,-2620,-2530,-2500,-2430,-2160,-1640,-1640,-1620,-1580,-1600,-1620,-1600
LDER,60,190,190,190,110,,330,470,540,,890,1180,3880,,-730,-630,-420,-310,-330,-340,-360,,-330,-420,2500,,-4610,-1890,-1320,-650,-710,-680,-650,-110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PZAT,11010,3530,3680,3840,4840,,2270,2040,2000,,2380,2420,2540,,2200,2260,1120,,1620,1750,1770,,1440,1140,1220,,730,760,900,30,20,10,0,30,12500,11500,20000,18000,16000,14000,16000,14000,12000,11000,10000,9000,8000,7000,6000
PELDR,5070,2930,3440,2990,3140,,2980,2450,2070,,940,1530,410,,-160,-250,-1210,-1410,-1250,-1100,-1000,,-1380,-1010,550,,630,460,270,-16640,-6900,-88130,-109440,-317650,-700880,-769630,-909950,-1107330,-1295560,-1529000,-1398000,-1976930,-2883170,-3234090,-3666100,-4283000,-4944130,-5771000,-6939000
TSF,270,390,350,370,480,,490,480,490,,320,300,280,,-90,-140,-470,-850,-890,-840,-700,,-740,-620,500,,560,390,200,-240,-230,-320,-370,-1000,-540,-560,-590,-620,-650,-670,-700,-860,-1560,-1550,-1610,-1730,-1650,-1630,-1680
ZKO,890,870,910,910,750,,880,990,1050,,1320,1460,2890,,2950,3010,3650,5950,8140,9350,6890,,4500,5310,9510,,10560,10650,6000,6570,10840,35210,53860,65920,46440,27660,39390,43600,78130,46670,60660,57440,48790,31050,33470,35750,18770,15020,15330
OSF,1390,1230,1210,1170,1330,,1140,1010,950,,600,490,250,,-1790,-2060,-7560,-12200,-15080,-15560,-10780,,-9320,-9240,1500,,-1830,-5510,-5050,-310370,-259260,-9707090,-16793120,-23572140,-32554750,-21286430,-35843000,-48282890,-101230600,-71364210,-84805380,-113567240,-140682280,-100408980,-122692880,-153126270,-92800450,-86704020,-106387220
NetDebt,60534000000,71028000000,112362000000,104142000000,92737000000,,137003000000,166312000000,175520000000,,224580000000,213415000000,156099000000,,222330000000,228455000000,204124000000,157388000000,135456000000,132596000000,125856000000,,110377000000,113374000000,66672000000,,75016000000,79519000000,77762000000,77935000000,78086000000,73257000000,74414000000,76000000000,49486000000,50984000000,51183000000,51780000000,52333000000,53536000000,54188000000,59333000000,56190000000,57803000000,58511000000,59680000000,60816000000,61953000000,62907000000
NetDebtEBITDA,9060,12800,14660,13430,9240,,10430,13000,23150,,-19160,-20170,-13940,,-2900,-2890,-2029,-2740,-9960,-12940,7500,,10810,12180,-128710,,-16170,-14330,228040,120270,28340,41930,26050,38130,6400,7220,7040,7110,-37730,-39220,-49940,-51500,-48650,-48250,-37720,-33140,-34890,-39060,-34770
DebtFin,13509000000,41566000000,47067000000,51988000000,42313000000,,58648000000,90359000000,113374000000,,126794000000,126700000000,104121000000,,94501000000,96990000000,94899000000,,70554000000,72512000000,67888000000,,33598000000,36092000000,39665000000,,61676000000,63364000000,61688000000,62399000000,65477000000,61344000000,62710000000,64181000000,40392000000,40885000000,41569000000,42194000000,43264000000,44053000000,45294000000,46120000000,46177000000,46094000000,45825000000,45686000000,44120000000,43488000000,43155000000
DebtFinEBITDA,2020,7490,6140,6700,4210,,4470,7060,14950,,-10820,-11980,-9300,,-1230,-1230,-940,,-5190,-7080,4040,,3290,3880,-76570,,-13300,-11420,180900,96290,23770,35110,21950,32200,5220,5790,5720,5800,-31190,-32270,-41750,-40030,-39980,-38480,-29550,-25370,-25310,-27420,-23860
SP1,1560,1410,1340,1290,1770,,1300,1020,900,,460,330,80,,-610,-680,-2070,-2050,-1850,-1660,-1560,,-2070,-1740,160,,-170,-520,-840,-47250,-23910,-275680,-311780,-357570,-700960,-769710,-910000,-1107390,-1295630,-1529070,-1398060,-1977000,-2883250,-3234180,-3666200,-4283110,-4944250,-5771140,-6939170
SP2,1650,1680,1600,1540,1970,,1720,1490,1390,,860,730,410,,-160,-250,-1210,-1410,-1250,-1100,-1000,,-1380,-1010,550,,630,460,270,-16640,-6900,-88130,-109440,-317650,-700880,-769630,-909950,-1107330,-1295560,-1529000,-1398000,-1976930,-2883170,-3234090,-3666100,-4283000,-4944130,-5771000,-6939000
CAR,10,40,20,20,90,,20,20,30,,20,30,10,,10,0,0,,20,10,50,,0,0,10,,10,10,20,20,10,10,0,0,10,10,10,10,0,0,0,10,10,10,20,20,40,50,50
QR,-60,360,160,180,340,,310,270,400,,660,180,350,,240,280,250,200,140,120,170,,260,230,140,,200,180,320,190,120,40,20,10,20,30,20,20,10,20,20,20,20,30,30,30,50,70,70
CR,1150,1260,1200,1200,1450,,1400,1310,1270,,930,850,450,,410,400,340,200,150,130,180,,270,240,180,,250,220,330,210,140,40,30,20,20,40,30,20,10,20,20,20,20,30,30,30,50,70,70
PP,30,130,20,40,120,,70,60,60,,80,60,130,,30,20,20,20,60,50,80,,190,190,10,,20,10,30,20,10,10,0,0,10,10,10,10,0,0,0,10,10,10,20,20,40,50,50
RCLR,690,720,750,680,770,,940,800,810,,490,580,220,,210,250,230,50,80,70,90,,60,40,130,,180,170,290,170,110,30,20,10,10,30,20,10,10,20,10,10,10,20,10,10,10,20,10
KP,110,160,130,130,240,,200,160,140,,-50,-110,-390,,-640,-680,-980,-1480,-1600,-1590,-1400,,-1270,-1230,-410,,-330,-480,-530,-980,-1070,-1260,-1330,-1970,-1510,-1500,-1550,-1580,-1630,-1630,-1670,-1830,-2510,-2470,-2530,-2660,-2510,-2450,-2500
PKKO,20,50,50,40,90,,90,80,70,,-20,-50,-150,,-610,-1240,-1580,-1630,-2130,-3170,-4390,,-13660,-12800,-7880,,-9240,-21560,-11420,-23770,-19440,-15940,-23800,-37450,-98210,-154360,-327920,-305340,-329650,-436920,-586750,-1276110,-6181110,-2830300,-4807580,-4544310,-1669310,-2768360,-2701740
RN,9240,7550,7260,7420,7350,7520,6700,5950,5460,5850,6290,5960,6690,4680,3440,2650,1910,2180,1940,2170,2180,1850,1090,1320,1740,1770,2110,1600,1410,1230,1050,1110,950,1260,630,370,120,60,150,120,100,80,40,50,50,50,50,30,30
CRN,39000,48000,50000,49000,50000,49000,54000,61000,67000,62000,58000,61000,55000,78000,106000,138000,191000,168000,188000,168000,167000,198000,334000,276000,210000,207000,173000,228000,260000,297000,347000,328000,385000,289000,582000,988000,3026000,5974000,2497000,3009000,3515000,4408000,8672000,7749000,7427000,7427000,7688000,11545000,12434000
CPZ,58000,68000,80000,74000,68000,66000,68000,73000,79000,74000,86000,100000,120000,171000,303000,599000,829000,857000,1123000,1436000,2377000,2514000,4448000,4319000,3318000,3271000,2117000,1450000,1187000,1472000,1934000,2276000,4392000,7128000,34162000,60064000,184394000,339885000,147927000,195230000,245430000,329149000,660538000,581247000,563092000,565577000,566712000,908733000,1015557000
RZ,13810,12140,12060,10960,10030,10210,10330,9870,10320,11150,11760,12930,15360,10620,6690,4230,3220,2940,3830,6080,19770,17950,7520,7780,5350,4470,4280,3650,5500,5480,6160,7850,5910,5350,2040,1630,1140,1620,2180,2070,1810,1360,450,850,610,810,2310,1930,9000
CRZ,26000,30000,30000,33000,36000,36000,35000,37000,35000,33000,31000,28000,24000,34000,55000,86000,113000,124000,95000,60000,18000,20000,49000,47000,68000,82000,85000,100000,66000,67000,59000,46000,62000,68000,179000,223000,321000,225000,167000,176000,202000,269000,810000,428000,601000,451000,158000,190000,41000
RMO,5530,4280,3760,4080,4190,4290,3990,3630,3500,3750,3740,3680,3940,2760,2070,1450,1140,1220,1110,1160,920,950,430,370,450,460,760,1180,1130,1000,880,930,770,960,410,250,80,40,100,90,80,70,30,30,30,20,20,10,10
RMT,27840,13890,15380,14990,13780,14110,11440,8970,7370,7900,6930,6050,4590,3220,1860,1000,1050,1060,880,750,400,360,220,230,190,200,180,150,220,280,410,850,7270,6200,5960,4740,2430,2500,6480,5680,4940,4070,2210,2720,3230,3620,4110,2940,3070
RM,4610,3270,3020,3210,3220,3290,2960,2580,2370,2540,2430,2290,2120,1480,980,590,530,550,480,440,280,260,140,140,130,140,140,130,180,180,180,180,110,80,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0
COP,65000,78000,80000,82000,86000,85000,89000,98000,102000,95000,89000,89000,79000,112000,161000,224000,304000,292000,283000,228000,185000,218000,383000,323000,278000,289000,258000,328000,326000,364000,406000,374000,447000,357000,761000,1211000,3347000,6199000,2664000,3185000,3717000,4677000,9482000,8177000,8028000,7878000,7846000,11735000,12475000
CSP,7000,10000,0,8000,18000,19000,21000,25000,23000,21000,3000,-11000,-41000,-59000,-142000,-375000,-525000,-565000,-840000,-1208000,-2192000,-2296000,-4065000,-3996000,-3040000,-2982000,-1859000,-1122000,-861000,-1108000,-1528000,-1902000,-3945000,-6771000,-33401000,-58853000,-181047000,-333686000,-145263000,-192045000,-241713000,-324472000,-651056000,-573070000,-555064000,-557699000,-558866000,-896998000,-1003082000
