,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_yy,,-60.38,,,-14.62,,-18.31,,-6.36,-20.99,-15.52,-16.83,-10.27,5.31,5.65,7.39,11.00,9.42,-2.39,-6.84,-12.13,-10.50,-5.21,-3.66,-4.49,-6.29,-5.58,-7.39,-10.77,-10.49,-9.18
CWKCurrent_sy,,-11.99,,,-6.23,,-3.12,,-25.64,-27.39,-46.52,-49.07,-34.08,-35.06,-19.50,-9.97,-8.46,-17.93,-10.47,-18.61,-18.71,-2.46,10.00,11.35,-5.13,3.30,-2.32,5.45,12.17,11.04,43.50
CWKCurrent_qq,,,,,,-0.78,1.24,1.17,-7.86,-16.27,8.24,-0.41,-0.59,-1.73,8.59,1.23,2.75,-3.13,-3.13,-3.39,-3.07,-1.34,2.60,-1.80,-3.92,-3.20,3.38,-3.68,-7.41,-2.90,4.88
CWKCurrent_sq,,,,,,-3.48,-1.08,-3.87,-18.99,-5.74,-27.14,-8.45,4.85,-7.15,-9.68,2.38,6.61,-16.75,-1.47,-6.93,6.49,-0.11,11.11,-5.79,-9.27,8.77,5.06,1.71,-3.49,7.67,35.78
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,-225.15,,,-11.34,,-5.72,,3.83,18.14,32.90,19.82,11.83,-1.29,-34.74,-17.23,-12.25,-5.14,16.35,21.87,25.78,24.90,8.71,0.46,-11.07,-6.71,-5.69,5.41,31.22,23.23,12.58
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,100.00,,-1.70,-1.76,4.78,2.40,13.44,16.59,-13.78,-7.33,0.56,-10.95,1.00,-2.77,6.85,11.73,7.53,2.38,5.75,-7.30,-0.82,-8.93,9.45,-6.28,9.77,20.80,-1.07,-21.02
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,74.48,,,58.13,,20.13,7.46,9.60,1.37,-3.98,6.52,-10.21,-5.71,-2.19,-19.05,-0.26,2.07,12.45,27.43,28.27,25.37,16.93,6.83,-8.62,-6.57,-7.45,3.18,26.10,19.76,23.84
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,12.43,2.52,5.05,-0.79,0.57,4.56,-2.84,-6.02,11.57,-11.86,2.04,-2.52,-7.66,8.59,4.42,7.39,4.64,9.31,2.06,0.16,-4.39,-6.51,4.35,-0.78,6.58,14.27,-0.90,2.60
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-42.69,,,-36.76,,-16.76,-6.94,-8.75,-1.35,4.15,-6.12,11.37,6.06,2.24,23.53,0.27,-2.03,-11.07,-21.53,-22.04,-20.23,-14.48,-6.40,9.43,7.03,8.04,-3.08,-20.70,-16.50,-19.25
CPCurrent_sy,,-16.27,,,-7.92,,-7.81,-5.62,-31.53,-16.21,-17.63,-20.36,17.35,11.40,11.18,16.66,0.27,-14.47,-21.00,-30.96,-25.31,-22.18,-9.01,-2.73,7.76,6.94,6.33,-1.41,-6.95,6.82,3.03
CPCurrent_qq,,,,-11.05,-2.46,-4.80,0.79,-0.57,-4.36,2.92,6.41,-10.37,13.45,-1.99,2.58,8.30,-7.91,-4.24,-6.88,-4.44,-8.52,-2.02,-0.16,4.59,6.96,-4.17,0.78,-6.18,-12.48,0.90,-2.53
CPCurrent_sq,,,,3.29,-4.88,-2.57,-3.70,5.75,-30.99,19.23,-5.33,2.25,1.68,13.19,-5.52,7.28,-12.61,-3.44,-12.73,-6.25,-5.45,0.61,2.04,0.22,4.73,-0.16,1.46,-7.08,-1.15,14.63,-2.15
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,2.28,,,-245.04,,-253.05,-661.42,260.65,1705.06,399.84,701.07,-53.45,-58.92,-94.30,-112.82,-250.23,-193.65,440.73,706.75,416.27,549.89,398.18,45.82,-23.25,5.05,-0.79,36.91,79.98,48.94,81.39
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,-84.03,-1538.95,88.68,-488.28,41.42,511.74,13.12,9.90,17.42,-68.11,-0.17,-84.76,-364.30,-273.68,37.77,187.97,196.57,94.78,-11.47,-2.58,-13.19,2.51,21.17,-8.00,19.80,34.77,0.27,12.05
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-2.22,,,,,,,,,,,114.83,143.42,1656.75,,,,-81.52,,,,-79.92,-31.42,30.30,-4.81,0.80,-26.96,-44.44,-32.85,-44.87
CZCurrent_sy,,21.48,,,,,,,,,,,-8.94,0.29,9.50,,,,-4.97,,,,-16.93,-1.37,-1.13,20.85,21.76,-7.01,28.44,33.44,3.56
CZCurrent_qq,,,,525.28,,,,,,-11.60,-9.00,-14.84,213.60,0.17,556.70,,,,,-66.28,-48.66,12.96,2.65,15.20,-2.45,-17.48,8.69,-16.53,-25.80,-0.27,-10.76
CZCurrent_sq,,,,13.79,,,,,,-0.03,-15.02,3.05,4.02,10.10,-7.22,,,,,-10.24,14.07,-26.24,10.00,6.56,14.35,-9.84,10.83,-18.62,57.94,-6.33,-13.99
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-1.77,,,-49.89,,2.11,31.86,443.14,181.69,170.73,125.43,-52.26,-54.92,-59.87,-68.71,-84.30,-55.13,47.59,207.90,2013.20,604.27,131.47,22.20,-17.93,1.30,-0.46,33.91,54.72,36.38,61.76
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,-5.20,-47.14,98.76,2.52,22.41,117.74,3.08,-1.47,1.93,-53.89,-2.65,-12.29,-20.53,-76.87,178.30,188.48,65.78,58.77,-7.25,-5.19,-12.48,6.62,14.49,-6.84,17.75,23.20,0.91,10.50
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,1.81,,,99.53,,-2.07,-24.18,-81.59,-64.50,-63.06,-55.64,109.46,121.81,149.19,219.57,536.91,122.82,-32.25,-67.52,-95.27,-85.80,-56.80,-18.17,21.85,-1.28,0.46,-25.32,-35.37,-26.67,-38.18
CZOCurrent_sy,,39.45,,,-30.07,,-26.52,111.12,11.56,32.27,57.11,-23.18,-9.27,-13.85,-34.70,-57.16,-22.07,-33.54,-25.01,-11.36,5.24,-26.83,13.94,3.72,-22.33,68.22,19.50,-6.50,39.02,10.97,-6.92
CZOCurrent_qq,,,,5.50,89.13,-49.68,-2.46,-18.32,-54.07,-2.99,1.49,-1.89,116.85,2.73,14.02,25.81,332.18,-64.06,-65.33,-39.68,-37.01,7.81,5.47,14.25,-6.22,-12.65,7.34,-15.07,-18.83,-0.91,-9.50
CZOCurrent_sq,,,,-8.86,2.18,-12.24,-10.09,161.88,-46.01,4.05,6.79,28.04,-36.23,-1.20,-19.05,-16.01,16.02,-15.75,-8.66,-0.72,37.74,-41.42,42.24,-9.64,3.15,26.88,1.04,-29.29,53.36,1.28,-15.25
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,14.06,,,1.36,,23.24,21.65,2.70,-3.26,-4.98,-2.53,2.73,6.26,5.43,4.45,0.67,-1.84,-4.57,-5.50,-6.41,-6.50,-4.12,-4.03,-2.13,-0.75,2.70,4.83,-1.31,-0.31,0.57
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,14.34,4.90,2.75,-1.29,-3.47,-1.19,0.92,1.26,1.74,2.21,0.12,0.33,-1.95,-0.34,-2.65,-0.65,-2.90,-0.44,-0.17,-0.56,-0.97,0.96,3.31,1.49,-6.77,1.98,4.22
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-34.63,,,-35.91,,2.59,13.21,-6.29,-4.57,-1.04,-8.49,14.41,12.69,7.79,29.03,0.93,-3.83,-15.13,-25.84,-27.04,-25.42,-17.99,-10.17,7.11,6.23,10.96,1.60,-21.74,-16.76,-18.79
EVPCurrent_sy,,-11.95,,,5.28,,-10.11,12.32,-2.64,-3.95,-3.12,6.47,-6.41,-6.74,-13.92,-19.48,-25.31,-33.03,-26.22,-30.59,-4.28,21.08,9.90,18.60,5.80,-3.00,1.82,-1.43,12.99,25.94,10.09
EVPCurrent_qq,,,,-11.05,11.53,-0.14,3.56,-1.85,-7.68,1.70,7.39,-9.24,15.43,0.17,2.71,8.65,-9.71,-4.56,-9.35,-5.06,-11.17,-2.45,-0.32,4.00,5.92,-3.25,4.12,-4.78,-18.41,2.91,1.58
EVPCurrent_sq,,,,-21.41,10.03,6.03,-1.95,-1.80,-4.63,4.60,-1.09,7.91,-16.17,4.23,-8.70,0.94,-22.24,-6.55,0.59,-5.04,7.23,18.21,-8.70,2.47,-4.34,8.38,-4.16,-0.79,9.65,20.80,-16.22
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,16.13,,,102.23,,20.69,-7.76,-81.09,-65.66,-64.90,-56.76,115.18,135.70,162.72,233.80,541.16,118.71,-35.34,-69.30,-95.57,-86.72,-58.58,-21.47,19.25,-2.02,3.18,-21.72,-36.21,-26.90,-37.82
EVEBITCurrent_sy,,-27.84,,,6.00,,-2.82,100.26,50.07,0.85,35.39,4.41,4.72,-1.28,-8.88,-18.85,-22.87,-37.22,-0.12,-8.21,-15.52,-12.29,-13.65,-19.16,-7.01,50.34,7.99,41.31,37.25,26.38,12.94
EVEBITCurrent_qq,,,,5.50,116.26,-47.21,0.22,-19.37,-55.67,-4.14,2.42,-0.65,120.61,5.00,14.16,26.22,323.75,-64.18,-66.25,-40.08,-38.84,7.34,5.30,13.61,-7.13,-11.81,10.89,-13.80,-24.32,1.06,-5.68
EVEBITCurrent_sq,,,,-31.79,47.42,34.62,-28.21,40.56,10.47,-9.53,-3.62,8.40,10.80,-14.72,-11.03,-3.47,5.30,-30.58,41.53,-11.28,-3.09,-27.92,39.33,-16.93,11.47,16.53,0.09,8.70,8.27,7.30,-10.56
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,3.72,,,387.18,,190.75,129.35,-81.09,-65.66,-64.90,-56.76,115.18,135.70,17.80,-0.25,-55.69,-69.19,-46.94,-49.41,-61.07,-44.07,-34.04,-11.39,12.16,-0.45,2.37,-13.15,-26.23,-20.33,-27.65
EVEBITDACurrent_sy,,-32.29,,,23.94,,88.48,73.50,-4.60,29.78,-7.95,18.63,0.44,-24.73,-34.70,-42.31,-5.07,-8.05,5.97,7.92,-9.18,-8.04,24.07,-3.59,-1.83,8.24,-29.74,-3.39,19.18,13.38,21.77
EVEBITDACurrent_qq,,,,2.21,437.72,-47.21,0.22,-19.37,-55.67,-4.14,2.42,-0.65,120.61,5.00,-48.81,-15.88,-2.00,-26.98,-11.85,-19.81,-24.58,4.92,3.96,7.73,-4.54,-6.88,6.90,-8.61,-18.92,0.57,-2.92
EVEBITDACurrent_sq,,,,-6.47,46.12,0.18,37.66,-13.90,-19.66,36.29,-2.36,10.96,-31.98,2.14,-15.30,-1.96,11.92,-1.06,-2.39,-0.16,-5.81,0.19,31.69,-22.41,-4.10,10.47,-14.52,6.68,18.31,5.09,-8.19
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-59.50,,,-223.74,,-225.32,,250.56,1364.00,353.20,599.43,-58.17,-56.80,-94.02,-113.77,-266.67,-202.56,431.11,665.29,377.63,502.86,371.55,40.50,-26.72,-1.60,-6.30,26.74,60.68,33.33,64.68
ROE_sy,,16.23,,,-44.29,,-43.92,,-17.65,47.06,70.57,80.74,46.85,-15.03,-4.39,-4.58,0.51,44.08,-24.43,-33.01,-11.63,-23.76,13.13,4.82,-24.02,-13.51,-33.52,2.93,22.09,9.16,42.62
ROE_qq,,,,,,88.71,-494.00,40.74,478.98,-5.25,18.99,16.89,-68.26,-2.15,-83.52,-368.89,-284.30,39.78,185.36,186.19,88.74,-12.63,-0.09,-14.73,-1.56,17.34,-4.86,15.34,24.79,-2.63,17.50
ROE_sq,,,,,,-30.74,3.57,1.89,12.67,23.69,20.12,7.97,-8.46,-28.43,35.16,7.76,-3.57,2.59,-29.11,-4.47,27.19,-11.49,5.19,-11.48,-7.81,0.76,-19.14,37.05,9.35,-9.91,5.64
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-63.41,,,-223.33,,-252.33,,267.03,1481.82,383.97,666.67,-54.69,-53.95,-94.35,-112.90,-250.71,-195.71,476.19,731.58,420.38,549.25,388.43,40.56,-27.07,-2.16,-7.78,29.64,67.95,47.71,81.28
ROA_sy,,-1.42,,,-36.36,,-62.55,,-3.60,39.85,13.95,73.46,40.03,-16.09,13.10,7.10,-23.05,19.18,1.65,-16.58,-20.95,-20.84,-26.04,-36.39,-14.15,19.67,2.20,54.33,8.14,-24.23,13.11
ROA_qq,,,,,,88.11,-495.45,40.46,496.15,-1.62,22.37,18.82,-68.33,,-85.00,-371.43,-270.18,36.49,190.30,197.52,87.78,-10.95,-1.83,-14.38,-2.57,19.47,-7.47,20.37,26.22,5.07,13.56
ROA_sq,,,,,,-27.64,-4.80,-18.22,71.09,4.99,-22.43,24.49,38.11,,4.56,17.89,-0.77,-2.57,-10.82,-3.25,-5.96,-2.44,-16.67,-16.80,26.92,35.98,-28.83,25.64,-11.06,-4.73,6.25
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-43.72,,,-68.26,,-15.03,22.88,394.69,177.75,182.09,111.55,-46.87,-52.19,-59.00,-61.36,-84.18,-56.08,31.37,141.69,1539.36,462.65,97.91,14.42,-10.19,8.42,7.54,29.74,22.69,13.82,30.65
OPM_sy,,-2.71,,,15.24,,-43.22,-37.87,-18.06,-12.58,12.42,37.69,-18.11,17.32,42.78,60.20,21.88,30.04,29.17,-0.52,12.23,-31.49,-35.10,-19.46,-14.41,19.25,-7.46,-5.77,-21.15,-24.66,-0.77
OPM_qq,,,,-15.80,-48.28,88.94,3.28,21.77,108.19,6.08,4.89,-8.68,-47.71,-4.55,-10.05,-13.92,-78.59,164.89,169.08,58.36,45.24,-9.09,-5.35,-8.45,14.00,9.75,-6.12,10.45,7.81,1.83,7.75
OPM_sq,,,,-24.32,48.15,-24.35,-33.05,-17.20,95.38,-19.29,-13.90,1.42,16.20,15.62,4.78,13.79,-11.60,23.37,4.08,-12.37,-0.26,-24.69,-1.40,8.76,5.98,4.93,-23.48,10.74,-11.32,0.26,0.78
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-41.48,,,-191.89,,-227.46,-629.63,246.49,1700.00,412.20,665.03,-48.23,-56.40,-94.14,-115.84,-250.68,-191.61,377.78,575.78,346.82,459.54,326.05,36.62,-16.02,12.42,7.21,32.69,42.65,24.36,46.44
ROS_sy,,-5.28,,,23.40,,-59.18,-34.68,-29.00,9.15,84.72,125.31,-11.18,-15.32,-14.66,5.07,10.84,29.18,-9.42,-17.08,-18.30,-42.40,-29.66,-16.35,13.32,9.17,-16.96,-15.41,-18.57,-10.92,17.28
ROS_qq,,,,-86.01,-1525.93,89.35,-500.00,41.87,494.41,16.31,17.07,5.21,-63.86,-2.05,-84.27,-384.44,-243.75,40.45,182.06,183.26,78.33,-13.26,-2.76,-9.17,9.62,16.12,-7.27,12.42,17.84,1.23,9.19
ROS_sq,,,,-55.79,82.86,-30.10,-27.76,-29.26,98.77,7.45,22.25,-13.71,-21.64,2.45,23.21,6.23,-17.34,19.40,-13.61,-2.75,-18.55,-15.83,5.50,15.65,10.34,-18.91,-19.75,17.80,6.22,-11.30,5.66
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,-44.29,,,-32.21,,45.49,84.65,12.46,-43.98,-21.24,-34.09,-21.84,23.03,-18.59,-42.34,-104.45,-86.12,-14.20,156.88,6127.27,1240.45,198.56,38.81,-2.34,22.88,13.82,32.08,16.06,3.14,15.31
RS_sy,,-33.04,,,45.78,,2.29,-20.89,-40.75,-21.53,-16.81,4.23,6.17,33.16,32.32,33.78,36.19,23.99,12.21,15.40,38.55,21.24,-8.73,0.88,-33.90,-12.75,0.12,-9.76,-14.90,-28.43,-3.72
RS_qq,,,,-12.48,23.25,65.48,-18.49,11.08,-24.94,-17.56,14.59,-7.04,-10.99,29.76,-24.18,-34.16,-106.88,504.55,368.54,97.12,61.31,-10.03,4.36,-8.35,13.50,13.20,-3.34,6.35,-0.27,0.60,8.07
RS_sq,,,,2.87,37.05,-25.41,-2.72,-20.45,2.64,-1.20,3.12,-0.34,4.56,23.91,2.48,0.76,6.44,12.81,-7.26,3.63,27.79,-1.28,-30.18,14.53,-16.27,30.31,-19.88,3.23,-21.03,9.59,7.78
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,-39.59,,,-162.27,,-166.76,-191.44,271.59,2480.00,419.05,546.78,-57.43,-61.40,-84.40,-103.66,-244.44,-173.49,186.09,2928.57,469.51,774.32,252.89,33.84,-8.85,9.48,9.39,33.96,25.12,17.02,36.77
GPM_sy,,-15.04,,,52.87,,-41.30,-20.17,-44.76,-10.76,46.58,81.47,-6.80,11.91,-0.89,9.51,20.36,22.65,9.42,-10.06,-17.93,-35.48,-41.91,-26.74,17.54,23.10,-8.29,10.29,-15.05,-2.10,18.08
GPM_qq,,,,-45.95,-284.49,107.25,-1024.00,25.97,446.20,8.95,14.26,3.66,-67.02,-1.19,-53.82,-124.35,-1200.00,49.73,279.78,140.73,69.82,-8.25,-5.92,-8.70,15.66,10.20,-6.00,11.81,8.03,3.06,9.87
GPM_sq,,,,-43.12,114.79,-42.57,-16.35,-22.64,48.63,-7.22,37.40,-4.22,-23.67,11.40,21.69,5.83,-16.10,13.51,8.57,-13.01,-23.44,-10.77,-2.24,9.70,22.83,-6.54,-27.17,31.92,-5.39,7.70,-12.16
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,-39.64,-0.96,84.81,537.09,-19.22,2.46,6.56,0.27,7.40,-25.04,-28.92,-22.35,-9.92,42.84,44.44,38.77,21.54,6.79,7.07,2.71,3.82,-5.88,-5.26,0.88
RBS_sy,,,,,,,,-10.69,-18.58,-8.27,2.50,-5.35,3.93,17.33,-2.59,-9.10,-12.89,-14.93,3.82,4.25,-5.47,3.49,-10.53,-2.08,11.31,20.83,35.29,19.53,-14.09,-25.51,-16.71
RBS_qq,,,,,-47.69,-46.71,-143.79,594.53,-14.17,-0.56,3.56,-8.60,8.86,3.42,-2.55,-2.11,-24.02,-1.94,6.47,13.56,20.48,-0.84,2.30,-0.54,5.86,-0.58,-1.87,0.53,-4.03,0.07,4.49
RBS_sq,,,,,0.21,-12.95,-8.92,12.41,-8.64,-1.93,1.78,3.79,0.32,10.71,-15.50,-3.14,-3.86,8.12,3.12,-2.74,-12.82,18.37,-10.85,6.45,-0.91,28.50,-0.18,-5.96,-28.78,11.43,11.61
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-64.97,,,-57.09,,2.17,,461.47,140.17,156.17,112.29,-53.43,-49.45,-59.30,-68.81,-84.21,-54.32,53.47,223.20,2031.11,604.72,127.66,17.86,-21.90,-5.59,-7.48,26.79,44.33,35.27,61.49
ROPA_sy,,-14.62,,,,,-68.23,,-13.33,22.68,82.73,91.01,1.49,-11.11,5.12,2.26,35.35,45.08,13.11,17.68,-19.06,-12.29,6.46,-5.32,-4.78,-7.57,-25.58,-10.41,-17.69,-7.67,20.17
ROPA_qq,,,,,,110.09,2.62,24.68,108.87,-10.13,9.45,3.32,-54.18,-2.46,-11.87,-20.82,-76.80,182.22,196.06,66.76,52.95,-6.67,-4.36,-13.67,1.35,12.82,-6.27,18.31,15.37,5.74,11.90
ROPA_sq,,,,,,-27.71,-37.88,,92.99,2.33,-7.47,4.53,2.54,-10.38,9.43,1.69,35.73,-3.93,-14.69,5.79,-6.65,4.11,3.54,-5.91,-6.12,1.06,-16.64,13.27,-13.75,13.37,8.49
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-83.17,,,-3680.53,,-892.40,-1867.71,144.13,4172.57,-1043.86,626.10,-64.35,-89.17,100.57,-105.80,-159.58,-165.01,416.11,652.90,295.07,335.43,337.92,60.06,15.61,47.46,-3.94,57.74,14.52,26.42,82.99
ZNPO_sy,,31.13,,,23.17,,148.11,-39.59,13.56,103.40,105.65,395.38,-36.82,36.94,6.64,-0.15,33.97,-28.11,-19.58,-40.73,-27.08,24.28,32.59,62.10,7.94,-27.00,-56.13,-61.41,4.57,-8.49,111.12
ZNPO_qq,,,,-76.47,-24231.25,97.56,-472.21,47.51,702.42,125.08,-260.72,124.14,-59.18,-31.61,-91.53,-345.50,-319.11,25.38,167.22,162.99,47.87,-9.94,25.04,-3.88,6.81,14.87,-18.55,57.85,-22.46,26.81,17.90
ZNPO_sq,,,,92.07,191.51,-65.68,29.11,-53.23,447.94,-38.53,30.54,12.66,-30.12,33.24,1.66,5.49,-6.24,-28.50,13.72,-22.26,15.36,21.85,21.33,-4.95,-23.18,-17.59,-27.10,-16.39,108.17,-27.88,68.19
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-36.87,,,6.76,,32.91,9.16,308.72,-30.24,-10.65,-225.10,-67.49,64.28,21.18,148.04,-16.56,-25.37,-57.09,54.89,-40.61,-50.13,46.26,-48.30,87.47,95.79,0.45,206.21,-71.00,-30.14,1502.64
ZFI_sy,,-8.76,,,18.53,,34.18,48.70,-7.22,-15.14,-16.41,-12.47,-7.56,6.58,-27.16,-10.29,-10.46,-18.94,7.31,1.72,6.16,-8.62,-8.75,-2.27,-11.91,17.76,14.20,9.43,13.18,-5.82,9.82
ZFI_qq,,,,7.60,-0.79,24.50,,-11.62,271.47,-78.75,28.08,-223.74,196.53,7.38,-5.52,-50.95,67.67,-3.96,-45.68,77.07,-35.71,-19.36,59.32,-37.40,133.11,-15.78,-18.26,90.82,-77.92,102.87,1775.02
ZFI_sq,,,,-25.57,39.61,15.98,,-17.51,-12.90,6.09,9.66,-13.62,-8.01,22.31,-25.05,6.39,-8.19,10.73,-0.78,0.85,-4.18,-4.69,-0.92,8.00,-13.63,27.42,-3.92,3.49,-10.67,6.03,12.04
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,8.29,,,-0.03,,-13.00,,-7.80,-6.47,-9.57,-10.64,-7.48,-5.68,4.53,7.64,10.27,7.30,-5.92,-11.01,-12.69,-10.78,-3.94,-0.23,0.48,0.71,1.62,-2.56,-5.04,-12.36,-10.50
DTAR_sy,,0.40,,,-1.60,,3.43,,4.06,-19.10,-10.61,-1.89,-4.96,3.60,5.51,8.47,-8.16,1.53,-1.66,4.25,13.05,18.46,23.15,16.66,-5.71,-6.29,-6.75,-14.83,5.82,-0.02,-4.97
DTAR_qq,,,,,,-4.85,0.82,-0.47,-3.43,-3.48,-2.52,-1.65,-0.02,-1.60,8.04,1.27,2.42,-4.25,-5.27,-4.21,0.49,-2.16,2.00,-0.51,1.21,-1.94,2.92,-4.60,-1.37,-9.51,5.11
DTAR_sq,,,,,,5.66,-2.51,-13.89,17.32,-17.85,7.72,-5.49,13.65,-10.46,9.70,-2.84,-3.77,-1.00,6.26,2.99,4.35,3.74,10.47,-2.44,-15.66,3.09,9.92,-10.89,4.79,-2.60,4.48
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,20.33,,,-0.06,,-28.91,,-16.67,-13.45,-19.28,-21.05,-14.88,-11.50,9.06,15.82,21.94,15.29,-11.74,-20.90,-24.16,-20.12,-7.40,-0.33,0.93,1.32,3.15,-4.76,-9.21,-20.94,-18.60
