,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100,31100
ShareAmountCurrent,54080000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,49624000000,64701007000,64701007000,64701007000,64701007000,64701007000,64701007000,64701007000,64701007000,64701007000,64701007000
WKCurrent,10450,11640,12010,11280,0,12070,12610,11920,0,13280,13280,10400,0,10270,9770,9520,0,8870,8810,9600,0,8720,8920,8920,0,9980,10260,10150,10410,10630,13100,13180,13580,13140,13560,14160,14680,15240,16050,16520,16940,23970,18320,17950,18080,18550,18590,18030,18310,15470,14820,14020
CWKCurrent,2980,2670,2590,2760,,2580,2470,2610,,2340,2340,2990,,3030,3180,3270,,3510,3530,3240,,3570,3490,3490,,3120,3030,3060,2990,2930,2370,2360,2290,2370,2290,2200,2120,2040,1940,1880,1840,1300,1700,1730,1720,1680,1670,1730,1700,2009,2100,2220
WKGrahamCurrent,4630,1110,560,-470,0,-370,-1550,-10970,0,-14330,-12870,-16190,0,-16990,-18770,-18850,0,-20570,-20540,-20890,0,-19960,-19310,-19080,0,-19150,-18500,-18110,-17680,-2920,-760,-770,-300,-2790,-2100,-1900,-1800,-2710,-1720,-1270,-1090,4740,-30760,-31890,-30420,-30780,-28410,-28680,-29400,-31450,-32180,-33780
CWKGrahamCurrent,6720,27970,55970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6570,,,,,,,,,,
PCurrent,11730,20110,20590,21400,21970,23570,25800,27630,28920,29890,30120,29970,30250,29750,28130,26560,25390,24860,25080,26110,26980,28020,29970,31620,33340,34770,33950,32580,30890,28860,28700,28960,29330,29460,30320,31120,30940,30690,24630,18840,13160,32130,23300,38460,52900,63560,64879,64830,65319,64879,66830,68090
CPCurrent,2650,1550,1510,1450,1420,1320,1210,1130,1080,1040,1030,1040,1030,1050,1110,1170,1230,1250,1240,1190,1150,1110,1040,980,930,890,920,950,1010,1080,1080,1070,1060,1060,1030,1000,1010,1010,1260,1650,2360,970,1340,810,590,490,480,480,480,480,470,460
ZCurrent,2660,1860,1770,1820,1840,1880,2110,2020,2029,2520,2170,1820,1330,-290,-720,-1140,-1380,-810,-770,-460,-560,-310,-30,-20,370,670,880,950,1110,1000,2850,2860,2930,3070,1380,1860,2029,2080,1810,1370,950,2300,940,1020,1560,1010,1380,1720,1120,1100,920,280
CZCurrent,11670,16690,17620,17110,16940,16510,14740,15420,15280,12320,14330,17040,23300,,,,,,,,,,,,83180,46470,35250,32590,28080,30980,10910,10860,10610,10120,22500,16710,15300,14950,17170,22760,32710,13510,33060,30540,19880,30840,22610,18070,27720,28150,33720,112160
