,2004/Q4,2005/Q4,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
TSF_qq,,,,,-18.59,-22.89,,,-4.00,-16.01,,,5.57,16.85,,,-2.77,-0.50,,,-2.33,-5.41,,,-5.36,-1.15,2.07,6.27,-7.11,-2.03,2.60,17.38,-8.18,-1.91,-3.21,14.37,-11.68,-3.81,2.55,2.53,-13.67,-12.08,5.03,-9.10,-0.93,-6.42,-19.67,19.37,-8.05,0.68
TSF_sq,,,,,17.24,-5.58,,,41.26,-11.22,,,9.98,-3.30,,,9.27,-4.57,,,11.12,6.58,,,6.41,-6.12,10.19,-4.37,1.91,-2.03,3.79,-3.24,6.65,-0.97,-2.19,-1.80,0.79,2.52,-1.50,-0.35,-1.15,-6.13,4.86,3.87,1.45,-0.51,-0.77,-4.36,-0.70,-0.26
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,-43.85,4.92,,-98.18,,,,2132.38,244.09,14.13,,-32.65,-22.85,-0.20,,33.66,26.27,-10.36,,-14.13,-9.29,-14.37,,-8.41,-8.28,10.34,,11.96,6.77,-4.64,-2.63,-16.36,-15.68,-34.45,-30.12,-12.84,-12.01,13.94,6.46,-39.78,-16.20,-38.54,-19.48,6.82,-16.55,20.69,5.71,11.36,23.34,19.43
ZKO_sy,-51.62,11.72,,-7.52,,,,17.88,23.32,-9.67,,26.67,-10.55,-3.80,,17.37,-11.00,-9.24,,-15.40,2.07,15.05,,-13.28,12.08,1.42,,1.92,-9.43,0.19,16.39,-0.61,24.12,-6.13,-6.76,-1.25,-16.37,6.79,10.78,13.32,28.98,16.78,12.40,0.83,3.36,18.67,2.70,8.60,-1.32,-15.66
ZKO_qq,,,,,452.73,217.45,,,-14.80,5.29,,,-2.41,36.21,,,-7.80,-3.31,,,-2.61,-8.73,,,-2.48,9.80,-4.71,9.72,-7.00,-1.93,-2.69,-5.75,-6.25,-23.76,3.73,17.56,-5.36,-1.28,-3.08,-33.50,31.70,-27.59,26.97,-11.78,2.88,4.72,11.21,-7.06,13.95,1.40
ZKO_sq,,,,,9.16,29.28,,,14.19,-5.30,,,-19.36,1.85,,,-38.85,3.86,,,-26.23,17.07,,,-4.66,5.94,-15.98,20.10,-15.27,17.19,-2.40,2.56,5.81,-11.37,-3.07,8.63,-10.39,13.17,0.56,11.12,1.99,2.46,-3.21,-0.32,4.55,17.64,-16.23,5.41,-5.01,0.55
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,63.64,24.16,,101.96,,,,302.15,29.68,-21.32,,2.59,8.87,40.26,,23.19,16.53,-4.47,,-7.20,-4.04,-8.41,,-7.20,-7.14,3.99,,8.46,4.05,-2.30,-1.27,-10.50,-8.35,-13.18,-10.77,-7.34,-4.48,3.03,-0.19,-33.34,-17.11,-38.66,-35.48,-13.88,-26.64,4.81,6.63,18.88,13.28,11.69
OSF_sy,3.57,-11.11,,-0.84,,,,-10.98,-13.64,-13.67,,-11.61,-2.38,0.92,,7.42,0.44,-9.53,,1.68,2.06,5.42,,2.04,-1.17,1.13,,-4.40,-0.65,-2.98,-0.08,0.71,-1.90,-8.18,-3.24,1.24,4.87,7.48,4.84,-0.63,-4.01,-4.52,-5.75,-4.10,-1.37,2.38,0.92,-5.78,-1.11,-1.96
OSF_qq,,,,,192.09,53.29,,,-5.81,-6.99,,,-0.05,19.82,,,-5.45,-1.76,,,-2.24,-6.24,,,-2.18,5.00,-1.94,7.68,-6.16,-1.40,-0.91,-2.39,-3.91,-6.60,1.85,1.36,-0.94,0.75,-1.33,-32.30,23.17,-25.44,3.79,-9.65,4.92,6.54,5.59,0.73,-0.03,5.04
OSF_sq,,,,,-1.39,5.47,,,-4.33,5.43,,,5.66,8.99,,,-1.21,-1.82,,,-0.85,1.41,,,-3.96,3.76,-5.84,1.88,-0.20,1.33,-3.03,2.69,-2.79,-5.15,2.19,7.44,0.71,-2.80,-0.32,1.83,-2.72,-3.32,-1.60,3.61,0.06,0.36,-3.01,-3.27,5.03,-0.50
NetDebt,758000000,600000000,,-4235000000,-1987000000,3781000000,,20383000000,24701000000,34750000000,,27434000000,23801000000,27053000000,,25596000000,28293000000,29345000000,,20652000000,23158000000,27449000000,,30228000000,34693000000,36625000000,33897000000,27364000000,32028000000,34826000000,33760000000,24744000000,33410000000,25318000000,29572000000,26878000000,34460000000,37266000000,34270000000,19274000000,33287000000,19096000000,30695000000,25410000000,31340000000,40205000000,63769000000,53002000000,78169000000,90114000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,-43.62,-37.88,,-256.49,,,,289.65,432.07,198.23,,-46.14,-36.42,-28.67,,25.94,108.48,35.91,,-54.74,-59.40,-49.36,,173.35,155.10,212.96,,253.19,429.90,86.81,64.76,-77.82,-84.47,-76.02,-70.30,-32.26,-39.21,-18.93,-24.88,-45.74,-5.54,-44.34,2.28,56.47,-5.61,108.25,65.46,37.38,69.95,32.02
NetDebtEBITDA_sy,-32.02,-26.15,,69.03,,,,26.24,7.03,-13.82,,-20.12,-43.31,25.69,,19.69,48.23,63.37,,-15.68,-49.37,-37.66,,30.96,83.12,34.11,,-1.43,-19.09,-18.57,-27.29,-0.91,9.47,30.84,38.27,5.44,9.15,-14.06,-12.55,-5.73,-3.22,4.64,-3.72,-6.51,-11.83,-13.39,-14.73,12.32,19.96,-2.46
NetDebtEBITDA_qq,,,,,60.45,234.95,,,-30.74,21.20,,,-18.23,35.96,,,35.35,-11.37,,,21.44,10.55,,,13.33,35.62,-9.62,154.27,70.03,-52.19,-20.29,-65.77,19.08,-26.20,-1.27,-21.94,6.88,-1.58,-8.52,-43.61,86.05,-42.00,68.08,-13.73,12.24,27.96,33.55,-28.37,38.85,-0.60
NetDebtEBITDA_sq,,,,,78.19,-39.23,,,51.08,-51.07,,,7.20,8.49,,,32.76,19.57,,,-20.29,47.23,,,11.47,7.83,6.88,-23.27,-8.51,8.52,-4.55,4.56,1.07,29.70,0.87,-20.26,4.64,2.12,2.63,-14.04,7.42,10.41,-5.57,-16.54,1.32,8.46,-7.03,9.94,8.21,-11.82
DebtFin,-110000000,-78000000,,-4558000000,-3992000000,-1536000000,,1414000000,2499000000,3029000000,,14000000,459000000,5394000000,,6305000000,6446000000,7132000000,,4708000000,5716000000,7826000000,,6448000000,6190000000,8482000000,5899000000,7906000000,5161000000,6277000000,6931000000,5500000000,6982000000,-3368000000,-3237000000,6215000000,3048000000,206000000,-949000000,-1330000000,-4784000000,-18298000000,-5339000000,-10475000000,-8273000000,-7735000000,-4858000000,-4874000000,8863000000,12845000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,-1294.81,44.35,,-1195.59,,,,112.22,116.72,163.99,,-99.60,-87.88,63.16,,59671.43,2363.01,65.66,,-58.12,-56.01,-40.59,,155.79,84.39,154.21,,378.39,378.58,45.39,94.37,-82.94,-79.86,-117.70,-115.83,-29.54,-74.27,103.36,81.00,-116.19,-253.48,-9772.68,-542.54,-835.06,-73.38,58.19,27.53,69.35,173.00,197.82
DebtFinEBITDA_sy,16.88,56.42,,-101.96,,,,54.89,172.91,242.55,,34.85,-73.66,-108.76,,285.68,-134.47,1134.62,,78.26,-185.89,-51.59,,214.75,583.15,63.49,,19.06,84.75,69.82,-14.64,-47.99,-37.01,-1.10,-0.96,42.69,13.50,-24.67,-33.35,-11.11,52.18,44.80,47.12,26.73,-11.39,-51.95,-25.45,-0.07,50.56,82.15
DebtFinEBITDA_qq,,,,,26.16,72.71,,,1.00,4.43,,,2938.10,1305.80,,,25.19,-5.45,,,31.50,27.69,,,-5.21,76.03,-32.09,322.13,-5.17,-46.52,-9.21,-62.94,11.95,-146.98,18.76,264.90,-59.12,-93.86,-559.28,-40.52,-287.62,-286.67,69.49,-104.49,28.13,6.75,47.12,13.52,271.18,24.96
DebtFinEBITDA_sq,,,,,-87.92,-0.25,,,403.72,96.00,,,222.81,-165.16,,,-122.80,2055.96,,,-136.56,431.23,,,-43.88,12.08,131.24,-18.14,-12.92,3.03,16.24,-50.12,5.45,61.78,16.39,-28.14,-16.13,7.37,2.98,-4.16,43.60,2.16,4.63,-17.44,0.41,-44.60,62.33,10.67,51.28,-32.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,35.25,27.72,,207.30,,,,-81.99,-62.31,-31.06,,52.34,41.09,40.53,,-7.85,-7.70,6.58,,8.07,5.77,6.95,,1.31,1.24,-5.75,,-3.13,-2.54,2.46,1.40,7.01,8.69,32.44,27.71,6.31,8.55,-9.57,-6.25,10.69,-1.10,-0.20,-19.86,-19.39,-12.08,-13.15,0.87,6.77,-8.17,-6.49
SP1_sy,53.28,3.27,,2.68,,,,-25.46,-19.06,-0.78,,-22.67,2.36,13.34,,-7.55,27.68,2.60,,4.38,6.23,-8.51,,17.07,-20.73,-2.68,,-5.42,10.55,-1.20,-15.84,-0.90,-19.86,3.03,3.47,-2.27,8.98,-12.84,-9.69,-6.43,-22.12,-15.85,-10.24,1.59,8.13,0.62,-3.12,-8.58,-4.42,3.57
SP1_qq,,,,,-47.15,-51.71,,,10.57,-11.67,,,2.40,-12.03,,,2.56,1.59,,,0.38,2.73,,,0.31,-4.37,2.90,-1.86,0.92,0.54,1.83,3.57,2.50,22.51,-1.80,-13.79,4.66,2.06,1.80,1.79,-6.48,2.98,-18.25,2.39,2.00,1.73,-5.06,8.38,-12.28,3.60
SP1_sq,,,,,-24.11,-15.67,,,-17.61,3.38,,,9.06,14.46,,,50.62,-8.03,,,53.29,-20.79,,,3.80,-2.75,11.37,-15.87,21.32,-13.09,-5.12,-0.94,-1.89,11.74,-4.72,-6.44,9.41,-10.63,-1.27,-3.07,-8.93,-3.44,5.31,9.69,-3.06,-10.15,1.39,3.51,1.35,-2.63
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,35.25,34.83,,220.02,,,,-77.21,-53.15,-20.23,,31.02,22.40,41.13,,2.86,2.05,4.47,,2.30,1.29,1.53,,-2.32,-2.64,-8.03,,-5.63,-4.98,-0.06,-0.49,14.95,15.71,45.53,40.81,8.76,8.29,-11.43,-8.55,2.55,-2.33,-4.46,-15.52,-16.40,-8.47,-7.33,-12.27,13.15,5.09,12.94
SP2_sy,24.25,3.56,,-0.87,,,,-15.45,-10.31,-5.93,,-21.27,-10.57,7.82,,-2.48,32.20,-2.51,,21.55,22.40,-5.43,,-7.05,-24.76,-1.89,,-3.85,1.59,2.98,-5.58,0.09,-17.29,-1.14,-7.67,-1.17,7.77,-3.12,-1.61,3.85,-6.69,-6.80,-1.13,-2.52,0.39,-1.00,-1.15,-0.23,4.86,3.01
SP2_qq,,,,,-47.11,-50.08,,,8.72,-15.01,,,1.57,-2.01,,,0.77,0.31,,,-0.22,0.54,,,-0.55,-5.03,1.94,-1.99,0.14,-0.11,1.50,13.21,0.80,25.63,-1.79,-12.56,0.37,2.76,1.40,-1.95,-4.39,0.51,-10.33,-2.97,4.68,1.76,-15.12,25.14,-2.78,9.36
SP2_sq,,,,,-17.42,-4.13,,,-12.40,0.56,,,-0.49,21.24,,,34.89,-10.59,,,35.83,-30.91,,,9.95,-9.91,10.43,-12.10,16.17,-8.67,1.25,-6.82,-4.00,9.16,-5.44,-0.26,4.69,-1.88,-3.97,5.27,-5.93,-1.99,1.87,3.79,-3.12,-3.35,1.71,4.76,1.82,-5.05
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,2084.48,-3.79,,12221.25,,,,-99.25,-96.09,-77.70,,6.16,114.68,63.17,,37.90,-34.66,-45.15,,20.29,44.01,78.68,,-46.66,-29.75,-58.00,,-41.50,1.41,58.59,-62.60,222.73,-30.95,572.78,1079.53,-62.88,15.78,-67.49,-49.01,136.45,180.48,288.70,128.12,176.10,69.13,-43.11,-68.38,-32.81,-60.78,-50.33
CAR_sy,-35.66,15.60,,-2.43,,,,84.09,-42.53,1.97,,47.45,16.52,23.49,,-28.06,14.29,-18.19,,-14.43,28.89,0.02,,-22.72,-56.99,-66.88,,19.15,-11.73,25.85,25.85,-10.11,-1.46,66.02,-17.37,36.33,54.49,35.09,26.54,3.76,-7.74,-18.75,19.55,-8.04,6.36,-22.03,-34.28,-8.11,-31.44,-9.07
CAR_qq,,,,,-86.44,-85.12,,,-28.90,-15.18,,,43.78,-35.53,,,-31.87,-45.89,,,-18.44,-32.86,,,7.41,-59.86,98.46,-31.63,86.20,-37.23,-53.19,489.91,-60.16,511.62,-17.94,-81.43,24.25,71.76,28.70,-13.91,47.39,138.02,-24.47,4.20,-9.71,-19.93,-58.02,121.41,-47.30,1.41
CAR_sq,,,,,254.39,-39.15,,,10.63,7.98,,,-12.57,14.44,,,38.91,-18.09,,,109.23,-36.44,,,16.44,-51.06,55.64,34.33,-13.73,-30.22,55.64,-4.05,-5.43,17.56,-22.54,58.30,7.17,2.79,-27.44,29.81,-4.70,-9.48,6.76,-0.15,10.23,-33.64,-10.01,39.60,-17.76,-11.98
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,78.01,0.99,,6002.84,,,,-96.69,-70.62,-19.56,,23.91,14.92,44.28,,26.76,20.62,9.46,,43.98,12.73,11.00,,-13.39,-10.89,-23.97,,-31.64,-19.23,1.58,1.08,84.85,48.26,84.69,65.85,10.40,4.33,-23.95,-12.08,38.62,7.19,56.60,39.82,-7.30,33.63,-11.62,-32.48,-11.95,-19.88,-11.96
QR_sy,41.29,41.47,,26.87,,,,-14.07,-22.36,-2.01,,5.03,17.12,3.60,,0.74,13.35,-5.58,,-8.19,-15.20,-1.58,,-9.38,-11.07,-20.19,,4.29,0.62,4.92,5.73,16.28,0.03,-1.73,-11.48,-13.52,2.19,10.80,12.39,-2.89,-6.58,-13.36,-7.97,23.30,23.12,3.24,1.22,-8.56,-2.46,-7.21
QR_qq,,,,,-84.17,-68.22,,,40.67,-12.98,,,30.46,9.25,,,24.14,-0.86,,,-2.80,-2.38,,,,-16.71,5.69,-22.35,18.15,4.75,5.18,42.01,-5.23,30.48,-5.55,-5.47,-10.44,-4.89,9.18,49.04,-30.75,38.96,-2.51,-1.19,-0.17,-8.10,-25.52,28.84,-9.15,0.99
QR_sq,,,,,2.80,-2.37,,,-7.11,23.22,,,3.57,8.99,,,16.53,-9.21,,,7.64,5.37,,,,-5.44,7.14,-2.56,1.92,-1.40,7.97,7.16,-12.32,-3.13,-2.75,4.69,3.61,5.04,-1.36,-9.54,-0.34,-2.58,4.78,21.21,-0.49,-18.31,2.73,9.49,6.16,-22.29
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,78.01,0.99,,6002.84,,,,-95.44,-66.95,-8.50,,40.25,26.00,34.84,,6.07,3.95,8.96,,17.52,12.48,8.33,,-13.29,-12.94,-19.65,,-14.31,-10.51,-0.02,-1.10,58.36,41.11,89.40,71.12,19.88,8.61,-19.64,-9.92,37.45,13.11,52.37,37.69,-14.76,25.51,-14.82,-31.97,-12.57,-20.06,-10.72
CR_sy,30.02,5.06,,0.16,,,,-9.45,-13.51,-9.32,,-1.52,11.48,11.81,,-0.32,15.42,5.10,,4.61,-15.48,-14.64,,-11.22,-3.23,-13.72,,0.62,-2.68,7.22,1.28,11.32,-10.19,-1.43,-11.94,-9.05,11.75,5.35,2.73,4.14,-5.90,-4.02,-10.40,7.44,12.27,-5.61,12.79,-8.36,-8.90,6.29
CR_qq,,,,,-84.17,-67.59,,,14.81,-10.27,,,3.16,-3.98,,,1.10,0.64,,,-3.23,-3.07,,,-2.85,-10.54,4.38,-5.54,1.46,-0.05,3.26,51.24,-9.60,34.15,-6.71,5.95,-18.10,-0.74,4.58,61.66,-32.60,33.71,-5.49,0.08,-0.76,-9.25,-24.52,28.62,-9.26,1.35
CR_sq,,,,,1.91,-0.38,,,-2.67,4.46,,,10.18,4.76,,,27.58,-4.60,,,3.08,-3.66,,,12.36,-14.11,20.91,-13.77,8.67,-5.37,14.22,-5.23,-12.33,3.86,2.04,-2.12,7.72,-2.09,-0.49,-0.77,-2.66,-0.13,-7.11,18.99,1.72,-16.04,11.00,-3.33,1.12,-2.05
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,2084.48,-3.79,,12221.25,,,,-99.20,-96.09,-78.29,,3.75,114.68,63.52,,38.55,-34.66,-48.69,,14.43,44.01,78.68,,-46.66,-29.75,-58.00,,-41.50,1.41,58.59,-62.60,222.73,-30.95,572.78,1079.53,-62.88,15.78,-67.49,-49.01,233.20,180.48,305.08,141.39,106.55,78.15,-42.48,-67.69,-36.27,-62.77,-52.86
PP_sy,7.48,-28.64,,-2.83,,,,95.89,-53.31,-4.34,,18.03,33.13,12.61,,-26.39,-22.48,-23.38,,-13.58,31.67,-8.69,,-17.95,-50.61,-58.14,,27.58,-4.60,49.85,30.70,17.49,2.73,10.91,-23.32,-3.02,59.02,42.16,11.94,-0.22,-15.65,-0.62,20.18,27.58,8.39,-7.72,-9.94,-20.57,-41.88,-33.08
PP_qq,,,,,-86.44,-83.70,,,-33.58,-9.54,,,37.43,-31.09,,,-35.19,-45.89,,,-18.44,-32.86,,,7.41,-59.86,98.46,-31.63,86.20,-37.23,-53.19,489.91,-60.16,511.62,-17.94,-81.43,24.25,71.76,28.70,21.31,4.60,148.06,-23.31,3.80,-9.79,-19.90,-56.92,104.74,-47.30,1.41
PP_sq,,,,,379.38,-47.03,,,14.25,8.52,,,28.87,-8.20,,,35.72,-9.27,,,106.78,-37.08,,,24.46,-46.67,52.18,26.30,-6.93,-16.23,32.73,13.53,-18.63,-9.55,-8.24,43.60,33.42,-19.14,-27.74,28.01,12.78,-4.73,-12.62,35.89,-4.18,-18.89,-14.72,19.85,-29.88,-6.61
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,-4.40,-0.30,,680.51,,,,-58.05,25.17,18.39,,56.83,14.98,64.30,,29.08,38.26,12.64,,16.66,6.61,7.79,,-8.59,-9.51,-20.57,,-19.18,-19.59,-2.59,4.58,52.53,55.12,46.95,37.07,32.68,10.82,-1.92,2.26,36.66,3.74,27.00,25.19,-28.19,15.42,-1.72,-18.83,-3.61,-4.98,0.16
RCLR_sy,54.99,4.71,,11.19,,,,-9.61,6.32,15.79,,-25.10,-15.65,1.94,,16.63,40.47,11.77,,0.21,-1.43,4.73,,15.28,-2.69,-11.60,,-11.83,-11.88,3.04,-4.94,-2.67,-2.78,-19.58,-14.38,1.47,-5.65,16.59,3.67,-20.00,-19.08,-22.30,-23.89,13.48,32.34,4.60,25.04,-11.26,-17.30,-10.00
RCLR_qq,,,,,-53.37,-7.85,,,39.10,-12.84,,,1.98,24.55,,,9.24,1.47,,,-0.17,2.59,,,-1.18,-9.95,-0.65,-8.58,-1.68,9.09,6.67,33.32,-0.01,3.34,-0.50,29.05,-16.48,-8.54,3.73,72.47,-36.60,11.97,2.25,-1.07,1.90,-4.65,-15.56,17.48,0.46,0.50
RCLR_sq,,,,,-21.83,-6.52,,,-8.06,1.81,,,3.55,23.04,,,24.72,-2.10,,,22.68,4.02,,,3.56,-5.50,7.49,-16.18,3.50,10.50,-0.83,-14.18,3.38,-8.59,5.58,1.70,-3.87,12.95,-6.12,-21.52,-2.76,8.45,-8.04,17.02,13.39,-14.27,9.93,-16.95,5.68,-6.71
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,44.23,12.68,,141.79,,,,-120.39,-124.43,-113.29,,108.66,126.96,103.59,,80.67,16.74,441.51,,139.07,83.02,73.17,,-41.05,-48.25,-120.52,,-138.94,-139.44,-2.94,-110.00,902.54,1031.31,2211.43,68633.33,60.72,48.16,-33.96,-23.25,67.08,42.17,106.63,56.72,4.29,42.84,-10.78,-26.89,5.73,-7.86,1.07
KP_sy,158.47,3.54,,10.95,,,,-20.19,-4.15,-24.62,,-38.50,-21.98,16.98,,-31.55,102.98,0.34,,78.00,-27.69,-27.43,,-9.12,-5.92,-13.19,,-25.93,-7.87,20.67,-15.62,26.68,-41.65,-18.63,2.59,19.43,95.44,31.71,0.48,-2.43,-34.63,-23.02,-31.25,1.65,9.17,-22.67,-1.97,-15.30,1.48,17.96
KP_qq,,,,,-48.86,-120.08,,,38.72,-75.30,,,90.76,-76.65,,,23.26,8.30,,,-5.64,2.47,,,-17.16,-140.64,129.41,-493.33,16.10,-6.06,97.14,31666.67,-2.64,140.46,-7.26,-25.97,-10.25,7.17,7.79,61.15,-23.63,55.77,-18.25,7.24,4.60,-2.70,-33.01,55.09,-8.84,6.73
KP_sq,,,,,-30.85,22.28,,,-16.95,-3.83,,,5.34,44.20,,,212.39,-28.72,,,26.91,-28.47,,,31.37,-33.99,49.82,-42.98,63.39,-13.54,4.76,-14.40,-24.73,20.55,32.07,-0.34,23.17,-18.76,0.75,-3.22,-17.48,-4.33,-10.03,43.10,-11.37,-32.23,14.06,23.64,6.18,-21.23
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,-32.27,-5.48,,338.26,,,,-107.77,-110.07,-9.60,,103.98,116.63,102.84,,81.25,41.48,502.86,,157.93,101.57,93.84,,-31.55,-42.08,-122.25,,-139.45,-142.60,-10.99,-110.71,891.09,944.21,1875.25,51233.33,12.14,8.98,-45.57,-30.96,72.66,68.88,175.82,121.44,42.66,48.78,-22.03,-35.99,-0.50,-19.54,-22.73
PKKO_sy,227.04,110.04,,116.06,,,,4.51,-75.41,-71.44,,30.23,165.03,159.88,,-27.70,32.06,18.41,,-19.15,-69.46,-65.43,,3.23,-22.27,-25.03,,-11.53,35.79,18.28,-100.33,-133.25,-125.74,-38.06,4466.67,131.68,115.22,-108.45,308.40,-72.83,-2348.57,-441.46,-64.67,-3634.04,106.54,269.37,-194.71,16.92,-861.17,-277.79
PKKO_qq,,,,,-68.83,-113.96,,,59.56,-51.85,,,68.75,-74.07,,,31.72,10.47,,,2.94,6.23,,,-12.89,-140.81,130.77,-460.71,5.94,-6.32,97.03,26733.33,0.38,123.57,-14.45,-41.59,-2.46,11.67,8.50,46.08,-4.59,82.38,-12.89,-5.88,-0.50,-4.42,-28.49,46.30,-19.54,-8.21
PKKO_sq,,,,,185.00,-9.77,,,-32.94,4.80,,,36.48,2.76,,,149.28,-7.86,,,-5.84,4.31,,,-29.09,0.61,35.65,-8.57,8.83,-12.37,-100.38,-9000.00,15.75,310.87,-72.99,-33.97,-59.54,-217.14,1404.88,-95.61,-3448.94,71.79,185.14,-539.42,106.20,630.10,-147.61,-285.47,43.19,-70.54
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,-20.21,23.97,,2.32,,,30.91,-26.33,-38.75,-35.19,-46.68,-7.09,16.95,29.04,-1.07,10.39,-1.36,-7.39,-6.55,-10.55,-2.58,1.11,1.50,-13.21,-26.22,-29.01,-30.70,-18.01,-1.30,7.51,8.96,8.41,3.30,2.16,3.59,3.01,3.80,0.36,-2.26,-8.61,-15.44,-19.42,-23.63,-18.48,-7.63,-2.54,-5.54,-12.62,-14.31,-6.04
RN_sy,26.63,-29.90,,-2.67,,,1.80,17.64,-1.35,-6.93,3.36,-7.62,-5.48,-5.96,-30.27,0.52,-6.97,-2.50,25.25,-4.70,-8.81,-11.60,-17.98,-7.59,2.28,9.75,1.64,10.00,2.83,0.61,0.39,-7.82,-11.73,-6.16,1.70,7.10,13.80,2.21,-0.12,0.90,4.15,11.16,6.52,-12.18,-15.51,-16.87,-17.68,-3.36,1.24,3.73
RN_qq,,,,-3.33,-0.60,-13.99,58.39,-45.59,-17.37,-8.98,30.31,-5.20,4.01,0.42,-0.10,5.79,-7.06,-5.71,0.80,1.26,1.22,-2.14,1.19,-13.42,-13.95,-5.83,-1.22,2.43,3.59,2.58,0.12,1.91,-1.29,1.45,1.51,1.34,-0.54,-1.91,-1.14,-5.24,-7.98,-6.52,-6.31,1.15,4.27,-1.37,-9.19,-6.44,2.26,8.15
RN_sq,,,,-22.87,22.53,-1.64,9.51,-10.86,2.75,-7.21,21.63,-20.33,5.13,-7.68,-9.81,14.84,-2.71,-3.24,15.85,-12.61,-6.91,-6.20,7.49,-1.54,3.03,0.65,-0.46,6.57,-3.68,-1.52,-0.68,-2.16,-7.76,4.69,7.65,3.03,-1.99,-5.97,5.19,4.08,1.17,0.35,0.81,-14.19,-2.67,-1.27,-0.18,0.74,1.97,1.16
CRN,44000,36000,34000,35000,35000,41000,26000,47000,57000,63000,48000,51000,49000,49000,49000,46000,49000,52000,52000,51000,51000,52000,51000,59000,69000,73000,74000,72000,70000,68000,68000,67000,68000,67000,66000,65000,65000,66000,67000,71000,77000,82000,88000,87000,83000,84000,93000,99000,97000,90000
CRN_yy,25.71,-18.18,,-2.78,,,-23.53,34.29,62.86,53.66,84.62,8.51,-14.04,-22.22,2.08,-9.80,,6.12,6.12,10.87,4.08,,-1.92,15.69,35.29,40.38,45.10,22.03,1.45,-6.85,-8.11,-6.94,-2.86,-1.47,-2.94,-2.99,-4.41,-1.49,1.52,9.23,18.46,24.24,31.34,22.54,7.79,2.44,5.68,13.79,16.87,7.14
CRN_sy,-22.14,41.18,,2.78,,,1.75,-14.19,-4.69,0.76,-5.17,7.09,6.56,6.06,41.82,,,5.00,-19.87,5.15,9.29,,21.60,7.69,-1.96,-9.15,-1.97,-9.09,-2.67,-0.67,-0.67,8.57,4.79,6.76,-1.35,-6.58,-10.46,-15.19,-6.16,-1.41,2.19,-2.24,-5.84,14.29,17.14,19.08,22.48,3.75,-1.22,2.56
