,2004/Q4,2005/Q4,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
EVEBITDACurrent_sq,,,,98.22,-3.65,5.39,0.21,89.24,-47.36,71.85,-68.38,151.82,-59.58,32.12,49.95,-0.11,-34.53,-37.54,39.44,18.76,42.67,-36.43,-6.47,46.12,0.18,37.66,-13.90,-19.66,36.29,-2.36,10.96,-31.98,2.14,-15.30,-1.96,11.92,-1.06,-2.39,-0.16,-5.81,0.19,31.69,-22.41,-4.10,10.47,-14.52,6.68,18.31,5.09,-8.19
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,-229.78,-57.10,,137.66,,,,-3.19,38.54,15.23,,-1.80,-38.14,-26.82,,29.95,24.74,-27.49,,-8.60,-6.59,30.27,,-35.64,-41.70,-49.20,,-115.36,-126.69,-113.05,-124.61,456.46,357.78,1001.05,686.78,75.76,84.14,-16.36,-32.91,-40.50,-67.42,-36.31,-55.62,-144.53,-158.05,-233.55,-204.93,378.69,556.93,331.69
ROE_sy,-80.35,98.89,,22.85,,,,16.55,112.34,0.07,,-29.64,19.06,44.27,,15.83,-15.15,-30.32,,16.23,8.68,35.78,,-44.29,-47.91,-43.92,,-17.65,47.06,70.57,80.74,46.85,-15.03,-4.39,-4.58,0.51,44.08,-24.43,-33.01,-11.63,-23.76,13.13,4.82,-24.02,-13.51,-33.52,2.93,22.09,9.16,42.62
ROE_qq,,,,,9.95,24.24,,,57.33,3.34,,,-0.88,22.24,,,-4.86,-28.94,,,-2.76,-0.90,,,-11.91,-13.64,-2.88,-120.79,-53.06,57.78,-83.16,401.15,10.69,47.59,19.28,-9.79,15.96,-32.96,-4.33,-20.00,-36.50,31.03,-33.33,-180.26,17.21,-201.49,47.62,313.17,35.74,52.87
ROE_sq,,,,,-64.92,64.18,,,-36.09,-22.63,,,8.15,-6.25,,,-20.78,-23.01,,,-25.93,-3.81,,,-30.74,3.57,1.89,12.67,23.69,20.12,7.97,-8.46,-28.43,35.16,7.76,-3.57,2.59,-29.11,-4.47,27.19,-11.49,5.19,-11.48,-7.81,0.76,-19.14,37.05,9.35,-9.91,5.64
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,71.79,38.29,,-73.03,,,,-61.51,-34.05,-35.78,,42.08,-2.17,39.01,,49.56,33.47,-25.46,,2.94,4.47,39.83,,-40.29,-47.51,-52.91,,-116.11,-127.13,-113.25,-124.94,461.39,363.64,986.67,643.36,71.23,76.92,-19.74,-31.43,-42.56,-71.21,-46.84,-65.56,-131.20,-146.35,-210.57,-181.38,333.04,430.34,270.52
ROA_sy,-41.82,6.15,,71.03,,,,-11.92,13.23,1.53,,-35.47,37.23,-20.85,,31.79,14.64,2.86,,-1.42,-9.31,112.65,,-36.36,-40.83,-62.55,,-3.60,39.85,13.95,73.46,40.03,-16.09,13.10,7.10,-23.05,19.18,1.65,-16.58,-20.95,-20.84,-26.04,-36.39,-14.15,19.67,2.20,54.33,8.14,-24.23,13.11
ROA_qq,,,,,-10.51,-7.35,,,53.33,-9.78,,,5.57,28.19,,,-5.78,-28.41,,,-4.38,-4.18,,,-15.95,-14.04,,-122.30,-41.58,58.04,-88.33,423.01,3.29,41.11,15.41,1.79,6.72,-35.98,-1.41,-14.73,-46.52,18.23,-36.12,-177.24,20.54,-182.02,52.99,321.19,12.64,45.58
ROA_sq,,,,,-64.43,38.27,,,-54.27,23.99,,,-2.76,-28.49,,,-15.41,-35.84,,,-22.18,50.44,,,-27.64,-4.80,,71.09,4.99,-22.43,24.49,38.11,-37.09,4.56,17.89,-0.77,-2.57,-10.82,-3.25,-5.96,-2.44,-16.67,-16.80,26.92,35.98,-28.83,25.64,-11.06,-4.73,6.25
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,135.19,25.44,,45.30,,,-59.17,-71.93,-59.16,-57.60,-52.74,-37.37,-42.52,-39.52,-39.22,-35.60,-46.24,-19.84,66.86,94.89,130.00,99.01,-46.75,-52.79,-50.26,-65.34,-28.38,-96.53,-108.74,-72.25,-58.06,2790.00,1380.00,425.86,265.93,25.95,32.50,47.87,34.23,17.58,-8.25,-17.29,-24.16,-30.14,-19.28,-19.57,5.60,37.79,21.02,23.33
OPM_sy,-79.36,130.62,,50.59,,,152.13,70.76,25.23,61.69,110.76,-31.76,39.37,58.23,-18.92,5.94,7.36,-43.74,-25.19,-2.71,41.15,66.32,38.12,15.24,-17.14,-43.22,-37.87,-18.06,-12.58,12.42,37.69,-18.11,17.32,42.78,60.20,21.88,30.04,29.17,-0.52,12.23,-31.49,-35.10,-19.46,-14.41,19.25,-7.46,-5.77,-21.15,-24.66,-0.77
OPM_qq,,,,-4.88,-28.35,-25.59,-19.47,-34.63,4.25,-22.74,-10.24,-13.37,-4.32,-18.71,-9.79,-8.21,-20.13,21.20,87.79,7.21,-5.74,4.87,-49.75,-4.95,-0.69,-26.92,3.83,-95.39,-350.00,332.00,56.90,217.58,10.73,-4.69,9.18,9.31,16.48,6.37,-0.89,-4.25,-9.11,-4.11,-9.12,-11.80,5.02,-4.46,19.33,15.08,-7.77,-2.63
OPM_sq,,,,376.60,-52.23,7.94,2.60,222.78,-64.97,39.37,33.73,4.50,-28.45,58.23,-31.47,36.54,-27.49,-17.08,-8.87,77.56,5.20,-2.30,-24.32,48.15,-24.35,-33.05,-17.20,95.38,-19.29,-13.90,1.42,16.20,15.62,4.78,13.79,-11.60,23.37,4.08,-12.37,-0.26,-24.69,-1.40,8.76,5.98,4.93,-23.48,10.74,-11.32,0.26,0.78
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,250.00,27.74,,58.93,,,-61.27,-75.97,-65.55,-61.75,-57.47,-33.73,-38.89,9.96,24.47,51.94,63.64,-17.34,15.65,8.50,11.78,54.31,-20.30,-30.09,-40.51,-48.49,-26.92,-116.14,-129.11,-114.08,-124.93,455.56,337.39,852.08,539.77,21.48,31.50,-33.80,-39.28,-41.48,-66.57,-30.54,-52.34,-141.76,-148.33,-196.39,-171.43,318.42,391.38,235.63
ROS_sy,-66.59,115.83,,21.33,,,266.25,74.86,78.45,-39.59,22.86,-36.37,49.62,28.62,-49.08,-4.20,-1.39,-16.35,44.47,-5.28,20.08,84.24,-17.47,23.40,-32.48,-59.18,-34.68,-29.00,9.15,84.72,125.31,-11.18,-15.32,-14.66,5.07,10.84,29.18,-9.42,-17.08,-18.30,-42.40,-29.66,-16.35,13.32,9.17,-16.96,-15.41,-18.57,-10.92,17.28
ROS_qq,,,,-4.93,-29.05,-28.42,-19.77,-41.01,1.71,-20.54,-10.81,-8.08,-6.20,42.98,0.96,12.21,1.02,-27.78,41.26,5.28,4.08,-0.30,-27.04,-7.66,-11.43,-13.67,3.52,-120.40,-59.72,58.26,-83.33,390.91,6.64,32.23,7.20,-19.64,15.43,-33.43,-1.67,-22.55,-34.07,38.33,-32.53,-167.86,23.68,-175.86,50.00,307.50,1.81,28.40
ROS_sq,,,,282.00,-59.20,215.49,-29.03,91.43,-58.37,6.79,44.35,-0.86,-2.10,-8.20,-42.86,86.54,0.77,-22.12,-1.31,22.30,27.76,19.49,-55.79,82.86,-30.10,-27.76,-29.26,98.77,7.45,22.25,-13.71,-21.64,2.45,23.21,6.23,-17.34,19.40,-13.61,-2.75,-18.55,-15.83,5.50,15.65,10.34,-18.91,-19.75,17.80,6.22,-11.30,5.66
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,129.37,16.90,,31.08,,,-60.78,-74.37,-60.22,-58.90,-56.69,-35.83,-42.80,-41.75,-34.34,-15.56,-27.53,5.90,19.08,-0.54,4.55,-2.79,-24.55,-21.80,-9.94,-35.24,-20.55,-44.60,-61.72,-18.58,-4.31,93.71,225.23,99.46,77.93,27.27,22.99,24.80,6.33,3.06,-19.59,-27.29,-24.52,-26.98,-12.61,-12.61,11.04,41.69,25.64,37.11
RS_sy,-5.62,-3.40,,27.82,,,220.62,84.57,-14.29,6.83,39.77,-13.58,37.20,115.04,29.15,-12.95,8.45,-48.43,-50.65,-33.04,-9.42,18.31,57.11,45.78,31.54,2.29,-20.89,-40.75,-21.53,-16.81,4.23,6.17,33.16,32.32,33.78,36.19,23.99,12.21,15.40,38.55,21.24,-8.73,0.88,-33.90,-12.75,0.12,-9.76,-14.90,-28.43,-3.72
RS_qq,,,,-8.82,-29.70,-24.20,-19.28,-40.42,9.10,-21.67,-14.95,-11.72,-2.75,-20.24,-4.13,13.54,-16.53,16.56,7.80,-5.17,-12.26,8.39,-16.33,-1.71,1.05,-22.07,2.65,-31.47,-30.19,65.77,20.65,38.74,17.21,1.66,7.63,-0.76,13.27,3.15,-8.30,-3.81,-11.63,-6.72,-4.80,-6.94,5.76,-6.73,20.96,18.75,-6.22,1.79
RS_sq,,,,353.75,-33.47,3.11,3.01,161.21,-69.10,28.50,34.77,61.51,-50.95,101.41,-19.06,8.86,-38.89,-4.22,-22.54,47.70,-17.33,25.09,2.87,37.05,-25.41,-2.72,-20.45,2.64,-1.20,3.12,-0.34,4.56,23.91,2.48,0.76,6.44,12.81,-7.26,3.63,27.79,-1.28,-30.18,14.53,-16.27,30.31,-19.88,3.23,-21.03,9.59,7.78
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,323.95,49.33,,74.71,,,-57.38,-74.63,-65.08,-62.47,-58.92,-32.79,-38.73,34.08,48.06,49.40,59.31,-51.21,-17.28,2.97,4.76,110.73,-9.81,-32.77,-39.95,-53.79,-36.67,-125.15,-139.52,-125.27,-127.15,332.56,281.42,609.57,595.92,33.67,37.65,-28.39,-30.04,-31.42,-54.49,-35.28,-46.18,-133.45,-120.19,-166.22,-168.31,334.78,630.95,301.36
GPM_sy,-47.03,40.24,,56.52,,,1500.00,71.33,90.12,-21.06,29.80,-35.67,60.70,5.50,-48.96,-0.81,-19.70,-32.65,39.78,-15.04,46.09,76.09,-20.88,52.87,-40.47,-41.30,-20.17,-44.76,-10.76,46.58,81.47,-6.80,11.91,-0.89,9.51,20.36,22.65,9.42,-10.06,-17.93,-35.48,-41.91,-26.74,17.54,23.10,-8.29,10.29,-15.05,-2.10,18.08
GPM_qq,,,,-1.29,-25.78,-27.93,-19.28,-41.24,2.17,-22.55,-11.64,-3.88,-6.85,69.48,-2.43,-3.01,-0.67,-48.10,65.45,20.73,1.05,4.41,-29.19,-10.00,-9.75,-19.65,-2.96,-135.73,-41.86,48.63,-4.26,406.12,10.67,44.28,1.46,-17.49,13.97,-24.95,-0.87,-19.12,-24.36,6.73,-17.57,-150.27,54.35,-250.00,14.97,272.80,3.24,32.74
GPM_sq,,,,1651.72,-61.78,207.85,-23.32,89.90,-57.59,27.83,26.08,-5.88,5.95,-16.08,-39.00,82.90,-14.23,-29.62,26.60,11.17,47.49,-15.17,-43.12,114.79,-42.57,-16.35,-22.64,48.63,-7.22,37.40,-4.22,-23.67,11.40,21.69,5.83,-16.10,13.51,8.57,-13.01,-23.44,-10.77,-2.24,9.70,22.83,-6.54,-27.17,31.92,-5.39,7.70,-12.16
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,43.15,35.86,,8.09,,,-58.76,-66.94,-51.43,-43.57,-32.33,-3.84,-3.11,4.07,12.42,-4.67,-9.30,-1.03,4.62,11.13,17.64,8.25,-3.90,-3.51,-5.33,-0.90,2.93,1.52,1.33,-0.13,0.58,3.13,3.40,-0.45,-4.95,-8.40,-5.63,-1.89,4.74,6.69,8.18,8.75,8.53,9.89,4.21,2.32,3.99,5.65,-4.99,-15.07
RBS_sy,65.87,12.20,,-28.75,,,-49.41,8.84,6.52,27.21,40.63,-15.73,10.18,13.38,12.42,-3.99,-21.55,-4.38,-14.93,10.35,40.23,10.09,32.49,7.69,-10.62,-15.72,-10.69,-18.58,-8.27,2.50,-5.35,3.93,17.33,-2.59,-9.10,-12.89,-14.93,3.82,4.25,-5.47,3.49,-10.53,-2.08,11.31,20.83,35.29,19.53,-14.09,-25.51,-16.71
RBS_qq,,,,-2.31,-31.75,-21.86,-20.84,-21.69,0.26,-9.21,-5.07,11.29,1.01,-2.48,2.54,-5.62,-3.90,6.42,8.39,0.26,1.72,-2.07,-3.78,0.67,-0.20,2.52,-0.06,-0.71,-0.39,1.05,0.65,1.80,-0.13,-2.72,-3.90,-1.89,2.90,1.14,2.58,-0.06,4.33,1.67,2.38,1.19,-1.06,-0.18,4.05,2.80,-11.02,-10.76
RBS_sq,,,,-13.68,-21.05,-17.87,-9.61,85.71,-22.74,-1.92,-0.08,11.29,1.01,0.94,-0.93,-4.95,-17.46,23.04,-11.86,23.29,4.88,-3.41,6.08,0.21,-12.95,-8.92,12.41,-8.64,-1.93,1.78,3.79,0.32,10.71,-15.50,-3.14,-3.86,8.12,3.12,-2.74,-12.82,18.37,-10.85,6.45,-0.91,28.50,-0.18,-5.96,-28.78,11.43,11.61
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,15.58,35.81,,-75.33,,,,-55.11,-21.76,-28.83,,34.54,-7.98,-23.55,,-36.64,-56.12,-27.83,,84.90,114.32,80.41,,-59.66,-55.99,-68.23,,-96.54,-108.12,-73.74,-58.27,2842.86,1525.81,516.44,355.17,77.67,78.28,79.56,51.52,15.57,-21.19,-36.76,-45.25,-47.99,-22.06,-7.83,20.78,47.27,36.36,54.99
ROPA_sy,-62.71,44.13,,48.05,,,,-15.13,-0.16,11.62,,-5.12,60.48,61.99,,-0.96,-6.33,-40.96,,-14.62,18.56,121.52,,,-19.00,-68.23,,-13.33,22.68,82.73,91.01,1.49,-11.11,5.12,2.26,35.35,45.08,13.11,17.68,-19.06,-12.29,6.46,-5.32,-4.78,-7.57,-25.58,-10.41,-17.69,-7.67,20.17
ROPA_qq,,,,,-9.65,-3.67,,,57.46,-12.36,,,7.70,-27.19,,,-25.41,19.75,,,-13.55,0.81,,,-5.68,-27.23,,-94.96,-321.43,335.48,58.90,255.17,7.28,1.81,17.33,38.64,7.65,2.54,-0.99,5.75,-26.60,-17.71,-14.29,0.46,10.00,-2.69,12.31,22.50,1.85,10.61
ROPA_sq,,,,,-65.84,19.16,,,-59.82,33.23,,,-32.04,34.47,,,-35.72,-15.24,,,-10.74,58.37,,,-27.71,-37.88,,92.99,2.33,-7.47,4.53,2.54,-10.38,9.43,1.69,35.73,-3.93,-14.69,5.79,-6.65,4.11,3.54,-5.91,-6.12,1.06,-16.64,13.27,-13.75,13.37,8.49
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,238.84,410.59,,-72.66,,,-3.04,-242.69,-168.25,-337.23,-223.31,284.41,319.84,321.56,119.19,-149.56,-158.12,-138.72,-228.29,2.92,8.70,-108.83,-21.15,172.80,154.42,135.22,185.92,-194.77,-159.13,-229.47,122.83,270.47,-202.38,-138.35,-4053.60,4875.09,192.73,128.81,101.10,-96.56,137.31,478.14,-4549.77,-105.43,-107.79,-182.23,98.99,457.74,534.92,185.24
ZNPO_sy,191.94,-58.34,,192.15,,,-378.37,-66.33,104.57,-52.77,100.46,2.37,1198.36,191.35,-1459.49,7.55,9.74,-38.56,694.60,31.13,42.89,-41.05,-33.23,23.17,-61.76,148.11,-39.59,13.56,103.40,105.65,395.38,-36.82,36.94,6.64,-0.15,33.97,-28.11,-19.58,-40.73,-27.08,24.28,32.59,62.10,7.94,-27.00,-56.13,-61.41,4.57,-8.49,111.12
ZNPO_qq,,,,-24.97,66.48,-82.26,337.57,-210.41,20.37,38.34,-127.44,265.12,-5.07,-37.86,-80.30,-526.42,-11.33,58.60,34.73,-222.69,-4.70,5.31,62.13,293.90,-21.73,-38.72,-7.62,-313.88,51.16,-34.16,259.00,63.62,-186.64,-5.75,-2537.36,305.90,-98.39,-67.15,0.62,543.71,11.52,-19.96,-874.44,99.21,-59.81,-745.10,90.50,378.71,94.28,65.63
ZNPO_sq,,,,233.12,-157.76,137.15,-489.41,140.29,-92.16,283.94,-96.25,8958.23,-0.57,-13.84,-117.52,816.57,1.46,-51.77,69.57,58.03,10.55,-80.10,92.07,191.51,-65.68,29.11,-53.23,447.94,-38.53,30.54,12.66,-30.12,33.24,1.66,5.49,-6.24,-28.50,13.72,-22.26,15.36,21.85,21.33,-4.95,-23.18,-17.59,-27.10,-16.39,108.17,-27.88,68.19
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,367.94,,-84.83,,,-6.17,443.82,172.43,7.02,29.07,-31.15,-35.56,11.88,-51.62,16.17,120.37,,,,,,,,,139.52,731.53,102.33,16.18,-49.29,-280.73,,,,,,,,,,,165.46,107.09,-96.59,-66.43,,880.12,3370.04,1114.32,
ZFI_sy,,51.21,,-13.06,,,-1.28,4.34,69.57,-9.50,22.68,3.06,3.74,70.35,0.02,-6.56,4.84,,,,,,,,,34.18,48.70,-7.22,-15.14,-16.41,-12.47,,,,,,,,,,,-8.75,-2.27,-11.91,17.76,,9.43,13.18,-5.82,
ZFI_qq,,,,-69.31,97.85,71.98,-10.15,77.89,-0.89,-32.44,8.35,-5.10,-7.24,17.29,-53.15,127.88,75.97,,,,,,-125.67,881.19,-13.35,37.82,-32.30,150.28,-50.24,-39.85,-341.28,,,,,,,,-199.26,133.66,-45.22,18.65,-67.59,-83.81,439.24,,,-42.69,88.70,-21.34
ZFI_sq,,,,-0.40,-39.03,34.27,21.07,5.26,-0.90,-28.34,64.12,-11.57,-0.26,17.68,-3.64,-17.38,11.91,,,,,,-25.57,39.61,15.98,11.33,-17.51,-12.90,6.09,9.66,-13.62,,,,,,,,0.85,-4.18,-4.69,-0.92,8.00,-13.63,27.42,,,-10.67,6.03,12.04
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,-35.57,-7.18,,-97.73,,,,1081.18,174.76,58.36,,-27.67,-34.38,-41.87,,-17.00,-8.24,-4.24,,-21.29,-19.39,-12.14,,17.34,22.39,14.58,,-7.92,-3.61,-1.99,-1.95,-4.35,-3.10,2.22,13.27,5.80,7.15,6.54,-3.24,-24.70,-3.90,-26.48,-16.31,26.07,-8.30,25.20,33.15,35.08,47.00,39.02
DTAR_sy,-36.74,-1.66,,10.46,,,,5.17,23.18,4.26,,-3.86,-11.29,-0.38,,-0.32,2.64,-0.38,,0.40,4.98,5.65,,-1.60,10.12,3.43,,4.06,-19.10,-10.61,-1.89,-4.96,3.60,5.51,8.47,-8.16,1.53,-1.66,4.25,13.05,18.46,23.15,16.66,-5.71,-6.29,-6.75,-14.83,5.82,-0.02,-4.97
DTAR_qq,,,,,336.12,85.31,,,1.45,6.81,,,-7.97,-5.39,,,1.74,-1.26,,,4.19,7.62,,,8.68,0.75,-5.01,-11.47,13.78,2.44,-4.98,-13.64,15.26,8.06,5.29,-19.33,16.73,7.45,-4.37,-37.22,48.99,-17.80,8.85,-5.43,8.37,12.24,15.76,-4.06,17.93,6.14
DTAR_sq,,,,,-18.87,11.81,,,-4.97,-5.36,,,-12.32,6.27,,,-9.72,3.14,,,-5.60,3.80,,,5.66,-2.51,-13.89,17.32,-17.85,7.72,-5.49,13.65,-10.46,9.70,-2.84,-3.77,-1.00,6.26,2.99,4.35,3.74,10.47,-2.44,-15.66,3.09,9.92,-10.89,4.79,-2.60,4.48
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,-23.69,-5.43,,103.16,,,,2877.30,476.92,184.21,,-50.11,-58.50,-69.42,,-27.84,-14.21,-6.77,,-30.11,-27.95,-18.10,,26.58,35.95,23.55,,-11.63,-5.63,-3.18,-3.01,-6.26,-4.79,3.59,22.02,8.58,11.45,10.93,-5.29,-21.91,8.72,-11.81,7.95,80.41,14.80,50.89,71.02,61.01,103.82,89.18
CG_sy,-62.45,16.81,,26.07,,,,21.93,47.90,10.47,,-16.03,-19.48,-0.74,,-7.25,-10.58,-14.41,,-0.09,19.94,15.72,,0.76,13.66,17.81,,5.77,-32.11,-25.43,-7.56,-9.54,16.43,4.84,19.63,3.44,16.43,11.62,9.25,12.33,-1.16,49.64,1.45,-15.53,5.73,-22.14,-2.28,12.20,2.93,1.57
CG_qq,,,,,436.40,148.40,,,3.94,22.37,,,-13.53,-9.82,,,2.81,-2.00,,,5.99,11.39,,,13.84,1.24,-7.82,-16.82,21.57,3.86,-7.65,-19.61,23.47,13.01,8.78,-28.46,26.73,12.49,-7.13,-41.02,76.43,-8.76,13.68,-1.42,12.27,19.93,28.85,-7.19,42.12,11.32
CG_sq,,,,,-31.21,22.60,,,-16.56,-8.43,,,-19.99,12.88,,,-22.86,8.05,,,-7.39,4.24,,,4.47,8.04,-26.63,27.72,-32.95,18.68,-9.04,24.99,-13.70,6.86,3.79,8.07,-2.87,2.45,1.58,11.12,-14.53,55.11,-31.13,-7.48,6.97,14.23,-13.57,6.23,-1.86,12.72
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,,108.64,,,,3143.53,2637.63,378.29,,-64.74,-65.32,2.46,,131.28,130.24,-11.31,,-29.09,-25.04,-32.09,,-26.16,-28.94,-21.28,,-24.55,-25.58,-26.94,-22.37,91.10,86.48,144.35,156.63,15.85,-1.86,-13.42,-16.12,-44.76,-9.63,-31.77,41.29,37.75,34.96,69.75,-74.16,45.99,94.72,136.15
LDER_sy,,,,3.41,,,,256.43,5.77,7.05,,-3.13,-29.81,61.14,,39.55,81.93,-1.29,,-28.41,-0.63,-1.53,,19.65,21.93,6.56,,-2.39,-36.94,-6.32,6.71,36.32,105.71,26.96,21.06,-12.35,-16.10,18.03,40.74,40.09,49.40,60.09,34.95,-3.91,16.53,-9.88,-11.68,3.39,1.86,13.44
LDER_qq,,,,,9.41,365.59,,,-7.65,-18.66,,,-9.16,140.32,,,-9.56,-7.43,,,-4.39,-16.14,,,-7.99,-7.11,-10.24,-1.66,-9.23,-8.81,-4.63,142.08,-11.43,19.49,0.17,9.28,-24.97,5.42,-2.96,-28.03,22.74,-20.41,100.94,-29.83,20.25,0.11,-69.41,296.37,60.39,21.41
LDER_sq,,,,,148.78,-11.49,,,-26.18,-10.42,,,-46.51,105.64,,,-30.26,11.57,,,-3.20,10.57,,,-1.36,-3.37,-24.77,36.12,-36.27,43.54,-14.30,73.89,-3.83,-11.41,-18.28,25.90,-7.95,24.63,-2.56,25.32,-1.83,33.55,-17.86,-10.77,19.06,3.28,-19.50,4.46,17.29,15.02
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,-23.47,,,,1.82,-21.29,-89.57,,5.53,13.83,-63.78,,-67.48,-66.23,-5.39,,15.50,7.75,22.82,,19.52,26.88,20.12,,35.64,36.13,34.41,24.26,-49.82,-44.94,-55.62,-56.53,-3.42,4.98,10.58,9.75,58.41,-2.27,24.56,-39.82,-27.90,-27.26,-37.50,316.02,-36.69,-44.48,-55.76
PZAT_sy,,,,61.15,,,,-37.78,-24.67,-56.51,,1.12,19.17,27.14,,-19.62,-45.63,-27.41,,13.18,46.49,31.10,,-10.22,-19.87,2.51,,-3.12,15.09,0.33,-23.39,2.75,-17.48,-11.88,4.07,-8.11,6.13,-14.45,-13.68,4.92,-9.57,4.89,0.05,-40.42,-36.42,-24.58,-27.23,21.91,5.67,4.97
PZAT_qq,,,,,24.13,746.44,,,-4.04,12.17,,,3.50,-64.31,,,7.48,,,,0.27,13.99,,,6.45,7.92,10.75,6.61,6.83,6.56,2.39,-56.95,17.22,-14.10,0.28,-4.36,27.42,-9.51,-0.48,38.05,-21.39,15.33,-51.91,65.39,-20.70,-0.90,220.08,-74.83,-30.46,-21.03
PZAT_sq,,,,,-14.24,21.42,,,3.82,-29.89,,,22.35,-25.20,,,-17.23,,,,7.13,-10.63,,,-4.38,14.32,11.44,-20.47,13.59,-0.34,-14.90,6.67,-8.78,6.42,0.50,-5.82,5.37,-14.22,1.40,14.46,-9.17,-0.51,-3.27,-31.83,-3.08,18.01,-6.67,14.20,-15.98,17.22
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,,220.02,,,,-74.68,-53.15,-20.23,,36.75,26.29,45.10,,-4.42,1.11,4.48,,-3.38,0.86,0.67,,-2.35,-2.87,-5.77,,-2.83,-1.21,-0.51,-1.18,13.07,12.54,47.21,43.47,12.12,12.06,-8.74,-7.49,4.69,1.36,-3.80,-16.02,-17.09,-10.97,-7.99,-5.40,17.34,11.37,18.95
PELDR_sy,,,,4.66,,,,-22.88,-10.96,-7.70,,-18.81,0.69,10.01,,-4.02,17.15,-7.19,,21.41,20.19,-1.53,,-8.49,-27.05,-2.86,,-0.14,-1.13,5.42,-8.54,3.26,-8.14,-3.47,-4.08,-3.11,9.96,-2.38,-1.10,2.08,-10.18,-3.52,-4.41,-3.69,1.26,-1.62,3.10,1.27,7.02,1.55
PELDR_qq,,,,,-47.11,-50.08,,,-2.13,-15.01,,,-9.61,-2.35,,,-4.38,0.90,,,-0.18,0.72,,,-0.72,-2.29,1.24,-1.07,0.94,-1.60,0.56,13.20,0.47,28.72,-2.00,-11.54,0.41,4.83,-0.65,0.10,-2.78,-0.51,-13.26,-1.18,4.40,2.81,-10.82,22.57,-0.91,9.81
PELDR_sq,,,,,-22.00,-4.06,,,-9.95,-0.55,,,11.68,8.65,,,36.31,-13.92,,,34.93,-29.47,,,7.56,-6.08,13.53,-12.94,6.50,0.13,-1.50,-1.70,-5.26,5.23,-2.11,-0.71,7.52,-6.58,-0.84,2.48,-5.39,0.35,-1.75,3.25,-0.52,-2.51,2.96,1.42,5.12,-7.49
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,,180.16,,,,-49.80,-40.81,-35.53,,24.73,37.16,90.82,,28.39,18.24,0.69,,6.64,7.12,1.83,,-10.63,-13.40,-9.50,,1.48,-0.40,-1.29,-0.77,9.60,8.33,8.46,2.32,-0.29,-4.09,-5.95,-0.35,-10.67,-12.68,-20.19,-18.26,-27.53,-16.84,-11.48,-32.30,-11.10,-17.48,-11.23
TSF_sy,,,,-4.44,,,,-7.73,11.17,4.53,,20.68,-6.04,2.35,,-3.83,-4.46,-5.72,,-12.51,-11.02,-0.62,,10.93,6.22,-6.44,,5.25,0.80,5.20,-0.91,0.26,4.93,6.07,-0.04,1.45,-4.12,-0.75,-0.04,1.43,-0.53,-8.92,-3.04,1.07,3.73,9.94,4.03,-4.21,-6.24,-6.01
