,2008/Q4,2009/Q4,2010/Q4,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
LDER_sq,,,,,-10.21,2.76,23.02,-47.08,-44.46,8.30,-8.59,79.34,14.99,-3.75,41.61,43.86,1.61,-8.67,-19.64,16.65,-22.70,-3.59,-20.45,-2.56,-8.18,9.14,0.21,0.21,2.69,-0.34
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,15.61,-35.34,-51.48,,,,13.99,13.58,9.86,11.29,14.41,12.00,11.29,9.15,-6.41,-7.13,-6.74,-9.48,30.91,36.84,35.91,42.84,-39.70,-40.98,-45.67,-43.42,-8.81,-10.06,0.12
PZAT_sy,,-31.29,10.43,-20.49,,,,65.37,108.64,174.60,168.87,24.12,-39.01,-56.52,-57.10,-46.98,-23.33,-20.26,-9.12,21.12,16.89,11.23,-7.81,-17.06,-22.29,-12.53,14.63,4.94,12.79,-15.59
PZAT_qq,,,,,2.60,6.93,2.12,1.75,2.23,3.43,3.45,4.60,0.07,2.78,1.45,-10.31,-0.70,3.21,-1.52,29.71,3.80,2.51,3.50,-45.25,1.59,-5.63,7.78,-11.76,0.20,5.05
PZAT_sq,,,,,23.84,0.42,1.82,30.60,56.25,32.16,-0.31,-39.71,-23.22,-5.77,-1.64,-25.49,11.01,-1.99,12.11,-0.70,7.14,-6.73,-7.09,-10.66,0.38,4.98,21.76,-18.21,7.89,-21.44
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,1.05,-23.77,16.80,,,,-15.09,-13.72,-13.48,-10.90,-6.84,-4.62,-5.22,-4.17,1.34,-0.27,1.21,-0.69,-16.32,-19.75,-10.44,-9.03,35.18,49.49,36.60,32.63,5.42,0.30,-3.47
PELDR_sy,,10.33,4.75,-4.20,,,,-4.48,2.43,4.71,12.94,7.45,-5.21,1.52,27.82,11.96,18.92,3.08,-13.89,-27.69,-23.29,-8.84,-5.08,2.34,8.23,-8.20,-6.74,-8.17,-10.07,-6.74
PELDR_qq,,,,,-2.99,-2.94,-3.63,-6.43,-1.43,-2.66,-0.75,-2.16,0.92,-3.28,0.34,3.47,-0.69,-1.84,-1.55,-12.82,-4.76,9.55,0.01,29.55,5.32,0.10,-2.89,2.97,0.21,-3.67
PELDR_sq,,,,,-4.14,-2.57,-20.63,28.86,2.80,-0.40,-14.39,22.59,-9.31,6.67,7.78,7.38,-3.68,-7.54,-9.96,-9.82,2.17,9.88,-6.25,-2.77,8.06,-6.80,-4.75,-4.26,5.81,-3.35
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,23.86,53.53,24.18,,,,1.82,9.99,12.40,17.68,25.99,7.15,3.61,-2.27,-11.38,-5.30,-1.97,4.61,6.72,8.71,2.09,-2.36,15.32,12.72,24.14,21.61,4.14,-7.02,-4.58
TSF_sy,,39.02,-30.63,23.14,,,,-8.15,-6.02,-10.64,-2.71,6.52,10.27,13.03,8.38,4.22,1.88,0.60,-3.51,-11.43,-14.71,-9.75,1.54,3.44,10.12,7.28,0.97,-0.90,-6.67,-2.18
TSF_qq,,,,,-0.29,-1.38,3.05,0.49,7.70,0.78,7.89,7.59,-8.40,-2.55,1.77,-2.44,-2.12,0.87,8.61,-0.48,-0.29,-5.27,3.87,17.54,-2.54,4.33,1.75,0.65,-12.98,7.07
TSF_sq,,,,,-6.72,2.48,-6.46,2.71,-4.55,-2.55,1.83,12.46,-1.19,-0.12,-2.36,8.14,-3.40,-1.37,-6.35,-0.73,-6.98,4.37,5.36,1.13,-0.98,1.67,-0.83,-0.74,-6.74,6.56
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-2.14,6.45,2.64,,,,5.90,6.28,6.82,6.24,5.47,1.87,2.16,1.23,-1.65,0.77,0.46,3.47,9.80,13.62,2.38,-0.16,-8.12,-14.95,-4.15,-4.02,0.60,1.90,2.01
ZKO_sy,,-3.54,-3.68,-0.92,,,,4.77,0.26,-2.51,-1.47,-1.24,1.96,1.22,-2.02,-6.85,-3.07,-1.37,0.52,7.18,2.99,0.56,-0.61,-0.98,-0.42,0.44,0.47,1.26,2.09,1.15
ZKO_qq,,,,,0.93,0.27,1.49,3.11,1.29,0.79,0.94,2.36,-2.17,1.07,0.03,-0.55,0.23,0.76,3.02,5.54,3.72,-9.21,0.46,-2.87,-3.99,2.32,0.59,1.81,-2.75,2.42
ZKO_sq,,,,,-1.05,4.17,0.61,1.04,-5.31,1.30,1.67,1.27,-2.25,0.56,-1.58,-3.72,1.72,2.33,0.30,2.66,-2.26,-0.08,-0.88,2.29,-1.70,0.78,-0.84,3.08,-0.89,-0.15
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,3.12,-30.50,-6.96,,,,-11.42,-8.98,-9.21,-4.82,2.53,1.51,0.29,-0.90,-4.58,-5.08,-3.62,-4.54,-2.38,-3.09,2.95,4.89,4.53,11.64,2.62,2.12,-1.87,-7.09,-4.64
OSF_sy,,1.99,-9.97,-0.04,,,,3.58,-1.17,-4.39,-3.21,-3.37,-1.66,7.83,14.33,7.86,11.21,9.38,2.69,-1.10,0.38,-7.11,-5.40,-5.93,-10.63,-5.78,-5.49,1.45,-1.81,-1.03
OSF_qq,,,,,-2.52,-0.43,-2.91,-6.00,0.16,-0.68,1.79,1.26,-0.84,-1.87,0.57,-2.50,-1.36,-0.37,-0.38,-0.29,-2.08,5.84,1.50,-0.64,4.59,-2.71,1.01,-4.52,-0.98,-0.14
OSF_sq,,,,,4.55,3.62,-4.86,0.50,-0.24,0.24,-3.69,0.34,1.53,9.91,2.11,-5.34,4.68,8.10,-4.14,-8.83,6.24,0.04,-2.38,-9.34,0.93,5.47,-2.07,-2.68,-2.32,6.32
NetDebt,342242000000,303642000000,336931000000,344738000000,341210000000,347680000000,318921000000,303920000000,269533000000,258604212000,231736583000,216803431000,243814151000,251459291000,241328348000,259244942000,260161442000,253363498000,228293925000,201787133000,207860924000,242235782000,228203722000,261221038000,285257066000,279336172000,265399654000,287374749000,354089869000,320790750000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-460.96,151.71,28.87,,,,29.39,-2.68,396.62,165.25,-25.07,-23.33,-82.69,-70.36,1.46,12.74,7.84,33.40,14.12,-38.36,-59.38,-67.83,-73.39,-62.59,-3.30,0.02,19.22,74.25,5.45
NetDebtEBITDA_sy,,3.23,4.27,-3.01,,,,8.98,11.96,47.15,13.32,-8.90,3.90,-20.29,-9.93,-18.67,-5.54,12.67,-3.51,22.48,10.68,-12.38,7.52,-11.36,-14.77,-8.72,-11.82,20.08,19.65,-5.64
NetDebtEBITDA_qq,,,,,39.90,-25.57,-5.97,32.16,5.22,279.82,-49.78,-62.67,7.67,-14.23,-14.01,27.77,19.65,-17.96,6.37,9.31,-35.37,-45.95,-15.76,-9.56,-9.16,39.72,-12.87,7.80,32.77,-15.44
NetDebtEBITDA_sq,,,,,-9.95,-0.06,11.89,8.23,-7.49,31.35,-13.83,-13.00,5.51,0.77,-2.62,-21.44,22.54,20.19,-16.61,-0.27,10.73,-4.86,2.33,-17.78,6.47,1.90,-1.15,11.96,6.10,-19.64
DebtFin,124114000000,71668000000,98562000000,119187000000,119345000000,109944000000,108143000000,99795000000,91045000000,86045471000,83831429000,79191843000,72370211000,89444662000,89596541000,81419074000,78499042000,76132101000,72830442000,72684654000,71759153000,73903826000,74317060000,80951937000,87595016000,89313360000,86466682000,104674559000,106800084000,102527719000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-334.93,164.08,52.31,,,,22.89,-6.02,422.55,182.98,-16.65,-32.62,-81.49,-69.58,-12.77,14.61,-8.90,14.63,30.89,-29.47,-58.76,-67.16,-77.10,-66.72,1.34,0.06,40.13,71.15,5.41
DebtFinEBITDA_sy,,11.95,8.68,-48.37,,,,90.91,0.91,51.48,-16.31,-25.36,-7.56,-3.03,33.08,18.12,-1.29,-31.94,4.89,38.47,44.20,55.30,13.25,-30.82,-37.77,-4.31,-0.10,14.09,28.22,-10.59
DebtFinEBITDA_qq,,,,,41.54,-32.71,0.83,27.97,8.24,274.14,-45.40,-62.30,-12.51,2.78,-10.25,8.08,14.95,-18.30,12.93,23.42,-38.06,-52.23,-10.08,-13.94,-9.98,45.48,-11.22,20.52,9.94,-10.40
DebtFinEBITDA_sq,,,,,81.97,-22.17,10.24,22.28,-3.82,16.83,-39.09,9.06,19.12,22.55,-16.41,-3.20,-0.46,-15.50,28.82,27.78,3.66,-8.99,-6.06,-21.95,-6.75,39.94,-1.93,-10.86,4.80,-2.42
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,5.38,-34.71,-9.37,,,,-16.35,-14.36,-15.01,-10.42,-2.79,-0.35,-1.81,-2.10,-2.98,-5.81,-4.09,-7.73,-11.10,-14.70,0.57,5.07,13.76,31.25,7.06,6.38,-2.46,-8.83,-6.52
SP1_sy,,-9.52,7.15,-0.90,,,,-9.91,1.83,21.68,8.10,2.96,1.59,-2.25,20.08,30.74,13.61,6.00,1.20,-13.31,-8.06,-1.01,-7.47,-16.08,-8.51,-24.13,-13.01,-1.15,-10.41,0.92
SP1_qq,,,,,-3.43,-0.70,-4.33,-8.83,-1.12,-1.45,0.84,-1.07,1.37,-2.90,0.54,-1.96,-1.59,-1.12,-3.29,-5.53,-5.57,16.58,1.04,2.27,8.95,-4.90,0.40,-6.22,1.83,-2.49
SP1_sq,,,,,-4.07,-8.29,-5.92,8.85,8.43,9.58,-16.42,3.68,6.99,5.44,2.67,12.88,-7.03,-1.62,-1.98,-3.30,-1.40,5.93,-8.38,-12.30,7.49,-12.15,5.04,-0.33,-2.58,-1.05
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,1.04,-23.79,16.83,,,,-15.39,-14.05,-13.56,-10.95,-6.83,-4.59,-5.19,-4.17,1.34,-0.30,1.18,-0.71,-16.44,-19.80,-10.44,-9.04,35.38,49.70,36.60,32.62,5.35,0.25,-3.45
SP2_sy,,6.22,5.89,-5.63,,,,-10.90,4.08,9.40,1.10,3.35,-9.87,-3.63,22.45,30.00,25.40,12.28,0.46,-28.77,-23.04,-10.84,-14.25,-1.94,8.00,-10.60,-4.16,-3.07,-10.57,2.14
SP2_qq,,,,,-2.98,-3.22,-3.64,-6.48,-1.45,-2.68,-0.73,-2.14,0.92,-3.29,0.34,3.48,-0.70,-1.86,-1.54,-12.92,-4.70,9.60,,29.61,5.38,0.01,-2.91,2.96,0.28,-3.68
SP2_sq,,,,,-8.05,-6.57,-10.36,15.70,7.42,-1.79,-17.17,18.27,-6.32,5.01,5.25,25.56,-9.63,-5.98,-5.84,-10.97,-2.36,8.92,,1.81,7.54,-9.83,-2.91,2.96,-0.77,2.98
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-89.81,600.00,-33.33,,,,-5.10,27.91,-3.75,48.84,-20.43,227.27,-62.99,-86.16,29.73,95.00,540.35,595.16,423.96,48.72,29.32,-2.55,-14.91,-45.98,-9.75,25.48,6.54,56.74,-42.02
CAR_sy,,70.26,-57.28,61.73,,,,-20.90,12.26,54.30,50.63,40.41,26.97,29.72,38.52,-9.28,33.16,-28.37,1.81,42.42,-17.04,69.28,11.20,13.03,22.89,-38.74,8.01,-1.18,7.94,100.89
CAR_qq,,,,,-56.12,272.09,88.12,-69.10,-40.86,180.00,190.91,-83.48,143.24,-68.33,8.77,54.84,265.62,3.99,18.08,16.71,3.78,-9.58,-11.02,1.90,-34.11,51.06,23.71,-13.47,-3.07,-44.12
CAR_sq,,,,,-35.40,-10.78,-8.11,49.37,-8.32,22.63,-10.30,39.23,-17.10,25.28,-4.22,-8.81,21.69,-32.61,36.14,27.57,-29.12,37.52,-10.57,29.67,-22.94,-31.45,57.68,18.64,-15.83,27.58
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,31.08,-15.60,5.85,,,,-22.73,-6.39,-0.24,24.40,19.60,3.77,-14.38,-16.19,-0.29,0.13,12.02,-20.62,-19.32,-17.15,-24.30,-1.47,9.15,17.81,29.07,24.18,8.48,-3.49,-1.76
QR_sy,,-2.51,-1.83,8.04,,,,-1.12,9.92,-2.37,7.31,-3.79,-3.58,2.91,7.68,11.25,3.04,-2.28,2.42,-6.44,-11.32,0.30,-2.70,-1.32,3.74,14.86,-4.83,9.52,-3.45,-21.86
QR_qq,,,,,-3.32,3.19,-4.33,-19.05,17.13,9.97,19.30,-22.17,1.63,-9.26,16.77,-7.41,2.05,1.52,-17.25,-5.90,4.81,-7.24,7.70,4.25,13.12,1.62,3.62,-8.93,0.64,3.45
QR_sq,,,,,-3.51,1.26,-11.05,13.76,7.28,-10.06,-2.23,1.99,7.51,-4.01,2.30,5.37,-0.43,-8.97,7.23,-3.74,-5.63,2.97,4.01,-2.37,-0.79,13.99,-13.81,12.35,-12.53,-7.74
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,2.09,-0.03,8.33,,,,-4.80,-3.13,-2.74,-1.12,1.30,-0.86,-2.01,-2.66,-1.45,-0.85,0.53,0.67,-8.62,-11.09,-5.24,-5.50,23.53,29.76,24.89,23.63,4.61,-2.77,-3.69
CR_sy,,0.40,-0.97,7.66,,,,-7.88,-3.36,-2.89,-1.94,-2.06,5.99,4.62,9.98,17.25,6.19,7.90,-0.09,-8.41,-4.13,0.20,-0.66,-1.07,2.45,-0.40,9.13,2.61,-6.56,-7.78
CR_qq,,,,,-0.88,-1.28,-0.49,-2.23,0.86,-0.88,1.17,0.16,-1.29,-2.03,0.50,1.40,-0.69,-0.66,0.63,-7.95,-3.38,5.87,0.36,20.33,1.49,1.90,-0.65,1.81,-5.66,0.93
CR_sq,,,,,-4.93,-2.36,-2.08,1.34,-0.26,-1.88,-1.12,1.21,7.93,-3.15,3.95,7.89,-2.25,-1.58,-3.74,-1.09,2.31,2.87,-4.57,-1.50,5.95,0.01,4.56,-7.38,-3.52,-1.30
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-89.81,738.10,73.30,,,,-54.10,64.47,-4.59,64.09,30.00,110.40,-52.94,-83.18,-32.97,55.89,388.64,404.30,336.07,31.95,12.56,-6.61,-17.11,-44.18,-8.47,24.66,9.30,50.66,-41.76
PP_sy,,-4.35,-57.28,61.73,,,,-18.42,12.84,68.57,64.09,49.47,31.71,13.84,6.06,-14.71,38.83,-20.35,2.73,44.40,-3.36,54.72,8.80,17.53,-4.49,-36.38,8.01,7.03,26.74,97.26
PP_qq,,,,,-75.08,157.89,71.94,-58.46,-10.71,49.60,195.72,-67.09,44.51,-66.54,5.68,31.18,236.07,4.88,9.07,13.43,1.69,-10.54,-9.50,0.68,-31.52,46.69,23.25,-11.72,-5.60,-43.30
PP_sq,,,,,-33.87,-9.09,6.98,26.85,-8.54,35.81,4.14,15.55,-19.41,17.38,-2.98,-7.08,31.19,-32.66,25.13,30.62,-12.20,7.81,-12.01,41.11,-28.65,-28.18,49.37,39.83,-15.51,11.78
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,36.30,-17.88,3.60,,,,-21.01,-6.84,-0.12,22.50,19.55,1.61,-13.32,-10.98,0.83,-2.91,5.66,-27.04,-26.56,-21.26,-27.28,-1.08,12.33,26.84,34.53,24.92,8.82,-6.19,1.33
RCLR_sy,,6.06,-10.24,12.82,,,,3.26,6.64,-2.53,11.65,-4.62,0.58,-0.06,0.86,-3.37,-2.57,-0.62,-0.11,-4.47,-9.18,-7.60,-8.12,-5.03,-5.77,-0.69,-2.13,2.00,-3.90,-11.95
RCLR_qq,,,,,-0.80,2.34,-6.76,-16.56,17.00,9.72,14.36,-18.57,-0.55,-6.41,17.44,-7.76,-4.24,1.86,-18.91,-7.15,2.67,-5.93,10.30,5.44,15.94,-0.22,2.42,-8.15,-0.06,7.78
RCLR_sq,,,,,-5.12,3.94,-11.32,18.08,-2.01,-5.00,1.57,0.88,3.33,-5.60,2.51,-3.36,4.18,-3.71,3.04,-7.58,-0.96,-2.03,2.46,-4.47,-1.74,3.25,0.98,-0.44,-7.41,-5.40
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,25.61,-12.00,78.45,,,,-31.47,-25.24,-25.14,-17.23,-4.56,-11.29,-19.57,-20.34,-3.52,-4.20,6.91,3.17,-77.60,-103.97,-52.86,-51.10,713.95,5393.10,398.44,357.78,16.93,-6.78,-11.62
KP_sy,,6.75,-6.09,32.96,,,,-24.65,-6.13,-14.96,0.81,-13.25,6.96,17.89,50.26,54.48,13.04,17.50,-11.63,-23.94,-28.28,-21.74,-12.06,-10.86,6.78,7.99,9.24,12.80,-6.63,-8.66
KP_qq,,,,,-5.59,-7.92,-5.10,-16.93,3.00,-7.80,4.92,-4.21,-4.27,-16.40,3.92,16.01,-4.95,-6.71,0.29,-74.82,-116.86,1206.90,4.05,319.16,9.64,4.23,-4.44,7.06,-12.58,-1.19
KP_sq,,,,,-11.74,-4.54,-24.36,18.24,9.95,-13.52,-10.33,1.75,35.56,-4.68,14.29,4.61,-0.81,-0.91,-14.05,-9.97,-6.47,8.12,-3.41,-8.74,12.05,9.35,-2.29,-5.77,-7.25,6.97
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-9.15,9.52,-102.86,,,,39.93,41.05,47.58,30.43,24.82,9.78,8.60,15.41,-22.73,-10.46,-17.00,-5.88,81.05,103.28,56.53,54.34,-817.96,-6185.51,-388.86,-341.96,-2.29,11.39,23.54
PKKO_sy,,,-5.22,65.31,,,,-40.12,-42.79,-31.21,4.27,-25.36,3.90,59.25,28.19,46.13,19.75,-20.43,-7.05,6.24,26.30,60.54,44.08,44.93,-11.57,6.68,24.35,-26.64,-8.88,-45.53
PKKO_qq,,,,,6.87,2.58,17.20,20.03,8.62,13.36,-9.89,13.59,-9.66,12.22,-1.69,-25.38,1.30,7.02,7.98,77.56,117.08,-1332.28,3.32,-351.10,-13.24,1.01,12.60,-4.40,1.90,14.58
PKKO_sq,,,,,-16.91,-27.64,-18.28,21.86,-20.62,-12.99,23.88,-12.77,10.50,33.38,-0.28,-0.56,-9.45,-11.38,16.49,13.65,7.65,12.64,4.55,14.32,-34.32,35.89,21.87,-32.56,-18.41,-18.77
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-45.33,23.99,26.30,,,,17.45,4.71,-0.07,-3.47,-11.97,-13.98,-9.62,-3.70,4.78,11.09,8.63,16.45,30.94,40.06,59.20,47.06,25.14,12.36,-3.37,-1.65,6.77,9.13,13.11
RN_sy,,-7.10,10.24,-1.01,,,,0.03,-0.82,-2.27,-3.56,-1.98,-5.15,-3.78,2.00,8.40,6.11,6.09,5.49,3.26,7.03,13.46,10.55,-0.19,5.39,6.17,2.70,9.56,1.26,1.23
RN_qq,,,,,11.52,2.93,-0.15,2.47,-0.58,-1.77,-3.55,-6.55,-2.85,3.21,2.77,1.68,3.00,0.92,10.17,14.33,10.18,14.72,1.77,-2.71,-1.08,-1.34,3.58,5.62,1.11,2.25
RN_sq,,,,,1.65,-2.47,-1.92,2.86,0.79,-3.89,-3.21,4.54,-2.46,-2.51,2.60,11.10,-4.52,-2.53,2.02,8.75,-1.03,3.32,-0.59,-1.82,4.51,4.09,-3.84,4.74,-3.41,4.06
CRN,59000,109000,88000,69000,62000,60000,61000,59000,59000,61000,63000,67000,69000,67000,65000,64000,62000,62000,56000,49000,44000,39000,38000,39000,40000,40000,39000,37000,36000,35000
CRN_yy,,84.75,-19.27,-21.59,,,,-14.49,-4.84,1.67,3.28,13.56,16.95,9.84,3.17,-4.48,-10.14,-7.46,-13.85,-23.44,-29.03,-37.10,-32.14,-20.41,-9.09,2.56,2.63,-5.13,-10.00,-12.50
CRN_sy,,8.47,-9.38,1.72,,,,-0.85,-0.87,3.39,5.00,2.56,7.89,3.28,-3.17,-8.33,-5.69,-5.56,-4.92,-2.73,-7.76,-14.29,-8.62,0.93,-4.67,-3.92,-3.77,-9.26,-0.98,
CRN_qq,,,,,-10.14,-3.23,1.67,-3.28,,3.39,3.28,6.35,2.99,-2.90,-2.99,-1.54,-3.12,,-9.68,-12.50,-10.20,-11.36,-2.56,2.63,2.56,,-2.50,-5.13,-2.70,-2.78
CRN_sq,,,,,-2.54,2.61,1.69,-2.50,,7.02,3.28,-4.76,2.50,2.44,-3.17,-9.84,5.45,,-2.52,-7.76,,-4.67,3.92,1.89,-5.56,,4.08,-3.92,3.06,-2.97
CPZ,108000,145000,143000,106000,99000,95000,96000,99000,101000,104000,103000,105000,107000,107000,108000,106000,104000,101000,99000,92000,89000,86000,84000,84000,80000,75000,69000,64000,64000,63000
CPZ_yy,,34.26,-1.38,-25.87,,,,-6.60,2.02,9.47,7.29,6.06,5.94,2.88,4.85,0.95,-2.80,-5.61,-8.33,-13.21,-14.42,-14.85,-15.15,-8.70,-10.11,-12.79,-17.86,-23.81,-20.00,-16.00
CPZ_sy,,14.67,-23.22,4.32,,,,-4.73,11.54,17.11,15.38,9.32,-4.02,-3.37,-1.11,-10.23,4.79,0.58,-2.81,2.53,-4.57,-16.76,-12.14,-3.70,-6.59,11.11,-1.32,1.28,1.28,2.50
CPZ_qq,,,,,-6.60,-4.04,1.05,3.12,2.02,2.97,-0.96,1.94,1.90,,0.93,-1.85,-1.89,-2.88,-1.98,-7.07,-3.26,-3.37,-2.33,,-4.76,-6.25,-8.00,-7.25,,-1.56
CPZ_sq,,,,,-7.69,-2.56,2.63,3.21,8.07,2.30,1.12,-2.22,-5.11,,3.49,-11.24,10.76,-1.14,,-6.36,3.09,-13.77,5.56,,,2.56,-6.25,5.33,,3.80
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-27.01,1.85,30.37,,,,5.03,-1.86,-5.96,-3.57,-4.07,-4.44,-2.46,-3.70,0.30,4.86,6.99,9.68,17.00,21.66,25.99,26.43,9.88,2.25,-2.87,-1.94,10.14,11.32,14.90
RMO_sy,,-11.27,22.48,1.49,,,,2.20,-9.16,-7.96,-4.21,-7.08,-5.78,-4.76,-6.49,5.28,3.95,7.96,9.99,12.13,10.96,3.06,-4.23,-5.76,-8.26,-6.30,2.48,2.61,3.08,6.71
RMO_qq,,,,,5.25,2.32,-1.08,-1.40,-1.66,-1.95,1.43,-1.91,-2.04,0.07,0.14,2.17,2.41,2.10,2.67,8.98,6.49,5.74,3.03,-5.28,-0.91,0.45,4.02,6.37,0.16,3.68
RMO_sq,,,,,14.54,-3.24,-2.53,-5.40,1.81,-1.95,1.43,-8.23,3.24,-0.89,-0.40,3.32,1.93,2.94,1.46,5.33,0.86,-4.39,-5.72,3.65,-1.81,-2.34,3.12,3.78,-1.37,1.10
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-41.69,-55.40,32.38,,,,-15.14,-20.88,-27.33,-30.56,-34.38,-32.33,-26.92,-20.95,-3.29,7.79,15.18,16.86,8.48,-2.01,-4.85,-5.34,-3.90,12.73,17.08,25.05,31.94,23.46,23.31
RMT_sy,,-38.38,26.32,1.08,,,,-8.65,-18.09,10.49,7.34,6.12,-10.82,-15.40,-14.10,1.27,5.45,5.72,5.36,2.76,-3.45,-2.91,-5.58,-5.97,-0.47,-3.00,0.29,2.31,3.63,8.91
RMT_qq,,,,,-2.53,-2.50,-3.87,-7.11,-9.12,-10.45,-8.15,-12.21,-6.29,-3.28,-0.65,7.40,4.45,3.35,0.80,-0.31,-5.64,0.35,0.29,1.20,10.69,4.22,7.12,6.78,3.57,4.09
RMT_sq,,,,,27.74,-21.43,2.51,-11.21,14.54,5.99,-0.42,-12.21,-3.75,0.54,1.12,3.49,0.22,0.80,0.78,0.93,-5.84,1.37,-1.99,0.52,-0.34,-1.21,1.34,2.53,0.95,3.83
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-28.54,-10.15,30.79,,,,0.10,-6.82,-11.91,-11.62,-13.85,-13.72,-10.84,-9.71,-0.97,5.78,9.68,12.15,14.16,12.90,14.16,14.03,4.73,5.96,3.98,7.14,17.46,15.30,17.65
RM_sy,,-14.11,13.05,1.93,,,,0.13,-8.31,0.60,0.18,-2.33,-0.28,-1.32,-3.23,-0.29,0.59,1.74,4.15,5.02,3.55,4.26,5.52,4.92,6.18,1.40,-1.84,-0.90,-1.84,2.82
RM_qq,,,,,3.54,1.22,-1.74,-2.81,-3.61,-4.31,-1.42,-5.25,-3.48,-1.11,-0.17,3.92,3.11,2.53,2.08,5.78,1.97,3.68,1.97,-2.84,3.17,1.74,5.06,6.51,1.28,3.81
RM_sq,,,,,6.71,-7.10,1.06,-0.05,-2.29,1.93,0.64,-2.56,-0.24,0.86,-1.30,0.40,0.64,2.02,1.03,1.24,-0.77,2.72,2.25,0.67,0.43,-1.91,-1.02,1.64,-0.52,2.74
COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
