,2009/Q4,2010/Q4,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CG_sy,,-0.09,,0.76,,,-14.88,5.77,-32.11,-25.43,-7.56,-9.54,16.43,4.84,19.63,3.44,16.43,11.62,9.25,12.33,-1.16,49.64,1.45,-15.53,5.73,-22.14,-2.28,12.20,2.93,1.57
CG_qq,,,,-12.26,0.51,-8.20,10.31,-18.50,-5.60,-35.45,-6.03,-3.17,-26.58,21.76,-0.66,12.49,-16.44,7.13,-2.53,35.62,-6.89,70.22,-42.27,1.85,-13.05,9.64,-0.75,13.21,-9.69,54.39
CG_sq,,,,2.78,4.47,8.04,-26.63,27.72,-32.95,18.68,-9.04,24.99,-13.70,6.86,3.79,8.07,-2.87,2.45,1.58,11.12,-14.53,55.11,-31.13,-7.48,6.97,14.23,-13.57,6.23,-1.86,12.72
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,287.14,,-4.08,,,1.58,-21.76,-38.61,-70.82,-75.96,-71.32,-67.44,-15.06,15.97,27.07,61.08,51.85,34.50,63.15,58.19,55.50,57.14,29.69,-2.91,6.12,-1.66,-5.74,18.11,47.21
LDER_sy,,-28.41,,19.65,,,0.11,-2.39,-36.94,-6.32,6.71,36.32,105.71,26.96,21.06,-12.35,-16.10,18.03,40.74,40.09,49.40,60.09,34.95,-3.91,16.53,-9.88,-11.68,3.39,1.86,13.44
LDER_qq,,,,-1.40,2.75,-3.20,3.58,-24.06,-19.37,-53.98,-14.66,-9.42,-8.47,20.04,16.53,-0.76,16.03,13.16,3.22,20.38,12.51,11.23,4.32,-0.65,-15.78,21.57,-3.33,-4.77,5.53,51.53
LDER_sq,,,,39.61,-1.36,-3.37,-24.77,36.12,-36.27,43.54,-14.30,73.89,-3.83,-11.41,-18.28,25.90,-7.95,24.63,-2.56,25.32,-1.83,33.55,-17.86,-10.77,19.06,3.28,-19.50,4.46,17.29,15.02
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-28.30,,15.17,,,,13.14,,,,73.46,,,-32.26,-31.02,-45.61,-38.37,-29.30,-25.33,-12.87,-15.75,-17.46,-21.91,-10.69,-13.46,-4.66,-6.91,-14.27,-6.18
PZAT_sy,,13.18,,-10.22,,,,-3.12,,,,2.75,,,4.07,-8.11,6.13,-14.45,-13.68,4.92,-9.57,4.89,0.05,-40.42,-36.42,-24.58,-27.23,21.91,5.67,4.97
PZAT_qq,,,,,,,,,,,,-6.38,2.05,-12.74,-18.74,-4.67,-19.53,-1.12,-6.79,0.69,-6.11,-4.39,-8.68,-4.74,7.38,-7.35,0.60,-6.99,-1.12,1.40
PZAT_sq,,,,,,,,,,,,6.67,-8.78,6.42,0.50,-5.82,5.37,-14.22,1.40,14.46,-9.17,-0.51,-3.27,-31.83,-3.08,18.01,-6.67,14.20,-15.98,17.22
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,-2.24,,0.81,,,,2.62,,,,50.11,,,29.54,29.43,14.19,13.65,11.57,-7.16,-2.63,-2.92,-6.97,-1.18,4.85,6.92,7.95,12.85,4.78,-16.30
PELDR_sy,,21.41,,-8.49,,,,-0.14,,,,3.26,,,-4.08,-3.11,9.96,-2.38,-1.10,2.08,-10.18,-3.52,-4.41,-3.69,1.26,-1.62,3.10,1.27,7.02,1.55
PELDR_qq,,,,,,,,,,,,18.80,9.01,-6.98,7.54,18.70,-3.83,-7.42,5.56,-1.22,0.86,-7.69,1.15,4.93,7.02,-5.87,2.13,9.69,-0.64,-24.80
PELDR_sq,,,,,,,,,,,,-1.70,-5.26,5.23,-2.11,-0.71,7.52,-6.58,-0.84,2.48,-5.39,0.35,-1.75,3.25,-0.52,-2.51,2.96,1.42,5.12,-7.49
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-16.58,,6.25,,,7.85,3.25,0.18,3.68,9.42,3.75,21.10,6.70,7.95,2.62,1.00,5.72,5.20,0.54,-2.99,-23.42,0.40,9.20,5.46,35.13,1.09,-4.47,-0.92,-10.46
TSF_sy,,-12.51,,10.93,,,22.67,5.25,0.80,5.20,-0.91,0.26,4.93,6.07,-0.04,1.45,-4.12,-0.75,-0.04,1.43,-0.53,-8.92,-3.04,1.07,3.73,9.94,4.03,-4.21,-6.24,-6.01
TSF_qq,,,,10.49,-1.73,4.06,-4.54,5.78,-4.65,7.68,0.76,0.29,11.29,-5.11,1.94,-4.66,9.53,-0.68,1.43,-8.89,5.69,-21.60,32.99,-0.91,2.07,0.46,-0.51,-6.36,5.87,-9.21
TSF_sq,,,,11.45,6.41,-6.12,10.19,-4.37,1.91,-2.03,3.79,-3.24,6.65,-0.97,-2.19,-1.80,0.79,2.52,-1.50,-0.35,-1.15,-6.13,4.86,3.87,1.45,-0.51,-0.77,-4.36,-0.70,-0.26
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,23.26,,2.03,,,,-6.49,,,,-52.43,,,-22.21,-9.05,-0.41,-5.29,-5.13,16.32,29.20,34.19,29.17,-0.55,-12.82,-13.99,-8.44,-5.39,3.83,38.67
ZKO_sy,,-15.40,,-13.28,,,,1.92,,,,-0.61,,,-6.76,-1.25,-16.37,6.79,10.78,13.32,28.98,16.78,12.40,0.83,3.36,18.67,2.70,8.60,-1.32,-15.66
ZKO_qq,,,,,,,,,,,,-15.60,-16.22,15.18,-4.49,-1.32,-8.26,9.54,-4.33,21.00,1.90,13.76,-7.91,-6.84,-10.68,12.23,-1.97,-3.73,-1.97,49.90
ZKO_sq,,,,,,,,,,,,2.56,5.81,-11.37,-3.07,8.63,-10.39,13.17,0.56,11.12,1.99,2.46,-3.21,-0.32,4.55,17.64,-16.23,5.41,-5.01,0.55
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-10.33,,4.32,,,,3.53,,,,-10.50,,,-0.99,4.52,7.56,1.79,1.41,-0.58,1.97,9.47,0.92,-1.76,-0.10,-7.09,0.51,5.20,2.74,0.26
OSF_sy,,1.68,,2.04,,,,-4.40,,,,0.71,,,-3.24,1.24,4.87,7.48,4.84,-0.63,-4.01,-4.52,-5.75,-4.10,-1.37,2.38,0.92,-5.78,-1.11,-1.96
OSF_qq,,,,,,,,,,,,1.33,-7.89,5.17,0.87,6.97,-5.21,-0.47,0.49,4.87,-2.78,6.85,-7.36,2.08,-1.13,-0.63,0.22,6.84,-3.44,-3.03
OSF_sq,,,,,,,,,,,,2.69,-2.79,-5.15,2.19,7.44,0.71,-2.80,-0.32,1.83,-2.72,-3.32,-1.60,3.61,0.06,0.36,-3.01,-3.27,5.03,-0.50
NetDebt,10247000000,13057000000,14400000000,12407000000,14593000000,13182000000,14087000000,10925000000,12632000000,8761000000,4505000000,4259000000,1378000000,3476000000,2794000000,3251000000,290000000,2814000000,2186000000,8365000000,6694000000,8936000000,8507000000,7677000000,4252000000,7849000000,7809000000,10068000000,5992000000,14538000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,115.17,,-65.30,,,-78.59,-14.91,-35.44,-61.21,-62.75,-74.47,-91.44,-61.94,-50.24,-31.84,-79.96,-20.52,-27.78,110.18,1847.26,190.84,298.48,1.33,-30.32,-20.60,-24.62,5.81,-0.28,43.69
NetDebtEBITDA_sy,,-15.68,,30.96,,,68.26,-1.43,-19.09,-18.57,-27.29,-0.91,9.47,30.84,38.27,5.44,9.15,-14.06,-12.55,-5.73,-3.22,4.64,-3.72,-6.51,-11.83,-13.39,-14.73,12.32,19.96,-2.46
NetDebtEBITDA_qq,,,,-68.54,17.62,-9.67,-35.96,25.04,-10.76,-45.72,-38.49,-14.32,-70.09,141.46,-19.58,17.36,-91.20,857.53,-26.93,241.56,-18.52,43.02,0.11,-13.14,-43.97,62.97,-4.96,21.92,-47.19,134.83
NetDebtEBITDA_sq,,,,30.97,11.47,7.83,6.88,-23.27,-8.51,8.52,-4.55,4.56,1.07,29.70,0.87,-20.26,4.64,2.12,2.63,-14.04,7.42,10.41,-5.57,-16.54,1.32,8.46,-7.03,9.94,8.21,-11.82
DebtFin,5453000000,7694000000,,7780000000,,,,6628000000,,,425000000,-1122000000,-2462000000,-1720000000,-2809000000,-4096000000,-6093000000,-3531000000,-4690000000,-119000000,-350000000,-5311000000,2900000000,555000000,-2027000000,2342000000,2160000000,960000000,-1557000000,7204000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,138.25,,-63.08,,,,-17.68,,,,-111.08,,,-630.60,-226.03,-135.77,-101.49,-54.15,97.63,95.16,-37.77,163.30,616.16,-536.03,139.87,-38.81,39.53,45.63,138.56
DebtFinEBITDA_sy,,78.26,,214.75,,,,19.06,,,,-47.99,,,-0.96,42.69,13.50,-24.67,-33.35,-11.11,52.18,44.80,47.12,26.73,-11.39,-51.95,-25.45,-0.07,50.56,82.15
DebtFinEBITDA_qq,,,,,,,,,,,,-339.37,-102.88,33.12,-63.35,-47.08,-46.71,42.84,-24.97,97.74,-200.00,-1527.27,157.42,-81.59,-469.67,202.01,-11.88,-58.01,-244.04,547.61
DebtFinEBITDA_sq,,,,,,,,,,,,-50.12,5.45,61.78,16.39,-28.14,-16.13,7.37,2.98,-4.16,43.60,2.16,4.63,-17.44,0.41,-44.60,62.33,10.67,51.28,-32.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-27.25,,2.25,,,,10.70,,,,88.14,,,27.27,14.92,7.98,7.48,6.90,-14.53,-21.06,-18.42,-21.86,-1.21,14.59,8.01,9.77,11.19,-1.06,-27.69
SP1_sy,,4.38,,17.07,,,,-5.42,,,,-0.90,,,3.47,-2.27,8.98,-12.84,-9.69,-6.43,-22.12,-15.85,-10.24,1.59,8.13,0.62,-3.12,-8.58,-4.42,3.57
SP1_qq,,,,,,,,,,,,20.06,9.96,-8.70,5.60,8.40,3.32,-9.13,5.03,-13.33,-4.58,-6.08,0.60,9.57,10.69,-11.48,2.24,10.99,-1.50,-35.31
SP1_sq,,,,,,,,,,,,-0.94,-1.89,11.74,-4.72,-6.44,9.41,-10.63,-1.27,-3.07,-8.93,-3.44,5.31,9.69,-3.06,-10.15,1.39,3.51,1.35,-2.63
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-2.24,,0.81,,,,2.62,,,,50.11,,,29.54,18.09,14.19,13.65,11.57,-7.74,-14.48,-11.22,-14.56,4.38,13.89,9.51,9.34,9.70,2.61,-19.57
SP2_sy,,21.55,,-7.05,,,,-3.85,,,,0.09,,,-7.67,-1.17,7.77,-3.12,-1.61,3.85,-6.69,-6.80,-1.13,-2.52,0.39,-1.00,-1.15,-0.23,4.86,3.01
SP2_qq,,,,,,,,,,,,18.80,9.01,-6.98,7.54,8.30,5.41,-7.42,5.56,-10.44,-2.30,-3.88,1.59,9.41,6.60,-7.57,1.43,9.76,-0.28,-27.55
SP2_sq,,,,,,,,,,,,-6.82,-4.00,9.16,-5.44,-0.26,4.69,-1.88,-3.97,5.27,-5.93,-1.99,1.87,3.79,-3.12,-3.35,1.71,4.76,1.82,-5.05
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-25.74,,66.35,,,,17.54,,,,143.99,,,60.20,39.08,31.55,33.74,26.81,-40.93,-48.28,-32.02,-55.28,43.60,57.50,-2.66,29.28,-19.25,-0.47,-64.35
CAR_sy,,-14.43,,-22.72,,,,19.15,,,,-10.11,,,-17.37,36.33,54.49,35.09,26.54,3.76,-7.74,-18.75,19.55,-8.04,6.36,-22.03,-34.28,-8.11,-31.44,-9.07
CAR_qq,,,,,,,,,,,,14.15,55.68,-23.86,18.40,-0.89,47.24,-22.59,12.26,-53.84,28.93,1.74,-26.15,48.24,41.41,-37.12,-1.91,-7.41,74.30,-77.48
CAR_sq,,,,,,,,,,,,-4.05,-5.43,17.56,-22.54,58.30,7.17,2.79,-27.44,29.81,-4.70,-9.48,6.76,-0.15,10.23,-33.64,-10.01,39.60,-17.76,-11.98
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-16.28,,8.79,,,,2.32,,,,76.53,,,48.29,6.89,24.10,24.84,14.23,-7.96,-38.72,-42.07,-33.67,27.38,39.99,52.31,22.25,-7.03,3.71,-38.88
QR_sy,,-8.19,,-9.38,,,,4.29,,,,16.28,,,-11.48,-13.52,2.19,10.80,12.39,-2.89,-6.58,-13.36,-7.97,23.30,23.12,3.24,1.22,-8.56,-2.46,-7.21
QR_qq,,,,,,,,,,,,25.01,16.58,-9.84,12.85,-9.89,35.35,-9.30,3.26,-27.39,-9.89,-14.25,18.23,39.43,-0.97,-6.70,-5.11,6.04,10.47,-45.01
QR_sq,,,,,,,,,,,,7.16,-12.32,-3.13,-2.75,4.69,3.61,5.04,-1.36,-9.54,-0.34,-2.58,4.78,21.21,-0.49,-18.31,2.73,9.49,6.16,-22.29
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-7.59,,2.39,,,,3.99,,,,72.18,,,38.70,16.07,12.27,21.25,18.86,-4.64,-15.84,-32.98,-11.44,19.12,22.10,56.87,10.75,-2.02,0.16,-30.96
CR_sy,,4.61,,-11.22,,,,0.62,,,,11.32,,,-11.94,-9.05,11.75,5.35,2.73,4.14,-5.90,-4.02,-10.40,7.44,12.27,-5.61,12.79,-8.36,-8.90,6.29
CR_qq,,,,,,,,,,,,16.90,25.36,-13.50,9.41,-2.17,21.26,-6.58,7.26,-21.52,7.02,-25.61,41.75,5.56,9.70,-4.43,0.07,-6.60,12.13,-34.12
CR_sq,,,,,,,,,,,,-5.23,-12.33,3.86,2.04,-2.12,7.72,-2.09,-0.49,-0.77,-2.66,-0.13,-7.11,18.99,1.72,-16.04,11.00,-3.33,1.12,-2.05
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-27.11,,66.27,,,,15.07,,,,140.19,,,61.30,39.08,32.35,34.83,26.84,-40.91,-48.59,-32.56,-55.59,43.55,57.48,-2.68,29.28,-19.25,-0.47,-64.35
PP_sy,,-13.58,,-17.95,,,,27.58,,,,17.49,,,-23.32,-3.02,59.02,42.16,11.94,-0.22,-15.65,-0.62,20.18,27.58,8.39,-7.72,-9.94,-20.57,-41.88,-33.08
PP_qq,,,,,,,,,,,,14.15,55.68,-23.86,19.21,-1.57,48.14,-22.43,12.14,-54.15,28.90,1.74,-26.16,48.24,41.41,-37.12,-1.91,-7.41,74.30,-77.48
PP_sq,,,,,,,,,,,,13.53,-18.63,-9.55,-8.24,43.60,33.42,-19.14,-27.74,28.01,12.78,-4.73,-12.62,35.89,-4.18,-18.89,-14.72,19.85,-29.88,-6.61
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-12.97,,-2.74,,,,-3.64,,,,46.73,,,36.98,5.18,11.27,11.32,-3.62,30.62,20.57,-38.83,33.52,2.98,-5.55,128.49,11.41,7.43,14.42,-15.04
RCLR_sy,,0.21,,15.28,,,,-11.83,,,,-2.67,,,-14.38,1.47,-5.65,16.59,3.67,-20.00,-19.08,-22.30,-23.89,13.48,32.34,4.60,25.04,-11.26,-17.30,-10.00
RCLR_qq,,,,,,,,,,,,40.60,-18.68,13.03,6.00,7.96,-13.97,13.07,-8.22,46.30,-20.59,-42.63,100.33,12.84,-27.16,38.78,-2.32,8.81,-22.42,3.04
RCLR_sq,,,,,,,,,,,,-14.18,3.38,-8.59,5.58,1.70,-3.87,12.95,-6.12,-21.52,-2.76,8.45,-8.04,17.02,13.39,-14.27,9.93,-16.95,5.68,-6.71
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-472.15,,29.42,,,9.75,50.16,0.28,6.15,135.54,1511.95,172.83,169.31,96.37,33.05,20.14,29.05,21.53,-10.28,-21.56,-36.29,-20.32,15.63,25.99,56.02,16.57,7.71,2.47,-40.84
KP_sy,,78.00,,-9.12,,,34.39,-25.93,-7.87,20.67,-15.62,26.68,-41.65,-18.63,2.59,19.43,95.44,31.71,0.48,-2.43,-34.63,-23.02,-31.25,1.65,9.17,-22.67,-1.97,-15.30,1.48,17.96
KP_qq,,,,92.85,-1149.53,6.12,-7.59,96.05,-2400.00,11.65,140.75,56.88,28.95,-15.92,15.45,6.30,16.44,-9.69,8.72,-21.52,1.79,-26.65,35.98,13.89,10.91,-9.16,1.60,5.23,5.51,-47.56
KP_sq,,,,3.45,31.37,-33.99,49.82,-42.98,63.39,-13.54,4.76,-14.40,-24.73,20.55,32.07,-0.34,23.17,-18.76,0.75,-3.22,-17.48,-4.33,-10.03,43.10,-11.37,-32.23,14.06,23.64,6.18,-21.23
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,232.35,,-35.49,,,-63.67,-65.61,-47.01,-60.87,-152.92,-1646.84,-211.50,-262.52,-192.99,-107.51,-68.34,-50.07,-36.19,15.51,28.95,23.80,27.69,-19.49,-33.67,-22.39,-13.68,-15.22,-16.11,44.28
PKKO_sy,,-19.15,,3.23,,,168.86,-11.53,35.79,18.28,-100.33,-133.25,-125.74,-38.06,4466.67,131.68,115.22,-108.45,308.40,-72.83,-2348.57,-441.46,-64.67,-3634.04,106.54,269.37,-194.71,16.92,-861.17,-277.79
PKKO_qq,,,,-93.63,1162.10,-12.21,-48.50,-93.97,1844.94,-35.16,-169.64,-76.12,-40.20,5.50,-25.55,-24.74,-13.74,15.75,-13.93,22.62,4.34,9.65,-8.12,-27.87,-7.00,17.27,-0.43,-29.60,-7.83,60.30
PKKO_sq,,,,177.84,-29.09,0.61,35.65,-8.57,8.83,-12.37,-100.38,-9000.00,15.75,310.87,-72.99,-33.97,-59.54,-217.14,1404.88,-95.61,-3448.94,71.79,185.14,-539.42,106.20,630.10,-147.61,-285.47,43.19,-70.54
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,24.86,,13.51,,,0.73,15.12,12.97,16.60,37.28,11.24,21.52,20.61,2.10,1.05,-11.47,-14.89,-11.98,-5.41,-6.39,-4.10,-9.07,-9.55,-4.72,-7.88,-3.73,-4.77,-8.54,-6.74
RN_sy,,-4.70,,-7.59,,,1.64,10.00,2.83,0.61,0.39,-7.82,-11.73,-6.16,1.70,7.10,13.80,2.21,-0.12,0.90,4.15,11.16,6.52,-12.18,-15.51,-16.87,-17.68,-3.36,1.24,3.73
RN_qq,,,,1.15,3.07,-0.82,-2.58,15.60,1.14,2.38,14.69,-6.33,10.49,1.62,-2.92,-7.29,-3.20,-2.30,0.40,-0.38,-4.20,0.08,-4.80,-0.90,0.91,-3.24,-0.51,-1.96,-3.09,-1.34
RN_sq,,,,-1.54,3.03,0.65,-0.46,6.57,-3.68,-1.52,-0.68,-2.16,-7.76,4.69,7.65,3.03,-1.99,-5.97,5.19,4.08,1.17,0.35,0.81,-14.19,-2.67,-1.27,-0.18,0.74,1.97,1.16
CRN,103000,83000,74000,73000,71000,71000,73000,63000,62000,61000,53000,57000,51000,51000,52000,56000,58000,59000,59000,59000,62000,62000,65000,66000,65000,67000,68000,69000,71000,72000
CRN_yy,,-19.42,,-12.05,,,-1.35,-13.70,-12.68,-14.08,-27.40,-9.52,-17.74,-16.39,-1.89,-1.75,13.73,15.69,13.46,5.36,6.90,5.08,10.17,11.86,4.84,8.06,4.62,4.55,9.23,7.46
CRN_sy,,5.15,,7.69,,,-1.97,-9.09,-2.67,-0.67,-0.67,8.57,4.79,6.76,-1.35,-6.58,-10.46,-15.19,-6.16,-1.41,2.19,-2.24,-5.84,14.29,17.14,19.08,22.48,3.75,-1.22,2.56
CRN_qq,,,,-1.35,-2.74,,2.82,-13.70,-1.59,-1.61,-13.11,7.55,-10.53,,1.96,7.69,3.57,1.72,,,5.08,,4.84,1.54,-1.52,3.08,1.49,1.47,2.90,1.41
CRN_sq,,,,1.32,-2.60,,,-6.04,4.29,1.37,,2.70,0.66,,-7.59,-2.74,-3.52,-2.19,,,,,-1.53,24.03,2.50,-4.88,1.28,5.06,-2.41,-1.23
CPZ,159000,146000,125000,129000,126000,125000,126000,118000,116000,109000,98000,88000,78000,75000,72000,76000,77000,77000,77000,71000,71000,83000,83000,84000,84000,67000,66000,65000,66000,70000
CPZ_yy,,-8.18,,-11.64,,,0.80,-8.53,-7.94,-12.80,-22.22,-25.42,-32.76,-31.19,-26.53,-13.64,-1.28,2.67,6.94,-6.58,-7.79,7.79,7.79,18.31,18.31,-19.28,-20.48,-22.62,-21.43,4.48
CPZ_sy,,,,6.18,,,-4.50,-1.59,9.34,2.06,-1.57,-0.54,-5.03,-7.07,0.53,4.32,-3.17,-3.26,-7.41,-8.81,1.64,3.37,6.29,19.89,11.83,9.78,6.45,-1.90,0.48,
CPZ_qq,,,,3.20,-2.33,-0.79,0.80,-6.35,-1.69,-6.03,-10.09,-10.20,-11.36,-3.85,-4.00,5.56,1.32,,,-7.79,,16.90,,1.20,,-20.24,-1.49,-1.52,1.54,6.06
CPZ_sq,,,,-5.50,-3.70,6.59,-1.55,-2.62,6.99,-0.50,-5.05,-1.60,2.16,-2.65,2.72,2.12,-5.18,,,0.57,,-1.08,,13.44,,-2.88,-1.98,4.55,0.97,-3.35
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,17.59,,7.83,,,-4.31,6.67,4.67,8.04,7.46,-12.12,-14.20,-14.31,-14.45,-11.03,-14.35,-19.68,-20.65,-3.41,5.63,6.41,15.65,-0.93,-9.41,0.19,-3.71,3.41,6.92,3.32
RMO_sy,,3.93,,-2.87,,,1.27,13.21,-4.25,2.39,-6.63,-13.16,0.56,-4.76,5.82,9.66,7.57,7.76,0.13,-2.11,1.00,-3.79,-0.53,-6.58,-9.14,-3.75,-5.10,-6.82,-6.64,-11.33
RMO_qq,,,,-3.92,3.07,-0.82,-2.58,7.11,1.14,2.38,-3.11,-12.40,-1.27,2.25,-3.26,-8.89,-4.96,-4.11,-4.44,10.91,3.93,-3.39,3.86,-5.00,-4.96,6.85,-0.19,2.02,-1.73,3.26
RMO_sq,,,,-5.50,4.55,0.49,2.00,5.65,-11.58,7.46,-6.98,-1.74,2.39,1.77,3.35,1.83,0.44,1.95,-3.97,-0.45,3.63,-2.89,-0.72,-6.50,0.79,2.88,-2.11,-8.20,0.99,-2.30
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,82.73,,-5.63,,,-16.25,4.76,2.79,6.10,31.58,65.64,68.15,69.73,47.25,8.34,5.58,0.61,-6.17,3.12,1.55,6.57,5.79,-7.95,-8.38,-13.60,-8.17,7.30,9.41,10.46
RMT_sy,,-15.25,,-3.10,,,-3.34,-5.04,-9.08,8.46,4.35,15.70,1.58,8.25,6.86,-2.61,8.26,2.72,-2.68,0.11,-1.32,-10.12,-3.91,-2.75,-6.25,-6.40,-9.55,-12.41,-15.05,-4.62
RMT_qq,,,,-15.91,3.07,-0.81,-2.58,5.19,1.14,2.38,20.81,32.41,2.67,3.34,4.81,-2.58,0.05,-1.52,-2.26,7.07,-1.47,3.35,-2.97,-6.83,-1.93,-2.55,3.13,8.85,,-1.61
RMT_sq,,,,-6.37,9.27,-14.29,10.23,-8.02,4.63,2.23,6.05,1.99,-8.14,8.95,4.70,-7.05,2.11,3.38,-0.81,-4.39,0.65,-5.85,6.05,-3.23,-2.98,-5.99,2.47,-6.29,,5.54
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,55.90,,5.88,,,-10.43,,2.17,9.07,20.03,23.88,24.19,18.56,11.44,-3.47,-8.47,-11.59,-14.95,-0.75,3.94,6.50,11.56,-3.89,-8.97,-5.81,-5.59,5.04,7.95,6.33
RM_sy,,-5.82,,-4.90,,,-0.35,,-2.13,-6.02,-6.05,-5.44,-2.49,-2.39,2.47,9.37,5.73,8.83,3.97,0.22,1.90,1.49,5.36,-8.10,-10.82,-13.41,-16.82,-27.56,-10.47,9.77
RM_qq,,,,-6.10,-0.05,-1.53,-3.08,4.84,2.12,5.12,6.65,8.20,2.38,0.35,0.25,-6.27,-2.92,-3.08,-3.56,9.38,1.67,-0.69,1.01,-5.76,-3.70,2.75,1.24,4.85,-1.03,1.21
RM_sq,,,,-6.02,5.77,0.29,-0.03,-4.39,2.10,-3.69,-0.06,-3.77,5.29,-3.59,4.91,2.70,1.79,-0.77,0.22,-0.99,3.49,-1.16,4.04,-13.64,0.43,-4.03,-0.06,-24.79,24.12,17.66
COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
