,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700
ShareAmountCurrent,30000000000,30335200000,30335200000,30335200000,30335200000,30520600000,32020600000,32020600000,32020600000,32289300000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000,32560000000
WKCurrent,4940,5760,5910,6430,0,6760,9600,9600,0,9150,9190,8910,0,9220,9640,9420,0,8480,8109,8520,0,8300,8420,8660,0,10840,10840,10800,10790,10350,10370,10650,10800,10680,10720,10380,10640,10900,10980,11010,11320,11330,11540,11680,11840,11980,12020,11920,12340,12160,12410,12590
CWKCurrent,1760,1510,1470,1350,,1290,910,910,,950,950,980,,940,900,920,,1030,1070,1020,,1050,1030,1010,,800,800,810,810,840,840,820,810,810,810,840,820,800,790,790,770,770,750,740,730,730,720,730,710,720,700,690
WKGrahamCurrent,2770,620,610,650,0,420,2390,2060,0,-850,-660,-1270,0,-1250,-1230,-1180,0,-1620,-1750,-1540,0,-1310,-1070,-670,0,-240,-180,-870,-770,-1410,-1710,-1490,-1100,-1460,-1200,-1670,-1440,-1610,-1490,-1400,-850,-990,-830,-960,-1030,-1160,-1020,-1500,-1540,-1040,-1160,-570
CWKGrahamCurrent,3140,14120,14190,13410,,20550,3640,4230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,5330,7960,9310,10980,12530,13800,14190,14700,16270,16770,17850,19060,19230,19360,18450,17750,16890,16270,16020,16340,16790,17190,18200,18980,19800,20340,20690,20560,20130,19550,18730,18650,18710,19030,19680,19840,19690,19640,19810,19940,20330,20660,21070,21470,20830,20730,20480,20330,21170,21760,22100,22710
CPCurrent,1630,1090,930,790,690,630,610,590,530,520,490,460,450,450,470,490,520,530,540,530,520,510,480,460,440,430,420,420,430,450,460,470,460,460,440,440,440,440,440,440,430,420,410,410,420,420,420,430,410,400,390,380
ZCurrent,570,910,960,1140,1210,1010,1140,1040,860,240,10,-550,-660,-430,-540,-280,-400,-290,-440,-340,-260,-70,160,320,610,2080,2240,2130,1870,180,-70,-90,50,290,360,180,140,430,460,760,880,640,870,960,970,980,950,850,880,890,850,970
CZCurrent,15240,9560,9040,7620,7190,8600,7650,8370,10080,36650,611820,,,,,,,,,,,,53220,27320,14190,4180,3880,4080,4650,47470,,,178830,30190,24490,48180,62700,20260,18910,11380,9910,13580,10020,9020,8980,8840,9200,10210,9860,9830,10240,8980
