,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960,6960
ShareAmountCurrent,20380000000,20380000000,20380000000,20380000000,20380000000,20380000000,20380000000,23437000000,23437000000,23437000000,23437000000,23437000000,23437000000,23437000000,23437000000,23647000000,23647000000,23100000000,23100000000,23100000000,23100000000,21790000000,21790000000,21790000000,21790000000,21790000000,21790000000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000,22199200000
WKCurrent,1070,1810,1990,2160,0,2860,7590,7100,0,7860,8150,8420,0,8580,8640,8680,0,9100,9170,9120,0,9310,0,0,0,9420,9400,8580,0,8650,8560,8350,8280,8250,8010,7910,7880,7270,7320,7280,7320,7490,7690,7740,7660,7580,7520,7440,7490,7420,7530,7720
CWKCurrent,6520,3840,3500,3230,,2430,920,980,,890,850,830,,810,810,800,,770,760,760,,750,,,,740,740,810,,810,810,830,840,840,870,880,880,960,950,960,950,930,900,900,910,920,930,940,930,940,920,900
WKGrahamCurrent,70,710,790,940,0,1440,6160,5850,0,4840,4670,4590,0,4390,4380,4480,0,4900,5010,4980,0,4860,0,0,0,4470,4560,3820,0,3740,3680,3440,3370,3300,3070,2770,2600,1910,1940,1880,1790,3140,3390,3220,2990,2930,2770,2630,2760,2630,2810,2090
CWKGrahamCurrent,92950,9830,8780,7370,,4820,1130,1190,,1440,1490,1520,,1590,1590,1550,,1420,1390,1400,,1430,,,,1560,1530,1820,,1860,1890,2020,2070,2110,2260,2510,2670,3640,3600,3700,3890,2220,2050,2160,2330,2380,2510,2640,2520,2650,2470,3330
PCurrent,10160,12300,13200,15490,17300,19240,21300,19290,19820,20230,20470,20160,19760,18760,17600,16129,15150,14540,13780,13630,13760,15250,15850,16620,17540,18190,18510,17990,16880,16480,15990,15610,16560,17230,18580,20490,22620,23810,24770,25160,25090,25940,27030,28380,29350,30060,30760,30880,31420,32400,33780,35260
CPCurrent,690,570,530,450,400,360,330,360,350,340,340,350,350,370,400,430,460,480,510,510,510,460,440,420,400,380,380,390,410,420,440,450,420,400,370,340,310,290,280,280,280,270,260,250,240,230,230,230,220,210,210,200
ZCurrent,550,750,830,1090,1340,1320,1420,1340,1350,1450,1460,1210,900,640,490,350,330,410,370,350,420,470,470,550,620,630,530,410,240,70,10,-120,-220,-270,-430,-420,-390,-980,-720,-670,-600,220,410,490,380,70,-190,-320,-200,-170,10,280
CZCurrent,12770,9320,8350,6380,5210,5290,4910,5190,5150,4810,4770,5750,7760,10800,14160,20060,20780,16850,18950,20160,16680,14960,14810,12700,11190,11060,13190,16880,28590,96690,472500,,,,,,,,,,,30960,16840,14130,18490,94560,,,,,1095790,25080
ZOCurrent,660,1030,1140,1450,1690,1720,1830,1690,1630,1770,1780,1550,1250,820,600,390,360,430,390,320,400,490,500,620,710,710,580,440,230,30,-40,-170,-290,-350,-460,-520,-470,-1150,-930,-780,-690,310,540,670,540,160,-130,-330,-190,-140,70,410
CZOCurrent,10570,6740,6120,4790,4110,4050,3800,4130,4280,3930,3910,4490,5590,8530,11510,18060,19520,16230,17930,21670,17580,14260,13960,11150,9830,9800,12020,15900,30180,268240,,,,,,,,,,,,22460,12960,10460,12930,42750,,,,,101980,16910
EVCurrent,6940,6930,8250,8490,6960,7030,7000,6880,6960,6960,6830,6940,6960,6810,6860,6920,6960,5410,6920,5010,6960,6090,6960,6960,6960,6750,5060,5240,6960,5970,6650,6580,6960,6820,6840,7550,7710,7360,7540,8380,8210,7500,6790,6990,7610,7340,7450,7700,7430,7160,6980,8270
EVPCurrent,680,560,630,550,400,370,330,360,350,340,330,340,350,360,390,430,460,370,500,370,510,400,440,420,400,370,270,290,410,360,420,420,420,400,370,370,340,310,300,330,330,290,250,250,260,240,240,250,240,220,210,230
