,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
OPM_sy,27.44,33.49,-32.26,,,,97.09,95.32,12.48,-6.75,-74.77,-113.83,-164.53,-231.54,-48.94,224.04,120.59,138.72,589.58,303.49,414.29,59.63,-43.35,-53.51,-58.55,-6.90,-20.40,29.34,62.37,-3.40,46.06,41.21,19.37,32.91,,-25.00,6.38,-31.73,-12.10,17.35,4.50,54.23,6.16,-6.43,12.92,0.68,-21.85,7.42,3.71,56989.12
OPM_qq,,,,-38.20,20.17,2.86,56.94,-0.22,-3.77,-1.38,-46.03,5.63,1.23,-17.81,-52.71,34.38,-29.46,29.67,51.69,-58.66,17.57,-127.59,-2391.67,30.60,45.30,11.01,180.69,-42.33,-145.74,51.16,100.00,,43.33,20.59,-66.67,24.44,132.35,445.45,-236.67,23.17,-163.49,-4.22,-99.42,-16.23,-40.90,-37.35,28.35,1.80,22.71,24.64
OPM_sq,,,,1.85,58.18,-24.63,62.31,0.94,-8.91,-37.52,-56.07,-155.32,-325.00,-27.38,117.05,34.38,-29.46,139.56,203.67,-21.37,-10.09,-25.64,7.76,-35.47,-19.83,67.01,-7.87,4.86,0.64,-0.63,39.30,,-14.93,10.64,4.33,-23.62,20.66,-29.00,34.33,1.97,7.46,4.78,-7.53,-10.12,29.67,-6.57,-28.23,23.54,25.19,51332.69
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,81.76,0.35,-3.45,,,,11.79,93.33,48.73,44.33,-89.14,-88.40,-83.96,-92.50,-79.41,16.22,-93.62,-71.43,542.86,-223.26,-1566.67,-2816.67,-1517.78,-822.64,-643.18,-62.58,104.08,92.84,55.05,53.58,-426.92,-251.43,40.14,26.02,-43.53,13.01,3.41,47.25,-68.85,-93.46,-221.18,-487.50,-102.91,-116.43,-113.55,-161.35,-16.99,-8.48,34.31,59.57
ROS_sy,47.37,48.88,2.85,,,,79.15,-26.92,-26.20,-52.98,-87.47,-201.55,-292.68,-371.35,-109.09,113.11,103.80,121.26,6157.14,587.21,1388.46,9.33,-42.45,-61.93,-77.78,33.23,-25.41,90.22,83.72,15.33,48.35,47.66,109.49,48.61,18.52,-6.17,-26.89,-50.33,-6.41,-0.84,47.11,76.34,-1.84,-4.42,-17.70,-9.15,7.31,19.57,41.64,36497.15
ROS_qq,,,,-41.07,19.39,-1.52,61.34,1.92,-8.15,-4.44,-87.86,8.82,27.03,-55.32,-66.67,514.29,-93.02,100.00,650.00,-217.78,16.98,-270.45,-291.41,23.35,33.13,18.96,109.81,-234.62,-320.00,16.33,30.89,-44.71,28.46,-3.41,-34.07,12.30,20.56,43.53,-329.17,-0.49,-31.88,-3.30,-48.23,-7.18,-30.13,-26.42,33.65,0.61,21.19,22.19
ROS_sq,,,,28.86,8.82,14.97,11.12,-47.44,9.91,-26.76,-70.38,-525.97,-108.54,-3.14,99.01,714.29,-39.53,476.92,182.67,-30.31,30.96,-57.62,48.78,-53.89,-23.56,154.07,-16.70,17.58,-26.17,59.49,7.14,17.04,4.75,13.14,-14.55,-7.34,-18.38,-23.14,61.02,-1.84,21.09,-7.87,-10.37,-4.42,4.27,1.71,5.87,6.50,23.51,26179.40
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,68.22,0.92,-16.44,,,,-3.28,134.32,135.84,113.37,-44.07,-47.22,-46.57,-54.64,-50.00,-36.84,-58.26,-42.54,81.82,-48.48,10.99,-100.00,-403.33,-620.59,-280.20,,137.73,138.70,99.45,108.44,-106.80,-156.20,-5700.00,-446.15,-371.43,41.56,100.00,200.00,-27.27,-17.78,,-468.89,-213.10,-520.75,-189.09,-296.99,-98.86,-56.23,22.01,54.48
RS_sy,8.30,50.89,-28.20,,,,15.66,35.05,-4.17,-7.64,1.75,-61.52,-63.94,-60.65,-62.02,13.37,60.99,148.41,205.37,134.62,115.42,17.95,-36.91,-48.42,-50.61,,-31.23,0.42,-25.05,-1.75,100.00,89.87,130.94,119.11,-8.96,-25.33,-4.07,-23.53,3.28,0.89,,-3.98,-6.01,0.88,8.25,8.56,11.70,14.91,16.79,143.13
RS_qq,,,,-53.83,2.37,8.09,89.30,11.86,3.03,-2.21,-50.38,5.56,4.31,-16.97,-45.30,33.33,-31.06,14.29,73.08,-62.22,48.53,-100.00,,35.16,48.59,15.38,233.77,-33.50,-100.73,1400.00,-207.69,-450.00,24.68,22.41,-46.67,31.82,100.00,,-286.67,36.90,-211.32,-0.61,-58.43,-25.10,-44.98,-38.16,20.64,1.72,27.63,19.35
RS_sq,,,,-16.41,23.26,5.88,6.02,-2.40,-12.53,2.05,16.79,-63.09,-18.02,11.35,12.74,10.17,16.41,71.81,38.59,-15.36,6.89,-5.93,,-30.79,2.33,-5.18,2.40,1.07,-23.63,24.31,108.44,-4.05,-7.11,17.94,-13.39,-21.31,19.35,,16.98,-23.13,14.45,-6.70,14.50,-17.49,22.81,-6.43,17.81,-15.12,24.81,94.80
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,64.41,-0.82,-5.52,,,,16.96,98.49,54.55,48.75,-85.25,-82.28,-82.62,-89.36,-84.75,-21.43,-81.54,-68.42,644.44,-198.18,-375.00,-1308.33,-1241.79,-977.78,-1072.73,-140.69,105.75,95.02,54.01,59.31,-329.55,-431.03,40.45,23.94,-44.55,20.13,14.15,73.15,-21.92,-44.72,-193.41,-837.93,-145.51,-164.61,-137.45,-212.87,-36.38,-26.11,26.97,57.93
GPM_sy,32.71,52.30,9.43,,,,63.19,10.91,29.48,-25.83,-89.57,-144.10,-203.85,-279.39,-88.75,120.45,107.42,130.28,5583.33,564.55,845.45,0.77,-61.49,-54.86,-71.03,37.40,4.82,,51.04,0.37,38.01,136.97,98.08,51.85,31.93,-20.72,-9.02,-48.72,-8.91,5.81,18.60,90.28,19.27,11.89,3.08,-4.11,-6.85,-1.91,14.46,28219.35
GPM_qq,,,,-41.81,21.61,-0.83,66.67,-1.25,-5.32,-4.55,-83.47,18.64,-7.14,-41.54,-76.32,511.11,-78.18,,458.33,-180.60,38.89,-339.39,-427.59,23.92,33.51,9.82,112.61,-165.91,-513.79,20.22,28.87,-52.48,31.17,-1.89,-35.19,15.75,26.02,68.13,-513.79,,-50.00,-1.87,-60.66,-7.78,-34.61,-34.23,29.96,0.34,22.05,22.68
GPM_sq,,,,17.02,-19.82,9.75,58.47,-20.47,-6.39,-37.13,-77.72,-436.25,-120.45,-8.60,101.40,511.11,-20.00,,162.31,-28.54,13.82,-52.76,0.25,-16.24,-26.97,124.07,-23.52,-20.10,10.30,48.90,5.17,37.19,-7.80,14.15,-8.63,-17.55,5.81,-35.67,62.32,,18.60,3.21,1.74,-10.16,9.26,-3.99,-1.17,-5.39,27.50,23653.70
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,5.66,-4.98,18.17,,,,1.25,1.92,3.66,5.73,8.31,4.89,2.64,0.80,-3.52,-3.58,-2.91,-2.35,-1.40,7.05,12.24,11.50,3.81,-3.17,-7.75,-9.95,7.45,8.88,6.08,9.79,-4.15,-7.38,-5.36,-7.10,-0.94,4.34,3.80,4.35,-0.41,-2.76,-2.68,-1.92,-1.34,-0.08,0.05,-2.70,-0.68,-4.23,-1.48,1.67
RBS_sy,12.45,-3.45,19.80,,,,10.27,6.26,-4.73,3.99,2.03,-0.57,0.51,-5.21,-2.09,-6.40,-5.42,-5.49,-6.59,9.43,20.32,28.35,19.11,9.82,3.24,-10.83,-4.79,-5.81,-5.12,4.29,15.22,11.36,-1.55,-14.20,-8.68,-6.33,4.92,18.71,6.78,16.97,15.99,13.34,2.48,-6.69,-14.28,-16.01,2.96,3.29,13.19,-10.41
RBS_qq,,,,0.88,,0.25,0.11,1.54,1.71,2.26,2.55,-1.66,-0.47,0.42,-1.85,-1.72,0.22,1.01,-0.89,6.70,5.08,0.34,-7.72,-0.47,0.11,-2.05,10.11,0.85,-2.47,1.37,-3.87,-2.55,-0.34,-0.50,2.50,2.65,-0.85,0.03,-2.17,0.23,-0.77,0.80,-1.60,1.52,-0.64,-1.97,0.45,-2.11,2.21,1.16
RBS_sq,,,,3.71,,-1.80,-1.06,-0.06,-1.88,7.18,-2.91,-2.62,-0.82,1.08,0.28,-6.90,0.22,1.01,-0.89,9.07,10.19,7.75,-8.02,0.56,3.59,-6.94,-1.79,-0.52,4.36,2.29,8.49,-3.85,-7.74,-10.86,15.48,-1.37,3.34,0.85,3.88,8.04,2.48,-1.46,-6.07,-1.63,-5.85,-3.45,15.14,-1.32,3.17,-23.57
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,37.08,8.20,-19.68,,,,22.09,96.14,59.18,38.64,-58.22,-55.48,-48.71,-52.03,-54.72,-39.43,-60.06,-34.15,132.17,-45.31,-7.41,-118.18,-359.93,-625.71,-358.40,-826.47,136.02,127.17,79.57,89.84,-99.60,-160.67,16.67,-31.25,-6700.00,47.25,129.09,328.57,-96.97,-110.42,-1812.50,-404.17,-349.23,-584.16,-237.96,-316.44,-43.15,-23.44,26.35,57.40
ROPA_sy,61.13,13.11,-4.24,,,,4.65,38.69,-27.10,-21.14,-62.29,-121.46,-220.26,-77.14,-44.52,196.00,119.12,17.28,257.28,310.16,393.73,192.27,-21.49,-47.43,-59.89,-33.97,-26.58,-6.04,31.33,19.40,41.97,33.68,49.11,35.95,40.88,17.88,11.15,3.78,2.34,46.98,30.40,26.67,-5.10,-33.96,-18.61,-51.20,-17.65,0.17,20.49,8.53
ROPA_qq,,,,-27.11,14.05,3.14,42.39,17.11,-7.44,-10.17,-57.09,24.80,6.62,-15.98,-59.51,66.96,-29.69,38.52,42.78,-60.67,19.05,-127.20,-1941.18,20.46,41.49,2.48,179.37,-40.00,-144.00,51.52,103.12,-9200.00,39.56,23.64,-57.14,27.27,133.33,500.00,-235.42,22.31,-171.29,-6.57,-100.00,-18.32,-34.01,-31.32,31.25,-2.03,20.05,24.05
ROPA_sq,,,,-27.35,34.52,8.30,-1.12,-3.72,-29.29,17.15,-52.72,-154.79,-296.25,122.27,14.73,-5.19,-21.09,36.63,249.52,8.85,-5.02,-19.12,-6.12,-27.11,-27.54,33.17,4.38,-6.71,1.29,21.07,24.11,-12.16,12.98,10.38,28.60,-26.50,6.53,3.06,26.82,5.57,-5.49,0.12,-4.99,-26.54,16.47,-39.97,60.34,-10.64,40.10,-45.93
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,760.91,-34.17,-128.21,,,,221.28,243.13,255.45,-53.31,-90.45,-89.04,-91.07,-92.71,-65.00,-30.24,-92.68,-80.07,386.55,-314.91,-3459.38,-8161.02,-5296.03,-1316.65,-391.35,-22.67,102.10,88.47,-284.53,-21.46,-708.23,-247.94,83.83,63.45,-4.24,45.67,43.68,60.35,-74.99,-60.99,-196.65,-315.09,16.89,9145.33,429.01,413.84,268.36,-110.07,-211.33,-44.76
ZNPO_sy,174.75,-3.89,-3.85,,,,-34.85,-36.39,-143.16,-88.99,-1.07,39.04,18.33,-498.81,-51.60,-42.22,317.12,265.98,221.48,56.19,46.88,-30.70,-23.90,-42.82,-77.42,-11.72,-75.62,159.24,11.93,141.17,509.66,-20.62,406.64,-32.96,5.27,13.15,-5.70,52.57,31.63,52.13,27.79,-39.54,-46.91,-43.35,0.95,-24.57,76.03,22.01,-21.02,1319.00
ZNPO_qq,,,,-35.72,21.05,376.36,-59.04,60.16,-14.25,-16.99,-91.63,83.82,-30.08,-32.27,-59.80,266.39,-92.66,84.38,881.36,-261.83,-14.73,-342.42,-532.57,55.88,60.21,-10.45,110.83,-342.25,-1226.65,65.11,45.75,-38.58,38.33,21.16,-54.71,27.78,36.07,44.49,-582.77,33.56,-17.79,22.32,-36.71,7330.99,-95.72,-25.90,-26.66,-532.66,52.65,136.77
ZNPO_sq,,,,0.89,-12.68,67.02,-55.72,-1.48,-159.25,142.60,297.85,38.45,-134.80,-108.03,148.28,65.29,30.78,59.03,-6.49,-19.69,22.99,-24.97,2.69,-39.66,-51.43,193.30,-71.64,541.56,-79.03,531.97,-28.30,-16.46,33.84,-16.38,12.59,-10.21,11.55,35.30,-2.87,3.78,-6.30,-35.98,-14.72,10.74,66.99,-52.17,99.02,-23.25,8.10,759.35
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,14.64,-65.86,647.12,,,,-64.14,0.15,137.88,-14.47,-5.02,-1.22,-0.29,-2.91,1.43,-0.31,-0.53,3.01,1.66,4.96,-6.54,1.43,-17.76,-16.11,-6.44,-14.60,-342.51,63.62,221.19,196.64,141.76,16.86,-51.35,-53.89,29.76,-34.51,-22.69,-22.65,-9.62,-17.92,-1.34,23.61,1.06,31.16,3.58,-16.14,-23.21,-24.98,-12.48,-66.77
ZFI_sy,51.01,-9.26,8.33,,,,0.07,16.18,21.46,8.95,21.84,9.53,6.90,-26.29,-5.29,-15.27,-14.72,48.01,14.17,42.31,12.34,-44.26,-21.57,-46.03,-29.09,23.13,-90.57,58.97,24.43,-17.89,817.21,-11.55,16.60,69.86,-25.54,14.05,-14.88,-3.36,69.62,-16.09,3.20,-28.23,-18.24,-3.04,-9.78,22.17,3.65,1.72,12.97,-62.90
ZFI_qq,,,,-65.43,-362.85,144.82,-11.93,-3.47,-0.59,1.21,-2.20,0.40,0.34,-1.45,2.17,-1.33,0.12,2.06,0.83,1.87,-10.85,10.76,-18.24,3.91,-0.58,1.10,-332.17,170.11,95.17,-6.63,-67.32,96.21,-18.75,-11.50,-8.03,-0.98,-4.08,-11.45,7.46,-10.08,15.30,10.95,-12.14,16.70,-8.95,-10.17,-19.55,14.01,6.22,-65.90
ZFI_sq,,,,-1.21,-3.73,15.71,-9.07,14.69,0.65,3.79,1.69,3.11,-1.77,-28.43,30.66,-7.75,-1.14,24.22,0.78,14.98,-21.96,-38.37,41.81,-20.87,2.53,7.02,-89.14,1234.48,-19.74,-29.38,21.27,28.69,5.80,2.88,-46.84,97.12,-21.04,16.80,-6.70,-2.49,-2.88,-18.78,6.29,15.65,-9.63,9.98,-9.82,13.50,0.36,-63.88
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,-0.92,-17.15,-29.11,,,,15.10,26.74,18.14,19.13,20.77,23.72,13.73,6.08,1.73,-1.87,-1.14,-3.55,-6.01,-0.56,-0.36,4.21,12.79,10.76,8.60,5.83,-2.71,-1.20,0.30,1.92,1.23,2.75,1.65,2.21,2.26,2.57,1.66,-1.03,1.50,1.31,2.83,3.56,6.33,-10.82,-7.58,-4.43,-6.50,11.13,8.11,-9.67
DTAR_sy,-13.57,-5.57,-18.87,,,,-19.15,5.58,15.99,19.36,42.06,19.35,23.50,17.97,-3.50,-12.62,-6.73,-8.82,-3.05,-0.83,-13.56,-32.10,-6.73,-3.80,0.25,8.44,-7.48,0.45,-3.17,5.05,15.87,6.64,4.82,5.06,-6.41,-0.58,1.94,-4.72,-8.89,-10.76,-5.56,-4.08,4.78,4.43,1.44,3.27,5.37,11.12,0.67,-18.61
DTAR_qq,,,,-15.17,17.03,6.99,8.38,-6.60,9.09,7.88,9.87,-4.32,0.29,0.62,5.36,-7.70,1.04,-1.83,2.67,-2.36,1.24,2.67,11.13,-4.11,-0.74,0.06,2.15,-2.62,0.76,1.69,1.46,-1.17,-0.31,2.25,1.50,-0.86,-1.20,-0.46,4.10,-1.05,0.29,0.24,6.89,-17.01,3.93,3.66,4.57,-1.36,1.11,-13.40
DTAR_sq,,,,-4.42,-9.34,18.96,-21.57,24.81,-0.39,22.41,-6.65,4.86,3.07,16.93,-23.64,-5.06,10.03,14.31,-18.81,-2.88,-4.10,-10.21,11.51,0.18,-0.06,-2.87,-4.85,8.76,-3.66,5.37,4.95,0.09,-5.31,5.62,-6.52,6.33,-2.91,-1.27,-10.61,4.16,2.74,0.27,-2.35,3.81,-0.20,2.08,-0.37,9.47,-9.58,-17.46
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,-13.14,-74.76,-64.15,,,,40.69,64.80,50.47,61.97,86.26,86.73,50.68,22.76,7.63,-6.54,-4.08,-12.09,-21.96,-1.91,-1.30,15.99,70.69,50.12,39.01,26.50,-13.30,-5.35,1.35,9.39,6.32,13.56,8.03,11.83,12.87,14.09,8.65,-5.30,9.26,7.67,16.79,21.34,57.57,-41.41,-32.67,-21.74,-38.76,62.08,47.79,-34.42
CG_sy,-46.20,22.42,-38.25,,,,-32.42,11.38,32.58,68.82,101.38,49.66,46.62,17.40,-14.17,-28.91,-18.25,-6.80,-0.24,0.91,-17.21,-59.74,-13.79,-7.79,0.40,26.58,-6.15,7.55,0.71,5.83,24.45,7.48,9.65,14.33,-12.58,5.41,-2.84,-13.60,-19.75,-25.81,-14.63,-10.28,15.18,8.92,10.20,6.66,-6.58,-2.79,-4.99,27.14
CG_qq,,,,-28.28,37.20,16.64,22.58,-16.00,25.27,25.56,40.96,-15.78,1.08,2.29,23.59,-26.87,3.74,-6.25,9.72,-8.08,4.38,10.18,61.47,-19.16,-3.34,0.26,10.66,-11.74,3.50,8.21,7.56,-5.73,-1.54,12.02,8.56,-4.71,-6.24,-2.36,25.26,-6.10,1.71,1.44,62.65,-65.09,16.89,17.91,27.27,-7.59,6.58,-47.68
CG_sq,,,,-8.55,-16.64,43.66,-38.29,50.73,-0.77,82.93,-26.39,12.01,-2.79,46.48,-46.19,-7.22,11.77,67.00,-42.40,-6.15,-8.30,-18.80,23.36,0.38,-0.15,2.38,-8.54,15.03,-6.50,7.58,7.56,-0.66,-4.61,12.18,-17.76,19.79,-12.08,-0.24,-23.62,10.74,1.18,4.84,-1.94,4.71,2.37,1.48,-14.11,8.96,0.05,35.79
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,24.49,-91.35,16.20,,,,109.64,93.25,133.68,274.03,317.40,385.48,114.88,47.34,-20.58,-33.14,-31.29,-30.79,-44.15,-36.85,21.66,57.48,185.76,149.98,-0.78,-20.00,-37.15,-31.87,31.31,68.86,54.02,68.11,-18.32,-34.49,-28.62,-35.44,29.84,29.09,49.35,50.80,-35.26,-35.63,-29.69,-67.47,-46.99,-42.19,-49.65,12.30,20.16,-34.39
LDER_sy,10.64,17.95,-41.74,,,,15.30,8.68,65.22,-23.67,131.96,179.58,25.84,84.21,42.17,-30.60,73.62,329.67,-7.31,60.65,0.96,-31.28,-53.23,-52.36,-48.26,-72.11,16.41,60.00,27.83,20.23,28.44,-13.32,11.73,-7.48,43.57,69.28,34.06,75.27,4.48,2.55,-12.04,-28.77,-10.40,-14.04,-4.64,-23.84,-45.03,-33.30,-17.43,108.54
LDER_qq,,,,-2.99,76.37,-13.89,42.29,-10.58,113.27,37.83,58.78,4.01,-5.60,-5.49,-14.41,-12.44,-3.00,-4.80,-30.93,-0.99,86.88,23.23,25.33,-13.39,-25.83,-0.64,-1.55,-6.11,42.97,27.76,-10.20,2.48,-30.53,2.46,-2.15,-7.30,39.71,1.87,13.21,-6.40,-40.02,1.28,23.65,-56.69,-2.26,10.44,7.71,-3.42,4.59,-39.70
LDER_sq,,,,6.34,-11.23,104.15,-40.17,0.24,34.95,-5.68,81.80,20.82,-39.26,38.07,40.31,-41.02,51.96,241.69,-69.73,2.22,-4.51,132.59,-79.40,4.13,3.70,25.37,-14.01,43.12,-17.15,17.92,-8.14,-3.41,6.78,-2.35,42.54,13.89,-15.44,27.68,-15.03,11.78,-27.47,3.39,6.89,7.24,-19.54,-17.43,-22.85,30.12,-0.39,108.54
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,-25.70,305.71,-32.96,,,,-14.16,-14.32,-27.93,-49.96,-48.69,-58.93,-21.49,-7.65,33.37,42.54,39.29,37.39,65.24,54.67,-18.30,-31.42,-50.56,-48.00,21.39,44.58,48.11,43.16,-21.51,-39.31,-33.82,-36.70,27.23,58.83,49.12,58.35,-22.57,-24.11,-25.03,-26.27,81.89,87.88,116.30,116.98,37.66,34.55,15.00,12.30,3.48,0.08
PZAT_sy,-40.44,12.35,129.28,,,,8.97,-11.74,-44.78,22.67,-52.23,-51.97,-6.10,-52.31,-19.22,39.44,-36.22,-55.92,-19.67,-55.45,-35.11,-36.38,103.35,34.15,77.87,405.25,27.09,43.16,49.86,-9.87,-60.29,-32.94,-47.60,-39.50,-4.99,0.54,-16.04,-30.69,-2.47,1.50,54.96,100.13,21.22,18.13,6.55,7.45,60.32,63.99,30.18,62.67
PZAT_qq,,,,23.84,-32.92,30.80,-21.01,23.61,-43.57,-9.18,-19.01,-1.05,7.88,6.83,16.96,5.75,5.42,5.37,40.67,-1.01,-44.32,-11.55,1.41,4.10,30.00,5.34,3.89,0.62,-28.72,-18.55,13.29,-3.76,43.27,1.68,6.37,2.20,-29.94,-0.35,5.08,0.52,72.81,2.93,20.97,0.83,9.64,0.61,3.39,-1.53,1.03,-2.70
PZAT_sq,,,,4.23,20.31,-32.11,27.99,-15.58,-24.72,50.81,-50.15,-15.12,47.16,-23.40,-15.58,46.52,-32.69,-47.05,53.85,-18.75,-1.96,-48.09,391.71,-46.40,30.00,47.46,23.68,-39.62,36.08,-11.32,-45.50,1.96,6.34,2.40,-14.42,7.89,-11.19,-15.47,20.43,12.28,35.58,9.16,-27.05,9.41,22.29,10.09,8.84,11.91,-2.92,37.57
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,20.57,49.50,25.17,,,,-37.15,-33.25,-27.43,-25.76,-25.61,-16.69,-20.07,-17.37,-18.81,-16.14,-15.02,-10.28,-11.28,-12.65,9.33,13.35,6.70,9.21,-17.97,-23.34,-14.01,-14.24,8.56,25.22,20.18,19.78,-12.66,-22.63,-20.78,-21.21,12.23,15.90,9.54,10.15,-30.09,-32.46,-45.10,-10.35,5.67,0.33,26.51,-21.21,-14.10,34.20
PELDR_sy,18.28,33.20,1.09,,,,-6.29,-15.08,-2.69,-23.70,-23.86,-16.84,-24.23,-16.11,2.91,-6.51,-4.56,15.96,8.75,28.47,36.21,108.19,17.17,19.69,-5.42,-35.64,-18.92,-23.67,-11.08,-3.02,5.49,-0.03,14.71,6.72,-6.78,-3.30,-2.37,-1.12,5.50,3.53,-7.08,-5.94,2.83,4.19,9.07,11.98,6.52,2.89,-3.95,-54.45
PELDR_qq,,,,-16.40,-8.90,-12.64,-5.54,-11.22,-0.96,-10.61,-5.36,-0.57,-4.98,-7.59,-7.00,2.69,-3.71,-2.44,-8.04,1.11,20.52,1.15,-13.43,3.49,-9.48,-5.46,-2.90,3.21,14.59,9.04,-6.81,2.87,-16.45,-3.40,-4.58,2.31,19.02,-0.25,-9.81,2.87,-24.46,-3.63,-26.69,67.98,-10.95,-8.51,-7.55,4.61,-2.92,42.94
PELDR_sq,,,,-2.35,-8.90,-12.64,20.58,-11.51,4.38,-31.49,20.33,-3.35,-4.89,-24.16,47.62,-12.20,-2.90,-7.85,38.44,3.72,2.94,40.86,-22.09,5.94,-18.65,-4.16,-1.85,-0.26,-5.23,4.53,6.76,-5.48,8.75,-2.75,-6.75,-1.94,9.79,-1.51,-0.50,-3.78,-1.46,-0.30,8.78,-2.50,3.14,2.36,3.47,-5.83,-3.71,-51.45
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,27.02,73.60,100.48,,,,-9.52,-16.36,-5.26,0.99,2.49,8.88,1.46,1.57,-14.88,-12.16,-12.38,-5.98,-2.22,-13.34,9.41,9.22,2.06,5.99,-22.15,-24.46,-10.39,-12.48,12.36,20.80,17.18,15.86,-14.53,-26.27,-23.28,-27.33,6.14,18.36,13.56,14.75,-27.94,-30.45,-43.55,-2.61,11.01,0.99,17.67,-29.16,-22.89,24.14
TSF_sy,40.24,12.24,32.36,,,,17.96,-7.87,-2.17,-11.47,-15.86,-8.85,-20.85,-19.31,9.10,14.52,19.90,29.93,6.92,2.00,3.10,13.48,-10.56,-7.97,1.80,7.95,1.52,1.12,-8.07,-0.25,1.48,8.10,4.67,5.23,-4.95,-23.99,-1.12,-1.25,5.97,32.46,-0.35,-3.24,-2.64,-5.22,-2.42,3.94,4.84,-2.55,8.05,-38.32
TSF_qq,,,,17.94,-8.59,-10.25,-6.48,9.02,3.53,-4.33,-5.09,15.83,-3.52,-4.23,-20.47,19.53,-3.76,2.76,-17.29,5.93,21.51,2.59,-22.70,10.01,-10.75,-0.46,-8.30,7.45,14.57,7.01,-11.05,6.23,-15.48,-7.69,-7.44,0.63,23.45,2.93,-11.19,1.69,-22.47,-0.67,-27.91,75.43,-11.64,-9.63,-16.00,5.62,-3.82,45.50
TSF_sq,,,,7.57,3.33,-20.60,33.67,-15.98,9.71,-28.15,27.05,-8.98,-4.73,-26.75,71.78,-4.47,-0.25,-20.62,41.35,-8.86,0.82,-12.62,11.40,-6.22,11.52,-7.35,4.76,-6.58,1.38,0.54,6.58,-0.49,-1.84,1.08,-3.74,-20.41,27.68,0.95,3.30,-0.52,-3.94,-1.97,3.94,-3.16,-1.11,4.42,4.84,-9.99,9.64,-40.39
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,-0.16,-14.87,-20.54,,,,34.47,46.57,41.34,49.25,52.56,62.31,46.99,35.81,6.69,4.72,3.27,3.95,6.27,-1.70,-0.25,-1.86,6.61,7.09,1.89,4.59,2.65,1.89,5.14,-3.37,-2.14,-2.05,-1.23,-3.78,-1.37,-6.83,-5.46,1.53,6.00,6.26,7.30,8.23,11.19,-0.18,-1.17,-3.50,-13.64,-0.65,-1.13,-17.73
ZKO_sy,3.00,-17.74,-12.50,,,,-11.10,7.22,11.10,-1.14,36.70,8.28,23.60,48.71,-2.10,16.73,11.52,-13.91,-4.50,-12.72,-29.45,-40.55,-10.09,-14.57,7.03,11.10,8.14,8.23,5.40,4.14,3.25,2.09,-2.17,-2.26,0.83,2.78,4.84,4.50,-1.93,0.75,-5.08,-1.98,-1.06,3.68,6.34,-4.04,-5.33,-6.57,-9.88,0.26
ZKO_qq,,,,-1.97,17.24,8.58,7.77,6.85,13.06,14.65,10.15,13.67,2.39,5.93,-13.47,11.58,0.98,6.62,-11.53,3.21,2.47,4.90,-3.89,3.67,-2.50,7.68,-5.68,2.90,0.61,-1.04,-4.48,2.99,1.45,-3.60,-2.08,-2.71,2.94,3.53,2.23,-2.47,3.95,4.43,5.02,-12.45,2.93,1.96,-6.00,0.72,2.44,-15.16
