,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
WKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_yy,123.13,331.85,61.30,,,,12.81,13.89,14.10,14.35,1.58,1.77,2.42,1.14,0.35,2.31,0.13,0.30,2.53,-2.49,-2.18,-8.16,-29.06,-23.22,-17.44,-15.85,2.04,-2.44,-9.36,-8.32,-6.07,-8.46,-6.37,-6.96,-9.16,-7.74,-6.23,-3.75,-16.79,-16.29,-21.04,-22.21,-39.15,32.06,-24.42,-30.45,-6.26,-57.24,-26.73,36.19
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,2.80,-2.47,-1.07,13.74,3.79,-2.29,-0.85,1.03,3.99,-1.67,-2.10,0.25,6.01,-3.76,-1.94,2.48,0.82,-3.46,-7.93,-20.84,9.12,3.82,-6.16,-4.02,4.33,-3.54,-5.09,-1.66,1.68,-1.34,-5.69,-3.98,3.26,0.28,-3.20,-16.99,3.88,-5.41,-4.63,-35.06,125.44,-45.86,-12.24,-12.48,2.83,-7.23,63.14
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-55.17,-76.85,-38.01,,,,-11.35,-12.20,-12.36,-12.55,-1.55,-1.74,-2.36,-1.12,-0.35,-2.26,-0.13,-0.30,-2.47,2.56,2.22,8.88,40.97,30.25,21.13,18.84,-2.00,2.50,10.32,9.08,6.47,9.24,6.80,7.48,10.08,8.39,6.64,3.89,20.17,19.46,26.65,28.55,64.34,-24.27,32.31,43.77,6.68,133.87,36.48,-26.57
CWKCurrent_sy,-53.78,-31.99,-47.77,,,,-35.13,-8.72,-50.58,-53.84,65.96,70.43,-19.71,-79.47,3.95,-8.10,64.12,24.20,-16.25,-8.84,13.68,120.12,-0.10,-13.22,-20.14,-29.00,-2.41,4.21,6.32,1.00,-5.00,4.68,2.31,,4.15,-2.33,6.31,3.06,-9.67,-8.17,-8.30,-8.87,-4.11,-8.78,-3.73,-7.49,-3.68,-0.84,27.71,-34.06
CWKCurrent_qq,,,,-2.71,2.53,1.09,-12.09,-3.65,2.34,0.87,-1.03,-3.83,1.70,2.15,-0.25,-5.67,3.91,1.97,-2.42,-0.81,3.57,8.61,26.34,-8.36,-3.68,6.56,4.18,-4.15,3.67,5.36,1.69,-1.65,1.36,6.03,4.14,-3.16,-0.28,3.30,20.47,-3.74,5.72,4.86,54.00,-55.64,84.72,13.94,14.27,-2.75,7.80,-38.70
CWKCurrent_sq,,,,-29.86,86.28,243.36,-85.54,-1.30,0.85,220.71,-48.01,1.37,-52.49,-17.98,163.17,-10.38,-15.16,-37.93,77.46,-2.45,5.80,20.19,-19.46,-15.26,-2.64,6.86,10.69,-9.52,-0.66,1.52,4.11,-0.29,-2.91,-0.78,8.44,-6.50,5.68,-3.81,-4.96,-4.94,5.53,-4.41,,-9.57,11.37,-8.14,4.11,-6.90,43.44,-52.57
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,-89.58,253.67,129.76,,,,-89.54,-118.79,-230.45,-560.31,-2588.12,-1811.84,-330.62,-117.34,-21.87,-1.85,-0.21,7.82,11.95,6.50,3.77,-4.30,-32.01,-25.56,-17.49,-11.81,8.68,5.68,2.64,3.36,2.72,-1.54,0.23,0.55,-0.78,3.71,4.74,7.18,2.50,2.64,-0.21,-2.85,-6.73,22.81,49.77,47.54,50.83,31.23,-6.90,31.38
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,-20.88,-34.31,-39.47,-66.74,-242.04,-356.18,-113.59,-79.79,-9.14,-2.75,-7.80,-0.81,8.79,-1.09,0.83,3.71,3.15,-4.05,-7.48,-21.87,7.88,2.63,-2.29,0.47,4.85,-0.50,-1.53,-0.20,0.69,1.25,-1.20,-1.54,5.11,2.31,1.38,-6.65,5.24,-0.54,-1.22,-10.67,31.46,34.58,-5.71,-3.72,4.14,-1.71,32.15
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,-56.48,,,,855.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,-37.29,,,,-5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,26.39,52.24,65.19,200.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,-40.81,52.46,-0.06,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,60.78,43.37,-25.79,,,,40.31,50.48,49.09,44.85,27.69,26.52,22.27,18.45,15.75,11.89,4.90,3.91,6.41,-9.13,-6.06,-8.07,-16.49,-1.94,4.99,10.00,20.06,11.58,-1.43,-4.72,-5.63,-2.74,3.47,3.67,-1.23,-3.69,-5.34,-4.18,-1.38,-0.01,-1.46,-3.90,-4.19,-7.07,-45.37,-47.24,-45.42,-43.48,-1.23,2.89
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,2.16,8.88,8.15,16.65,9.56,7.87,5.08,2.83,8.55,4.25,1.79,0.48,4.93,-2.26,0.83,2.90,-10.40,1.05,-1.33,-6.52,5.22,8.19,3.37,2.03,-2.21,-4.43,-0.08,1.05,0.78,1.68,0.11,-3.72,-1.73,-0.05,1.34,-0.91,-0.37,-1.50,-1.17,-1.22,-3.36,-42.09,-4.56,2.20,0.07,1.18,-0.58
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-37.81,-30.24,34.77,,,,-28.75,-33.57,-32.93,-30.95,-21.66,-20.92,-18.19,-15.62,-13.60,-10.66,-4.70,-3.77,-6.05,10.10,6.51,8.82,19.78,1.95,-4.78,-9.08,-16.71,-10.36,1.47,4.95,5.91,2.81,-3.42,-3.56,1.25,3.85,5.64,4.37,1.45,,1.50,4.04,4.36,7.62,83.09,89.53,83.22,76.90,1.23,-2.78
CPCurrent_sy,-45.09,62.04,-24.94,,,,-18.25,-19.20,-26.02,-21.13,0.17,-0.84,-3.46,-8.83,-20.45,-0.05,14.47,14.74,19.31,29.56,1.20,-8.51,-0.43,-20.07,-1.53,-3.46,-2.36,-28.27,-40.49,-28.07,-19.29,2.30,7.19,0.93,-21.04,-8.95,-11.86,14.75,1.16,,-4.12,-20.55,-14.24,-16.62,-7.12,-7.05,-4.39,7.29,2.87,4728.88
CPCurrent_qq,,,,-2.11,-8.19,-7.51,-14.29,-8.73,-7.30,-4.78,-2.76,-7.87,-4.10,-1.78,-0.44,-4.74,2.30,-0.82,-2.79,11.64,-1.04,1.33,7.00,-4.99,-7.57,-3.24,-1.98,2.26,4.64,0.07,-1.09,-0.73,-1.70,-0.08,3.84,1.81,,-1.28,0.94,0.36,1.50,1.19,1.25,3.49,72.67,4.75,-2.12,-0.07,-1.20,0.61
CPCurrent_sq,,,,-21.80,19.44,-7.77,-5.09,-22.72,9.36,-1.67,20.55,-23.50,6.47,-7.14,5.19,-3.88,21.93,-6.92,9.38,4.37,-4.76,-15.86,19.04,-16.21,17.33,-17.51,20.40,-38.44,-2.67,-0.28,35.09,-21.97,1.98,-6.11,5.69,-10.03,,22.24,-6.83,-8.27,-8.23,1.31,0.57,-10.82,2.22,1.39,3.44,0.07,-1.98,4659.33
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,192.59,43.57,-28.21,,,,56.92,190.82,121.17,109.42,-86.12,-85.48,-80.42,-90.95,-77.22,32.71,-94.15,-73.05,620.00,-210.22,-1683.33,-2805.56,-1275.53,-809.91,-680.60,-78.40,104.97,91.93,55.69,55.80,-404.07,-238.06,38.39,23.33,-41.67,16.22,8.33,49.93,-66.60,-94.07,-216.86,-470.56,-93.98,-100.88,-16.76,-37.91,36.08,38.72,35.06,58.42
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,-39.82,30.14,6.33,88.43,11.53,-1.03,0.68,-87.51,16.70,33.46,-53.48,-68.56,580.00,-94.12,114.29,740.00,-204.10,15.50,-266.17,-264.97,19.42,27.51,16.32,110.17,-230.77,-297.92,16.52,30.00,-45.39,27.48,-3.88,-29.35,14.02,20.65,43.26,-330.39,-0.16,-29.56,-2.16,-46.33,-3.72,24.69,-20.66,32.18,0.56,20.20,22.75
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-65.81,-30.36,39.35,,,,-36.29,-65.61,-54.79,-52.24,621.03,589.19,410.90,1006.24,339.73,-24.72,1624.14,272.00,-86.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_sy,-61.10,20.86,31.59,,,,-62.21,-29.78,-26.37,42.02,395.80,216.62,166.51,132.72,-32.27,43.57,42.22,-35.00,-47.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_qq,,,,66.14,-23.16,-5.98,-46.92,-10.33,1.04,-0.68,701.25,-14.29,-25.10,115.05,218.49,-85.33,1615.52,-53.60,-88.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_sq,,,,-22.82,-3.95,-11.45,-42.44,43.42,0.73,70.80,100.95,-8.42,-15.22,49.15,-41.52,94.14,-16.01,-31.84,-52.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,168.28,42.29,-34.44,,,,68.33,190.95,131.53,115.60,-34.67,-31.62,-30.34,-43.86,-51.95,-41.00,-61.24,-39.68,97.87,-47.45,-10.21,-118.33,-379.48,-647.52,-373.16,-844.57,132.76,125.38,81.35,90.11,-99.78,-161.53,17.26,-33.94,-11866.67,45.37,130.04,311.42,-77.90,-85.55,-1598.80,-378.29,-304.94,-492.83,-85.94,-136.86,12.09,23.07,26.15,57.88
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,-36.76,30.48,11.28,83.33,9.30,3.84,3.62,-44.45,14.40,5.78,-16.49,-52.45,40.47,-30.51,29.95,56.00,-62.69,18.72,-126.54,-2278.00,26.91,40.77,8.24,182.49,-43.38,-143.52,51.34,101.83,-15933.33,41.47,21.22,-61.19,26.49,132.18,454.49,-235.64,23.33,-159.92,-2.96,-97.36,-12.25,18.48,-31.16,26.75,1.77,21.74,25.20
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-62.74,-29.71,52.52,,,,-40.60,-65.62,-56.80,-53.62,53.07,46.25,43.55,78.14,108.11,69.45,157.99,65.79,-49.47,90.31,11.37,,,,,,,,,,42122.40,,,,,,,,,,,,,,,,,,,
CZOCurrent_sy,-47.52,20.02,25.91,,,,-52.91,-30.38,-30.81,28.46,125.88,74.74,62.11,26.99,-13.46,8.64,-0.48,5.60,-44.72,-35.01,-57.68,,,,,,,,,,6.56,,,,,,,,,,,,,,,,,,,
CZOCurrent_qq,,,,58.09,-23.36,-10.13,-45.45,-8.50,-3.69,-3.50,80.02,-12.58,-5.47,19.75,110.30,-28.82,43.92,-23.05,-35.90,168.09,-15.78,,,,,,,76.58,,,,,,,,,,-82.02,,,,,,,,,,,,
CZOCurrent_sq,,,,-15.64,2.15,-29.27,-22.74,24.72,1.53,31.30,35.85,-3.51,-5.81,2.85,-7.42,21.12,-13.72,9.14,-51.54,42.40,-43.81,,,,,,,-2.19,,,,,,,,,,-7.66,,,,,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,2.49,-38.32,58.23,,,,2.73,0.10,-0.44,-15.43,-2.28,-1.62,-0.94,-1.97,-0.05,-0.67,-0.64,0.26,0.19,0.42,-1.38,0.32,-5.37,-3.40,-3.21,-2.80,124.54,52.88,84.71,105.83,-2.49,30.53,-11.91,-23.69,-1.66,-23.74,12.96,13.10,-4.47,13.04,-26.57,-27.47,-18.48,-29.76,-15.23,-14.18,-18.24,-8.42,-1.75,-6.08
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,3.31,-0.72,18.93,-15.79,0.66,-1.25,1.02,-2.69,1.34,-0.57,-0.04,-0.78,0.72,-0.53,0.86,-0.85,0.95,-2.32,2.60,-6.47,3.05,-2.13,3.04,116.08,-29.84,18.25,14.82,2.36,-6.08,-20.20,-0.53,31.91,-27.17,18.21,-0.41,11.42,-13.81,-23.21,-1.64,25.24,-25.74,-7.33,-0.43,19.30,-16.81,-0.58,-4.82
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-36.26,-56.96,113.11,,,,-26.78,-33.47,-33.23,-41.61,-23.44,-22.22,-18.96,-17.23,-13.67,-11.26,-5.31,-3.53,-5.86,10.55,4.99,9.11,13.34,-1.51,-7.80,-11.63,87.02,37.00,87.36,115.99,3.32,34.24,-14.87,-26.40,-0.44,-20.83,19.33,18.04,-3.11,13.06,-25.47,-24.54,-14.93,-24.42,55.16,62.69,49.80,62.06,-0.55,-8.70
EVPCurrent_sy,-42.22,57.81,-33.02,,,,-10.24,-1.24,-23.17,-20.32,-4.40,19.47,11.73,13.26,6.00,-0.95,-4.26,-4.51,-3.90,-4.68,-10.49,-12.41,-15.69,-17.38,5.46,1.35,11.23,-14.74,-11.33,-7.60,-10.89,2.75,-1.75,-13.05,-18.64,4.43,-3.18,24.16,-0.01,-4.41,-15.60,-14.90,-0.04,-5.75,2.10,-10.53,-6.95,3.58,1.49,3548.22
EVPCurrent_qq,,,,1.14,-8.81,9.98,-27.81,-8.10,-8.48,-3.83,-5.35,-6.64,-4.64,-1.77,-1.28,-4.03,1.74,0.08,-3.66,12.69,-3.37,4.01,0.07,-2.07,-9.54,-0.32,111.79,-28.26,23.71,14.91,1.31,-6.79,-21.54,-0.66,37.04,-25.88,18.26,-1.73,12.48,-13.51,-22.04,-0.51,26.81,-23.17,60.07,4.32,16.76,-16.88,-1.77,-4.23
EVPCurrent_sq,,,,-22.26,34.38,-6.59,-8.02,-14.46,4.54,-3.12,10.36,6.89,-2.23,-1.79,3.29,-0.12,-5.50,-2.05,3.94,-0.92,-11.26,-4.16,0.05,-2.91,13.27,-7.89,9.81,-25.58,17.80,-4.02,5.91,-14.19,12.63,-15.06,-0.90,10.14,4.43,8.93,-20.19,5.30,-7.79,9.82,-6.25,-0.72,-0.11,-3.77,-2.50,10.51,-2.12,3359.11
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-61.81,-56.65,141.32,,,,-38.98,-65.59,-56.99,-60.77,49.59,43.89,42.21,74.62,108.00,68.31,156.34,66.22,-49.37,91.11,9.83,-646.81,-133.86,-117.64,-135.44,89.70,785.29,702.08,-890.65,-1979.55,41070.36,-312.16,-6.52,42.96,-100.90,-39.65,476.87,153.48,46.29,39.10,-104.88,-126.06,79.87,88.15,54.40,63.78,6.99,-19.04,-33.05,-122.97
EVEBITCurrent_sy,-42.20,20.51,-24.46,,,,-27.16,-22.72,-10.71,32.39,1.57,-80.70,-94.22,-101.96,-82.71,407.29,1464.94,3510.61,661.16,3.79,-23.70,-47.38,-35.44,-34.66,29.38,80.82,27.06,7.07,-45.78,-11.96,27.65,24.76,48.32,-0.22,-14.00,14.61,30.12,46.70,-8.33,-17.97,-32.03,-36.36,-27.33,23.53,31.71,18.63,10.05,-39.44,-46.89,-148.34
EVEBITCurrent_qq,,,,63.32,-23.91,6.89,-54.06,-7.90,-4.89,-2.52,75.18,-11.40,-6.01,19.70,108.67,-28.31,43.15,-22.38,-36.44,170.62,-17.73,-486.43,96.06,-41.01,-65.24,-12.27,361.97,23.89,-371.88,-135.68,5286.38,-100.64,-36.50,-26.21,18.22,0.88,468.38,-82.09,-182.13,-12.39,70.45,4.44,36.56,33.84,-13.69,24.09,-62.89,15.33,-27.07,-27.22
EVEBITCurrent_sq,,,,32.36,0.09,-17.73,-33.17,40.44,15.64,21.98,-48.73,-73.32,-65.36,-141.39,551.93,682.80,6.86,-9.78,0.86,6.75,-21.44,-37.78,23.73,8.04,55.55,-13.05,-13.05,-8.95,-21.23,41.18,26.06,-11.01,-6.35,-5.02,8.65,18.60,6.32,7.08,-32.11,6.13,-11.91,0.25,-22.47,80.42,-6.07,-9.70,-28.08,-0.72,-17.62,-182.17
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-61.61,-59.49,100.03,,,,-39.93,-57.49,-51.49,-56.57,-7.48,-1.64,4.90,21.93,34.60,24.98,36.45,15.11,-24.48,12.91,0.94,54.47,-321.41,-578.49,409.86,208.85,204.30,130.53,-45.06,-32.31,53.89,115.77,-15.41,-23.01,12.88,-33.95,-6.44,-16.01,7.06,24.52,57.19,89.56,-988.51,-370.48,-208.68,-157.76,83.90,42.93,-163.28,1981.82
EVEBITDACurrent_sy,-33.83,-0.32,-9.73,,,,-24.16,44.24,-2.45,36.99,21.03,-11.89,-92.70,-104.12,-64.81,-3.62,1184.67,1527.32,191.43,4.16,-22.94,-13.24,-31.15,-22.12,51.85,109.83,10.00,-9.71,-38.77,-28.73,15.00,35.02,19.05,-11.57,-10.63,1.69,24.00,0.95,0.64,-6.92,-20.05,6.30,-20.66,17.75,52.88,-1.84,7.26,-26.74,-52.72,828.71
EVEBITDACurrent_qq,,,,26.98,-19.63,5.21,-44.05,-10.13,-8.29,-5.80,19.17,-4.46,-2.19,9.49,31.55,-11.28,6.78,-7.64,-13.69,32.64,-4.54,41.35,-223.72,-186.64,201.71,-14.38,-58.22,-16.11,83.06,5.50,-5.02,17.63,-28.23,-3.98,39.26,-31.17,1.65,-13.80,77.51,-19.95,28.33,3.95,-932.04,75.63,48.44,44.75,-131.86,13.59,-137.87,494.88
EVEBITDACurrent_sq,,,,-32.48,44.84,-15.00,-8.75,28.40,-2.04,19.36,-19.38,-6.53,-91.88,-167.38,788.31,156.05,8.19,-25.14,40.54,-8.49,-19.95,-15.73,11.52,3.52,56.07,16.45,-41.53,-15.02,5.83,35.54,-5.66,-0.23,-6.69,0.68,-4.66,13.53,13.78,-18.03,-4.95,5.00,-2.27,8.98,-29.06,55.84,26.88,-30.02,-22.48,6.44,-18.11,1274.47
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,31.14,-66.76,-55.51,,,,39.09,155.23,94.03,83.21,-86.34,-85.74,-80.91,-91.08,-77.42,29.89,-94.07,-73.21,605.71,-212.83,-1692.86,-3060.00,-1758.30,-1086.27,-847.09,-112.05,104.88,91.74,51.09,51.78,-423.00,-269.60,34.17,17.62,-56.04,9.20,2.35,47.99,-100.20,-131.94,-301.36,-633.93,-218.78,-52.11,-54.48,-98.25,31.80,-43.31,11.39,69.47
ROE_sy,43.05,-25.81,-24.72,,,,-4.09,3.98,-13.29,-7.77,-75.67,-191.42,-168.66,8.35,-38.63,136.05,147.23,9.92,523.73,188.82,251.13,-102.71,-46.89,-43.63,-94.37,1385.56,-27.41,-46.43,456.76,65.86,110.88,164.12,198.06,34.55,31.71,10.92,-20.11,-24.86,33.14,46.89,84.51,35.41,-31.37,-53.87,-53.09,-34.53,-9.52,31.80,34.51,-159.88
ROE_qq,,,,-41.42,33.26,7.54,65.69,7.49,1.31,1.54,-87.65,12.26,35.63,-52.54,-68.75,545.71,-93.81,114.29,723.33,-203.24,12.55,-298.21,-361.26,26.15,30.18,10.84,110.62,-225.00,-313.20,12.10,28.85,-43.03,26.41,-10.00,-34.76,16.77,20.86,41.42,-418.77,3.57,-36.95,-7.13,-125.32,53.99,-39.09,-37.48,22.49,3.31,14.00,52.63
ROE_sq,,,,-5.89,-1.84,13.55,-8.56,2.02,-18.14,20.78,-75.88,-483.36,38.53,290.61,-86.34,125.18,-19.46,343.66,-22.48,4.27,-2.08,-103.42,1620.00,10.67,-90.22,681.76,-14.17,-18.33,1.60,132.89,9.12,2.29,14.66,5.13,6.82,-13.85,-17.42,-1.12,89.28,-4.96,3.72,-27.43,-4.07,-36.11,5.47,1.30,32.56,-6.93,7.63,-145.10
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,49.61,9.07,-12.11,,,,13.78,96.48,52.05,34.38,-91.21,-90.46,-85.59,-92.25,-78.38,35.42,-93.75,-70.00,750.00,-213.85,-1675.00,-2700.00,-1189.71,-777.03,-639.68,-76.92,105.53,91.37,51.72,55.07,-404.88,-233.93,37.78,24.73,-41.60,18.18,8.57,45.71,-85.31,-118.30,-252.34,-527.63,-115.55,-131.44,-111.97,-142.14,-4.10,1.81,35.15,57.92
ROA_sy,85.21,41.66,5.07,,,,-3.80,9.74,-31.76,-29.13,-81.64,-188.50,-332.21,-91.49,-104.23,110.69,103.08,734.48,9327.27,928.46,2001.56,-112.40,-47.78,-54.45,-94.65,774.44,-14.15,-39.41,600.00,71.17,127.25,144.99,129.56,-18.29,-2.13,-17.04,-38.81,-3.18,6.13,12.27,43.36,34.31,-11.64,-21.38,-9.16,-38.04,14.75,42.60,15.94,-80.99
ROA_qq,,,,-30.81,14.06,-1.37,46.18,19.48,-11.73,-12.84,-90.44,29.73,33.33,-53.12,-73.33,712.50,-93.85,125.00,655.56,-208.82,14.86,-271.43,-216.67,12.42,28.20,11.16,109.90,-236.59,-301.79,17.33,32.80,-49.60,25.13,,-26.43,13.56,16.34,40.62,-331.58,-1.83,-35.03,-5.76,-48.22,-9.34,-23.67,-20.82,36.28,-3.12,18.31,21.61
ROA_sq,,,,-14.95,4.63,10.08,-1.80,-2.97,-34.93,14.32,-74.56,-567.69,-70.72,104.19,-112.64,1281.82,-50.77,1034.38,39.81,31.72,0.60,-106.69,688.89,14.91,-88.18,743.06,-25.04,-18.90,36.59,106.15,-0.48,-12.57,27.99,,19.20,-25.89,-5.60,16.10,30.66,-21.60,20.55,8.77,-14.04,-30.24,39.27,-25.81,59.21,-13.31,13.24,-87.84
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,67.32,-0.93,-11.50,,,,19.89,93.56,55.00,48.61,-48.89,-45.90,-43.09,-52.57,-58.44,-47.13,-63.16,-41.87,86.46,-42.64,-4.40,-120.34,-434.08,-660.81,-360.92,-741.67,127.26,122.65,81.06,89.60,-100.00,-163.83,20.93,-28.57,,43.33,132.35,322.22,-82.22,-85.29,-1609.09,-388.33,-320.73,-536.51,-240.36,-348.55,-61.16,-36.16,25.31,59.02
