,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RS_sq,,,,,11.81,40.61,-72.38,373.68,-1.80,-7.52,3.28,-2.88,2.97,-13.97,12.54,-29.13,-0.96,36.48,-24.23,18.75,-18.76,78.74,-27.56,51.29,2.52,-24.12,27.94,-7.73,-17.70,5.62,-5.29,-0.82,-9.94,20.43,-5.66,6.94,-5.68,-17.46,5.60,-8.43
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,,-63.51,,,609.55,,116.49,116.96,-86.30,-92.60,-14.13,-77.40,1.43,250.11,-247.58,-109.52,316.34,-129.71,535.98,24213.97,173.22,5325.14,-48.46,-91.16,-215.04,-185.27,-520.29,-2034.97,-1412.65,-1170.55,1.93,16.59,69.76,72.48,2.77,-52.48,96.06,96.98,93.93
GPM_sy,,,-51.11,,,-12.46,,131.75,128.37,18.98,-14.93,37.30,18.80,-26.42,11.32,-57.08,-73.60,23.11,-62.87,68.13,279.35,1.48,222.58,39.48,44.82,-21.45,-22.32,-37.18,-61.78,12.12,-3.50,-2.83,33.83,-7.10,-1.25,9.51,29.55,-14.39,9.76,-5.04
GPM_qq,,,,,-13.48,121.67,-11.89,-23.90,16.72,-82.49,-52.40,782.75,-69.28,-21.42,64.31,-472.11,98.02,3535.55,-111.72,5561.37,9.63,-61.07,124.20,-46.13,-81.19,-606.40,-66.18,-165.53,13.41,-295.87,-39.59,79.50,26.35,-43.52,-27.04,27.59,-15.49,96.29,2.57,-45.58
GPM_sq,,,,,7.71,136.73,-5.11,-1.29,-17.53,54.03,-32.15,59.31,-28.65,-4.59,2.64,-38.58,-56.11,344.89,-69.05,178.16,-0.97,19.01,-1.60,20.28,2.83,-35.45,-2.69,-2.73,-37.44,89.34,-16.25,-2.06,-13.83,31.43,-10.97,8.62,1.93,-13.15,14.14,-6.03
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,138.41,-193.97,,,42.90,,,,46.23,-196.88,-69.03,53.15,33.43,0.26,-320.42,-602.99,-311.21,-172.82,-1.62,26.96,46.35,70.02,60.54,54.65,-31.30,-91.94,-692.86,-681.41,296.75,338.49,249.12,257.67,-3356.18,-2952.64,-1169.69,-1225.31,89.63,89.00,88.92
ROPA_sy,,1868.75,-82.61,,,51.72,,,,86.63,331.44,-27.88,35.75,161.32,1.62,24.37,-89.91,-30.10,-49.80,-54.73,20.09,24.63,170.63,248.26,152.67,-17.12,135.19,183.64,109.15,33.68,13.78,-31.70,2.46,-31.98,-42.33,3.21,3.42,26.60,52.97,4.39
ROPA_qq,,,,,,,79.45,11.72,-153.10,-17.13,-13.43,49.74,29.84,-66.42,-69.96,-111.87,-17.31,2.65,-12.76,21.08,15.69,28.49,36.99,-3.87,3.11,-107.05,7.89,-329.08,4.50,152.13,11.64,168.29,0.97,-1176.64,2.19,-0.60,-6.22,90.08,-3.70,-1.35
ROPA_sq,,,,,,,-69.39,332.31,245.25,-59.16,-29.23,-27.73,549.86,-21.38,-72.48,-11.55,-47.30,444.87,-80.24,-20.24,39.80,465.48,-57.08,2.64,1.43,85.49,21.79,23.78,-25.21,18.55,3.66,-25.70,12.21,-21.29,-12.11,32.97,12.43,-3.65,6.20,-9.25
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,174.60,-105.28,,,-7717.28,,63.42,65.64,101.90,-245.98,135.83,284.32,-444.74,-28.87,-18.93,-103.79,-23.11,87.25,-198.22,-665.13,-218.91,-890.79,-515.30,92.75,502.85,1241.17,189.03,5993.73,2372.38,126.52,-233.36,-281.52,-77.57,507.48,6974.23,-1425.12,-109.61,-103.83,-100.41
ZNPO_sy,,2669.35,-65.36,,,31.52,,-25.03,60.52,86.49,120.85,242.32,191.37,-2.16,-20.27,-8.35,-115.37,-56.52,-121.54,-177.92,397.46,105.23,508.81,228.62,56.86,-12.04,115.72,-3.04,9.63,42.74,-47.39,-27.67,-15.70,-36.04,11.10,47.47,31.18,4.63,-28.78,-37.89
ZNPO_qq,,,,,46.44,12.78,109.55,-919.75,49.68,104.82,-834.21,301.18,158.91,-109.01,-174.46,226.56,-112.09,-193.09,71.57,-874.69,5.80,-22.16,11.67,-505.30,98.89,6888.76,150.23,-52.78,-26.53,2747.84,-77.07,-127.80,,451.95,520.85,214.60,-122.19,97.78,-147.39,66.57
ZNPO_sq,,,,,-872.14,116.52,-13.74,-31.85,-506.67,178.01,2.15,5.64,8.55,-16.47,-16.76,21.42,-118.20,336.32,-141.24,-339.24,169.48,63.04,-17.85,38.20,-15.26,-8.57,101.47,-37.89,-4.18,19.04,-25.74,-14.60,,-9.68,28.98,13.35,-0.66,-27.96,-12.21,-1.14
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-61.20,,,,,,,,,,-15.98,51.63,6083.94,307.35,-289.26,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_sy,,-20.86,,,,,,,,,,-10.75,136.73,50.41,-30.03,-204.47,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_qq,,,,,,,,,9.80,-58.20,37.72,32.94,98.15,1604.64,-90.93,-161.76,,,,,,561.12,,,,,,,,,41.82,354.37,,,,,,,,
ZFI_sq,,,,,,,,,22.21,-34.74,-13.31,29.09,224.15,-58.54,-59.67,-292.74,,,,,,151.68,,,,,,,,,108.29,645.49,,,,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,175.16,-72.12,,,178.22,,,,201.13,15.18,54.65,54.76,-17.13,-16.27,-12.49,-3.80,-19.89,51.51,-9.69,-4.17,-16.54,-44.79,2.64,24.91,29.57,17.61,21.91,7.86,-1.10,0.51,-15.86,-15.95,-81.89,-75.20,352.41,364.62,77.39,64.61,-89.34
DTAR_sy,,-70.12,-22.44,,,94.99,,,,0.37,-32.80,20.33,0.33,-31.84,83.40,77.23,250.54,1.09,-1.13,-5.39,-4.99,53.99,-32.12,-33.46,-22.12,-12.62,-17.38,2.65,-3.76,13.87,54.86,49.82,43.43,48.21,37.75,36.32,39.85,-23.90,-2.29,-23.03
DTAR_qq,,,,,,,111.64,-26.18,-20.44,142.25,-19.05,-0.89,-20.38,29.71,-18.20,3.58,-12.47,8.01,54.71,-38.26,-7.12,-5.92,2.35,14.78,13.03,-2.42,-7.10,18.97,,-10.52,-5.59,-0.41,-0.10,-80.72,29.26,1717.08,2.59,-92.64,19.94,17.62
DTAR_sq,,,,,,,-0.55,-35.76,-46.66,194.53,-33.42,15.04,-55.53,100.08,79.16,11.17,-12.04,-42.30,75.22,6.38,-11.67,-6.47,-22.76,4.27,3.39,4.93,-26.97,29.56,,24.15,-0.68,25.34,-7.19,28.29,-7.69,24.04,-4.79,-30.19,18.52,-2.29
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,200.63,-74.70,,,197.24,,,,413.48,53.94,61.39,61.47,-22.03,-14.97,-15.79,-17.31,-31.89,58.20,-26.39,-9.19,-20.62,-55.18,9.65,44.45,44.48,25.17,5.11,-11.01,-22.14,-18.84,-19.72,-19.13,21.41,56.81,3013.19,3844.48,-3213.05,-2601.39,-172.48
CG_sy,,-92.81,-20.99,,,110.31,,,,-0.09,-34.49,44.62,-28.98,-27.91,95.28,123.69,440.01,-15.16,-3.04,-11.02,-8.93,82.57,-40.77,-66.93,-61.41,-35.24,-51.50,-22.95,15.63,0.55,66.96,106.88,14.63,123.14,111.20,237.93,270.86,-60.95,-44.88,-64.03
CG_qq,,,,,,,140.33,1.35,-26.02,184.94,-27.95,6.25,-25.98,37.59,-21.43,5.23,-27.32,13.33,82.52,-51.04,-10.34,-0.94,3.05,19.79,18.12,-0.91,-10.73,0.60,,-13.30,-6.95,-0.49,0.74,30.16,20.18,1875.57,27.64,-202.72,3.43,42.76
CG_sq,,,,,,,9.89,-51.87,-33.71,184.94,-27.95,6.25,-67.45,189.25,95.18,21.71,-21.41,-54.56,123.08,11.69,-19.56,-8.90,-27.62,-37.65,-6.12,52.86,-45.79,-0.95,,32.93,-10.00,22.74,-21.94,158.76,-14.81,96.38,-14.33,-72.76,20.26,28.15
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-56.25,419.05,,,,,,,,-82.83,,,2709.78,1786.05,81.17,6.46,2.55,-13.32,-56.57,54.46,-20.33,-58.11,177.04,2.27,20.93,19.19,13.29,19.53,-20.20,181.77,-25.05,-29.89,,,3229.03,4557.43,,,
LDER_sy,,-89.57,395.45,,,,,,,,-84.93,,,2709.78,2048.34,238.70,1882.61,-97.14,-13.32,-56.57,54.46,377.03,-76.49,-89.67,-95.65,-72.80,-70.35,-12.94,9.78,97.40,110.20,108.11,95.05,,,63.31,42.89,,,
LDER_qq,,,,,,,,,,,-6.52,1116.28,22.85,101.17,-37.25,16.83,-27.81,93.79,-46.96,-41.47,156.74,-0.05,-72.11,287.10,-5.22,18.19,-72.51,267.95,,-21.10,-2.94,-2.12,-6.46,,,,30.87,,,
LDER_sq,,,,,,,,,,,-17.93,641.06,-87.67,3646.38,-37.25,16.83,-27.81,-94.59,1800.00,-41.47,156.74,-83.29,-6.37,-74.28,8.24,4.35,2.08,-24.49,,87.62,8.71,-25.24,27.92,,,,11.93,,,
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-71.68,-57.20,,,,,,,,784.05,,,-89.60,-85.79,-19.09,-14.65,-21.01,-9.42,-5.23,-65.22,-34.72,6.21,-71.79,-8.91,-5.82,1.07,102.25,73.83,241.17,6.61,96.02,108.78,,,-29.74,-34.75,,,
PZAT_sy,,-44.52,-57.20,,,,,,,,598.50,,,-87.96,-82.01,-82.12,-77.44,25.32,-9.42,-5.23,-0.10,-13.69,4.07,-18.30,-42.38,-55.10,3.16,-21.19,-4.31,48.15,-39.14,42.92,32.33,,,2.08,-20.01,,,
PZAT_qq,,,,,,,,,,,18.69,-82.62,-6.94,-45.80,62.12,-1.06,-1.84,-49.84,85.92,3.52,-63.97,-5.85,202.49,-72.51,16.35,-2.66,224.64,-44.99,,91.03,1.44,1.15,6.51,,,,-1.10,,,
PZAT_sq,,,,,,,,,,,8.57,-0.49,-22.19,-85.67,62.12,-1.06,-1.84,-20.41,17.18,3.52,3.47,-31.23,41.29,-18.73,-27.03,-46.42,224.64,-37.91,,-17.05,33.36,45.81,-17.97,,,,-35.72,,,
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,563.88,-48.29,,,,,,,,-68.22,,,-4.19,-8.03,-12.11,24.20,51.15,34.23,214.00,176.91,114.57,131.82,46.37,7.70,-28.99,-21.87,-53.34,-47.58,-83.78,-86.08,-78.83,-79.10,,,-18.52,-19.20,,,
PELDR_sy,,-18.90,21.47,,,,,,,,-77.67,,,-18.00,30.89,13.32,24.20,58.81,34.23,84.95,82.45,59.37,84.41,52.64,31.96,43.23,-8.94,-50.42,-79.56,-76.97,-77.90,-56.81,-3.57,,,14.45,12.10,,,
PELDR_qq,,,,,,,,,,,14.17,-22.96,-2.93,12.21,9.60,-26.38,37.17,36.57,-2.68,72.23,20.97,5.82,5.15,8.74,-10.99,-30.23,15.70,-35.06,,-78.41,-0.71,-1.25,-1.28,,,,-2.10,,,
PELDR_sq,,,,,,,,,,,8.08,-14.96,25.16,-28.72,72.52,-26.38,37.17,-8.85,45.81,1.45,35.31,-20.38,68.72,-16.03,16.98,-13.58,7.27,-54.28,,-2.61,2.94,-10.65,7.65,,,,5.45,,,
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-8.60,11.29,,,,,,,,-28.12,,,32.54,13.47,11.93,17.25,18.22,-6.01,11.58,12.40,0.66,14.32,6.26,-13.17,-7.05,-4.99,18.86,25.43,21.83,38.62,-0.59,-2.49,,,-9.38,-5.89,,,
TSF_sy,,54.49,11.29,,,,,,,,-10.14,,,35.38,-2.67,-0.51,-10.54,-3.92,-6.01,11.58,0.47,-17.66,20.95,4.99,-0.48,16.74,14.99,7.93,11.58,12.34,-7.06,-27.03,-11.02,,,-12.27,-26.14,,,
TSF_qq,,,,,,,,,,,12.28,2.15,9.89,5.15,-3.87,0.76,15.11,6.03,-23.58,19.62,15.96,-5.05,-13.20,11.19,-5.24,1.64,-11.28,39.10,,-1.28,0.95,-0.25,-1.92,,,,1.86,,,
TSF_sq,,,,,,,,,,,11.65,-1.43,28.02,-3.91,-19.73,0.76,15.11,3.20,-21.48,19.62,3.65,-15.42,15.34,3.83,-1.75,-0.79,13.61,-2.55,,-0.11,-6.00,-23.49,23.86,,,,4.28,,,
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,84.40,-70.39,,,221.17,,,,178.24,27.69,62.03,59.63,-10.25,-12.27,-5.38,-5.50,-24.81,40.85,-27.42,-18.63,-25.21,-49.01,-0.29,22.47,33.37,19.60,38.23,21.66,402.76,470.61,352.35,336.28,-18.48,-32.52,1096.13,3636.25,1133.74,536.54,-17.86
ZKO_sy,,-69.95,11.82,,,86.92,,,,-27.66,-38.64,45.85,15.43,30.50,206.79,22.92,385.29,-37.02,0.63,1.25,-1.15,93.14,-40.16,-41.62,-37.38,-7.99,-15.07,5.26,28.80,22.84,68.14,44.93,10.97,10.49,2.01,-1.35,-3.49,-16.55,8.64,4.15
ZKO_qq,,,,,,,75.85,-16.62,-16.14,126.29,-19.30,5.80,-17.39,27.24,-21.12,14.11,-17.49,1.24,47.76,-41.20,-7.50,-6.95,0.74,14.99,13.62,1.33,-9.67,32.91,,318.76,2.52,5.36,-3.55,-21.76,-15.13,1767.54,201.26,-74.16,-56.21,141.00
ZKO_sq,,,,,,,-21.19,7.17,-68.63,173.01,-33.15,154.76,-75.17,208.67,57.15,2.08,-1.99,-59.94,151.09,2.70,-4.32,-21.73,-22.21,0.21,2.62,15.02,-28.19,24.20,,9.70,-1.71,7.05,-3.86,9.22,-9.26,3.53,-5.95,-5.55,18.13,-0.75
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,1046.15,-83.75,,,42.94,,,,125.54,-57.75,28.49,38.11,-31.22,-29.99,-22.76,16.50,13.34,92.68,150.47,111.41,67.63,27.29,28.63,31.40,-8.65,-7.56,-37.07,-38.36,-14.94,-29.01,0.89,-2.92,537.13,1117.17,56.30,278.10,-213.59,-132.25,-1432.65
OSF_sy,,63.95,-61.80,,,52.94,,,,17.31,-64.87,10.20,38.11,-9.83,-6.63,-2.65,62.42,-8.49,1.71,33.68,51.64,83.12,80.98,35.21,13.00,-24.77,-35.29,-34.50,-32.18,-3.77,2.94,-0.72,-10.73,28.01,60.36,68.93,100.46,-20.32,-17.21,-32.21
OSF_qq,,,,,,,392.08,-75.53,-26.97,156.42,-7.81,-25.58,-21.49,27.69,-6.16,-17.89,18.41,24.23,59.53,6.74,-0.06,-1.50,21.14,7.86,2.09,-31.52,22.59,-26.57,,-5.51,2.31,4.36,-3.77,520.14,95.45,-86.60,132.77,-286.30,44.50,-453.71
OSF_sq,,,,,,,209.62,-71.27,-48.57,156.42,-7.29,-9.88,-35.54,67.42,-4.00,-6.04,7.55,-5.68,6.70,23.50,22.00,13.90,5.45,-7.73,1.96,-24.18,-9.29,-6.60,,7.58,-2.97,-9.92,-5.06,54.27,21.55,-5.11,12.66,-38.68,26.30,-22.31
NetDebt,-266000000,-16796000000,-16539000000,,,-13452000000,-18119000000,-20481000000,-20878000000,-29296000000,-29850000000,-38174000000,-34869000000,-33800000000,-37653000000,-26993000000,-38440000000,-41307000000,-38548144000,-62604831000,-67375911000,-76922316000,-91824586000,-85403701000,-75583584000,-63592636000,-58105550000,-24202145000,-24202145000,4723361000,4792397000,4976665000,4840343000,118736000,131490000,4399193000,4323493000,288671000,348524000,409001000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-560.65,243.62,,,30.82,,,,73.30,-86.00,-58.04,452.55,118.04,23.34,-80.34,-93.71,-79.90,-72.18,24.51,54.39,120.18,401.36,190.15,128.75,-33.60,-63.61,-90.82,-90.38,-88.40,-88.36,-79.58,-80.78,-100.46,-100.55,-145.62,-145.61,-2908.62,-2955.38,-0.97
NetDebtEBITDA_sy,,-205.30,537.90,,,-54.58,,,,-91.87,-105.62,85.23,-425.03,-272.54,130.93,557.54,148.19,-9.59,-16.73,-70.98,3146.12,162.15,-336.91,-268.20,-103.39,-332.08,-62.69,245.91,403.76,191.84,199.42,8.32,-8.47,-12.37,-103.66,-160.13,-153.87,-198.15,-1877.39,-120.45
NetDebtEBITDA_qq,,,,,,,1083.07,-26.06,-75.99,-17.49,-4.45,121.70,216.14,-67.44,-45.95,-64.67,1.12,4.09,-25.19,58.15,25.38,48.44,70.34,-8.48,-1.15,-56.92,-6.65,-76.90,3.55,-48.06,-6.30,-59.48,-2.52,-101.25,-12.07,-3246.15,2.53,17.69,-13.81,-10.57
NetDebtEBITDA_sq,,,,,,,500.73,-107.06,121.59,-11.20,-515.01,81.43,-374.92,52.86,174.39,174.75,-49.98,-207.19,156.52,-4.24,5494.76,-97.95,-315.48,32.01,-12.67,-40.61,-51.05,160.97,134.56,-57.49,63.52,-33.57,98.20,-59.30,-106.83,-992.00,-77.56,25.84,-37.52,-21.74
DebtFin,-306000000,-15210000000,-6557000000,,,-2758000000,-2977000000,-10120000000,-10812000000,-19481000000,-12993000000,-15950000000,-8599000000,-7702000000,-6806000000,-5169000000,-4721000000,-4440000000,-4376636000,-6900490000,-2960394000,-2440075000,-1910531000,-5031051000,-6391609000,-2543672000,-3544472000,-1208980000,-1208980000,-738729000,-311290000,-105193000,-251591000,-23233000,-112957000,4216390000,4197473000,114979000,113359000,103980000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-462.62,162.88,,,-32.35,,,,462.06,-62.92,-64.52,163.13,-25.28,-48.78,-90.99,-96.87,-90.52,-82.53,-28.33,-44.77,-35.02,-8.12,55.07,340.27,-16.27,6.68,-92.22,-94.32,-145.34,-112.39,-108.66,-120.03,100.56,107.33,-1964.36,-750.83,-6418.18,-1253.57,73.24
DebtFinEBITDA_sy,,-103.07,56.32,,,1329.26,,,,144.32,-55.49,605.64,3.35,-112.04,-115.51,-107.39,-17.40,25.99,-73.15,-70.30,167.95,-58.44,37.92,62.39,-228.78,-36.42,-32.71,-83.96,19.40,31.73,-32.93,-35.31,-79.30,-44.85,-15.77,-31.56,-58.35,-28.40,0.46,-9.76
DebtFinEBITDA_qq,,,,,,,848.09,122.38,-74.84,5.95,-37.46,112.81,86.59,-69.92,-57.13,-62.57,-35.15,-8.90,-20.98,53.53,-50.02,7.17,11.73,159.12,41.90,-79.62,42.36,-81.09,3.60,-262.58,61.10,86.78,-139.60,104.55,409.09,-3823.21,1.25,66.25,7.05,13.62
DebtFinEBITDA_sq,,,,,,,334.47,-87.62,-158.23,880.33,-20.84,96.19,-107.98,2.76,-1.97,6.57,-26.72,38.70,-138.57,8.10,150.56,-242.94,6.52,44.33,-73.12,-51.42,9.07,22.82,24.16,-28.26,-77.07,21.44,-0.50,-3.62,-41.52,10.73,-20.96,15.98,-9.71,1.56
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,522.00,-45.15,,,-55.48,,,,-18.95,-66.91,-20.72,-13.48,-23.38,-20.19,-18.38,23.29,50.76,36.77,245.10,159.88,124.12,149.70,29.00,7.27,-31.50,-22.69,-54.47,-49.34,-83.08,-87.56,-77.70,-77.75,681.62,1703.63,-86.93,-89.88,-109.21,-105.07,-1722.00
SP1_sy,,69.71,21.28,,,-43.41,,,,5.71,-60.98,-3.58,-13.48,-23.38,-20.19,-18.38,23.29,3.12,36.77,113.20,91.65,80.88,100.51,50.51,34.34,-22.31,-45.14,-57.90,-81.19,-60.94,-65.74,-53.07,-1.21,10.75,123.44,7.68,5.83,5.53,-57.01,-0.41
SP1_qq,,,,,,,179.80,-70.64,-12.93,13.31,14.24,-29.66,-4.98,0.35,18.99,-28.06,43.52,22.72,7.95,81.51,8.08,5.83,20.27,-6.23,-10.12,-32.42,35.73,-44.77,,-77.43,-0.21,-0.95,-0.23,692.59,130.28,-99.28,-22.72,-820.75,-26.75,-129.76
SP1_sq,,,,,,,209.46,-71.53,5.90,13.31,14.24,-29.66,-4.98,0.35,18.99,-28.06,43.52,-16.06,57.82,12.14,29.01,-20.78,74.95,-15.83,15.15,-54.19,23.54,-35.41,,-4.86,8.37,-11.54,8.32,6.66,118.63,-57.37,6.46,6.35,-10.94,-1.24
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,520.33,-44.66,,,-55.96,,,,-18.21,-68.22,-12.42,-2.36,-4.45,-8.03,-12.11,24.20,51.56,34.23,214.00,176.91,114.57,131.82,46.37,7.70,-28.99,-21.87,-53.34,-47.58,-83.78,-86.08,-78.84,-79.11,549.27,1405.80,-18.49,-19.16,-109.21,-105.07,-317.89
SP2_sy,,69.80,21.77,,,-43.71,,,,6.24,-61.77,5.86,-2.36,-4.45,-8.03,-12.11,24.20,1.16,34.23,80.96,69.79,48.68,76.85,50.35,36.59,-9.13,-44.82,-48.79,-79.01,-61.72,-63.45,-58.26,-6.39,2.78,108.47,13.69,11.85,11.00,-44.32,13.27
SP2_qq,,,,,,,193.82,-72.04,-12.93,14.35,14.17,-22.96,-2.93,11.91,9.89,-26.38,37.17,36.57,-2.68,72.23,20.97,5.82,5.15,8.74,-10.99,-30.23,15.70,-35.06,,-78.41,-0.71,-1.30,-1.28,571.09,130.28,-94.66,-2.10,-176.43,-26.75,-129.76
SP2_sq,,,,,,,217.32,-72.18,5.24,14.35,14.17,-22.96,-2.93,11.91,9.89,-26.38,37.17,-8.85,45.81,-0.74,28.70,-20.18,73.44,-15.62,16.92,-46.90,5.32,-21.68,,-3.18,0.57,-10.55,7.47,6.31,103.99,-51.22,5.74,5.50,2.33,-0.77
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-46.38,157.94,,,-91.06,,,,2.93,-38.09,-21.78,-43.38,6.90,4.87,-13.73,-23.78,196.90,-73.08,-40.45,101.87,-56.47,-54.43,84.46,-58.58,-66.07,86.36,-17.73,20.05,19.95,43.24,-88.07,-77.81,-41.27,41.49,-41.99,-95.28,-97.62,-97.46,-90.74
CAR_sy,,49.97,299.04,,,-86.11,,,,-16.50,66.64,150.55,30.04,91.78,4.87,-13.73,-66.81,13.35,-73.08,-40.45,101.87,-32.40,402.77,137.51,-11.02,-19.62,-16.95,-21.88,-47.32,32.97,10.47,-34.36,-21.37,-27.08,-50.54,-46.83,-19.50,-25.20,8.33,-29.28
CAR_qq,,,,,,,44.54,-7.32,40.74,-45.41,-13.06,17.10,1.88,3.07,-14.72,-3.67,-9.99,301.48,-92.27,113.11,205.16,-13.42,-91.91,762.56,-31.47,-29.08,-55.54,280.75,,-29.14,-46.91,-68.30,86.04,87.56,27.90,-87.00,-84.85,-5.56,36.47,-52.59
CAR_sq,,,,,,,-21.85,-22.12,350.80,-69.57,55.96,17.10,133.97,-55.12,-14.72,-3.67,-9.99,53.27,-79.75,113.11,205.16,-48.67,50.62,0.67,14.33,-53.63,55.61,-5.31,,17.04,29.28,-43.73,-7.65,8.55,-12.32,-39.51,39.82,0.87,26.98,-60.51
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-53.68,408.94,,,-78.22,,,,-63.46,-35.47,-15.47,6.25,173.19,114.17,69.97,32.28,453.12,-49.87,-6.06,472.63,38.44,91.72,232.45,-77.28,-71.02,-17.67,3.08,105.72,-78.43,-28.87,-84.14,-87.18,-72.74,-72.02,-88.45,-94.44,-91.89,-84.29,-83.45
QR_sy,,290.70,152.42,,,-81.90,,,,6.87,45.72,-17.34,6.25,128.86,-20.87,21.34,-58.60,-34.89,-18.87,0.12,-4.01,-15.78,66.00,70.53,58.52,-5.13,35.47,-16.16,-14.99,54.13,-40.35,-41.37,-43.07,-59.48,-52.39,-23.28,-30.26,10.28,-18.99,-9.46
QR_qq,,,,,,,-29.48,-6.19,22.93,-55.07,24.54,22.88,54.52,15.53,-2.36,-2.48,20.26,383.07,-91.15,82.73,633.11,16.79,-87.75,216.86,-49.89,48.97,-65.19,296.70,,-84.38,14.82,-11.53,-19.20,-66.78,17.82,-63.48,-61.07,-51.59,128.25,-61.51
QR_sq,,,,,,,29.24,-16.39,211.44,-68.24,76.21,-52.57,300.34,-31.60,-39.08,-27.27,36.60,7.57,-24.08,-10.25,30.96,-5.61,49.63,-7.80,21.74,-43.51,113.66,-42.94,,2.43,-17.31,-43.92,19.85,-27.09,-2.85,-9.63,8.94,15.29,-28.64,1.01
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-50.45,375.82,,,-78.22,,,,-63.46,-35.48,-18.01,6.25,173.86,114.17,69.97,32.28,451.77,-49.87,-6.06,472.63,38.44,91.72,232.45,-77.28,-71.02,-17.67,3.08,105.72,-78.43,-28.87,-84.10,-87.15,-72.74,-72.02,-88.48,-94.45,-91.89,-84.29,-82.14
CR_sy,,288.27,152.56,,,-81.82,,,,23.67,24.33,-17.14,6.25,96.78,-20.83,20.90,-58.57,-34.91,-18.87,0.10,-4.05,-12.48,65.93,70.63,60.54,-3.45,40.72,-10.01,-9.55,45.71,-38.01,-43.82,-46.40,-58.97,-55.80,-24.54,-30.84,8.93,-17.84,-9.26
