,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340,340
ShareAmountCurrent,2160000000,2160000000,2160000000,2160000000,2160000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000,54000000000
WKCurrent,11430,39030,48630,49000,0,3860,4580,0,0,2570,2310,1760,0,1600,1250,1270,0,1380,1490,1430,0,1590,1500,1660,0,1010,1200,1030,0,860,750,810,850,870,780,610,550,500,430,360,290,160,140,70,50,10,-10,-30,-50,-60,-90,-100
CWKCurrent,30,10,10,10,,90,70,,,130,150,190,,210,270,270,,250,230,240,,210,230,200,,340,280,330,,400,450,420,400,390,430,560,610,680,790,960,1180,2090,2410,4650,6360,26650,,,,,,
WKGrahamCurrent,5530,35230,45100,45100,0,3680,4360,0,0,2140,1960,1420,0,1440,1080,1120,0,1240,1350,1290,0,1310,1230,1330,0,670,860,740,0,610,420,390,190,20,60,40,180,210,190,170,130,-20,-30,-90,-100,-120,-140,-150,-170,-180,-200,-200
CWKGrahamCurrent,60,10,10,10,,90,80,,,160,170,240,,240,310,300,,280,250,260,,260,280,260,,500,390,460,,560,810,870,1830,20860,5770,9430,1900,1650,1830,2020,2670,,,,,,,,,,,
PCurrent,21960,0,-1140,-7720,-11730,1060,3140,5080,6640,7540,7240,7760,8440,8660,6760,4410,2180,30,20,20,20,20,10,10,10,0,0,0,0,0,20,20,30,30,20,20,10,10,10,10,10,10,10,20,30,20,30,30,30,60,60,70
CPCurrent,20,,,,,320,110,70,50,50,50,40,40,40,50,80,160,12180,15630,16690,16440,18090,28160,38410,53840,,,,,,21400,16250,11260,10630,19530,20450,42900,29240,26420,44350,41630,28870,23630,15440,13030,14240,13160,11540,10920,5760,5320,5120
ZCurrent,-2490,27680,37140,38400,30510,1140,1600,0,-820,-1280,-2320,-1370,-350,-950,-1110,-500,-390,-230,240,160,60,210,10,230,-410,-580,-300,-630,-200,-150,-440,-220,-160,0,30,-200,-300,-370,-350,-250,-270,-330,-290,-280,-230,-150,-150,-100,-100,-80,-80,-70
CZCurrent,,10,10,10,10,300,210,,,,,,,,,,,,1430,2070,5380,1640,30050,1480,,,,,,,,,,75250,11220,,,,,,,,,,,,,,,,,
