,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ZNPO_sy,,2.37,7.55,31.13,,,,23.17,-61.76,148.11,-39.59,13.56,103.40,105.65,395.38,-36.82,36.94,6.64,-0.15,33.97,-28.11,-19.58,-40.73,-27.08,24.28,32.59,62.10,7.94,-27.00,-56.13,-61.41,4.57,-8.49,111.12
ZNPO_qq,,,,,-43.27,167.98,34.60,-22.20,-232.88,183.17,-10.98,20.49,-15.94,-3.61,7.51,-41.03,2.81,-30.80,-1.75,30.09,-9.52,46.30,8.69,16.34,24.98,-7.24,-9.24,-12.73,-3.52,29.75,-3219.33,97.02,63.90,-1031.52
ZNPO_sq,,,,,10.55,-80.10,92.07,191.51,-65.68,29.11,-53.23,447.94,-38.53,30.54,12.66,-30.12,33.24,1.66,5.49,-6.24,-28.50,13.72,-22.26,15.36,21.85,21.33,-4.95,-23.18,-17.59,-27.10,-16.39,108.17,-27.88,68.19
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,296.05,-68.99,-65.64,,,,-28.95,,,,-1132.12,,,,143.12,316.76,-91.98,-99.09,-95.10,-97.13,6834.68,1369.92,-8615.24,7097.26,-81.24,170.77,127.95,-93.85,-153.27,-140.39,-160.55,-266.71,67.24
ZFI_sy,,3.06,-6.56,-8.76,,,,18.53,,,,-7.22,,,,-7.56,6.58,-27.16,-10.29,-10.46,-18.94,7.31,1.72,6.16,-8.62,-8.75,-2.27,-11.91,17.76,14.20,9.43,13.18,-5.82,9.82
ZFI_qq,,,,,271.53,-24.58,-41.27,-56.82,,,,,70.52,231.86,279.64,-70.78,48.20,-95.12,-57.10,57.89,-13.10,11679.45,-90.91,-1014.68,173.45,-69.29,31.22,-5.57,-83.84,-365.97,0.51,-41.56,55.49,47.74
ZFI_sq,,,,,-21.05,44.47,-25.57,39.61,,,,,6.09,9.66,-13.62,-8.01,22.31,-25.05,6.39,-8.19,10.73,-0.78,0.85,-4.18,-4.69,-0.92,8.00,-13.63,27.42,-3.92,3.49,-10.67,6.03,12.04
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,22.49,-9.59,-29.07,,,,-17.37,-16.27,-3.48,,-2.39,4.27,24.05,11.70,17.96,4.48,6.98,14.76,-2.30,-1.28,-14.76,-15.19,-2.45,14.14,12.90,16.90,1.34,-10.60,-2.40,4.72,22.63,16.30,-7.32
DTAR_sy,,-3.86,-0.32,0.40,,,,-1.60,10.12,3.43,,4.06,-19.10,-10.61,-1.89,-4.96,3.60,5.51,8.47,-8.16,1.53,-1.66,4.25,13.05,18.46,23.15,16.66,-5.71,-6.29,-6.75,-14.83,5.82,-0.02,-4.97
DTAR_qq,,,,,-3.28,-7.78,,,-2.00,6.31,-7.08,0.83,4.69,26.47,-16.33,6.48,-7.27,29.50,-10.24,-9.35,-6.31,11.81,-10.69,4.27,9.63,10.60,-7.53,-9.61,-3.30,20.75,-0.79,5.84,-8.29,-3.76
DTAR_sq,,,,,-5.60,3.80,,,5.66,-2.51,-13.89,17.32,-17.85,7.72,-5.49,13.65,-10.46,9.70,-2.84,-3.77,-1.00,6.26,2.99,4.35,3.74,10.47,-2.44,-15.66,3.09,9.92,-10.89,4.79,-2.60,4.48
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,172.77,-41.75,-66.99,,,,-32.00,-30.00,-7.02,,-5.41,8.04,59.91,23.40,38.20,8.72,18.75,34.01,-5.10,-2.93,-32.57,-29.64,-4.92,31.96,33.17,38.92,2.48,-20.85,-5.91,11.83,61.59,38.27,-16.60
CG_sy,,-16.03,-7.25,-0.09,,,,0.76,13.66,17.81,,5.77,-32.11,-25.43,-7.56,-9.54,16.43,4.84,19.63,3.44,16.43,11.62,9.25,12.33,-1.16,49.64,1.45,-15.53,5.73,-22.14,-2.28,12.20,2.93,1.57
CG_qq,,,,,-7.48,-15.46,,,-4.76,12.29,-12.80,1.42,8.78,66.21,-32.71,13.59,-14.42,81.55,-24.06,-19.56,-12.46,26.11,-20.76,8.70,21.49,27.27,-17.34,-19.81,-6.17,51.29,-1.75,15.87,-19.71,-8.75
CG_sq,,,,,-7.39,4.24,,,4.47,8.04,-26.63,27.72,-32.95,18.68,-9.04,24.99,-13.70,6.86,3.79,8.07,-2.87,2.45,1.58,11.12,-14.53,55.11,-31.13,-7.48,6.97,14.23,-13.57,6.23,-1.86,12.72
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,220.70,-57.11,-74.26,,,,-36.35,-38.33,-25.03,,-41.55,40.69,101.03,71.48,179.82,16.46,-8.73,-9.95,-22.48,-33.91,-31.63,-33.40,-16.43,42.83,108.79,124.04,87.21,32.21,-2.58,28.03,92.45,75.16,14.82
LDER_sy,,-3.13,39.55,-28.41,,,,19.65,21.93,6.56,,-2.39,-36.94,-6.32,6.71,36.32,105.71,26.96,21.06,-12.35,-16.10,18.03,40.74,40.09,49.40,60.09,34.95,-3.91,16.53,-9.88,-11.68,3.39,1.86,13.44
LDER_qq,,,,,-9.30,-7.94,,,-12.11,11.91,0.97,-41.14,111.55,59.91,-13.87,-3.96,-11.96,25.31,-15.02,-17.33,-24.94,29.65,-17.23,3.75,28.28,89.52,-11.18,-13.31,-9.40,39.65,16.73,30.31,-17.54,-8.46
LDER_sq,,,,,-3.20,10.57,,,-1.36,-3.37,-24.77,36.12,-36.27,43.54,-14.30,73.89,-3.83,-11.41,-18.28,25.90,-7.95,24.63,-2.56,25.32,-1.83,33.55,-17.86,-10.77,19.06,3.28,-19.50,4.46,17.29,15.02
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-5.10,30.28,12.64,,,,14.50,18.31,34.84,,106.44,2.99,-23.73,-19.45,-53.14,-7.60,13.44,4.11,3.19,12.61,4.96,7.52,12.60,9.71,-32.60,-33.08,-30.93,-36.68,-3.03,-13.74,-32.86,-40.57,-31.24
PZAT_sy,,1.12,-19.62,13.18,,,,-10.22,-19.87,2.51,,-3.12,15.09,0.33,-23.39,2.75,-17.48,-11.88,4.07,-8.11,6.13,-14.45,-13.68,4.92,-9.57,4.89,0.05,-40.42,-36.42,-24.58,-27.23,21.91,5.67,4.97
PZAT_qq,,,,,3.52,-2.55,,,6.97,11.06,5.54,64.66,-46.63,-17.76,11.46,-4.21,5.23,0.97,2.30,-5.07,14.84,-5.89,4.80,-0.58,11.89,-42.19,4.07,2.61,2.58,-11.48,-7.42,-20.13,-9.21,2.42
PZAT_sq,,,,,7.13,-10.63,,,-4.38,14.32,11.44,-20.47,13.59,-0.34,-14.90,6.67,-8.78,6.42,0.50,-5.82,5.37,-14.22,1.40,14.46,-9.17,-0.51,-3.27,-31.83,-3.08,18.01,-6.67,14.20,-15.98,17.22
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,-39.89,-22.16,92.16,,,,26.50,25.96,-3.97,,-17.53,-15.60,-14.66,-12.68,-2.90,-3.75,-7.40,2.12,18.50,25.41,28.43,28.38,2.30,-26.68,-7.80,-12.07,-3.25,27.68,3.85,-4.73,-7.94,7.12,29.02
PELDR_sy,,-18.81,-4.02,21.41,,,,-8.49,-27.05,-2.86,,-0.14,-1.13,5.42,-8.54,3.26,-8.14,-3.47,-4.08,-3.11,9.96,-2.38,-1.10,2.08,-10.18,-3.52,-4.41,-3.69,1.26,-1.62,3.10,1.27,7.02,1.55
PELDR_qq,,,,,3.23,12.43,,,2.78,-14.29,-2.34,-4.15,5.19,-13.33,-0.07,6.58,4.27,-16.62,10.21,23.68,10.35,-14.62,10.16,-1.45,-20.91,7.37,5.07,8.44,4.36,-12.66,-3.61,4.79,21.43,5.19
PELDR_sq,,,,,34.93,-29.47,,,7.56,-6.08,13.53,-12.94,6.50,0.13,-1.50,-1.70,-5.26,5.23,-2.11,-0.71,7.52,-6.58,-0.84,2.48,-5.39,0.35,-1.75,3.25,-0.52,-2.51,2.96,1.42,5.12,-7.49
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-9.98,-9.34,29.59,,,,11.43,9.92,-1.33,,-3.59,2.09,-10.20,0.69,0.55,-0.93,-12.05,-16.43,-2.47,-5.64,16.30,11.52,-0.66,-7.88,2.15,0.98,13.23,20.34,2.85,1.54,-5.06,0.10,16.44
TSF_sy,,20.68,-3.83,-12.51,,,,10.93,6.22,-6.44,,5.25,0.80,5.20,-0.91,0.26,4.93,6.07,-0.04,1.45,-4.12,-0.75,-0.04,1.43,-0.53,-8.92,-3.04,1.07,3.73,9.94,4.03,-4.21,-6.24,-6.01
TSF_qq,,,,,2.33,7.25,,,0.94,-3.73,6.72,-7.03,6.89,-15.31,19.66,-7.17,5.32,-24.82,13.70,8.34,1.89,-7.34,9.03,-3.49,-5.52,2.75,7.79,8.22,0.41,-12.18,6.41,1.18,5.86,2.15
TSF_sq,,,,,11.12,6.58,,,6.41,-6.12,10.19,-4.37,1.91,-2.03,3.79,-3.24,6.65,-0.97,-2.19,-1.80,0.79,2.52,-1.50,-0.35,-1.15,-6.13,4.86,3.87,1.45,-0.51,-0.77,-4.36,-0.70,-0.26
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,91.18,33.99,-65.93,,,,-26.74,-26.71,-1.44,,13.69,25.49,30.87,36.40,22.19,7.87,1.34,-12.22,-19.37,-24.58,-22.51,-25.95,-4.88,40.28,24.14,33.33,17.35,-15.97,-3.24,12.63,26.34,9.06,-15.65
ZKO_sy,,26.67,17.37,-15.40,,,,-13.28,12.08,1.42,,1.92,-9.43,0.19,16.39,-0.61,24.12,-6.13,-6.76,-1.25,-16.37,6.79,10.78,13.32,28.98,16.78,12.40,0.83,3.36,18.67,2.70,8.60,-1.32,-15.66
ZKO_qq,,,,,-3.76,-12.03,,,-3.72,18.30,2.59,-2.71,6.27,23.38,6.92,-12.84,-6.18,15.91,-7.39,-19.94,-12.24,19.10,-11.50,2.84,29.42,5.39,-4.95,-9.48,-7.33,21.36,10.64,1.54,-20.00,-6.14
ZKO_sq,,,,,-26.23,17.07,,,-4.66,5.94,-15.98,20.10,-15.27,17.19,-2.40,2.56,5.81,-11.37,-3.07,8.63,-10.39,13.17,0.56,11.12,1.99,2.46,-3.21,-0.32,4.55,17.64,-16.23,5.41,-5.01,0.55
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-39.23,77.88,8.47,,,,1.00,1.17,0.19,,0.48,0.21,-3.44,7.54,1.23,0.95,-3.98,-8.43,0.69,1.89,8.68,3.17,0.38,-3.64,-5.10,-2.52,-1.05,0.67,1.23,-1.03,-6.68,-1.64,4.10
OSF_sy,,-11.61,7.42,1.68,,,,2.04,-1.17,1.13,,-4.40,-0.65,-2.98,-0.08,0.71,-1.90,-8.18,-3.24,1.24,4.87,7.48,4.84,-0.63,-4.01,-4.52,-5.75,-4.10,-1.37,2.38,0.92,-5.78,-1.11,-1.96
OSF_qq,,,,,1.08,0.52,,,1.26,-0.45,0.01,-0.32,0.99,-4.08,11.39,-6.18,0.70,-8.76,6.23,3.17,1.90,-2.68,0.83,0.38,-2.17,-4.15,3.57,1.89,-0.47,-3.62,1.26,-3.93,4.90,2.01
OSF_sq,,,,,-0.85,1.41,,,-3.96,3.76,-5.84,1.88,-0.20,1.33,-3.03,2.69,-2.79,-5.15,2.19,7.44,0.71,-2.80,-0.32,1.83,-2.72,-3.32,-1.60,3.61,0.06,0.36,-3.01,-3.27,5.03,-0.50
NetDebt,3595000000,11391000000,12265000000,11326000000,6958000000,4389000000,,3040000000,2835000000,6845000000,7255000000,7617000000,9949000000,14358000000,13554000000,12861000000,11885000000,14899000000,12675000000,9639000000,5838000000,14333000000,11120000000,13223000000,26131000000,26916000000,25066000000,21305000000,20850000000,30027000000,35355000000,38217000000,42629000000,39665000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,323.39,-45.27,-31.97,,,,-74.77,-68.01,68.53,,185.00,465.84,167.94,129.55,74.04,-10.67,-21.74,-42.61,-62.63,-77.69,-59.71,-60.27,-6.16,248.28,84.35,168.15,82.24,3.25,53.39,126.26,342.70,402.82,146.06
NetDebtEBITDA_sy,,-20.12,19.69,-15.68,,,,30.96,83.12,34.11,,-1.43,-19.09,-18.57,-27.29,-0.91,9.47,30.84,38.27,5.44,9.15,-14.06,-12.55,-5.73,-3.22,4.64,-3.72,-6.51,-11.83,-13.39,-14.73,12.32,19.96,-2.46
NetDebtEBITDA_qq,,,,,-34.07,-47.26,,,-16.38,177.78,12.92,8.66,66.01,31.54,-3.26,-17.61,-14.79,15.23,-29.06,-46.35,-49.14,108.13,-30.04,26.71,88.78,10.17,1.76,-13.89,6.95,63.67,50.10,68.49,21.48,-19.91
NetDebtEBITDA_sq,,,,,-20.29,47.23,,,11.47,7.83,6.88,-23.27,-8.51,8.52,-4.55,4.56,1.07,29.70,0.87,-20.26,4.64,2.12,2.63,-14.04,7.42,10.41,-5.57,-16.54,1.32,8.46,-7.03,9.94,8.21,-11.82
DebtFin,-596000000,4483000000,2956000000,-396000000,511000000,-1856000000,,-9350000000,-9772000000,-5322000000,-3494000000,-5127000000,-2788000000,-3150000000,3170000000,-1852000000,-1308000000,-6239000000,-4820000000,-8576000000,-12966000000,-5696000000,-6793000000,-6101000000,3962000000,2778000000,3813000000,1769000000,605000000,3815000000,16925000000,18694000000,19704000000,18535000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,1104.87,-66.49,-109.87,,,,-2118.55,-1601.41,-209.75,,37.64,54.01,24.40,211.47,62.76,64.91,-49.39,-193.33,-130.89,-350.17,61.76,36.18,51.34,123.78,147.88,166.77,132.79,-80.26,88.83,612.04,2508.13,7916.80,804.88
DebtFinEBITDA_sy,,34.85,285.68,78.26,,,,214.75,583.15,63.49,,19.06,84.75,69.82,-14.64,-47.99,-37.01,-1.10,-0.96,42.69,13.50,-24.67,-33.35,-11.11,52.18,44.80,47.12,26.73,-11.39,-51.95,-25.45,-0.07,50.56,82.15
DebtFinEBITDA_qq,,,,,238.48,-403.67,,,6.29,37.35,30.05,-51.85,30.89,-2.98,203.13,-150.73,34.87,-338.42,35.57,-25.51,-26.97,62.76,-7.53,4.29,162.04,-25.01,49.96,-53.00,-62.65,617.36,465.48,72.16,14.79,-19.03
DebtFinEBITDA_sq,,,,,-136.56,431.23,,,-43.88,12.08,131.24,-18.14,-12.92,3.03,16.24,-50.12,5.45,61.78,16.39,-28.14,-16.13,7.37,2.98,-4.16,43.60,2.16,4.63,-17.44,0.41,-44.60,62.33,10.67,51.28,-32.98
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-68.20,32.74,218.35,,,,37.86,38.04,1.64,,-11.61,-20.14,-26.22,-21.15,-17.16,-6.41,-5.25,4.32,24.89,35.10,40.26,39.32,5.53,-31.30,-23.55,-26.89,-15.69,19.81,4.63,-12.13,-26.14,-9.83,23.41
SP1_sy,,-22.67,-7.55,4.38,,,,17.07,-20.73,-2.68,,-5.42,10.55,-1.20,-15.84,-0.90,-19.86,3.03,3.47,-2.27,8.98,-12.84,-9.69,-6.43,-22.12,-15.85,-10.24,1.59,8.13,0.62,-3.12,-8.58,-4.42,3.57
SP1_qq,,,,,5.02,14.28,,,5.16,-15.85,-2.52,2.46,-4.99,-22.26,4.18,7.64,7.35,-21.29,14.71,28.86,16.12,-18.28,13.95,-2.40,-24.41,-9.06,8.97,12.56,7.41,-20.59,-8.49,-5.38,31.13,8.68
SP1_sq,,,,,53.29,-20.79,,,3.80,-2.75,11.37,-15.87,21.32,-13.09,-5.12,-0.94,-1.89,11.74,-4.72,-6.44,9.41,-10.63,-1.27,-3.07,-8.93,-3.44,5.31,9.69,-3.06,-10.15,1.39,3.51,1.35,-2.63
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-36.27,-22.45,91.96,,,,26.42,26.85,-3.38,,-17.43,-15.53,-14.59,-12.27,-2.40,-3.50,-7.49,1.80,18.28,25.33,29.01,28.90,2.18,-26.84,-7.89,-12.28,-3.46,27.67,3.75,-4.71,-7.58,7.31,29.27
SP2_sy,,-21.27,-2.48,21.55,,,,-7.05,-24.76,-1.89,,-3.85,1.59,2.98,-5.58,0.09,-17.29,-1.14,-7.67,-1.17,7.77,-3.12,-1.61,3.85,-6.69,-6.80,-1.13,-2.52,0.39,-1.00,-1.15,-0.23,4.86,3.01
SP2_qq,,,,,2.80,12.34,,,3.15,-14.43,-2.37,-4.18,5.52,-13.47,0.28,6.60,4.33,-17.04,10.34,23.86,10.55,-14.60,10.25,-1.82,-20.85,7.52,4.99,8.06,4.67,-12.62,-3.58,4.82,21.53,5.25
SP2_sq,,,,,35.83,-30.91,,,9.95,-9.91,10.43,-12.10,16.17,-8.67,1.25,-6.82,-4.00,9.16,-5.44,-0.26,4.69,-1.88,-3.97,5.27,-5.93,-1.99,1.87,3.79,-3.12,-3.35,1.71,4.76,1.82,-5.05
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-87.57,43.06,119.71,,,,237.99,394.21,54.67,,-45.82,-43.62,-19.42,-59.49,-6.58,-10.94,4.92,144.81,47.78,86.00,-1.30,17.24,-24.84,-65.98,-7.70,-29.95,-5.59,77.64,-22.60,-70.27,-57.05,-68.46,-51.16
CAR_sy,,47.45,-28.06,-14.43,,,,-22.72,-56.99,-66.88,,19.15,-11.73,25.85,25.85,-10.11,-1.46,66.02,-17.37,36.33,54.49,35.09,26.54,3.76,-7.74,-18.75,19.55,-8.04,6.36,-22.03,-34.28,-8.11,-31.44,-9.07
CAR_qq,,,,,-32.09,104.01,,,-0.70,-36.15,-13.14,-1.61,3.34,-8.75,-56.33,126.91,-1.49,7.49,1.89,36.98,23.98,-42.95,21.02,-12.18,-43.89,54.79,-8.15,18.35,5.58,-32.56,-64.72,70.98,-22.48,4.45
CAR_sq,,,,,109.23,-36.44,,,16.44,-51.06,55.64,34.33,-13.73,-30.22,55.64,-4.05,-5.43,17.56,-22.54,58.30,7.17,2.79,-27.44,29.81,-4.70,-9.48,6.76,-0.15,10.23,-33.64,-10.01,39.60,-17.76,-11.98
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-38.88,-37.16,170.14,,,,32.68,32.04,-4.75,,-20.64,-14.09,-18.26,-16.84,-2.09,-4.48,-8.09,-0.64,17.25,19.36,31.05,34.90,1.55,-27.52,-6.83,-11.51,5.70,43.54,4.81,-4.56,-11.14,6.67,43.69
QR_sy,,5.03,0.74,-8.19,,,,-9.38,-11.07,-20.19,,4.29,0.62,4.92,5.73,16.28,0.03,-1.73,-11.48,-13.52,2.19,10.80,12.39,-2.89,-6.58,-13.36,-7.97,23.30,23.12,3.24,1.22,-8.56,-2.46,-7.21
QR_qq,,,,,2.60,16.59,,,2.11,-15.89,0.97,-8.47,10.53,-19.97,2.71,7.76,7.83,-23.00,11.04,27.17,9.77,-15.46,14.30,-4.26,-21.66,8.68,8.56,14.36,6.39,-20.64,-1.15,6.48,27.71,6.89
QR_sq,,,,,7.64,5.37,,,5.64,-5.44,7.14,-2.56,1.92,-1.40,7.97,7.16,-12.32,-3.13,-2.75,4.69,3.61,5.04,-1.36,-9.54,-0.34,-2.58,4.78,21.21,-0.49,-18.31,2.73,9.49,6.16,-22.29
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-42.47,-36.55,168.75,,,,33.94,31.86,-4.56,,-20.39,-13.85,-18.41,-17.06,-2.90,-4.93,-8.36,-1.24,16.19,18.12,29.48,33.12,1.65,-27.31,-6.69,-11.18,6.29,43.73,4.98,-4.50,-11.63,6.38,43.39
CR_sy,,-1.52,-0.32,4.61,,,,-11.22,-3.23,-13.72,,0.62,-2.68,7.22,1.28,11.32,-10.19,-1.43,-11.94,-9.05,11.75,5.35,2.73,4.14,-5.90,-4.02,-10.40,7.44,12.27,-5.61,12.79,-8.36,-8.90,6.29
CR_qq,,,,,3.29,16.69,,,1.69,-15.54,1.43,-8.62,10.05,-20.01,3.10,6.98,7.74,-22.89,11.12,25.86,9.54,-15.48,14.24,-3.90,-21.67,8.49,8.75,15.01,5.92,-20.76,-1.06,6.42,27.51,6.80
CR_sq,,,,,3.08,-3.66,,,12.36,-14.11,20.91,-13.77,8.67,-5.37,14.22,-5.23,-12.33,3.86,2.04,-2.12,7.72,-2.09,-0.49,-0.77,-2.66,-0.13,-7.11,18.99,1.72,-16.04,11.00,-3.33,1.12,-2.05
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-65.26,-46.06,94.94,,,,218.16,40.14,-28.45,,-43.54,-42.25,-19.93,-53.29,-8.35,-11.14,1.76,100.86,43.98,78.52,-0.33,17.28,-22.01,-63.38,-5.38,-26.78,-4.90,71.54,-23.07,-65.40,-53.65,-63.81,-43.83
PP_sy,,18.03,-26.39,-13.58,,,,-17.95,-50.61,-58.14,,27.58,-4.60,49.85,30.70,17.49,2.73,10.91,-23.32,-3.02,59.02,42.16,11.94,-0.22,-15.65,-0.62,20.18,27.58,8.39,-7.72,-9.94,-20.57,-41.88,-33.08
PP_qq,,,,,126.85,29.61,,,-0.08,-33.82,-10.71,-4.38,2.21,-8.24,-47.91,87.60,-0.89,5.08,2.81,34.48,22.88,-41.33,20.97,-10.57,-42.30,51.58,-6.40,16.15,4.09,-32.02,-57.90,55.58,-18.73,5.52
PP_sq,,,,,106.78,-37.08,,,24.46,-46.67,52.18,26.30,-6.93,-16.23,32.73,13.53,-18.63,-9.55,-8.24,43.60,33.42,-19.14,-27.74,28.01,12.78,-4.73,-12.62,35.89,-4.18,-18.89,-14.72,19.85,-29.88,-6.61
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,36.01,-30.64,231.42,,,,-42.34,18.23,51.94,,30.62,45.18,-16.48,14.43,2.61,0.68,-18.69,-36.98,-6.61,-29.55,46.10,24.63,-0.60,12.94,-20.68,-8.74,7.47,13.38,14.30,12.90,-4.67,15.84,46.93
RCLR_sy,,-25.10,16.63,0.21,,,,15.28,-2.69,-11.60,,-11.83,-11.88,3.04,-4.94,-2.67,-2.78,-19.58,-14.38,1.47,-5.65,16.59,3.67,-20.00,-19.08,-22.30,-23.89,13.48,32.34,4.60,25.04,-11.26,-17.30,-10.00
RCLR_qq,,,,,-48.83,-4.26,,,4.92,23.04,15.05,-12.06,16.62,-29.22,57.62,-21.14,14.43,-42.83,22.16,16.87,-13.68,18.55,4.20,-6.78,-1.93,-16.73,19.88,9.78,3.47,-16.06,18.41,-7.30,25.72,6.47
RCLR_sq,,,,,22.68,4.02,,,3.56,-5.50,7.49,-16.18,3.50,10.50,-0.83,-14.18,3.38,-8.59,5.58,1.70,-3.87,12.95,-6.12,-21.52,-2.76,8.45,-8.04,17.02,13.39,-14.27,9.93,-16.95,5.68,-6.71
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-370.39,-80.67,115.92,,,,251.07,190.38,-15.45,,-58.13,-42.32,-79.39,-72.99,-18.23,-19.14,-182.53,10.88,126.82,111.39,673.02,419.94,7.41,-82.88,-35.46,-38.28,0.20,451.40,30.04,-23.47,-30.97,18.42,159.96
KP_sy,,-38.50,-31.55,78.00,,,,-9.12,-5.92,-13.19,,-25.93,-7.87,20.67,-15.62,26.68,-41.65,-18.63,2.59,19.43,95.44,31.71,0.48,-2.43,-34.63,-23.02,-31.25,1.65,9.17,-22.67,-1.97,-15.30,1.48,17.96
KP_qq,,,,,27.18,100.61,,,5.20,-41.59,-5.04,-28.25,44.91,-79.12,24.45,117.19,43.30,-121.31,267.20,344.30,33.55,-42.24,51.71,-8.22,-78.71,117.76,45.06,49.01,17.14,-48.64,-14.63,34.41,100.96,12.74
KP_sq,,,,,26.91,-28.47,,,31.37,-33.99,49.82,-42.98,63.39,-13.54,4.76,-14.40,-24.73,20.55,32.07,-0.34,23.17,-18.76,0.75,-3.22,-17.48,-4.33,-10.03,43.10,-11.37,-32.23,14.06,23.64,6.18,-21.23
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-273.39,3616.79,-124.22,,,,-231.61,-60.92,22.58,,56.62,-356.03,74.20,73.54,14.60,82.55,172.48,-19.65,-138.49,-155.86,-719.85,-452.80,3.68,82.44,28.66,34.71,-11.39,-411.70,-20.82,29.15,32.74,-17.30,-113.85
PKKO_sy,,30.23,-27.70,-19.15,,,,3.23,-22.27,-25.03,,-11.53,35.79,18.28,-100.33,-133.25,-125.74,-38.06,4466.67,131.68,115.22,-108.45,308.40,-72.83,-2348.57,-441.46,-64.67,-3634.04,106.54,269.37,-194.71,16.92,-861.17,-277.79
PKKO_qq,,,,,-27.96,-96.35,,,37.90,5.53,4.72,22.38,-552.71,94.66,2.29,-150.57,-33.36,122.20,-261.29,-399.44,-43.08,46.22,-43.84,12.98,73.92,-118.54,-31.64,-48.48,-19.79,48.40,22.80,-40.94,-108.93,5.93
PKKO_sq,,,,,-5.84,4.31,,,-29.09,0.61,35.65,-8.57,8.83,-12.37,-100.38,-9000.00,15.75,310.87,-72.99,-33.97,-59.54,-217.14,1404.88,-95.61,-3448.94,71.79,185.14,-539.42,106.20,630.10,-147.61,-285.47,43.19,-70.54
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-17.24,75.93,-49.68,,,,14.19,10.82,4.98,1.22,-23.91,-29.49,-19.77,-21.34,-14.63,-3.69,2.79,13.57,23.81,31.82,24.48,16.96,4.79,-12.12,-12.76,-16.58,-16.03,-4.42,-5.68,-6.12,-9.63,-18.93,-19.31
RN_sy,,-7.62,0.52,-4.70,,,,-7.59,2.28,9.75,1.64,10.00,2.83,0.61,0.39,-7.82,-11.73,-6.16,1.70,7.10,13.80,2.21,-0.12,0.90,4.15,11.16,6.52,-12.18,-15.51,-16.87,-17.68,-3.36,1.24,3.73
RN_qq,,,,,0.16,-9.17,1.80,23.29,-2.79,-13.96,-1.86,-7.31,-9.92,-2.10,-3.78,0.59,1.63,4.50,6.31,9.67,8.20,-1.32,-0.11,-1.74,-9.26,-2.04,-4.49,-1.09,3.28,-3.33,-4.93,-4.78,-7.35,-3.79
