,2008/Q4,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ZFI_sq,,,,,27.94,1.10,8.71,-10.20,0.17,7.32,-1.56,-2.61,-6.38,-18.47,18.99,-5.94,-11.15,19.00,-15.26,15.33,3.77,-26.97,24.71,17.94,0.38,-8.56,1.92,-4.18,7.30,0.48,1.27,0.21
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-16.53,-18.53,,,-58.55,,-61.88,,2.52,-6.12,-11.86,54.68,29.58,103.61,92.20,13.72,28.67,64.37,27.75,53.02,35.36,-1.57,9.17,3.66,-10.98,-18.82,-16.42,-18.79,-6.27,-8.87,-16.34
DTAR_sy,,-18.69,-5.89,,,9.94,,9.29,,2.32,-4.43,-4.67,8.81,-1.61,7.47,-1.01,0.25,10.03,5.66,9.63,-0.48,-10.68,-14.13,-10.99,-4.46,1.09,1.83,0.07,-4.39,-6.04,-2.20,1.60
DTAR_qq,,,,,,,-19.41,17.45,-11.20,21.97,-26.20,10.26,55.85,2.18,15.96,4.09,-7.79,15.61,48.13,-19.10,10.45,2.27,7.71,-10.27,4.88,-12.17,-1.78,-7.62,1.91,1.38,-4.51,-15.20
DTAR_sq,,,,,,,1.69,2.39,-8.16,7.00,-5.02,2.14,4.83,-3.24,3.75,-5.92,6.15,6.20,-0.38,-2.39,-3.63,-4.69,-4.23,1.18,3.44,0.85,-3.52,-0.57,-1.16,-0.89,0.41,3.30
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-24.27,-25.94,,,-66.24,,-68.94,,2.48,-6.87,-13.09,62.14,33.60,121.25,108.31,15.45,34.21,84.97,34.63,68.65,45.93,-1.83,11.82,4.69,-13.87,-23.62,-20.21,-23.21,-7.91,-10.88,-20.97
CG_sy,,-39.17,-10.86,,,19.91,,18.03,,6.36,-8.82,-12.91,14.32,-4.70,11.02,4.22,0.23,18.16,-19.68,-7.93,-8.01,-20.99,1.11,-8.36,-14.01,-0.42,-4.02,3.39,4.89,-8.29,5.30,-13.80
CG_qq,,,,,,,-21.12,19.21,-12.30,24.28,-28.32,11.25,63.60,2.40,18.71,4.75,-9.33,19.04,63.62,-23.76,13.58,3.00,10.07,-13.16,6.34,-15.26,-2.39,-9.29,2.33,1.62,-5.53,-19.56
CG_sq,,,,,,,8.01,6.06,-16.92,11.76,-7.41,1.30,9.06,-6.84,7.87,-4.91,4.88,9.83,-26.68,9.01,4.79,-5.68,-6.17,-1.19,-1.67,9.24,-9.57,6.44,-0.24,-4.49,3.84,-12.87
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-43.54,-51.61,,,-21.18,,-65.19,,-40.31,-42.45,-40.85,237.32,341.36,565.00,673.38,18.01,9.13,97.84,46.70,112.14,103.59,10.64,13.57,4.59,-23.97,-40.83,-31.94,-32.67,-33.78,-37.16,-49.30
LDER_sy,,-26.94,-25.67,,,74.37,,20.47,,-2.50,-3.41,-2.05,22.34,3.49,19.89,21.35,28.90,7.05,-22.81,-8.08,-10.38,-30.45,-17.40,-28.63,-11.41,-4.58,12.57,10.70,-2.31,-1.03,0.40,15.26
LDER_qq,,,,,,,-13.12,-15.47,-11.06,-8.61,-16.23,-13.12,407.19,19.57,26.22,1.03,-22.60,10.58,128.80,-25.08,11.92,6.12,24.35,-23.10,3.07,-22.86,-3.23,-11.54,1.97,-24.14,-8.17,-28.64
LDER_sq,,,,,,,-3.43,-8.75,-19.74,37.86,-4.34,-7.46,0.25,16.63,10.82,-6.34,6.48,-3.14,-20.09,11.54,3.81,-24.83,-5.10,-3.62,28.85,-19.04,11.96,-5.22,13.71,-17.97,13.58,8.80
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,45.83,83.65,,,-0.32,,257.83,,170.70,139.90,82.80,-68.45,-78.05,-84.69,-86.77,-14.80,-8.92,-49.78,-33.84,-59.54,-55.98,-15.11,-14.20,-4.14,24.01,43.07,23.34,19.78,16.52,19.84,46.89
PZAT_sy,,10.16,-15.35,,,-18.14,,11.89,,7.31,17.54,17.05,-9.90,-10.01,-20.61,-2.33,4.65,24.52,-3.28,-6.85,-11.13,4.46,19.66,22.22,6.71,-10.16,3.59,-4.01,18.20,17.24,3.92,-0.55
PZAT_qq,,,,,,,28.65,47.45,26.43,12.88,14.01,12.35,-78.18,-21.47,-20.44,-2.91,40.46,-16.05,-56.13,27.91,-14.10,-8.67,-15.40,29.28,-4.04,18.15,-2.40,11.46,-6.81,14.94,0.38,36.61
PZAT_sq,,,,,,,2.42,-2.20,21.01,-11.46,12.18,-2.62,-6.85,-11.56,-1.04,19.81,-0.19,5.23,-23.13,15.39,-4.78,23.68,-11.95,17.86,-16.87,4.13,1.53,9.21,2.37,3.28,-10.00,4.51
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,-0.25,0.57,,,10.51,,19.38,,-29.38,-40.29,-30.36,-14.30,6.13,6.33,6.59,0.52,0.13,9.53,3.42,8.53,14.44,2.59,4.49,4.71,-0.48,5.52,8.02,6.71,11.93,7.85,14.65
PELDR_sy,,18.13,3.02,,,-2.00,,1.61,,-11.62,-12.61,-9.10,-4.82,13.60,8.87,5.72,-1.50,2.09,0.86,7.09,12.82,0.28,5.18,2.09,-0.06,3.73,-9.13,-8.22,-15.31,-13.13,-4.46,-10.34
PELDR_qq,,,,,,,19.20,-15.04,-15.64,-17.35,0.79,-0.91,3.82,2.36,0.97,-0.67,-2.09,1.96,10.45,-6.20,2.74,7.52,-0.98,-4.47,2.96,2.19,4.99,-2.21,1.71,7.19,1.16,3.96
PELDR_sq,,,,,,,5.60,-0.93,-1.10,-14.58,4.41,3.05,3.56,1.95,0.06,0.07,-3.51,5.66,-1.14,6.25,1.65,-6.08,3.69,3.12,-0.48,-2.52,-9.16,4.14,-8.16,-0.01,-0.09,-2.27
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,4.00,5.60,,,21.86,,17.70,,-1.28,-0.45,0.49,0.09,3.22,0.31,0.75,-0.31,-3.43,-2.80,-0.79,-1.48,0.88,2.13,-0.57,-0.28,-0.54,-1.93,-0.33,0.36,-2.54,-2.33,0.20
TSF_sy,,10.75,13.72,,,-8.91,,-14.70,,-4.43,-7.41,-1.89,-13.04,2.54,-0.62,0.95,5.87,-0.05,9.77,8.08,2.73,2.92,-1.23,-6.90,-3.35,-3.40,-0.79,8.49,0.55,-0.01,5.03,-3.51
TSF_qq,,,,,,,1.72,-1.90,0.94,-1.99,2.58,-0.98,0.54,1.08,-0.32,-0.54,-0.51,-2.09,0.34,1.51,-1.20,0.25,1.58,-1.17,-0.91,-0.01,0.16,0.44,-0.22,-2.90,0.38,3.04
TSF_sq,,,,,,,-0.45,-3.70,12.45,-11.35,-3.55,2.04,-0.33,4.53,-6.52,3.65,4.53,-1.31,2.66,2.06,-0.64,-1.13,-1.48,-3.80,3.15,-1.18,1.18,5.20,-4.41,-1.72,6.28,-3.36
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-13.84,-15.19,,,-54.48,,-62.43,,75.67,94.21,60.36,107.63,21.23,76.93,67.67,11.60,19.08,31.79,17.19,26.07,9.01,-2.25,-0.19,-4.22,-11.03,-26.80,-26.04,-25.59,-21.06,-18.76,-28.67
ZKO_sy,,-12.30,-18.46,,,19.15,,10.91,,11.67,15.40,2.91,35.94,-6.78,5.16,0.49,-1.14,3.71,-2.99,-7.15,-1.62,-9.29,-3.63,0.06,0.27,4.69,4.24,7.11,-1.62,2.91,-0.69,9.06
ZKO_qq,,,,,,,-30.12,33.36,10.94,69.92,-22.75,10.12,43.64,-0.79,12.75,4.35,-4.40,5.86,24.79,-7.20,2.84,-8.46,11.90,-5.25,-1.31,-14.97,-7.94,-4.28,-0.71,-9.78,-5.25,-15.96
ZKO_sq,,,,,,,-7.04,10.84,-21.93,38.83,-3.93,-1.16,3.12,-4.80,8.37,-5.54,1.45,-0.12,1.36,-9.59,7.49,-7.91,7.69,-6.13,7.71,-3.85,7.23,-3.55,-1.07,0.58,3.47,5.92
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-8.92,-11.16,,,-49.28,,-53.22,,25.63,17.33,12.74,69.72,20.92,72.75,63.61,10.85,18.39,31.96,15.97,25.99,14.73,-1.55,2.38,-0.41,-7.97,-16.30,-16.05,-16.34,-7.76,-8.24,-13.59
OSF_sy,,6.92,-3.26,,,3.18,,2.32,,-2.57,0.69,2.71,-1.84,0.84,-6.13,-4.17,-0.59,1.35,-1.61,2.83,0.79,2.47,6.02,-1.77,0.75,-3.30,-1.29,-1.10,1.15,-1.05,4.07,3.04
OSF_qq,,,,,,,-16.38,13.78,-6.17,40.71,-21.90,9.34,41.25,0.26,11.57,3.55,-4.30,7.08,24.35,-9.00,3.97,-2.49,6.70,-5.36,1.14,-9.89,-2.96,-5.07,0.79,-0.65,-3.47,-10.61
OSF_sq,,,,,,,-1.40,-0.46,1.69,-2.38,1.90,1.54,-2.82,0.28,-5.14,3.65,0.81,2.24,-7.90,8.33,-1.19,3.94,-4.71,0.37,1.34,-0.23,-2.73,0.55,3.65,-2.39,2.30,-0.44
NetDebt,14242000000,9850000000,9021000000,11953000000,,-12683000000,-9867000000,-1712000000,5714000000,10547000000,8105000000,9058000000,15466000000,11580000000,9667000000,12442000000,14039000000,14084000000,12495000000,9981000000,12368000000,11249000000,8575000000,10214000000,16940000000,9421000000,4301000000,8302000000,8593000000,9149000000,-1510000000,149000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,81.80,-54.95,,,-173.12,,-109.11,,167.92,190.61,692.60,125.26,-17.29,-27.54,-22.59,-27.79,51.22,93.90,6.77,2.23,-33.21,-46.08,8.40,75.71,20.79,-26.94,3.43,-47.68,-11.65,-125.33,-98.71
NetDebtEBITDA_sy,,-36.32,-26.84,,,45.83,,59.82,,34.14,19.52,8.14,22.87,10.82,9.81,4.67,7.18,-19.42,10.32,6.09,-14.01,-7.58,-30.08,-23.74,-33.88,-4.57,0.02,6.11,34.77,15.27,21.74,3.21
NetDebtEBITDA_qq,,,,,,,34.22,81.96,446.15,65.34,-12.25,18.00,31.58,-39.29,-23.12,26.06,22.73,27.14,-1.43,-30.59,17.52,-16.94,-20.42,39.54,90.50,-42.90,-51.87,97.55,-3.64,-3.58,-113.80,110.08
NetDebtEBITDA_sq,,,,,,,-1.65,21.10,-15.32,33.00,-12.37,9.57,-3.78,19.96,-13.18,4.44,-1.47,-9.82,18.87,0.44,-20.14,-3.07,-10.06,9.53,-30.76,39.90,-5.74,16.20,-12.05,19.66,-0.45,-1.49
DebtFin,9678000000,7511000000,5131000000,7996000000,,-17811000000,-13985000000,-8100000000,76000000,3273000000,2139000000,2469000000,8494000000,4930000000,4606000000,6910000000,6953000000,7040000000,8462000000,6264000000,7230000000,6070000000,4976000000,5209000000,11130000000,3097000000,-2415000000,2123000000,2079000000,-1340000000,-13263000000,-10555000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,103.99,-66.40,,,-280.52,,-164.46,,115.01,116.87,134.14,9238.71,13.41,30.80,57.69,-34.89,77.61,175.68,20.67,20.64,-27.90,-53.82,-11.93,97.54,-26.43,-170.71,-48.14,-80.74,-139.36,-296.49,-455.22
DebtFinEBITDA_sy,,-47.58,-41.32,,,101.28,,50.00,,25.67,9.68,-5.66,49.07,19.36,4.52,-15.70,-16.35,-19.24,-11.82,2.72,-15.63,-28.15,-32.08,-25.00,-30.10,1.38,11.64,23.64,37.14,58.41,34.99,15.92
DebtFinEBITDA_qq,,,,,,,33.60,39.77,100.97,3774.19,-25.40,21.88,165.11,-52.95,-13.95,46.93,9.47,28.33,33.57,-35.69,9.43,-23.31,-14.45,22.65,145.46,-71.44,-182.23,189.95,-8.85,-158.38,-728.32,19.41
DebtFinEBITDA_sq,,,,,,,17.34,17.26,-32.04,34.39,2.41,0.86,7.39,7.61,-10.33,-18.66,6.57,3.89,-2.09,-5.25,-12.47,-11.52,-7.44,4.62,-18.42,28.32,1.93,15.87,-9.51,48.23,-13.14,-0.51
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,5.70,4.77,,,11.42,,24.50,,-28.49,-39.60,-29.70,-18.26,-0.25,-2.36,-2.42,-0.67,-0.59,0.12,-1.06,-0.08,5.26,0.72,2.59,3.99,3.43,14.34,13.53,12.44,16.85,12.93,21.13
SP1_sy,,23.97,18.94,,,-9.40,,-9.81,,-18.33,-14.83,-6.16,-24.32,11.28,-4.74,-1.33,-1.63,-2.53,2.32,8.13,4.47,10.15,7.63,7.34,10.17,-0.56,-2.17,-1.45,-8.88,-7.91,0.51,-10.05
SP1_qq,,,,,,,19.69,-14.69,-15.43,-17.19,1.09,-0.70,-1.66,1.06,-1.06,-0.76,0.10,1.14,-0.35,-1.93,1.10,6.54,-4.65,-0.11,2.47,5.97,5.41,-0.82,1.49,10.12,1.88,6.38
SP1_sq,,,,,,,3.12,-10.65,27.40,-30.42,7.54,-1.55,2.75,2.30,-7.95,1.97,2.44,1.36,-3.36,7.77,-1.03,6.87,-5.58,7.48,1.58,-3.53,-7.11,8.26,-6.07,-2.51,1.39,-3.12
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-0.25,0.57,,,10.51,,19.38,,-29.38,-40.29,-30.36,-14.30,6.13,6.33,6.59,0.52,0.13,9.53,3.42,8.53,14.44,2.59,4.49,4.71,-0.48,5.52,8.02,6.71,11.93,7.85,14.65
SP2_sy,,19.05,3.40,,,-2.00,,0.90,,-8.22,-12.79,-9.77,-7.31,4.77,8.85,7.25,1.15,4.70,1.86,7.04,11.43,-1.70,-0.83,1.61,0.55,7.73,-4.38,-7.75,-14.77,-13.13,-3.70,-10.37
SP2_qq,,,,,,,19.20,-15.04,-15.64,-17.35,0.79,-0.91,3.82,2.36,0.97,-0.67,-2.09,1.96,10.45,-6.20,2.74,7.52,-0.98,-4.47,2.96,2.19,4.99,-2.21,1.71,7.19,1.16,3.96
SP2_sq,,,,,,,4.80,-0.86,-0.41,-11.30,-0.42,2.57,2.31,0.26,3.45,1.07,-3.51,3.78,0.65,6.20,0.45,-8.44,1.53,8.82,-0.60,-1.90,-9.88,4.98,-8.16,-0.01,-0.11,-2.28
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,95.48,-27.89,,,7781.92,,4824.44,,-96.55,-97.10,-93.23,-50.27,725.84,1115.76,655.45,104.88,-71.84,-14.08,60.31,160.11,398.23,127.29,22.91,-32.35,-5.61,-20.66,-13.55,72.58,-19.46,-4.81,14.73
CAR_sy,,89.97,-26.57,,,-19.33,,-31.17,,19.22,18.92,-11.79,-36.89,27.80,12.95,9.09,,4.02,19.01,49.88,-30.56,55.36,17.33,-14.15,38.30,8.14,0.86,7.43,4.33,17.57,-7.29,101.60
CAR_qq,,,,,,,-2.32,-54.48,-71.77,-72.52,-17.76,6.14,107.33,356.33,21.07,-34.05,-43.77,-37.28,269.34,23.07,-8.77,20.14,68.49,-33.45,-49.79,67.64,41.62,-27.49,0.25,-21.76,67.36,-12.59
CAR_sq,,,,,,,3.06,14.59,102.36,-50.12,2.80,-15.00,44.79,1.02,-9.14,-17.91,32.72,5.08,3.95,3.38,-38.51,135.11,-21.49,-24.35,-0.95,83.85,-26.78,-19.43,-3.81,107.19,-42.26,75.19
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,4.57,-22.60,,,447.55,,100.04,,-71.08,-71.71,-55.84,-26.96,63.70,50.98,54.39,1.73,-31.52,6.94,28.52,37.10,60.65,37.71,1.86,-4.45,-1.67,-17.57,-7.64,22.95,5.66,3.94,8.01
QR_sy,,23.57,7.37,,,-7.95,,-26.60,,-13.18,-10.88,-1.86,-9.94,13.11,-7.01,-4.57,1.76,7.09,6.33,18.49,18.04,5.80,10.54,0.03,-0.59,-12.90,-4.14,-4.45,-19.81,-3.18,12.37,-4.05
QR_qq,,,,,,,9.48,-43.33,-25.39,-37.52,7.08,-11.53,23.40,40.02,-1.24,-9.53,-18.69,-5.75,54.24,8.72,-13.25,10.44,32.22,-19.58,-18.63,13.65,10.84,-9.89,8.32,-2.34,9.04,-6.37
QR_sq,,,,,,,1.53,-9.70,13.21,-16.36,4.22,-0.55,3.89,5.05,-14.32,2.07,10.77,10.56,-14.93,13.74,10.34,-0.90,-11.12,2.92,9.66,-13.17,-2.18,2.59,-7.96,4.83,13.53,-12.40
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,6.61,8.89,,,172.02,,174.83,,-51.51,-56.44,-43.06,-28.43,57.32,13.29,19.76,-8.42,-32.43,-15.26,-2.58,6.08,38.21,32.77,2.95,4.28,-7.14,-14.32,6.95,11.72,-7.29,-10.61,-2.16
CR_sy,,20.07,9.33,,,-3.24,,-9.20,,-17.17,-17.50,-10.13,-22.93,11.60,-2.79,-0.02,-2.20,10.20,19.42,7.30,26.84,-4.25,5.92,13.53,4.77,6.47,-10.19,-1.50,-15.65,-13.96,-12.08,-28.13
CR_qq,,,,,,,49.38,-34.14,-9.46,-45.56,34.19,-13.91,13.81,19.66,-3.37,-8.99,-12.97,-11.72,21.19,4.62,-5.23,15.03,16.41,-18.87,-4.01,2.43,7.41,1.26,0.28,-15.00,3.57,10.83
CR_sq,,,,,,,8.77,-2.02,14.41,-32.07,8.33,6.73,-1.88,-1.63,-5.64,9.77,-4.02,10.85,2.26,-1.37,13.45,-16.33,13.12,5.73,4.70,-14.96,-4.58,15.95,-10.34,-13.27,-2.50,-5.22
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,559.35,-78.62,,,7781.92,,4824.44,,-96.55,-97.10,-93.23,-50.27,725.84,1115.76,655.45,104.88,-71.84,-14.08,60.31,160.11,398.23,127.29,22.91,-32.35,-5.61,-20.66,-13.55,72.58,-19.46,-4.81,14.73
PP_sy,,84.10,-28.26,,,-23.67,,-44.57,,52.41,-42.08,-7.82,-47.92,38.07,7.69,-2.51,2.50,-21.41,51.98,77.70,-24.19,53.27,-4.63,-18.28,40.79,17.41,25.87,-4.81,52.85,5.17,-22.02,101.95
PP_qq,,,,,,,-2.32,-54.48,-71.77,-72.52,-17.76,6.14,107.33,356.33,21.07,-34.05,-43.77,-37.28,269.34,23.07,-8.77,20.14,68.49,-33.45,-49.79,67.64,41.62,-27.49,0.25,-21.76,67.36,-12.59
PP_sq,,,,,,,116.04,-43.81,154.19,-50.61,-17.89,-10.58,43.61,30.95,-35.96,-19.05,50.98,0.41,23.85,-5.35,-35.59,103.00,-22.94,-18.89,10.97,69.28,-17.39,-38.66,78.19,16.47,-38.74,58.86
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-14.03,-6.11,,,97.11,,12.03,,-22.40,-35.83,-22.63,-21.91,7.46,-17.12,7.66,-12.49,-5.22,26.65,11.17,-2.60,-4.80,-19.30,-14.69,19.61,2.32,-12.02,-0.94,-1.26,29.17,18.10,1.36
RCLR_sy,,19.38,-10.86,,,10.75,,-8.35,,-11.04,-5.40,9.72,-2.43,7.33,-0.24,-6.22,2.73,7.81,-1.87,-13.60,10.27,4.10,3.01,16.20,-0.90,-14.68,-2.53,4.81,-6.01,5.48,-5.73,-8.68
RCLR_qq,,,,,,,32.04,-27.56,15.80,-29.94,9.19,-12.66,16.88,-3.59,-15.79,13.45,-5.00,4.42,12.54,-0.41,-16.77,2.06,-4.61,5.29,16.69,-12.69,-17.98,18.54,16.31,14.21,-25.01,1.74
RCLR_sq,,,,,,,-0.61,-6.46,1.63,-5.84,5.70,8.48,-9.63,3.58,-1.75,1.98,-1.01,8.71,-10.58,-10.21,26.33,2.63,-11.52,1.29,7.74,-11.64,1.08,8.91,-3.38,-0.84,-9.67,5.51
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,1.51,1.45,,,25.66,,41.88,,-51.58,-58.08,-51.79,-30.92,22.36,18.80,20.77,-0.65,-3.37,19.51,8.22,23.54,36.71,7.72,10.20,9.53,-1.76,7.23,14.93,12.17,16.21,8.99,16.72
KP_sy,,173.91,91.08,,,-9.74,,-3.42,,-55.49,-54.01,-40.59,-35.88,36.51,20.49,9.67,-9.05,36.36,52.97,30.14,45.21,-11.48,-9.59,33.91,26.04,41.92,-15.09,-21.84,-46.56,-51.32,-33.96,-64.74
KP_qq,,,,,,,21.44,-16.60,-21.36,-39.21,5.15,-4.10,12.69,7.68,2.08,-2.51,-7.29,4.74,26.25,-11.73,5.84,15.89,-0.52,-9.70,5.20,3.95,8.59,-3.21,2.67,7.70,1.83,3.65
KP_sq,,,,,,,8.78,5.22,0.92,-61.47,12.41,35.93,8.92,-17.97,-0.79,23.73,-9.67,22.99,11.29,5.26,0.79,-25.03,13.67,55.92,-5.13,-15.59,-31.99,43.53,-35.14,-23.11,-7.75,-23.36
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,27.76,-31.44,,,128.45,,151.20,,-47.40,-60.58,-53.52,-32.31,24.72,1.16,-2.29,4.79,-33.75,-5.27,0.12,-3.00,47.69,22.45,18.84,3.52,-7.00,4.82,0.98,7.97,5.66,-1.63,7.04
PKKO_sy,,118.02,19.59,,,-28.26,,6.81,,-22.84,-74.09,-22.91,-49.30,-49.65,-56.99,-40.97,-19.46,-16.02,90.86,76.23,24.46,234.33,209.58,-34.26,-22.23,34.72,-75.07,-66.51,-65.87,-9.50,152.55,127.82
PKKO_qq,,,,,,,31.80,-17.35,-27.89,-33.04,-1.24,-2.55,5.03,23.39,-19.90,-5.88,12.64,-21.99,14.54,-0.52,9.14,18.76,-5.03,-3.45,-4.94,6.70,7.03,-6.99,1.64,4.42,-0.36,1.21
PKKO_sq,,,,,,,80.68,-3.65,54.37,-71.28,-39.34,186.71,1.53,-71.49,-48.19,293.55,38.52,-70.27,17.74,263.38,-2.17,-20.13,9.03,-22.84,15.74,38.36,-79.82,3.65,17.96,266.87,-43.69,-6.50
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-11.06,66.82,,,-13.92,,27.34,43.00,25.82,19.32,12.54,29.91,31.47,32.67,28.01,-0.54,-6.16,-25.71,-18.75,-5.54,4.56,36.43,20.20,7.06,-6.13,-16.29,-11.97,-5.03,-9.19,-5.83,-11.79
RN_sy,,1.98,6.97,,,-2.28,,4.16,-7.03,-0.17,-4.75,0.49,3.01,1.26,13.74,22.75,12.75,2.05,-7.77,-14.64,-14.89,-6.73,-2.21,-1.96,7.03,-3.29,-0.11,2.95,0.65,8.22,3.32,2.30
RN_qq,,,,,-8.50,15.83,10.54,8.70,2.75,1.91,4.83,2.52,18.60,3.14,5.79,-1.08,-7.85,-2.69,-16.25,8.19,7.13,7.71,9.28,-4.69,-4.58,-5.56,-2.55,0.24,2.95,-9.70,1.05,-6.11
RN_sq,,,,,14.55,-3.57,1.61,-7.20,2.25,3.55,-3.05,-2.10,4.81,1.79,8.89,5.66,-3.73,-7.87,-1.59,-2.20,-4.01,0.96,3.18,-1.95,4.80,-8.77,6.56,1.05,2.46,-1.91,1.74,0.05
CRN,106000,120000,72000,88000,97000,83000,75000,69000,67000,66000,63000,62000,52000,50000,48000,48000,52000,54000,64000,59000,55000,51000,47000,49000,52000,55000,56000,56000,54000,60000,60000,63000
CRN_yy,,13.21,-40.00,,,15.28,,-21.59,-30.93,-20.48,-16.00,-10.14,-22.39,-24.24,-23.81,-22.58,,8.00,33.33,22.92,5.77,-5.56,-26.56,-16.95,-5.45,7.84,19.15,14.29,3.85,9.09,7.14,12.50
CRN_sy,,-2.16,-5.88,,,1.56,,-4.17,6.35,,4.69,-0.72,-1.49,-0.77,-11.94,-18.25,,-2.33,8.47,17.86,17.24,7.14,3.12,1.52,-6.62,3.70,-0.76,-2.99,-0.79,-7.86,-2.29,-3.08
CRN_qq,,,,,10.23,-14.43,-9.64,-8.00,-2.90,-1.49,-4.55,-1.59,-16.13,-3.85,-4.00,,8.33,3.85,18.52,-7.81,-6.78,-7.27,-7.84,4.26,6.12,5.77,1.82,,-3.57,11.11,,5.00
CRN_sq,,,,,-12.50,3.17,-1.54,7.81,-2.90,-2.99,3.08,2.24,-3.65,-2.27,-8.53,,3.57,8.62,1.59,3.12,3.03,-0.74,-2.22,1.52,-5.22,10.24,-6.43,,-3.08,2.38,,-1.56
CPZ,94000,123000,78000,70000,77000,51000,41000,36000,35000,37000,39000,40000,36000,34000,33000,33000,37000,39000,44000,40000,37000,35000,34000,37000,37000,39000,41000,41000,40000,40000,39000,42000
CPZ_yy,,30.85,-36.59,,,-34.62,,-48.57,-54.55,-27.45,-4.88,11.11,2.86,-8.11,-15.38,-17.50,2.78,14.71,33.33,21.21,,-10.26,-22.73,-7.50,,11.43,20.59,10.81,8.11,2.56,-4.88,2.44
CPZ_sy,,-2.47,-19.83,,,14.74,,-8.93,14.58,-3.21,1.77,8.33,-3.64,-0.47,,-0.45,6.60,1.90,-2.61,-0.91,,-12.15,-16.52,-5.96,,17.02,13.90,-2.44,-1.51,-9.55,1.41,10.00
CPZ_qq,,,,,10.00,-33.77,-19.61,-12.20,-2.78,5.71,5.41,2.56,-10.00,-5.56,-2.94,,12.12,5.41,12.82,-9.09,-7.50,-5.41,-2.86,8.82,,5.41,5.13,,-2.44,,-2.50,7.69
CPZ_sq,,,,,-14.29,13.54,3.67,-9.73,7.84,-4.09,9.00,-3.91,-4.07,-0.94,9.52,,2.73,-5.31,4.67,-2.68,-7.34,-6.93,-0.53,9.63,,10.55,-3.18,,-2.00,,8.54,1.85
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-19.93,15.05,,,55.20,,-40.86,-26.13,-46.30,-9.49,29.01,43.24,35.52,18.40,9.72,-14.63,8.96,4.74,19.12,44.46,18.52,23.06,2.41,-5.16,-1.68,-2.68,-2.07,-4.43,3.22,16.26,14.97
RZ_sy,,-6.48,21.45,,,-19.39,,-6.38,4.41,13.20,5.86,22.19,14.45,-7.07,5.14,-1.33,17.70,37.39,46.48,33.56,-26.00,-12.80,-6.81,-1.07,63.32,18.40,9.04,10.25,-1.06,-1.89,3.73,-7.76
