,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,46.10,,,-18.95,,-26.13,3.98,-37.81,-49.75,-68.92,-75.49,22.12,287.10,341.15,445.38,35.26,-38.81,-17.12,9.68,15.77,19.44,35.41,1.21,-0.78,-7.89,-4.87,-6.16,-13.68,-13.76,-19.08
DTAR_sy,,13.88,,,-13.55,,-16.23,14.84,10.77,17.16,13.97,8.03,-9.64,1.30,11.14,22.69,17.13,12.43,15.49,2.44,6.66,7.60,2.89,-1.21,1.77,-5.13,-2.10,-13.15,-27.64,-25.74,-2.89
DTAR_qq,,,,-31.28,52.25,-21.46,-10.10,-3.27,-8.94,-36.54,-44.40,-23.72,353.78,101.15,-36.64,-5.70,12.54,-9.01,-14.17,24.79,18.80,-6.13,-2.70,-6.73,16.46,-12.85,0.49,-8.00,7.13,-12.92,-5.71
DTAR_sq,,,,-25.41,32.82,-13.10,-2.70,2.26,28.11,-8.09,-5.35,-3.07,7.16,3.03,3.85,7.00,2.31,-1.10,6.67,-5.08,6.52,-0.24,2.01,-8.87,9.73,-6.99,5.26,-19.15,-8.57,-4.56,37.66
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,82.16,,,-29.41,,-34.89,5.29,-48.54,-57.87,-74.75,-80.29,30.34,628.19,520.21,659.97,55.50,-58.12,-23.94,15.03,27.33,32.25,57.65,1.88,-1.31,-12.46,-7.68,-9.29,-21.46,-20.06,-27.18
CG_sy,,32.77,,,-22.17,,-21.29,24.19,11.50,13.79,14.98,10.92,-7.57,9.61,18.48,35.25,21.60,11.74,22.39,2.72,8.84,9.34,-0.33,-3.18,1.27,-3.99,0.54,-20.39,-41.25,-43.01,-32.50
CG_qq,,,,-40.82,81.06,-29.76,-13.50,-4.30,-11.51,-42.49,-48.16,-25.30,485.28,221.28,-55.85,-8.46,19.76,-13.47,-19.81,38.44,32.56,-10.13,-4.41,-10.54,28.41,-20.28,0.82,-12.10,11.18,-18.87,-8.16
CG_sq,,,,-37.12,56.86,-14.70,-6.45,-0.79,40.84,-12.95,-5.47,-4.29,17.36,3.23,2.18,9.26,5.52,-5.14,11.91,-8.30,11.81,-4.71,2.01,-10.92,16.95,-9.66,6.83,-29.47,-13.69,-12.38,26.54
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,,,,,,,-65.00,797.20,782.43,289.09,2254.29,883.96,465.08,762.62,313.59,-63.87,-18.08,18.58,30.25,28.10,24.12,-14.00,-21.92,-27.20,-20.79,-23.48,-29.02,-29.66,-33.04
LDER_sy,,,,,,,,,-5.09,105.55,23.97,15.79,-28.98,-31.04,-4.35,21.01,36.81,-13.34,56.70,24.37,17.64,56.63,-23.21,-2.82,44.98,-15.17,-19.98,-39.94,-55.51,-6.53,0.06
LDER_qq,,,,,,7.00,-30.84,48.65,-68.18,2642.86,-31.98,-34.46,92.52,1046.36,-60.94,0.05,-7.69,0.15,-11.43,44.82,1.39,-1.51,-14.18,0.35,-7.94,-8.17,-6.63,-3.06,-14.61,-8.98,-11.12
LDER_sq,,,,,,-19.84,2.92,-0.28,15.36,73.61,-37.93,-6.86,-29.24,68.58,-13.90,17.82,-20.00,6.79,55.67,-6.49,-24.33,42.18,-23.67,18.34,12.89,-16.82,-28.00,-11.18,-16.36,74.75,-22.92
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,,,,,,134.81,-91.13,-89.77,-74.77,-96.83,-92.69,-94.65,-96.27,-90.45,29.61,19.59,224.79,220.76,172.68,188.24,-0.51,2.06,8.06,3.66,11.26,17.01,14.97,12.23
PZAT_sy,,,,,,,,,10.57,-17.77,-9.56,7.21,-11.18,17.71,8.67,0.45,1.08,4.36,-2.92,-7.01,-51.64,-20.52,-30.94,-8.12,-19.40,-17.32,10.70,-22.82,23.31,-29.56,-28.38
PZAT_qq,,,,,,-2.22,30.99,-39.31,202.06,-96.31,51.06,49.70,-62.07,-91.47,10.55,4.46,-2.99,15.69,2.00,183.71,-4.19,-1.65,7.82,-2.07,-1.72,4.14,3.42,5.11,3.36,2.33,0.96
PZAT_sq,,,,,,1.57,0.20,-11.70,23.04,-24.46,10.20,4.67,1.93,0.11,1.75,-3.26,2.57,3.37,-5.35,-7.33,-46.66,69.89,-17.77,23.29,-53.20,74.27,10.10,-14.04,-25.24,-0.45,11.95
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,,,,,,,-46.95,-24.00,-35.17,-44.39,22.17,80.22,-26.57,-26.26,-32.17,-59.46,8.39,2.47,-0.54,-0.48,-4.48,5.81,9.95,6.87,3.62,1.89,-0.63,4.98,11.18
PELDR_sy,,,,,,,,,-16.76,-3.98,-5.88,-2.53,7.29,5.22,-1.79,-4.26,1.15,-0.60,-0.49,-2.84,-10.25,-11.78,1.61,1.09,-1.26,-0.58,-16.10,-5.53,-3.43,8.29,11.59
PELDR_qq,,,,,,-19.86,14.38,12.59,-48.59,14.81,-2.43,-3.44,12.95,69.36,-60.25,-3.03,3.90,1.21,6.30,-8.33,0.85,1.27,2.02,1.54,4.80,-1.57,-1.08,-0.15,2.21,3.99,4.76
PELDR_sq,,,,,,-11.69,1.00,-0.41,-6.29,1.87,-1.00,3.13,3.15,-0.10,-7.59,0.53,8.99,-1.83,-7.49,-1.83,0.68,-3.51,6.55,-2.34,-1.66,-2.84,-10.09,9.97,0.52,8.95,-7.35
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,,,,,,,20.10,29.33,30.19,28.11,1.07,-5.69,-8.59,-5.70,7.73,0.79,3.66,0.13,-2.09,-3.22,-9.31,-4.90,-6.22,-3.51,-2.80,-3.18,1.69,0.19,2.69
TSF_sy,,,,,,,,,-1.53,-10.08,-3.95,-5.93,-0.83,3.20,-4.77,-5.05,-1.25,-3.36,-1.65,2.38,4.84,10.40,10.19,6.52,-1.02,-2.88,-1.45,5.28,7.43,9.62,-2.70
TSF_qq,,,,,,11.92,3.57,1.47,2.10,20.53,4.26,-0.15,-19.44,12.47,1.05,3.01,-7.97,5.22,3.93,-0.50,-10.01,4.01,-2.62,4.34,-11.25,7.01,-1.90,3.92,-6.79,5.44,0.55
TSF_sq,,,,,,8.18,-0.15,1.59,-10.27,-1.22,6.66,-0.50,-5.40,2.79,-1.58,-0.79,-1.62,0.59,0.16,3.28,0.74,5.93,-0.03,-0.15,-6.39,3.94,1.45,6.66,-4.47,6.05,-9.96
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-18.03,,,-24.75,,-22.04,15.58,-12.85,-32.91,-54.60,-61.89,11.84,183.65,477.96,651.74,93.33,10.67,-23.21,5.51,13.73,15.03,28.25,-12.59,-14.13,-17.17,-12.30,-12.20,-12.91,-17.72,-23.62
ZKO_sy,,1.09,,,-8.47,,-7.52,25.77,10.84,6.01,25.60,26.35,-3.62,15.24,6.90,7.82,16.84,11.89,-0.48,13.18,2.37,8.76,12.22,1.28,1.76,-0.10,-3.54,-7.10,-0.77,-7.77,9.08
ZKO_qq,,,,-36.70,65.45,-14.38,-13.05,-6.16,24.76,-34.09,-41.16,-21.24,266.16,67.15,19.90,2.44,-5.83,-4.31,-16.80,40.74,1.51,-3.22,-7.24,-4.07,-0.28,-6.65,-1.79,-3.96,-1.09,-11.80,-8.83
ZKO_sq,,,,-30.19,47.12,-9.60,-0.40,-5.05,29.66,-13.54,18.00,-4.48,-1.09,3.37,9.47,-3.66,7.18,-1.01,-2.64,9.57,-3.05,5.17,0.45,-1.11,-2.60,3.24,-3.00,-4.76,4.04,-4.04,14.71
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,50.19,,,11.51,,-27.23,-32.15,-51.34,-52.97,-72.15,-79.45,26.69,188.06,227.04,322.22,5.68,-34.99,-11.67,2.95,4.87,6.82,14.95,-3.85,-1.31,-4.76,-2.78,-3.95,-5.20,-7.05,-10.00
OSF_sy,,-1.36,,,-3.45,,-0.38,-19.25,-1.98,11.30,-0.40,-0.35,1.24,-2.20,5.86,6.17,1.28,3.06,-1.42,-3.21,3.47,0.20,6.20,-0.16,-6.47,-3.07,-5.86,0.48,11.20,2.55,-5.35
OSF_qq,,,,12.90,-9.90,-28.31,-0.22,5.26,-35.38,-30.70,-40.91,-22.35,298.48,57.57,-32.92,0.24,-0.26,-3.06,-8.87,16.85,1.59,-1.26,-1.94,-2.26,4.28,-4.71,0.10,-3.43,2.92,-6.57,-3.08
OSF_sq,,,,25.03,-15.50,-10.71,5.59,1.35,2.57,1.39,-5.51,1.40,4.21,-2.05,2.28,1.70,-0.60,-0.33,-2.17,-0.15,6.26,-3.48,3.69,-6.13,-0.45,0.03,0.71,0.20,10.17,-7.75,-7.04
NetDebt,2338300000,2997090000,2515220000,-558000000,2377980000,912420000,821400000,1039070000,970560000,-1346710000,-1374656000,-1520706000,2577000000,1026000000,19042000000,15443000000,24881000000,19526000000,17777000000,31528000000,34257000000,30020000000,32093000000,28260000000,39043000000,22627000000,29883000000,26686000000,38729000000,18794000000,23631000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-31.43,,,-65.07,,-74.63,270.05,-68.88,-206.02,-234.06,-259.05,107.39,157.75,773.16,576.72,408.79,842.91,-42.61,18.03,26.60,51.75,115.44,-5.63,-7.06,-39.41,-33.74,-15.77,-15.38,-27.22,-28.59
NetDebtEBITDA_sy,,32.51,,,-47.16,,-18.00,155042.86,-10.08,-0.69,19.00,-17.87,29.48,-9.44,-7.67,75.79,-24.45,3.26,-19.66,-11.69,-52.78,5.47,6.22,-9.54,83.88,-39.13,-26.65,-43.68,-7.91,-39.07,-8.59
NetDebtEBITDA_qq,,,,-114.67,567.94,-58.92,-10.06,-1.65,-14.37,-239.97,-13.73,-16.68,211.65,-61.02,1225.68,-17.37,19.17,-27.77,-19.31,69.93,27.82,-13.42,14.56,-25.56,25.89,-43.56,25.27,-5.37,26.48,-51.46,22.92
NetDebtEBITDA_sq,,,,-99.96,181714.29,22.17,-8.17,-23.94,5.37,34.93,10.04,-47.51,66.13,-5.63,12.18,-0.05,-28.60,28.99,-12.73,9.87,-61.82,188.13,-12.11,-6.43,-22.40,-4.61,5.91,-28.16,26.90,-36.89,58.89
DebtFin,82370000,473110000,1282070000,-3046000000,-2233380000,-2680010000,-2604360000,-2469520000,-2320540000,-3089800000,-2187274000,-2094087000,-2764000000,-2516000000,10389000000,9856000000,11648000000,10339000000,12269000000,13814000000,4678000000,5278000000,7305000000,5415000000,3450000000,-3107000000,4234000000,2530000000,7088000000,-4910000000,131000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,207.32,,,-307.79,,-257.81,25.96,20.79,17.18,32.72,7.86,6.96,38.27,330.80,320.95,322.07,303.54,-27.40,-18.98,-63.07,-49.61,-28.95,-58.73,-39.85,-147.31,-58.75,-58.31,75.24,-38.48,-97.22
DebtFinEBITDA_sy,,-53.61,,,-50.95,,-1070.52,73.18,36.85,7.96,40.68,23.66,-3.41,-9.44,-35.14,58.16,38.28,74.80,53.40,-61.79,-160.47,-156.77,24.50,-1.66,100.18,-23.28,28.03,89.65,3050.00,7.70,412.26
DebtFinEBITDA_qq,,,,-257.16,19.50,-28.49,2.92,26.26,13.88,-34.34,21.14,-0.98,13.03,10.87,394.86,-3.33,-12.59,-18.30,5.18,7.88,-60.16,11.48,48.30,-37.34,-41.93,-187.69,229.30,-36.68,144.09,-169.29,102.60
DebtFinEBITDA_sq,,,,-2949.02,47.87,23.07,15.05,21.27,-22.73,-12.12,45.25,-1.33,-66.26,-18.66,32.40,68.63,-145.27,51.54,-24.98,-8.92,-294.87,52.23,63.25,-46.66,100.71,-32406.25,78.55,78.90,315.38,-1046.63,172.58
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,83.23,,,48.20,,-6.65,-41.28,-44.17,-29.91,-38.69,-46.09,13.27,1.57,-43.38,-43.84,-45.34,-41.25,14.99,-2.42,-7.79,-7.14,-10.36,10.00,14.93,14.98,10.86,9.39,8.84,12.97,17.83
SP1_sy,,8.72,,,15.99,,10.54,-59.49,-21.82,2.51,-14.48,-11.86,9.08,-2.01,-4.41,-9.46,-8.18,-9.98,5.15,-2.20,-1.40,-12.88,-4.51,-0.13,-2.12,3.69,-6.52,-7.19,-4.44,0.99,-2.71
SP1_qq,,,,78.34,-45.53,-16.25,14.75,12.18,-48.21,5.13,0.38,-1.35,8.81,-5.73,-44.05,-2.15,5.91,1.32,9.51,-16.97,0.09,2.04,5.71,1.90,4.57,2.08,1.92,0.55,4.05,5.95,6.30
SP1_sq,,,,187.42,-57.32,-13.24,3.85,5.32,-17.61,13.76,-13.36,8.55,1.96,2.19,-15.48,2.81,3.39,0.19,-1.27,-4.37,4.23,-11.48,8.21,0.02,2.16,-6.22,-2.44,-0.69,5.18,-0.89,-6.02
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,83.23,,,49.67,,-5.96,-40.63,-44.52,-24.00,-35.17,-44.39,22.17,80.22,-27.24,-26.26,-32.29,-59.48,9.40,2.47,-0.69,-0.50,-5.35,5.31,7.18,5.46,4.57,2.37,0.71,4.89,8.92
SP2_sy,,11.33,,,10.78,,1.92,-59.22,-21.81,-3.20,-9.12,-9.67,9.63,2.81,-7.76,-3.46,0.23,-4.29,0.93,-5.87,-10.80,-12.75,3.60,5.55,-2.92,0.49,-10.38,-11.89,-4.75,7.60,-2.72
SP2_qq,,,,78.34,-44.99,-16.19,14.38,12.59,-48.59,14.81,-2.43,-3.44,12.95,69.36,-60.61,-2.13,3.71,1.36,6.33,-8.33,0.52,1.56,1.15,1.99,2.30,-0.06,0.29,-0.15,0.65,4.08,4.14
SP2_sq,,,,159.11,-55.52,-13.00,1.64,3.66,-14.70,7.70,-4.57,3.04,3.52,1.00,-14.38,7.83,7.48,-3.55,-9.71,0.56,1.86,-5.66,7.21,2.45,-6.31,-2.34,-4.38,0.72,1.28,10.32,-13.55
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-90.80,,,4355.08,,1800.73,-38.87,37.74,380.15,1052.50,962.11,-10.36,22.32,-88.55,-79.99,-20.64,-79.48,0.43,-61.68,49.47,3.57,-35.34,45.82,-30.77,10.58,-2.54,-17.84,-49.31,-12.15,-6.09
CAR_sy,,-32.86,,,45.75,,3.60,-50.96,9.38,16.66,12.45,-8.89,22.51,-0.30,9.44,-30.27,-38.07,-31.99,-32.30,7.71,81.57,10.22,39.30,10.19,-5.53,13.71,-6.91,9.80,-12.39,50.51,23.16
CAR_qq,,,,2815.89,-55.92,47.29,0.40,-6.23,-0.67,413.44,140.99,-13.58,-91.62,600.62,-77.45,51.08,-66.76,81.17,10.37,-42.35,29.66,25.54,-31.09,30.02,-38.45,100.53,-39.27,9.60,-62.02,247.48,-35.07
CAR_sq,,,,204.19,-63.34,-0.25,-6.88,43.99,-18.22,6.38,-10.24,16.67,9.96,-13.42,-1.47,-25.66,-2.34,-4.93,-1.91,18.26,64.63,-42.29,23.98,-6.45,41.14,-30.53,1.50,10.34,12.61,19.35,-16.95
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-28.18,,,119.46,,78.58,-1.87,32.88,298.93,965.85,716.43,16.29,-27.14,-87.00,-78.83,-3.47,-42.72,59.50,-3.62,-18.84,-28.19,-57.87,-31.34,-11.56,-6.07,2.00,-9.42,7.41,5.37,14.42
QR_sy,,2.69,,,15.30,,5.59,-17.63,-17.96,-15.30,-8.17,-16.38,9.83,-5.92,-10.12,-16.96,-7.07,-10.10,-3.09,-1.04,-14.97,-4.86,5.75,14.00,12.11,2.14,-5.54,-2.95,7.32,21.83,0.29
QR_qq,,,,89.57,-29.47,18.38,12.83,4.17,-4.50,255.40,201.46,-20.21,-86.40,122.66,-46.21,29.96,-37.99,32.13,49.78,-21.47,-47.78,16.91,-12.12,27.98,-32.74,24.16,-4.57,13.66,-20.24,21.80,3.63
QR_sq,,,,49.17,-24.04,4.43,-10.77,16.37,-24.34,7.81,-3.26,5.96,-0.62,-7.65,-7.58,-2.10,11.21,-10.65,-0.38,-0.03,-4.44,-0.03,10.74,7.76,-6.03,-8.92,2.41,10.73,3.92,3.40,-15.70
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,21.99,,,35.33,,31.16,-10.37,14.10,251.70,846.02,684.04,13.60,-29.20,-86.73,-81.43,-1.36,-40.99,59.30,5.68,-9.04,-18.62,-53.14,-28.31,-11.86,-9.47,-5.75,-13.42,5.46,5.87,20.76
CR_sy,,-4.52,,,23.15,,9.27,-14.35,-20.97,-4.76,-23.27,-19.29,4.09,-9.23,4.16,-6.21,-6.60,-6.53,-10.64,-6.03,-8.35,-6.71,-1.32,4.98,10.68,-7.53,-1.88,3.88,1.21,28.68,6.63
CR_qq,,,,57.96,-38.44,17.95,14.36,7.94,-21.64,263.57,207.61,-10.54,-88.65,126.59,-42.33,25.18,-39.70,35.56,55.67,-16.96,-48.09,21.28,-10.36,27.05,-36.18,24.57,-6.68,16.70,-22.27,25.05,6.44
CR_sq,,,,33.20,-20.29,-1.78,4.78,4.41,-26.45,18.37,-15.58,9.82,-5.14,3.21,-3.13,-1.11,-5.53,3.28,-7.39,3.99,-7.87,5.14,-2.03,10.63,-2.87,-12.16,3.95,17.12,-5.36,11.68,-13.86
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,-90.80,,,4355.08,,1800.73,-40.17,37.74,420.07,1176.72,1081.59,-3.08,14.44,-89.42,-81.50,-23.81,-78.99,2.07,-60.69,43.99,-0.15,-37.88,38.21,-30.77,10.58,-2.54,-17.46,-46.30,-8.83,-0.52
PP_sy,,-15.30,,,49.59,,-2.91,-32.27,-15.87,-1.35,-10.42,-12.65,22.79,-2.40,28.07,-17.87,-12.50,-34.35,-34.47,-13.09,12.45,2.41,50.90,42.49,8.56,15.08,-27.63,-23.24,-16.17,17.41,19.51
PP_qq,,,,2879.22,-56.86,47.29,0.40,-6.23,-0.67,456.12,146.47,-13.21,-91.85,556.65,-77.20,51.71,-66.45,81.04,10.76,-41.57,22.89,25.54,-31.09,30.02,-38.45,100.53,-39.27,10.11,-59.96,240.46,-33.73
PP_sq,,,,97.17,-45.70,19.88,-24.36,37.56,-32.56,40.58,-31.31,34.14,-5.20,11.74,-9.87,-13.98,1.00,-16.16,-10.04,14.09,30.69,-23.65,32.55,7.73,-0.43,-19.06,-16.65,14.27,8.75,13.36,-15.16
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-10.96,,,50.99,,29.80,32.43,20.98,192.71,740.02,541.76,15.45,-61.73,-83.83,-77.47,9.46,62.80,83.65,35.17,-43.42,-54.82,-71.67,-61.58,-0.88,-25.19,-5.56,-15.03,24.72,8.86,-3.67
RCLR_sy,,-6.44,,,23.21,,-1.47,-7.84,-19.48,-11.25,-0.44,-9.34,1.46,-8.84,-18.77,-2.59,12.27,3.39,14.94,-6.91,-24.53,-9.37,-20.21,-7.72,5.33,-11.39,2.08,5.38,13.10,24.30,0.28
RCLR_qq,,,,6.73,1.42,-0.10,20.04,8.90,-7.36,141.70,244.50,-16.81,-83.33,-19.89,45.61,15.91,-19.04,19.15,64.26,-14.69,-66.11,-4.85,2.99,15.72,-12.59,-28.19,30.01,4.12,28.31,-37.32,15.05
RCLR_sq,,,,16.26,-5.41,-2.71,-7.91,8.74,-17.36,7.23,3.32,-0.98,-7.51,-3.65,-7.94,18.74,6.60,-11.27,2.34,-3.84,-13.57,6.55,-9.89,11.21,-1.35,-10.36,3.81,14.80,5.88,-1.49,-16.25
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,160.05,,,47.91,,11.21,-13.81,-21.85,6.17,-2.50,-11.86,17.27,29.88,-41.22,-40.01,-30.53,-51.38,21.82,5.40,-3.43,-4.11,-17.44,4.76,6.31,5.99,5.01,0.75,2.87,7.83,16.40
KP_sy,,12.05,,,22.25,,-0.35,-36.16,-21.79,-4.25,-22.31,-16.17,1.59,0.54,-3.53,-5.03,1.57,1.76,-15.66,-25.09,-31.02,-38.88,-4.39,11.51,9.94,-4.03,-19.12,-16.10,-1.06,30.66,6.74
KP_qq,,,,37.69,-28.99,2.51,10.95,6.71,-35.61,39.28,1.88,-3.54,-14.33,54.26,-53.89,-1.56,-0.79,7.97,15.53,-14.83,-9.10,7.21,-0.54,8.07,-7.75,6.88,-1.45,3.68,-5.81,12.04,6.38
KP_sq,,,,62.47,-33.50,-10.04,2.52,4.09,-18.53,10.13,-16.81,12.32,-1.27,8.98,-20.17,10.57,5.59,9.18,-33.84,-1.79,-2.77,-3.25,3.49,14.55,-4.15,-15.54,-12.78,18.83,13.04,11.53,-28.75
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,36.38,,,144.62,,-94.40,46.46,-3.99,5.87,-10.93,208.75,237.51,726.99,20.13,-80.40,-83.91,-95.72,-64.73,-24.95,-4.93,17.81,0.18,-22.39,-23.03,-27.61,-28.47,-21.47,-14.74,-9.85,-0.97
PKKO_sy,,-26.84,,,22.65,,-18.90,-29.93,-41.90,-27.82,-37.76,-43.21,-20.68,-18.66,-0.86,-3.49,21.43,10.04,10.82,7.01,13.15,-4.90,-21.89,16.83,-5.35,-17.39,-21.31,-44.77,-35.98,-19.45,66.79
PKKO_qq,,,,-96.43,24.90,12.62,11.45,-6.58,-18.12,24.19,-6.24,223.82,-10.49,204.31,-86.38,-47.17,-26.53,-18.96,12.12,12.43,-6.93,0.43,-4.66,-12.90,-7.70,-5.55,-5.80,-4.38,0.21,-0.13,3.48
PKKO_sq,,,,28.15,-18.84,-10.22,-13.15,10.72,-32.71,11.54,-25.10,1.01,-6.01,14.39,-8.72,-1.67,18.26,3.67,-8.07,-5.05,25.05,-12.87,-24.50,42.02,1.31,-23.95,-28.09,-0.32,17.43,-4.30,48.89
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,35.01,,,-7.10,,42.37,-32.55,-18.89,5.70,33.27,33.47,32.31,6.05,3.41,7.01,3.42,10.61,-0.65,-17.61,-12.17,-0.87,4.85,57.31,41.18,35.24,30.63,1.99,2.92,1.57,8.11
RN_sy,,1.17,,,3.20,,4.28,5.00,3.33,0.28,6.37,-3.22,0.36,0.78,-0.81,5.51,-2.01,3.24,2.65,-2.44,-4.27,-6.00,-6.86,6.37,6.60,8.36,11.42,2.11,11.43,8.89,0.96
RN_qq,,,,109.03,-11.40,-14.20,-10.40,-0.96,6.53,11.80,12.97,-0.81,5.60,-10.39,10.16,2.64,2.06,-4.16,-1.05,-14.88,8.80,8.18,4.66,27.71,-2.35,3.62,1.09,-0.30,-1.47,2.26,7.61
RN_sq,,,,1.29,4.51,0.47,-1.95,1.99,2.85,-2.50,4.01,-7.20,6.65,-2.10,2.38,-1.29,-0.95,3.15,1.79,-6.18,-2.81,1.29,0.86,7.14,-2.60,2.96,3.71,-1.82,6.29,0.61,-3.84
CRN,163000,121000,240000,115000,130000,151000,169000,170000,160000,143000,127000,128000,121000,135000,122000,119000,117000,122000,123000,145000,133000,123000,118000,92000,94000,91000,90000,90000,92000,90000,83000
CRN_yy,,-25.77,,,7.44,,-29.58,47.83,23.08,-5.30,-24.85,-24.71,-24.38,-5.59,-3.94,-7.03,-3.31,-9.63,0.82,21.85,13.68,0.82,-4.07,-36.55,-29.32,-26.02,-23.73,-2.17,-2.13,-1.10,-7.78
CRN_sy,,-1.20,,,-3.03,,-4.71,-4.19,-3.12,-0.63,-6.17,2.50,-0.65,-0.63,-2.63,-10.37,2.60,-3.18,1.35,8.84,3.80,6.58,7.33,-6.25,-6.10,-8.02,-10.56,-2.00,-10.39,-7.38,
CRN_qq,,,,-52.08,13.04,16.15,11.92,0.59,-5.88,-10.62,-11.19,0.79,-5.47,11.57,-9.63,-2.46,-1.68,4.27,0.82,17.89,-8.28,-7.52,-4.07,-22.03,2.17,-3.19,-1.10,,2.22,-2.17,-7.78
CRN_sq,,,,-1.76,-4.19,-0.62,1.89,-1.23,-3.12,1.94,-3.80,7.89,-6.10,1.95,-5.73,-0.68,7.48,-3.80,-1.32,6.67,2.50,-1.22,-0.62,-6.83,2.67,-3.25,-3.36,,-6.12,,4.35
CPZ,153000,102000,192000,96000,96000,108000,113000,107000,95000,73000,52000,37000,36000,54000,55000,53000,52000,51000,45000,49000,56000,62000,77000,74000,76000,78000,78000,80000,75000,73000,68000
CPZ_yy,,-33.33,,,-5.88,,-41.15,11.46,-1.04,-32.41,-53.98,-65.42,-62.11,-26.03,5.77,43.24,44.44,-5.56,-18.18,-7.55,7.69,21.57,71.11,51.02,35.71,25.81,1.30,8.11,-1.32,-6.41,-12.82
CPZ_sy,,-13.33,,,3.85,,-4.76,-2.50,-1.85,3.80,3.75,8.33,3.77,3.66,-1.81,-3.55,1.21,4.12,14.11,14.11,14.97,11.86,3.23,3.23,9.38,-2.53,-10.42,-11.98,-20.00,-18.13,-2.33
CPZ_qq,,,,-50.00,,12.50,4.63,-5.31,-11.21,-23.16,-28.77,-28.85,-2.70,50.00,1.85,-3.64,-1.89,-1.92,-11.76,8.89,14.29,10.71,24.19,-3.90,2.70,2.63,,2.56,-6.25,-2.67,-6.85
CPZ_sq,,,,-4.76,,-2.47,1.27,-2.50,1.92,3.14,1.22,1.81,-2.37,3.03,-4.12,,2.45,5.99,5.08,,3.23,3.12,-3.03,,9.38,-8.10,,-1.74,-0.59,-5.95,6.33
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-68.65,,,20.94,,526.20,19.62,33.69,74.51,129.76,13.89,49.06,-13.90,85.26,322.94,341.80,532.59,91.15,-16.27,-47.94,-61.78,-62.84,-37.91,-6.74,27.56,57.86,51.74,32.77,24.87,12.56
RZ_sy,,-14.52,,,-2.32,,40.86,30.16,0.80,-13.82,-5.24,8.57,12.83,9.35,9.73,11.70,35.14,14.40,-5.05,-7.90,-24.43,-13.88,-3.38,-9.40,-10.79,5.06,16.47,24.79,30.75,8.04,-9.36
RZ_qq,,,,597.13,-16.72,0.69,7.12,33.17,-6.93,31.44,41.03,-33.99,21.81,-24.08,203.48,50.70,27.24,8.71,-8.30,-33.99,-20.88,-20.20,-10.84,10.30,18.83,9.15,10.34,6.02,3.98,2.65,-0.54
