,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q4,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_qq,,,-0.98,-6.49,-100.00,,-1.86,-3.07,-100.00,,3.53,13.83,-100.00,,-7.96,-34.28,-100.00,,-11.64,-16.49,100.00,,13.73,-0.50,,,-9.84,-0.71,-53.29,-188.10,-1.89,-5.93,0.77,63.14,2.87,-38.98,45.89,-123.30,-22.63,-1.15
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,,,,,13.33,14.37,10.67,,16.04,9.95,-6.60,,1076.50,1220.95,2194.57,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_sy,,,,,,30.66,-0.27,27.25,,15.75,48.21,-3.36,,-0.84,-22.96,24.96,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_qq,,,1.21,6.59,,,2.14,3.14,,,-3.23,-12.38,,,8.66,52.20,,,,,,,,,,,10.95,0.68,114.11,,,,,,,,,,,
CWKCurrent_sq,,,-3.51,0.84,,,-26.35,28.67,,,-5.70,-16.10,,,-26.74,36.10,,,,,,,,,,,-21.08,7.35,-0.61,,,,,,,,,,,
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,,,,,-11.40,-12.18,-8.92,,-14.76,-11.51,3.07,,-91.44,-92.26,-95.47,,-382.83,-442.45,-703.70,,-197.54,8.08,-98.45,12.27,92.35,,,,77.61,74.53,84.07,60.30,60.53,62.37,50.63,16.63,-308.99,-357.68,-273.80
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,-0.97,-6.54,-100.00,,-1.85,-3.07,-100.00,,1.89,12.91,-100.00,,-7.82,-33.93,-100.00,,-11.61,-16.47,100.00,,65.52,-151.45,,,10.44,-69.32,60.17,62.93,-1.89,-5.93,0.77,63.14,2.87,-38.98,-67.56,-80.81,-8.70,-13.51
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,12.57,13.69,10.00,,17.02,13.09,-3.03,,1070.45,1193.52,2102.60,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,83.94,36.94,114.52,,-37.36,83.06,-6.66,,-0.23,-8.43,16.02,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,0.60,7.14,,,1.60,3.66,,,-1.82,-11.11,,,8.50,51.36,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,-51.73,-0.56,,,-64.07,55.77,,,5.00,-20.57,,,-3.62,0.64,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,,,,,407.03,271.38,164.41,181.55,500.87,8512.38,7165.17,5917.45,1155.50,-94.51,-125.75,-129.65,-96.04,-30.44,110.61,107.19,-0.23,-21.88,-45.79,-100.00,,,,,-100.00,-153.96,-180.14,-186.66,,100.00,100.00,99.73,,,
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,22.86,135.24,20.76,45.28,-10.01,67.49,28.59,210.04,1189.81,41.29,6.50,-35.31,-94.36,-763.10,-22.60,108.63,-0.86,1.16,-16.96,19.80,-22.36,-29.80,,,98.15,96.62,51.93,-100.00,,-192.01,-64.28,100.00,,,,100.00,,513.33
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,,,,,-80.26,-73.05,-62.16,-64.48,-83.36,-98.84,-98.62,-98.34,-92.04,1722.52,,,2430.32,43.75,,,0.23,28.01,84.43,,,,,,,,,,,,,,,,
CPCurrent_sy,,,,,,50.76,0.27,85.65,-8.90,23.17,62.33,-17.93,0.06,-17.60,-34.80,,,-12.30,0.49,,,35.76,-2.25,9.22,,,,,,,,,,,,,,,,
CPCurrent_qq,,,-18.58,-57.48,-17.17,-31.15,11.12,-40.29,-22.24,-67.74,-92.25,-29.14,-6.54,55.00,1675.48,,,,0.87,-1.14,20.43,-16.54,28.82,42.44,,,-49.49,-49.15,-34.17,,,,,,,,,,,
CPCurrent_sq,,,27.32,-10.05,23.59,6.52,-15.32,66.54,-39.36,44.02,11.61,-15.81,-26.06,18.60,-11.69,,,,1.19,9.78,-9.71,35.35,-27.14,22.66,,,22.67,-13.43,16.70,,,,,,,,,,,
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-308.05,,,,-1494.64,-1758.56,-1456.79,-922.55,65.53,124.83,129.50,129.48,-542.55,-812.24,-783.65,-947.16,58.07,63.02,63.68,61.22,-38.41,-28.63,-3.37,98.54,585.68,,,,-163.27,-170.00,-171.90,74.47,130.61,130.94,127.01,150.86,-214.75,-230.99,-259.34
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,-24.38,-11.64,-33.33,-761.35,-44.96,6.49,12.42,70.97,204.42,11.09,-12.48,-732.93,-15.74,-6.63,-8.45,68.67,-2.06,-4.75,-15.78,-11.82,5.15,15.82,,,-9.14,-9.93,-188.36,12.51,-0.54,7.49,68.63,204.91,1.64,-19.24,-40.94,-336.71,-16.02,1.76
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_qq,,,,,,,,,,,,-10.01,14.29,,,,,,,,,,,,,,10.04,11.03,,,,,,,-1.62,23.82,69.41,,,
CZCurrent_sq,,,,,,,,,,,,-44.01,-10.24,,,,,,,,,,,,,,8.37,-11.88,,,,,,,-5.56,1.97,-4.31,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-394.42,,,,-42.44,-44.12,-37.56,-18.13,-61.88,10.33,147.38,144.49,-439.91,-771.90,-2018.10,-2121.99,77.27,79.41,81.69,71.07,-0.02,-9.56,13.54,102.64,329.01,,,,-47.08,-48.46,-33.07,159.19,-84.60,-82.54,-96.13,-109.95,-326.20,-366.53,-901.67
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,-13.74,-4.67,-13.75,-5.18,-15.08,0.09,2.31,-44.13,36.25,152.78,-8.26,-1849.01,-2.94,-16.12,3.29,80.34,6.76,-3.28,-52.83,32.04,-2.14,18.50,,,-6.65,-11.70,-221.03,153.05,-9.08,14.64,7.03,-86.20,3.06,-74.58,-375.00,-213.94,-21.43,23.53
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,-76.67,,,,89.00,93.93,49.46,,548.09,473.44,2472.25,,,,
CZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,-12.77,,,,13.95,-24.28,-26.00,,-29.36,9.05,0.92,,,,
CZOCurrent_qq,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,7.13,13.26,,,9.92,-12.71,-6.58,623.06,-2.74,291.54,,,,
CZOCurrent_sq,,,,,,,,,,,,,4.56,,,,,,,,,,,,,,23.48,-1.76,,,-17.95,-3.99,-12.72,2.76,26.65,-11.15,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,5049.11,,,,0.33,-185.40,-176.99,,128.96,-95.33,50.09,,-16.89,43.12,-143.54,,-58.47,10.86,10.92,,-10.25,102.40,122.93,-97.27,7.26,,,,-7.46,-62.46,-74.85,-55.88,0.78,-6.99,,-0.15,-0.07,-0.19,-0.11
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,-4.17,1.28,-98.00,5066.04,-181.57,8.69,102.60,11727.93,-169.59,76.67,105.21,9730.59,-147.62,0.10,102.14,3982.59,-202.22,0.16,102.40,3564.30,-97.27,855.56,,,167.12,38.81,-42.98,-56.23,8.36,-6.99,,,,,-0.15,0.07,-0.11,0.07
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,,,,,-80.19,-123.01,-129.13,-64.48,-61.90,97.73,99.31,-98.34,-93.38,-936.54,,,949.95,-28.14,,,-10.04,103.07,142.30,,,,,,,,,,,,,,,,
EVPCurrent_sy,,,,,,23.43,51.39,50.28,15.54,30.77,-0.97,15.05,10.04,1.46,-8.75,,,-21.30,-32.29,,,8.99,17.52,41.20,,,,,,,,,,,,,,,,
EVPCurrent_qq,,,-21.98,-56.93,-98.34,3456.71,-190.65,45.48,102.02,3714.82,-105.40,83.48,104.87,15151.00,-944.81,,,,-203.10,1.31,102.89,2958.39,-96.48,1261.04,,,34.88,-29.42,-62.46,,,,,,,,,,,
EVPCurrent_sq,,,-2.62,-1.52,-49.67,155.73,19.44,-2.23,-61.31,189.44,-9.56,13.58,-62.99,166.87,-18.66,,,,-30.02,11.45,-26.21,89.36,-24.54,33.90,,,0.76,-25.89,28.99,,,,,,,,,,,
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-941.53,,,,29.57,159.26,155.97,15.35,-41.44,117.83,-205.36,324.79,84.61,-93.48,112.70,-104.95,-82.73,333.00,386.56,-245.33,10.26,-102.19,-126.53,203.28,-74.97,,,,74.85,-27.18,-62.41,174.54,553.24,433.29,2472.40,-1105.95,-144.26,-137.42,-112.51
EVEBITCurrent_sy,,4.06,,,,-26.03,59.95,151.33,-27.93,-89.77,-165.79,4.33,-8.52,1912.96,263.96,-6.87,59.12,-28.30,-18.51,23.03,69.35,29.51,-51.89,-24.96,9.85,-7.58,,,,-21.51,-43.59,-20.86,4.43,45.80,52.02,11.71,-11.32,-23.39,-31.66,-17.79
EVEBITCurrent_qq,,,15.74,3.24,98.24,-4811.83,170.89,-8.61,-102.66,-8107.28,209.17,-144.20,105.68,-662.03,146.26,-13.97,-102.21,-20656.54,209.63,-3.33,-101.57,-5293.78,97.33,-1072.49,,,186.07,57.23,-147.11,182.52,19.14,-18.83,-6.59,623.20,-2.74,291.54,-136.53,68.18,17.77,-30.88
EVEBITCurrent_sq,,,-31.04,-32.71,4.16,53.05,49.11,5.73,-70.13,-78.28,-1059.21,267.66,-73.81,377.94,-21.87,-4.77,-55.26,115.36,-11.21,43.78,-38.41,64.70,-67.01,124.26,,,39.09,-19.47,-9.28,-22.76,-0.05,12.98,19.71,7.84,4.22,-16.97,-4.97,-6.83,-7.03,-0.12
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-969.61,,,,15.74,169.06,165.30,0.52,-10.90,72.33,-199.55,313.88,84.01,-93.08,111.27,-104.34,-82.97,333.64,387.28,-245.79,10.40,-102.18,-126.48,203.24,-75.18,,,,76.30,-26.59,-62.08,174.00,553.24,433.29,2472.40,-1105.95,-144.26,-137.42,-112.51
EVEBITDACurrent_sy,,16.29,,,,-25.54,61.67,176.83,-12.35,-87.62,-165.48,-4.01,-19.98,1532.27,259.54,-5.17,65.58,-27.49,-20.86,11.11,114.60,31.25,13.64,-14.86,7.29,-24.44,,,,-2.71,-42.73,7.35,19.51,41.67,33.92,11.14,-10.85,-20.42,-22.68,-17.36
EVEBITDACurrent_qq,,,16.02,3.34,98.25,-5817.56,168.82,-8.59,-102.67,-6496.92,206.95,-152.80,105.74,-593.23,146.26,-13.98,-102.21,-20698.60,209.65,-3.34,-101.57,-5288.92,97.33,-1072.05,,,186.12,57.16,-147.86,181.93,19.14,-18.83,-6.59,623.20,-2.74,291.54,-136.53,68.18,17.77,-30.88
EVEBITDACurrent_sq,,,-30.50,-34.40,-4.06,70.24,50.89,12.33,-69.63,-75.95,-898.12,264.66,-74.68,390.51,-21.99,-2.13,-55.78,114.80,-14.86,37.40,-14.60,31.38,-26.28,2.95,,,71.80,-39.73,7.04,-12.23,1.12,12.98,19.17,4.05,-4.41,-6.24,-4.41,-7.12,-7.12,0.21
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,,,,,-1707.53,-2031.33,-1616.85,,60.05,127.29,127.60,,-7460.39,-9523.62,-15771.63,,114.98,110.89,106.04,,-53.54,-44.12,-47.95,-98.34,10376.92,,,,71.72,68.13,61.88,127.07,-177.57,-182.17,-154.69,-288.81,170.35,163.68,206.45
ROE_sy,,,,,,-82.44,-83.33,-89.60,,-211.33,-61.67,221.15,,230.27,689.66,24.75,,10.67,-35.37,-54.40,,-30.81,-61.37,-82.98,-17.41,-22.44,,,,170.10,190.13,191.33,89.83,-24.37,16.08,-34.21,34.01,5.32,16.71,57.56
ROE_qq,,,-25.27,-19.74,,,-47.71,3.54,,,200.89,-2.44,,,-25.76,-62.25,,,-8.57,-10.08,,,9.96,-16.24,,,0.82,-9.31,-289.15,199.29,-1.30,-12.68,-68.37,-384.56,-4.56,41.88,-9.19,206.02,-5.35,-2.85
ROE_sq,,,-33.94,10.21,,,-37.29,-31.28,,,121.59,475.86,,,30.86,-9.02,,,-23.58,-35.81,,,-57.34,-71.72,,,-27.18,62.93,6.22,114.33,-21.78,63.60,-30.79,-14.61,20.06,-7.28,40.99,-32.89,33.03,25.17
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,,,,,-1294.05,-1486.27,-1113.27,,72.42,124.17,130.12,,-991.33,-1204.35,-1212.35,,-8.94,9.08,10.38,,-63.72,-422171.04,-50664.56,-133.53,130.04,,,,-29765.50,-3416785.94,-16038.48,-1638.13,136.02,100.26,130.70,104.35,-101.44,-101.92,-104.95
ROA_sy,,,,,,-79.87,-82.91,-85.71,,-181.56,-54.50,139.53,,302.74,639.58,66.50,,-34.80,-70.99,-69.39,,-40.93,-30.58,-90.95,11.40,13.39,,,,83.33,133.78,128.01,132.84,-15.34,16.76,-27.64,39.58,11.41,32.67,34.13
ROA_qq,,,-21.43,-10.78,,,-38.17,15.27,,,221.05,5.63,,,-22.50,-6.39,,,-2.24,-4.87,,,-263592.72,87.39,,,-4.15,-40.07,-344.16,-21049.91,-10939.55,99.72,73.37,538.29,-20.07,-67.09,-96.23,-245.28,-6.70,15.34
ROA_sq,,,-30.54,-2.51,,,-41.06,-18.48,,,132.88,329.17,,,19.93,-3.38,,,-46.63,1.94,,,-37.28,-86.71,,,-22.92,60.81,-24.93,97.01,-1.70,56.84,-23.34,-28.37,35.57,-2.81,47.88,-42.82,61.45,-1.74
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,,,,,71.88,61.16,47.95,58.03,73.06,98.96,100.65,100.74,56.99,-15790.29,7358.36,6721.98,-474.58,70.41,-272.51,-502.50,-0.25,-40.23,-59.47,,,,,,,-195.50,-183.53,31.72,,-52771.64,-34324.93,3753.29,,102.73,98.04
OPM_sy,,,,,,-62.01,-42.42,-57.39,-52.14,-59.96,-90.89,-37.17,-8.03,301.54,1020.05,180.31,27.72,-24.35,-18.38,-44.70,-57.60,-33.00,-13.94,-19.05,,,,,,,-2.98,-23.02,24.58,,48.59,3.56,62.87,,23.21,18.28
OPM_qq,,,7.40,55.49,5.77,27.59,-27.88,40.35,24.03,53.52,95.06,137.31,-13.75,-2804.31,-1726.09,117.51,-21.11,-327.77,5.95,-2.09,-84.06,43.27,-31.56,-16.09,,,-52.85,-55.11,-179.68,,,60.74,34.87,,,74.44,106.91,,,-118.40
OPM_sq,,,-12.07,1.07,-1.61,-56.56,33.29,-25.21,10.51,-63.65,-69.67,415.74,61.76,58.69,-15.39,29.07,-26.30,-6.00,-8.72,-12.55,-43.49,48.54,17.25,-17.74,,,-9.32,35.78,-39.58,,,7.74,-2.21,,,-24.91,53.79,,,-27.92
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,,,,,-214.88,-400.86,-489.06,-263.22,94.26,100.29,100.41,100.49,48.82,-13077.05,2555.41,2759.84,-960.12,46.84,-442.25,-639.47,-38.72,-64.64,-90.68,,,,,,,29.63,-10.25,129.46,,-93896.89,-239223.39,-18795.74,,101.34,99.61
ROS_sy,,,,,,-63.66,-42.08,-72.37,-73.34,-142.30,-45.37,64.46,52.29,633.26,108.13,27.42,55.63,-42.06,-24.00,-15.82,-54.35,-37.59,-69.60,-95.64,,,,,,,92.12,80.25,176.37,,-13.09,-14.11,-0.38,,61.18,55.62
ROS_qq,,,-1.27,52.53,-10.45,-492.99,-61.09,44.17,31.90,90.64,108.10,-21.41,-17.86,-1079.21,-1953.10,116.08,-11.54,-462.98,-2.94,-3.54,-39.44,6.66,-22.18,-19.91,,,-54.10,-54.20,-158.16,,,-68.29,-80.91,,,19.16,98.51,,,-123.65
ROS_sq,,,-9.36,0.28,-1.03,-59.60,44.45,-52.16,-4.51,-164.10,286.57,44.02,-11.57,124.44,-27.18,-11.83,8.01,-16.44,-4.49,-2.35,-41.43,14.25,-53.48,-85.99,,,17.74,11.96,-30.00,,,5.04,7.33,,,3.81,24.48,,,0.23
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,,,,,72.16,61.94,48.38,58.22,72.72,98.93,100.61,100.68,56.96,-15595.58,8012.30,7370.37,-520.73,67.79,-287.72,-522.90,90.29,84.15,88.91,,,,,,,-219.28,-230.09,26.52,,-46398.90,-27841.43,3170.80,,102.84,97.99
RS_sy,,,,,,-27.61,-60.61,-56.53,-51.29,-22.17,91.49,274.63,80.58,18.18,-5.35,-40.35,-18.75,4.27,7.49,-1.81,-9.91,-18.90,-43.70,-17.22,,,,,,,9.73,-2.87,-11.85,,18.43,20.14,51.33,,-8.37,-6.44
RS_qq,,,6.57,56.01,6.12,27.83,-27.73,40.35,24.02,52.89,95.00,133.78,-14.29,-3070.37,-1724.95,117.46,-21.07,-346.81,5.30,-1.76,-77.82,94.33,-54.54,28.82,,,-54.08,-60.04,-222.51,,,56.42,30.80,,,73.81,107.61,,,-118.49
RS_sq,,,-17.67,-17.16,31.77,-19.46,-55.20,-8.57,47.64,28.70,10.23,78.87,-28.84,-15.77,-11.72,12.73,-3.08,8.10,-8.99,2.98,-11.07,-2.70,-36.82,51.41,,,-7.21,3.41,-3.27,,,-8.47,-12.21,,,-7.15,10.58,,,-5.20
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,,,,,-295.43,-547.11,-679.43,-395.67,94.26,100.29,100.40,100.48,48.82,-13077.05,2555.41,2759.84,-960.12,46.84,-442.25,-639.47,-38.72,-62.12,-90.80,,,,,,,25.93,-13.59,134.98,,-91037.22,-238676.61,-17047.79,,100.86,99.75
GPM_sy,,,,,,-63.22,-31.88,-70.94,-56.97,-122.02,-50.91,51.44,-13.99,863.55,83.28,62.38,85.87,-28.06,-30.96,-66.58,-65.73,-30.93,-49.24,-78.40,,,,,,,89.02,4.21,46.39,,-12.64,24.03,51.14,,93.04,52.97
GPM_qq,,,0.99,53.49,-8.03,-694.90,-62.02,43.98,31.30,90.80,108.10,-21.41,-17.86,-1079.21,-1953.10,116.08,-11.54,-462.98,-2.94,-3.54,-39.44,6.66,-20.31,-21.86,,,-53.06,-55.10,-151.91,,,-69.19,-78.99,,,19.16,98.51,,,-123.15
GPM_sq,,,-15.99,-4.95,6.01,-56.55,55.58,-59.45,56.97,-122.23,446.91,25.08,-10.85,97.38,-16.73,10.82,2.05,-23.61,-20.08,-46.35,4.64,53.95,-41.27,-77.17,,,5.88,45.59,-20.96,,,-19.73,11.03,,,13.96,35.29,,,-9.70
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,,,,,-24.28,-22.59,-7.14,,-29.47,12.69,148.33,,-816.88,-1251.56,-3221.38,,40.95,49.39,54.84,,-18.28,-359591.70,-42360.23,523.08,-73.48,,,,24713.99,2517513.28,14731.43,4128.28,-81.83,-99.85,-95.58,-100.85,-102.83,-103.92,-124.78
ROPA_sy,,,,,,-71.82,-71.82,-79.03,,-102.96,-200.63,-1.05,,4993.75,297.30,143.09,,18.26,-39.22,-42.67,,-59.18,-24.22,-24.24,32.80,24.30,,,,2.40,101.36,26.17,43.65,69.80,34.28,9.47,12.34,-39.91,-0.50,12.54
ROPA_qq,,,-11.11,-3.70,,,-9.60,9.37,,,26.09,150.17,,,-8.95,-15.87,,,6.61,-3.39,,,-283889.82,87.80,,,-1.53,-41.24,-434.50,12919.87,9890.69,-99.65,-9.15,-42.19,-19.16,-89.59,-117.45,-92.96,-11.73,34.14
ROPA_sq,,,-11.27,6.59,,,-11.30,-20.67,,,-2912.50,178.01,,,21.46,-3.89,,,-37.58,-9.34,,,15.87,-9.36,,,-41.03,102.45,-19.73,6.86,15.96,26.86,-8.62,26.31,-8.29,3.42,-6.22,-32.44,51.84,16.97
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-85.69,,,,14100.44,-30604.59,2378.59,-3986.48,-92.30,98.80,-114.14,97.15,1576.35,1355.48,1137.93,-1584.10,-106.77,-110.31,-107.43,72.56,-3364.40,-1171.03,-2561.10,396.88,-162.98,,,,133.00,133.71,-72.16,-38.17,-740.85,-8030.13,-281.81,-790.79,88.48,97.18,251.62
ZNPO_sy,,-248.05,,,,59.31,-5515.58,46.54,90.65,252.59,275.58,347.66,-9.52,267.49,6.66,128.85,513.89,-121.17,-124.10,-140.12,-135.18,231.20,296.88,101.82,257.57,-91.79,,,,707.55,18.71,85.00,4758.45,11.82,-82.32,-85.57,42.69,0.61,759.54,1265.50
ZNPO_qq,,,159.03,66.84,-158.82,5686.66,-656.44,113.56,-196.97,110.53,-187.07,-59.09,80.42,6282.32,-34.79,31.52,-131.76,75.16,0.67,5.11,-17.23,-3035.79,63.56,-98.66,,,5.66,146.16,-29.70,7.82,-3.63,-61.88,56.10,-1217.53,-1092.51,99.13,-493.10,81.36,-192.11,146.94
ZNPO_sq,,,98.36,-5190.91,-222.56,85.46,-126.27,49.63,43.57,337.27,160.36,-28.95,-124.95,896.14,-24.43,52.43,-54.87,-140.73,13.97,-153.69,60.42,251.89,29.09,-97.66,,,511.67,-27.68,-96.33,4870.42,-10.09,12.70,-3.54,14.39,-85.78,-8.02,853.88,-19.34,21.46,46.12
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,74100.00,,,,,,,,,,,,-100.33,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_sy,,-23.30,,,,,,,,,,,,-10.44,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_qq,,,9.03,236.59,-98.79,,,,,,114.32,-127.54,-258.40,99.84,,,,,,,,,,,,,108.70,27.94,3.32,,,,,,,,,,-0.04,-0.02
ZFI_sq,,,38.06,-63.74,-59.68,,,,,,-53.99,-14.21,-35.01,249.10,,,,,,,,,,,,,1.25,-7.72,18.00,,,,,,,,,,-34.17,7.56
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
