,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200,36200
ShareAmountCurrent,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000,2398300000
WKCurrent,16370,17790,18650,19640,0,20180,21480,22850,0,25140,26490,25910,0,27350,29250,27340,0,27390,27760,27210,0,28160,28960,29770,0,30790,31690,31480,32090,31710,32380,31150,32220,32420,33170,32080,33000,33490,34410,33340,34390,34810,35650,34650,35490,35810,36700,35490,36400,36960,37960,36800
CWKCurrent,2210,2029,1940,1840,,1790,1690,1580,,1440,1370,1400,,1320,1240,1320,,1320,1300,1330,,1290,1250,1220,,1180,1140,1150,1130,1140,1120,1160,1120,1120,1090,1130,1100,1080,1050,1090,1050,1040,1020,1040,1020,1010,990,1020,990,980,950,980
WKGrahamCurrent,8650,6090,7190,8820,0,9690,10640,11140,0,9000,9990,9580,0,11000,12000,11550,0,12370,12750,11920,0,12140,13300,13530,0,15440,16420,8820,6340,6290,7250,6940,8430,8630,8720,7950,8119,7640,7810,6360,6610,7260,8620,7660,9080,6830,7510,6070,7330,9450,10510,9140
CWKGrahamCurrent,4180,5940,5030,4100,,3730,3400,3250,,4019,3620,3780,,3290,3020,3130,,2930,2840,3040,,2980,2720,2680,,2340,2200,4100,5710,5750,4990,5220,4300,4200,4150,4550,4460,4740,4640,5690,5480,4980,4200,4720,3980,5300,4820,5960,4940,3830,3440,3960
PCurrent,22990,27190,28710,30690,30960,31660,33080,33330,35090,35810,37100,38360,37810,36580,34210,30930,28400,26850,26010,26630,28380,30040,31870,33860,34760,36540,37620,38430,38100,36730,35820,35080,35210,35900,36440,36860,37210,37090,37010,37140,37150,37520,37450,37590,37410,37030,37830,37940,39100,41190,42870,44840
CPCurrent,1570,1330,1260,1180,1170,1140,1090,1090,1030,1010,980,940,960,990,1060,1170,1270,1350,1390,1360,1280,1200,1140,1070,1040,990,960,940,950,990,1010,1030,1030,1010,990,980,970,980,980,970,970,960,970,960,970,980,960,950,930,880,840,810
ZCurrent,1550,2170,2450,3160,3240,3190,3670,3570,3990,4350,4530,4590,4550,4180,3720,2980,2210,1820,1180,1240,1370,1810,2250,2370,2940,3170,3270,3560,3130,2430,2310,2020,2240,2800,2770,2910,2960,2960,3120,3110,3250,3330,3250,3320,3100,2990,3050,2820,2900,3120,3240,3310
CZCurrent,23430,16710,14800,11450,11190,11340,9860,10130,9070,8320,7990,7880,7950,8650,9730,12150,16350,19900,30650,29120,26510,19960,16110,15260,12300,11410,11060,10170,11560,14910,15690,17950,16160,12940,13080,12440,12230,12220,11590,11620,11140,10860,11140,10890,11690,12090,11880,12840,12500,11590,11180,10920
