,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q4,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
ROPA_yy,227.22,-208.68,,,,35.94,64.67,-76.64,,166.23,201.00,180.99,,,-656.16,-916.33,,,,,,-29.79,,-69.49,263.16,-90.91,-1316.67,,,,,77.86,126.61,135.71,180.77,4903.23,5224.14,7665.00,6666.67
ROPA_sy,61.13,13.11,,,,-4.24,-25.17,93.99,,4.65,38.69,-27.10,,,-121.46,-220.26,,,,,,-21.49,,-59.89,-33.97,-26.58,41.97,,,,,-5.10,-33.96,-18.61,-51.20,-17.65,0.17,20.49,8.53
ROPA_qq,,,5.32,75.92,145.99,-711.11,47.79,-20.40,,,-20.39,-3.45,,,,-41.72,,,,,-121.47,273.68,-86.36,500.00,14.81,-90.32,,,22.14,48.62,53.57,-19.23,193.55,-31.03,5.00,6990.48,3.69,0.58,-8.50
ROPA_sq,,,-7.04,-48.11,-86.48,1368.25,-27.35,34.52,,,-3.72,-29.29,,,,-296.25,,,,,-19.12,-6.12,-27.11,-27.54,33.17,4.38,,,5.57,-5.49,0.12,-4.99,-26.54,16.47,-39.97,60.34,-10.64,40.10,-45.93
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,-107.88,-1932.13,,,,114.43,108.05,118.08,139.17,469.76,541.63,1490.60,-290.50,-150.25,-913.24,-304.27,4404.99,129.73,-75.10,,,4327.00,,-528.13,-2472.52,-102.33,-136.67,,,,,-6956.94,54962.85,177826.11,-26138.32,1704.33,-987.43,-99.48,103.12
ZNPO_sy,174.75,-3.89,,,,-3.85,5.24,-5.67,115.67,-34.85,-36.39,-143.16,-88.99,-1.07,39.04,18.33,-498.81,-51.60,221.48,,,-23.90,,-77.42,-11.72,-75.62,509.66,,,,,-46.91,-43.35,0.95,-24.57,76.03,22.01,-21.02,1319.00
ZNPO_qq,,,19.12,58.28,72.31,254.44,-54.86,-6.37,-39.99,2146.44,-49.17,132.11,-107.19,-492.57,-722.65,41.70,251.47,-95.91,,,-118.73,11047.28,-93.80,-436.98,-12.55,90.08,,,-70.13,22.93,-16.13,-22366.88,339.83,297.24,-112.27,1471.96,-232.66,100.23,-26.95
ZNPO_sq,,,-7.83,-2.58,-26.95,46.59,0.89,-12.68,67.02,-55.72,-1.48,-159.25,142.60,297.85,38.45,-134.80,-108.03,148.28,,,-24.97,2.69,-39.66,-51.43,193.30,-71.64,,,3.78,-6.30,-35.98,-14.72,10.74,66.99,-52.17,99.02,-23.25,8.10,759.35
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,284.28,68.76,,,,-86.49,156.05,,,89.01,-41.35,-84.46,-78.26,5.44,-27.09,3861.31,515.65,,,,,,,,,,,,,,,,,,,,,,
ZFI_sy,51.01,-9.26,,,,8.33,12.04,,,0.07,16.18,21.46,8.95,21.84,9.53,6.90,-26.29,,,,,,,,,,,,,,,,,,,,,,
ZFI_qq,,,-75.57,,,,362.97,-52.59,7.71,-20.05,43.66,-87.44,50.67,287.75,-0.66,582.56,-76.58,,,,-1.41,,,,,,,,,,,,,,,,,,
ZFI_sq,,,-4.48,,,,-1.21,-3.73,15.71,-9.07,14.69,0.65,3.79,1.69,3.11,-1.77,-28.43,,,,-38.37,,,,,,,,,,,,,,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,-1.61,11.90,,,,-38.87,-34.27,-40.19,,12.13,13.99,-34.54,,,-55.61,-13.84,,,,,,-54.55,,-23.33,105.56,60.00,106.25,,,,,69.03,-73.24,-74.46,-68.02,-13.24,-5.40,-0.85,-19.16
DTAR_sy,-13.57,-5.57,,,,-18.87,-19.76,-25.27,,-19.15,5.58,15.99,,,19.35,23.50,,,,,,-6.73,,0.25,8.44,-7.48,15.87,,,,,4.78,4.43,1.44,3.27,5.37,11.12,0.67,-18.61
DTAR_qq,,,0.97,0.22,0.43,-39.85,8.57,-8.80,,,10.37,-47.63,,,,1.65,,,,,-40.00,-44.44,120.00,4.55,60.87,-56.76,,,532.06,-0.71,-0.67,-72.88,0.08,-5.24,24.34,-26.42,9.12,-0.68,1.37
DTAR_sq,,,-3.36,-2.65,22.25,-29.46,-4.42,-9.34,,,24.81,-0.39,,,,3.07,,,,,-10.21,11.51,0.18,-0.06,-2.87,-4.85,,,4.16,2.74,0.27,-2.35,3.81,-0.20,2.08,-0.37,9.47,-9.58,-17.46
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,-12.40,455.87,,,,-96.06,-96.89,-97.90,,36.45,53.07,-56.23,,,-82.63,-20.73,,,,,,-54.55,,-23.33,111.11,60.00,112.50,,,,,78.89,-83.60,-84.36,-79.66,-14.91,-6.14,-1.05,-21.74
CG_sy,-46.20,22.42,,,,-38.25,-38.29,-45.04,,-32.42,11.38,32.58,,,49.66,46.62,,,,,,-13.79,,0.40,26.58,-6.15,24.45,,,,,15.18,8.92,10.20,6.66,-6.58,-2.79,-4.99,27.14
CG_qq,,,57.55,16.03,40.47,-98.46,24.23,-21.46,,,39.36,-77.54,,,,2.49,,,,,-40.00,-44.44,120.00,4.55,65.22,-57.89,,,991.40,-1.33,-1.22,-83.18,0.07,-5.93,28.45,-29.63,10.38,-0.83,1.59
CG_sq,,,-8.49,-6.40,78.92,-59.70,-8.55,-16.64,,,50.73,-0.77,,,,-2.79,,,,,-18.80,23.36,0.38,-0.15,2.38,-8.54,,,10.74,1.18,4.84,-1.94,4.71,2.37,1.48,-14.11,8.96,0.05,35.79
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,,,,,,,,5.77,-14.69,-70.59,,,-58.20,30.00,,,,,,,,,,,,,,,,,,,,,,,
LDER_sy,,,,,,,,,,15.30,8.68,65.22,,,179.58,25.84,,,,,,,,,,,,,,,,,,,,,,,
LDER_qq,,,,,,,37.50,-4.90,,,10.91,-67.21,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,
LDER_sq,,,,,,,6.34,-11.23,,,0.24,34.95,,,,-39.26,,,,,,,,,,,,,,,,,,,,,,,
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,,,,,,,1.66,39.94,33.19,,,-1.51,6.30,,,,,,,,,,,,,,,,,,,,,,,
PZAT_sy,,,,,,,,,,8.97,-11.74,-44.78,,,-51.97,-6.10,,,,,,,,,,,,,,,,,,,,,,,
PZAT_qq,,,,,,,-31.07,5.66,,,-5.12,0.57,,,,8.54,,,,,,,,,,,,,,,,,,,,,,,
PZAT_sq,,,,,,,4.23,20.31,,,-15.58,-24.72,,,,47.16,,,,,,,,,,,,,,,,,,,,,,,
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,,,,,,,,-11.01,-19.14,131.74,,,85.79,-41.33,,,,,,,,,,,,,,,,,,,,,,,
PELDR_sy,,,,,,,,,,-6.29,-15.08,-2.69,,,-16.84,-24.23,,,,,,,,,,,,,,,,,,,,,,,
PELDR_qq,,,,,,,6.67,-1.28,,,-3.07,182.92,,,,-10.66,,,,,,,,,,,,,,,,,,,,,,,
PELDR_sq,,,,,,,-2.35,-8.90,,,-11.51,4.38,,,,-4.89,,,,,,,,,,,,,,,,,,,,,,,
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,,,,,,,,-17.78,-25.68,48.15,,,153.71,8.82,,,,,,,,,,,,,,,,,,,,,,,
TSF_sy,,,,,,,,,,17.96,-7.87,-2.17,,,-8.85,-20.85,,,,,,,,,,,,,,,,,,,,,,,
TSF_qq,,,,,,,-12.28,16.03,,,-20.70,131.28,,,,-0.80,,,,,,,,,,,,,,,,,,,,,,,
TSF_sq,,,,,,,7.57,3.33,,,-15.98,9.71,,,,-4.73,,,,,,,,,,,,,,,,,,,,,,,
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,-6.21,6.90,,,,-43.62,-44.15,-43.87,,10.08,12.23,-39.61,,,-52.59,-2.28,,,,,,-60.00,,-27.08,93.28,92.31,48.80,,,,,50.05,-74.92,-76.07,-70.05,-22.04,-4.76,-0.26,-18.69
ZKO_sy,3.00,-17.74,,,,-12.50,-16.07,-21.81,,-11.10,7.22,11.10,,,8.28,23.60,,,,,,-10.09,,7.03,11.10,8.14,3.25,,,,,-1.06,3.68,6.34,-4.04,-5.33,-6.57,-9.88,0.26
ZKO_qq,,,5.05,-6.10,-0.52,-42.54,4.05,-5.63,,,6.09,-49.23,,,,4.66,,,,,-39.90,-48.62,127.69,3.72,59.28,-48.88,,,438.08,-0.71,-0.65,-71.73,-10.08,-5.24,24.34,-26.42,9.86,-0.76,1.37
ZKO_sq,,,4.37,1.30,30.21,-36.43,0.10,-5.63,,,20.72,-2.22,,,,11.62,,,,,-2.52,2.68,-0.99,8.00,1.19,-0.06,,,2.62,-3.15,2.81,-3.17,7.54,-0.67,-7.23,-4.47,6.13,-4.19,3.22
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,17.33,-75.72,,,,1052.52,2006.85,1913.79,,-2.11,-9.06,41.08,,,-11.30,-42.81,,,,,,-59.77,,-26.77,93.75,90.71,52.43,,,,,184.44,,,,,,,
OSF_sy,-4.29,7.58,,,,-2.65,2.96,-0.49,,-0.41,-4.71,-2.34,,,-2.50,-5.49,,,,,,1.29,,1.39,-21.58,-0.73,-2.54,,,,,-3.06,,,,,,,
OSF_qq,,,-39.49,-2.49,-26.69,2564.46,10.62,-6.80,,,2.77,44.60,,,,-6.76,,,,,-39.82,-48.53,127.86,3.76,59.21,-49.34,,,902.19,-0.35,-0.34,-71.42,,,,,,-0.68,9.94
OSF_sq,,,-2.44,0.16,-22.91,29.24,3.18,-3.19,,,-1.27,-0.78,,,,-3.83,,,,,29.27,-23.58,3.97,-1.29,-0.01,-3.27,,,-2.26,0.70,-3.81,2.40,,,,,,1.96,832.17
NetDebt,25712000000,33561000000,30347000000,31960000000,33139000000,24100000000,33343000000,26219000000,,37437000000,55462000000,10422000000,,,-3529000000,-3404000000,,,822000000,1485000000,760000000,314000000,1063000000,1102000000,1860000000,688000000,1774000000,9800000000,104373000000,104334000000,104385000000,15796000000,15918000000,15134000000,19948000000,15191000000,15237000000,15126000000,16667000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,-44.28,-319.82,,,,36.32,-20.86,-121.63,,266.39,201.32,118.70,,,-98.73,-93.84,,,,,,-23.17,,243.30,-9.82,55.83,-1259.94,,,,,-668.70,199.29,170.97,139.27,101.80,-98.21,-98.71,-98.79
NetDebtEBITDA_sy,-38.76,-31.77,,,,-42.43,265.86,14.08,,-10.25,-10.57,227.30,,,-54.97,-100.18,,,,,,-26.39,,17.15,14.64,-19.45,107.29,,,,,-10.22,28.03,9.24,-6.49,-11.09,-37.52,-46.82,3082.24
NetDebtEBITDA_qq,,,-16.20,532.33,-70.22,-142.56,-120.56,22.64,,,34.31,-85.72,,,,-30.48,,,,,460.36,-86.47,5031.45,-91.17,47.20,-76.63,,,-717.49,-91.63,-113.65,77.03,205.60,36.97,18.22,-98.95,5.28,-1.29,10.81
NetDebtEBITDA_sq,,,-54.76,6.63,340.50,-72.90,187.47,-66.75,,,186.44,21.68,,,,-100.49,,,,,6.43,-34.34,82.17,-7.98,4.15,-53.86,,,20.40,13.33,6.50,-38.22,71.71,-3.30,-8.83,-41.26,20.65,-17.69,5355.19
DebtFin,10519000000,12615000000,-1333000000,14011000000,-1158000000,5616000000,8737000000,9262000000,,7927000000,12061000000,-27315000000,,,-22955000000,-22860000000,,,-409000000,-207000000,-245000000,-236000000,-188000000,65000000,-184000000,-147000000,-37000000,-3000000,-2000000,-14000000,-12000000,-3000000,-9000000,-16000000,-1000000,-6000000,-7000000,,-3000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,397.07,-301.96,,,,60.52,-820.99,-117.43,,251.19,184.08,-38.78,,,-62.13,115.79,,,,,,-16.00,,245.51,72.32,55.64,213.07,,,,,375.00,-3087.50,-657.27,-116.92,-103.95,98.74,,97.06
DebtFinEBITDA_sy,60.38,-187.69,,,,97.34,47.16,-124.42,,-1848.33,110.39,428.46,,,-38.35,-77.25,,,,,,-3.78,,98.35,376.51,-97.58,5008.81,,,,,-39.65,19.32,35.55,15.70,-26.72,-24.43,,-201.93
DebtFinEBITDA_qq,,,113.58,4214.87,-102.37,-183.83,-148.01,-4.29,,,37.94,-272.12,,,,-28.22,,,,,-1196.79,68.46,-1107.68,102.95,-346.70,49.46,,,-50.00,1275.00,82.73,-62.19,-414.47,-156.49,94.45,91.18,,,
DebtFinEBITDA_sq,,,125.01,157.00,109.07,-101.98,1483.33,-142.65,,,249.38,-33.41,,,,-75.43,,,,,-121.52,390.75,19.64,165.01,-70.00,-97.46,,,33.43,-15.78,15.48,-53.49,163.79,-4.32,-1.43,-70.55,,,
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,25.08,-77.30,,,,1945.25,3673.02,3490.89,,-11.08,-18.97,133.63,,,87.10,-41.47,,,,,,1.03,,0.41,0.41,-1.40,2.72,,,,,89.67,,,,,,,
SP1_sy,-1.68,59.55,,,,18.00,25.36,-5.01,,-8.17,-4.79,-19.11,,,-24.03,-15.67,,,,,,8.39,,-2.74,-25.09,-15.27,-4.87,,,,,-5.07,,,,,,,
SP1_qq,,,-42.38,3.78,-26.32,4542.02,6.30,-1.23,,,-3.13,184.77,,,,-10.92,,,,,0.06,0.61,-0.15,-0.11,0.06,-1.20,,,86.30,0.37,0.30,1.14,,,,,,0.07,8.46
SP1_sq,,,-13.96,27.94,-52.92,127.72,-8.59,-3.06,,,-5.23,-17.64,,,,-8.57,,,,,29.46,-14.37,-3.62,-8.97,-0.28,-3.15,,,-10.32,0.64,0.69,4.46,,,,,,-6.78,6009.28
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,21.62,-77.30,,,,1966.53,3726.98,3539.74,,-11.03,-19.14,131.41,,,85.79,-41.40,,,,,,1.00,,0.41,0.60,-1.40,2.82,,,,,89.67,,,,,,,
SP2_sy,12.56,44.65,,,,4.61,17.50,-0.79,,-3.76,-14.77,-2.75,,,-18.44,-24.26,,,,,,9.50,,-3.70,-37.14,-14.89,5.01,,,,,1.14,,,,,,,
SP2_qq,,,-42.38,3.78,-26.32,4590.34,6.71,-1.30,,,-3.01,182.46,,,,-10.92,,,,,0.06,0.61,-0.15,-0.11,0.24,-1.38,,,86.30,0.37,0.30,1.14,,,,,,0.07,8.46
SP2_sq,,,-10.72,7.90,-52.88,130.46,0.28,-8.90,,,-11.20,3.95,,,,-3.47,,,,,46.71,-28.44,3.79,-11.63,-4.23,-3.10,,,-5.27,-0.23,3.64,3.26,,,,,,-2.55,5225.45
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,-22.80,-46.56,,,,72.54,-35.39,65.40,,31.83,-53.68,1769.64,,,9069.05,56.98,,,,,,13.61,,17.42,-29.32,-47.28,-87.42,,,,,-33.33,,1000.00,,100.00,-16.67,,100.00
CAR_sy,-52.44,122.74,,,,46.90,63.11,39.24,,26.70,43.42,8.60,,,-37.76,-40.79,,,,,,-5.92,,12.01,-27.15,-18.43,53.42,,,,,-3.71,,-0.39,,45.23,40.82,,-77.41
CAR_qq,,,42.71,-43.71,42.62,50.59,-46.56,44.12,,,-81.22,5716.67,,,,-0.42,,,,,99.10,75.89,-64.93,-4.39,19.85,31.20,,,-100.00,,,100.00,200.00,83.33,-90.91,300.00,25.00,,
CAR_sq,,,-63.89,84.38,-38.46,258.54,-59.91,57.40,,,-54.62,19.19,,,,13.38,,,,,11.62,3.91,-11.23,8.79,-27.40,16.35,,,-37.28,,,-3.75,-43.79,31.34,5.88,85.80,-45.50,,
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,-3.51,-22.37,,,,89.29,107.36,103.98,,34.02,50.85,165.31,,,117.05,-0.11,,,,,,106.18,,48.13,10.18,-45.26,-1.71,,,,,-33.62,617.22,647.39,473.59,28.53,5.25,0.49,27.68
QR_sy,6.00,-2.06,,,,27.13,19.09,15.87,,17.59,-12.22,-11.74,,,-17.41,-42.05,,,,,,1.38,,-19.89,-46.47,-4.64,-2.04,,,,,-2.56,-4.60,2.30,-19.67,12.70,-4.97,-11.58,965.24
QR_qq,,,-16.40,19.25,8.16,75.55,-8.42,17.30,,,3.09,106.30,,,,-5.06,,,,,66.25,96.46,-55.50,1.91,23.66,-2.38,,,-89.71,1.27,1.18,529.41,11.21,5.53,-22.35,41.04,-8.93,0.75,-1.34
QR_sq,,,2.70,22.46,-43.97,80.42,-3.80,19.15,,,-28.18,19.79,,,,-15.95,,,,,73.66,-26.15,-23.56,-18.29,16.03,31.56,,,-2.64,-4.63,11.01,-5.47,-4.68,2.26,-12.83,32.62,-19.62,-4.85,950.20
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,6.22,-6.46,,,,78.63,80.47,79.88,,-9.31,-11.20,65.06,,,112.26,2.76,,,,,,121.34,,37.39,2.08,-48.24,-3.17,,,,,-33.33,298.71,317.77,233.85,28.24,5.00,0.25,22.97
CR_sy,1.34,30.77,,,,7.71,23.94,27.33,,19.82,10.92,5.25,,,-22.45,-25.26,,,,,,3.24,,-5.59,-30.54,-3.72,0.85,,,,,1.91,-8.84,-2.27,-5.38,1.42,3.25,1.36,239.65
CR_qq,,,-4.81,6.50,0.53,75.27,-3.83,6.15,,,-5.84,97.31,,,,-4.48,,,,,66.41,95.27,-56.17,-3.53,23.64,-0.99,,,-81.41,0.71,0.64,253.88,11.16,5.53,-19.58,35.94,-8.99,0.75,-1.35
CR_sq,,,-12.70,-1.69,-26.71,71.22,0.46,1.00,,,-7.00,-4.16,,,,-7.63,,,,,36.89,-21.90,-4.27,-7.75,0.72,8.25,,,7.80,-5.97,1.67,-1.11,-3.57,0.81,-1.56,5.99,-1.83,-1.04,229.85
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,-22.80,-46.56,,,,72.54,-35.39,65.40,,31.83,-53.68,1769.64,,,9069.05,56.98,,,,,,14.08,,17.49,-5.48,-47.22,-66.83,,,,,-33.33,,1000.00,,100.00,-16.67,,100.00
PP_sy,-12.85,64.06,,,,57.28,98.86,26.08,,24.29,25.67,13.70,,,-45.87,-46.73,,,,,,-14.48,,-20.34,-16.54,-14.60,14.63,,,,,-4.66,,-1.48,,42.03,74.46,,-78.30
PP_qq,,,42.71,-43.71,42.62,50.59,-46.56,44.12,,,-81.22,5716.67,,,,-0.42,,,,,98.94,75.91,-64.89,-4.37,60.04,-1.77,,,-100.00,,,100.00,200.00,83.33,-90.91,300.00,25.00,,
PP_sq,,,-60.37,95.77,-40.20,239.03,-49.90,24.12,,,-49.34,12.30,,,,10.52,,,,,-1.46,31.01,-18.20,-24.57,3.24,34.06,,,-23.38,,,-3.41,-44.79,30.77,10.21,78.50,-32.19,,
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,-2.33,-18.63,,,,86.33,115.04,95.34,,31.24,56.29,86.37,,,9.04,-27.20,,,,,,-68.51,,-73.37,74.53,-93.02,-58.82,,,,,1.45,1170.97,880.00,200.00,30.40,27.92,100.00,1276.26
RCLR_sy,4.38,16.63,,,,5.80,3.30,57.64,,-12.53,-22.82,5.53,,,-3.54,-46.93,,,,,,4.72,,-20.87,-22.35,-5.77,-16.54,,,,,-18.03,-33.62,-15.14,1.38,3.63,-0.11,-18.98,-39.41
RCLR_qq,,,-18.82,24.42,9.53,68.42,-6.31,13.02,,,11.58,34.77,,,,-10.02,,,,,-78.66,125.70,-60.26,39.13,39.85,-90.98,,,-92.53,-3.23,120.00,537.88,-6.41,-25.38,-32.65,177.27,-8.20,16.67,363.44
RCLR_sq,,,24.01,-35.68,1.77,30.33,21.08,-1.84,,,6.83,34.22,,,,-26.16,,,,,33.22,0.17,-5.69,-37.13,30.73,21.56,,,21.39,-20.67,-14.70,-0.21,-1.70,1.42,1.90,2.01,-5.25,-17.74,-23.80
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,21.42,-43.57,,,,191.69,173.09,200.98,,-27.18,-40.01,118.33,,,299.92,-9.99,,,,,,14.18,,5.39,7.95,-17.49,41.59,,,,,7.04,84.93,85.05,78.01,15.15,0.01,-0.63,2.56
KP_sy,126.90,578.30,,,,40.50,148.99,180.89,,20.23,1.06,17.06,,,-28.93,-65.29,,,,,,24.40,,-13.04,76.88,-37.09,48.80,,,,,-0.03,-2.67,22.94,8.17,7.39,-1.97,-11.09,101.83
KP_qq,,,-16.44,16.93,1.38,196.12,-7.18,14.77,,,-23.53,317.71,,,,-5.99,,,,,0.73,8.24,-1.87,-1.50,3.18,-17.27,,,-34.58,0.68,0.59,61.58,13.02,0.74,-3.24,4.52,-1.84,0.09,-0.13
KP_sq,,,-47.63,-9.07,-249.03,297.96,-7.18,2.58,,,-21.98,18.82,,,,-41.97,,,,,-53.85,173.70,-0.77,-30.62,-6.13,-2.66,,,1.44,-18.28,11.22,8.43,-1.24,3.22,-2.14,7.64,-9.84,-6.39,122.16
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,23.45,-60.15,,,,195.51,199.67,216.87,,-4.58,-6.49,448.57,,,390.06,-17.58,,,,,,284.79,,2407.38,520.79,86.47,-262.65,,,,,,,,,,,,
PKKO_sy,120.71,203.56,,,,16.35,112.34,91.67,,100.24,26.49,37.61,,,-62.58,-100.02,,,,,,327.68,,-22.95,1514.71,14.13,-39.51,,,,,,,,,,,,
PKKO_qq,,,-3.23,16.63,1.07,212.18,7.72,-2.24,,,5.56,473.53,,,,-3.54,,,,,296.83,-43.11,-0.23,1013.16,-1.75,-82.91,,,,,,,,,,,,,
PKKO_sq,,,-15.35,-8.23,-127.45,645.67,54.49,-17.16,,,-2.41,-9.88,,,,-100.04,,,,,-109.78,1156.62,-33.96,12.86,79.65,-14.76,,,,,,,,,,,,,
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,7.56,9.74,,,,-3.01,-20.34,-27.20,-28.89,-41.96,-57.78,-65.99,-65.87,-64.14,-27.76,38.06,60.41,102.36,-88.57,,,14.10,,4.48,43.16,184.13,504.27,,,,,80.83,52.78,43.55,-38.38,-31.23,-37.17,-46.75,-86.13
RN_sy,31.09,25.65,,,,-17.60,-24.04,-17.91,7.73,3.14,34.10,25.86,2.88,-8.80,7.56,17.93,28.30,28.59,-15.89,,,28.15,,-11.87,-6.81,8.99,-5.81,,,,,6.04,8.62,6.52,14.33,2.18,13.75,2.22,17.98
RN_qq,,,6.76,1.36,-5.15,-5.51,-12.32,-7.36,-7.36,-22.87,-36.22,-25.36,-7.05,-18.96,28.49,42.65,7.99,2.23,,,1.02,0.82,11.43,-7.94,38.41,100.09,,,-1.73,-2.88,137.49,-20.22,-16.97,-8.75,1.95,-10.97,-24.14,-22.67,-73.44
RN_sq,,,-15.69,-5.73,-11.96,17.76,-22.28,1.87,15.54,12.76,1.05,-4.39,-5.56,-0.05,19.18,4.83,2.75,0.18,,,-1.12,-8.94,-2.85,0.76,4.55,6.50,,,4.82,-3.40,4.26,0.43,7.37,-5.26,11.91,-10.24,19.52,-14.86,29.17
CRN,39000,36000,34000,33000,35000,37000,42000,46000,49000,64000,100000,134000,144000,178000,139000,97000,90000,88000,771000,688000,681000,675000,606000,658000,476000,238000,39000,312000,318000,327000,138000,173000,208000,228000,224000,251000,331000,428000,1613000
CRN_yy,-7.14,-7.69,,,,2.78,23.53,39.39,40.00,72.97,138.10,191.30,193.88,178.12,39.00,-27.61,-37.50,-50.56,776.14,,,-12.45,,-4.36,-30.10,-64.74,-83.61,,,,,-44.55,-34.59,-30.28,62.32,45.09,59.13,87.72,620.09
CRN_sy,-23.97,-20.65,,,,20.55,32.56,21.74,-10.09,-2.27,-24.56,-19.64,-4.08,9.30,-6.98,-15.56,-21.28,-21.28,17.57,,,-21.84,,11.29,4.76,-8.82,6.45,,,,,-5.36,-11.11,-5.45,-13.21,-1.89,-8.33,-1.92,3428.26
CRN_qq,,,-5.56,-2.94,6.06,5.71,13.51,9.52,6.52,30.61,56.25,34.00,7.46,23.61,-21.91,-30.22,-7.22,-2.22,,,-1.02,-0.88,-10.22,8.58,-27.66,-50.00,,,1.92,2.83,-57.80,25.36,20.23,9.62,-1.75,12.05,31.87,29.31,276.87
CRN_sq,,,17.81,6.98,18.48,-19.27,29.55,-1.75,-12.50,-12.24,,4.65,4.44,,-14.89,-5.00,-2.63,,,,1.61,7.94,2.94,-1.43,-4.35,-6.06,,,-3.57,1.85,-3.64,,-9.43,8.33,-11.54,13.04,-15.38,15.91,3082.35
CPZ,92000,111000,110000,105000,102000,92000,86000,80000,76000,88000,116000,132000,142000,164000,117000,99000,91000,89000,16000,20000,32000,39000,53000,118000,74000,49000,70000,3298000,11062000,19005000,25646000,28503000,21769000,14216000,7009000,7228000,8886000,9721000,14269000
CPZ_yy,-5.15,20.65,,,,-17.12,-21.82,-23.81,-25.49,-4.35,34.88,65.00,86.84,86.36,0.86,-25.00,-35.92,-45.73,-82.02,,,143.75,,490.00,131.25,25.64,42.86,,,,,764.25,96.79,-25.20,-72.67,-74.64,-59.18,-31.62,103.58
CPZ_sy,-36.86,-13.20,,,,1.75,-11.34,-21.57,-17.32,-12.64,9.30,11.25,16.22,22.37,10.64,23.03,29.07,2.15,-17.89,,,-3.85,,34.51,27.34,14.67,-9.30,,,,,1.16,-4.49,-5.08,-6.90,-6.32,-5.88,-2.98,8811.73
CPZ_qq,,,-0.90,-4.55,-2.86,-9.80,-6.52,-6.98,-5.00,15.79,31.82,13.79,7.58,15.49,-28.66,-15.38,-8.08,-2.20,,,60.00,21.88,35.90,122.64,-37.29,-33.78,,,235.42,71.80,34.94,11.14,-23.63,-34.70,-50.70,3.12,22.94,9.40,46.79
