,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
DTAR_sq,,,-10.21,11.51,0.18,-0.06,-2.87,-4.85,8.76,-3.66,5.37,4.95,0.09,-5.31,5.62,-6.52,6.33,-2.91,-1.27,-10.61,4.16,2.74,0.27,-2.35,3.81,-0.20,2.08,-0.37,9.47,-9.58
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,,,-13.56,,-33.20,-49.07,-47.96,1.78,-11.65,3.87,36.92,12.91,20.09,-5.41,-24.09,0.33,12.68,-30.72,-21.08,-28.71,-27.72,53.75,61.69,19.61,-0.03,-28.44,-36.82,-27.34,-16.12
CG_sy,,,,-13.79,,0.40,26.58,-6.15,7.55,0.71,5.83,24.45,7.48,9.65,14.33,-12.58,5.41,-2.84,-13.60,-19.75,-25.81,-14.63,-10.28,15.18,8.92,10.20,6.66,-6.58,-2.79,-4.99
CG_qq,,,24.59,-13.56,-38.22,0.41,-5.02,-11.67,20.82,-12.84,11.66,16.43,-0.36,-7.30,-12.05,-6.57,31.69,4.12,-45.92,6.43,18.96,5.57,15.03,11.93,-12.00,-11.77,-17.66,-1.18,1.20,1.86
CG_sq,,,-18.80,23.36,0.38,-0.15,2.38,-8.54,15.03,-6.50,7.58,7.56,-0.66,-4.61,12.18,-17.76,19.79,-12.08,-0.24,-23.62,10.74,1.18,4.84,-1.94,4.71,2.37,1.48,-14.11,8.96,0.05
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,,13.98,,88.59,59.08,8.36,81.62,-42.43,-49.18,-5.74,0.82,82.62,86.44,-18.51,-79.05,-59.59,-62.49,-17.80,75.68,57.09,122.10,31.30,-54.85,-40.69,-52.74,-36.40,-8.02,-18.66
LDER_sy,,,,-53.23,,-48.26,-72.11,16.41,60.00,27.83,20.23,28.44,-13.32,11.73,-7.48,43.57,69.28,34.06,75.27,4.48,2.55,-12.04,-28.77,-10.40,-14.04,-4.64,-23.84,-45.03,-33.30,-17.43
LDER_qq,,,-0.68,13.98,96.14,-15.06,-16.23,-22.36,228.76,-73.08,-26.05,44.01,251.66,-51.23,-24.50,-37.06,-9.60,-5.93,-29.92,37.92,93.21,-15.88,-0.92,-18.47,-33.56,10.51,-21.06,9.72,-3.90,-2.28
LDER_sq,,,132.59,-79.40,4.13,3.70,25.37,-14.01,43.12,-17.15,17.92,-8.14,-3.41,6.78,-2.35,42.54,13.89,-15.44,27.68,-15.03,11.78,-27.47,3.39,6.89,7.24,-19.54,-17.43,-22.85,30.12,-0.39
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,-36.67,,-70.99,-45.32,4.81,-2.90,613.86,92.19,14.01,-12.64,-70.21,-25.83,66.10,600.85,245.68,167.64,53.03,-31.41,-41.05,-44.93,-33.22,88.61,38.55,0.02,6.88,-20.39,-4.39
PZAT_sy,,,,103.35,,77.87,405.25,27.09,43.16,49.86,-9.87,-60.29,-32.94,-47.60,-39.50,-4.99,0.54,-16.04,-30.69,-2.47,1.50,54.96,100.13,21.22,18.13,6.55,7.45,60.32,63.99,30.18
PZAT_qq,,,5.67,-36.67,-61.15,11.60,99.13,21.38,-64.00,720.46,-46.39,-28.00,-72.42,179.77,33.48,61.26,16.38,37.99,3.35,-7.79,-47.84,18.58,-3.46,11.82,47.33,-12.89,-30.31,19.49,9.74,4.62
PZAT_sq,,,-48.09,391.71,-46.40,30.00,47.46,23.68,-39.62,36.08,-11.32,-45.50,1.96,6.34,2.40,-14.42,7.89,-11.19,-15.47,20.43,12.28,35.58,9.16,-27.05,9.41,22.29,10.09,8.84,11.91,-2.92
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,,36.43,,-63.23,-68.11,-75.96,-28.56,-45.95,-24.80,-6.17,-21.05,9.45,9.00,-7.64,-23.77,-7.15,20.87,0.52,9.86,13.90,-5.48,6.19,-6.48,2.63,14.07,17.44,14.66,9.93
PELDR_sy,,,,17.17,,-5.42,-35.64,-18.92,-23.67,-11.08,-3.02,5.49,-0.03,14.71,6.72,-6.78,-3.30,-2.37,-1.12,5.50,3.53,-7.08,-5.94,2.83,4.19,9.07,11.98,6.52,2.89,-3.95
PELDR_qq,,,-20.35,36.43,-53.75,-26.82,-30.92,2.85,37.41,-44.64,-3.89,28.33,15.63,-23.25,-4.29,8.74,-4.57,-6.52,24.60,-9.57,4.29,-3.08,3.40,1.60,-8.16,6.37,14.93,4.60,-10.33,1.98
PELDR_sq,,,40.86,-22.09,5.94,-18.65,-4.16,-1.85,-0.26,-5.23,4.53,6.76,-5.48,8.75,-2.75,-6.75,-1.94,9.79,-1.51,-0.50,-3.78,-1.46,-0.30,8.78,-2.50,3.14,2.36,3.47,-5.83,-3.71
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,,12.84,,45.33,50.63,35.27,12.65,-12.22,-10.28,-14.15,-3.66,5.70,15.61,13.28,-34.06,-21.15,4.45,11.32,34.79,32.33,-7.18,-17.04,-18.22,-7.45,8.51,22.02,19.23,9.28
TSF_sy,,,,-10.56,,1.80,7.95,1.52,1.12,-8.07,-0.25,1.48,8.10,4.67,5.23,-4.95,-23.99,-1.12,-1.25,5.97,32.46,-0.35,-3.24,-2.64,-5.22,-2.42,3.94,4.84,-2.55,8.05
TSF_qq,,,-13.74,12.84,56.63,-4.68,-10.59,1.33,30.45,-25.72,-8.62,-3.04,46.39,-18.50,-0.05,-4.99,-14.79,-2.55,32.39,1.26,3.18,-4.33,-7.13,-9.50,1.72,8.26,8.88,1.76,-0.61,-0.77
TSF_sq,,,-12.62,11.40,-6.22,11.52,-7.35,4.76,-6.58,1.38,0.54,6.58,-0.49,-1.84,1.08,-3.74,-20.41,27.68,0.95,3.30,-0.52,-3.94,-1.97,3.94,-3.16,-1.11,4.42,4.84,-9.99,9.64
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,,,-5.76,,5.72,-4.18,-4.69,6.51,9.50,15.49,28.74,19.84,9.16,2.33,-6.81,-1.21,2.08,-20.26,-6.82,-5.64,-4.96,27.92,12.85,3.66,-4.98,-18.07,-15.92,-10.16,-6.30
ZKO_sy,,,,-10.09,,7.03,11.10,8.14,8.23,5.40,4.14,3.25,2.09,-2.17,-2.26,0.83,2.78,4.84,4.50,-1.93,0.75,-5.08,-1.98,-1.06,3.68,6.34,-4.04,-5.33,-6.57,-9.88
ZKO_qq,,,8.18,-5.76,-3.80,7.79,-1.95,-6.26,7.50,10.82,3.41,4.50,0.07,0.94,-3.06,-4.83,6.08,4.30,-24.27,11.21,7.42,5.05,1.93,-1.89,-1.32,-3.71,-12.11,0.68,5.43,0.43
ZKO_sq,,,-2.52,2.68,-0.99,8.00,1.19,-0.06,-0.90,5.17,-0.02,-0.92,-2.01,0.78,-0.12,2.22,-0.11,2.80,-0.44,-4.07,2.62,-3.15,2.81,-3.17,7.54,-0.67,-7.23,-4.47,6.13,-4.19
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,,,25.49,,-66.02,-72.08,-77.38,-38.74,-33.25,-2.00,-4.45,-6.19,4.04,-0.55,1.27,3.41,2.69,4.97,1.76,0.34,5.05,5.85,12.89,8.50,4.22,8.83,3.60,3.15,5.09
OSF_sy,,,,1.29,,1.39,-21.58,-0.73,-6.75,-3.48,-5.06,-2.54,1.38,-1.47,2.39,2.38,2.08,1.45,-0.90,2.41,-1.19,0.81,-2.87,-3.06,-7.53,-5.67,-4.42,-3.85,5.12,4.33
OSF_qq,,,-13.75,25.49,-61.92,-17.55,-29.14,1.68,3.12,-10.16,4.03,-0.86,1.25,-0.36,-0.56,0.95,3.39,-1.06,1.65,-2.13,1.95,3.59,2.41,4.37,-2.02,-0.50,6.94,-0.64,-2.44,1.38
OSF_sq,,,29.27,-23.58,3.97,-1.29,-0.01,-3.27,-2.33,2.18,-1.65,-0.71,1.59,-0.69,2.21,-0.72,1.29,-1.30,-0.16,2.60,-2.26,0.70,-3.81,2.40,-6.77,2.72,-2.53,3.00,1.93,1.96
NetDebt,31473570000,22526970000,31473570000,23902640000,25978200000,26599470000,27258000000,25720560000,31755470000,28735600000,33918157000,38267000000,41575730000,39897163000,37469077000,34724000000,46545000000,48404000000,37441000000,38190000000,44196000000,44843000000,48199000000,56618000000,51063000000,44965000000,32988000000,32109000000,35784000000,35858000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,,,-38.32,,26.19,43.81,-18.99,3.51,-21.20,-25.74,46.66,7.04,1.81,-31.35,-35.81,-9.89,45.62,78.45,390.35,-779.29,-425.51,-349.79,1518.37,174.09,154.09,135.80,-98.50,-82.54,-71.31
NetDebtEBITDA_sy,,,,-26.39,,17.15,14.64,-19.45,-41.40,-26.58,-17.25,107.29,50.47,11.72,44.94,-29.24,-13.64,-27.08,-50.64,-18.12,-16.04,31.67,36.01,-10.22,28.03,9.24,-6.49,-11.09,-37.52,-46.82
NetDebtEBITDA_qq,,,13.08,-0.15,1.55,10.05,28.87,-43.75,29.75,-16.23,21.45,11.09,-5.31,-20.31,-18.11,3.88,32.93,28.78,0.35,185.43,-284.14,38.29,22.99,1949.28,-91.57,-54.95,-49.03,-22.47,-1.93,-25.98
NetDebtEBITDA_sq,,,6.43,-34.34,82.17,-7.98,4.15,-53.86,32.53,15.28,17.40,15.57,-3.80,-14.41,52.31,-43.58,17.42,-27.74,3.10,-6.41,20.40,13.33,6.50,-38.22,71.71,-3.30,-8.83,-41.26,20.65,-17.69
DebtFin,1519590000,-1899590000,1519590000,3138760000,6179640000,6555950000,9568190000,7773630000,5556620000,13158529000,14472229000,12588000000,8002390000,19733746000,20122534000,16951000000,26070000000,26318000000,17508000000,15958000000,24885000000,20346000000,18522000000,15273000000,21792000000,16084000000,14459000000,3946000000,12141000000,9517000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,,,67.76,,468.82,945.47,86.45,-23.86,46.39,-9.73,59.62,17.74,9.97,-13.59,-4.74,162.22,60.08,55.38,319.74,-782.86,-371.63,-305.27,944.77,156.15,142.64,140.84,-99.32,-86.12,-78.71
DebtFinEBITDA_sy,,,,-3.78,,98.35,376.51,-97.58,-35.25,-76.80,4.66,5008.81,148.80,220.63,316.11,64.14,97.03,12.10,-34.72,5.28,-25.02,-9.31,2.43,-39.65,19.32,35.55,15.70,-26.72,-24.43,-29.51
DebtFinEBITDA_qq,,,164.75,171.59,83.94,14.03,83.53,-51.57,-24.88,119.24,13.17,-14.35,-44.59,104.78,-11.08,-5.58,52.52,25.01,-13.69,155.06,-348.14,50.27,34.78,1398.16,-86.66,-62.24,-37.54,-78.26,170.75,-42.10
DebtFinEBITDA_sq,,,-121.52,390.75,19.64,165.01,-70.00,-97.46,3104.66,-5.03,35.29,24.07,56.06,22.39,75.58,-51.06,87.34,-30.37,2.25,-21.07,33.43,-15.78,15.48,-53.49,163.79,-4.32,-1.43,-70.55,172.04,-10.75
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,,,33.15,,-67.85,-70.86,-76.26,-42.49,-39.05,-15.15,-25.78,-21.71,-4.68,-2.81,8.69,4.68,0.60,31.65,9.20,6.35,10.55,-17.25,0.02,4.66,9.67,32.81,23.22,14.81,12.17
SP1_sy,,,,8.39,,-2.74,-25.09,-15.27,-8.41,-8.24,-7.20,-4.87,-5.60,7.27,0.49,0.59,1.16,-9.72,5.22,5.90,-8.67,-0.61,-9.11,-5.07,1.52,2.19,6.38,9.97,15.28,6.07
SP1_qq,,,-20.27,33.15,-60.41,-23.51,-27.73,8.47,-4.08,-18.93,0.60,-5.13,1.18,-1.29,2.57,6.09,-2.55,-5.14,34.24,-12.00,-5.09,-1.39,0.48,6.37,-0.70,3.33,21.68,-1.31,-7.48,0.96
SP1_sq,,,29.46,-14.37,-3.62,-8.97,-0.28,-3.15,4.19,-8.80,0.84,-0.72,3.40,3.63,-5.54,-0.63,3.99,-7.52,10.10,0.02,-10.32,0.64,0.69,4.46,-4.10,1.31,4.81,7.98,0.54,-6.78
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,,,36.11,,-63.30,-68.13,-75.91,-28.55,-45.87,-24.79,-26.59,-21.44,8.79,8.32,5.05,-31.40,-15.80,13.42,6.24,17.56,18.89,-7.50,4.05,-8.05,1.05,19.38,15.96,13.75,9.55
SP2_sy,,,,9.50,,-3.70,-37.14,-14.89,-15.20,-10.67,-2.43,5.01,-2.99,13.90,5.79,-5.15,0.68,-2.10,7.43,8.12,1.01,-5.17,-7.81,1.14,5.40,7.73,6.27,4.61,0.32,-4.13
SP2_qq,,,-20.35,36.11,-53.67,-26.93,-30.83,2.86,37.43,-44.65,-3.88,0.40,47.08,-23.35,-4.30,-2.63,-3.96,-5.92,28.91,-8.79,6.27,-4.85,0.30,2.60,-6.09,4.56,18.49,-0.34,-7.88,0.71
SP2_sq,,,46.71,-28.44,3.79,-11.63,-4.23,-3.10,3.40,-6.91,4.60,4.30,-4.48,9.30,-2.85,-6.48,1.39,6.28,6.61,-5.88,-5.27,-0.23,3.64,3.26,-1.28,1.98,2.23,1.65,-5.33,-2.55
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,,,282.40,,-30.63,-13.73,-74.56,-49.77,-61.65,-48.59,55.59,18.01,-19.97,1.94,-44.61,-79.55,-11.40,124.37,32.08,116.27,78.64,82.51,47.42,34.73,22.42,-25.35,41.81,-3.61,-14.54
CAR_sy,,,,-5.92,,12.01,-27.15,-18.43,-32.65,-41.23,-7.48,53.42,27.33,24.41,25.61,-32.56,-14.44,14.38,-24.23,1.00,-17.91,-24.69,38.13,-3.71,-13.71,-0.39,-24.76,45.23,40.82,92.67
CAR_qq,,,-67.99,282.40,-35.50,-12.12,-60.20,12.77,27.35,-32.91,-46.64,241.29,-3.40,-54.50,-32.04,85.44,-64.33,97.13,72.09,9.17,-41.60,62.83,75.82,-11.82,-46.63,47.95,7.21,67.49,-63.72,31.18
CAR_sq,,,11.62,3.91,-11.23,8.79,-27.40,16.35,-26.71,-5.06,14.28,92.95,-39.17,-7.24,15.38,3.59,-22.83,24.01,-23.56,38.07,-37.28,13.77,40.19,-3.75,-43.79,31.34,5.88,85.80,-45.50,79.71
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,,,53.33,,32.27,28.90,2.90,63.57,-36.44,-33.15,-73.08,-48.11,-12.86,3.29,28.27,-67.47,-47.12,-30.74,12.06,41.73,5.50,-32.23,-27.27,-31.80,-0.45,78.51,60.80,30.41,35.10
QR_sy,,,,1.38,,-19.89,-46.47,-4.64,-0.39,22.96,-6.98,-2.04,11.79,14.51,1.61,-36.42,-32.40,-27.60,-1.02,13.98,14.54,-1.28,2.91,-2.56,-4.60,2.30,-19.67,12.70,-4.97,-11.58
QR_qq,,,-15.68,53.33,14.78,-10.87,-17.83,22.40,82.46,-65.36,-13.58,-50.70,251.70,-41.84,2.43,-38.78,-10.81,-5.46,34.16,-0.94,12.81,-29.63,-13.82,6.31,5.77,2.73,54.53,-4.24,-14.21,6.43
QR_sq,,,73.66,-26.15,-23.56,-18.29,16.03,31.56,-20.15,0.87,-12.22,38.55,-8.88,3.33,-22.11,-13.30,-3.11,10.66,6.49,-0.16,-2.64,-4.63,11.01,-5.47,-4.68,2.26,-12.83,32.62,-19.62,-4.85
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,,,9.30,,20.42,29.55,21.25,63.20,-20.40,-26.70,-28.96,-29.28,4.69,14.01,8.83,-49.52,-22.71,8.57,8.23,31.44,22.15,-15.90,-14.84,-22.94,-6.14,12.63,19.07,15.03,6.22
CR_sy,,,,3.24,,-5.59,-30.54,-3.72,-3.15,0.96,1.80,0.85,-0.53,6.40,2.02,-7.42,-6.80,-4.88,-2.41,2.42,15.47,3.42,5.24,1.91,-8.84,-2.27,-5.38,1.42,3.25,1.36
CR_qq,,,-9.72,9.30,42.52,-14.37,-2.87,2.29,91.83,-58.24,-10.56,-0.85,90.95,-38.18,-2.59,-5.36,-11.43,-5.34,36.83,-5.66,7.56,-12.03,-5.79,-4.47,-2.67,7.15,13.05,0.99,-5.97,-1.06
CR_sq,,,36.89,-21.90,-4.27,-7.75,0.72,8.25,-3.71,-3.83,1.56,7.23,-5.02,2.87,-2.62,-2.69,-4.38,4.98,-0.09,2.13,7.80,-5.97,1.67,-1.11,-3.57,0.81,-1.56,5.99,-1.83,-1.04
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,,,285.36,,-41.67,-19.49,-75.36,-17.23,-62.04,-63.40,5.91,-28.38,33.39,11.61,-40.08,-72.60,-46.45,105.78,22.56,61.43,74.65,81.74,48.26,34.73,19.97,-23.26,40.45,-3.28,-12.76
PP_sy,,,,-14.48,,-20.34,-16.54,-14.60,-6.27,-28.05,-12.55,14.63,-13.07,47.63,41.08,-9.08,-17.09,-3.61,-27.38,-22.64,-4.52,-23.86,19.08,-4.66,-31.31,-1.48,-23.14,42.03,74.46,99.11
PP_qq,,,-61.31,285.36,-57.47,-8.00,-46.60,17.95,42.84,-57.81,-48.50,241.29,-3.40,-21.43,-56.91,83.24,-55.84,53.57,65.58,9.13,-41.83,66.15,72.30,-10.97,-47.14,47.95,10.21,62.94,-63.60,33.45
PP_sq,,,-1.46,31.01,-18.20,-24.57,3.24,34.06,-10.22,-42.09,25.47,75.73,-31.92,-1.66,19.90,13.25,-37.91,14.33,-9.66,20.65,-23.38,-8.82,41.28,-3.41,-44.79,30.77,10.21,78.50,-32.19,49.25
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,,,0.44,,90.98,46.15,83.99,82.09,-33.42,-30.05,-44.08,-52.62,-18.64,2.67,-3.56,-45.75,-16.17,-8.82,-9.56,18.20,-5.95,-42.11,-40.22,-36.27,-4.33,70.31,76.58,45.61,45.57
RCLR_sy,,,,4.72,,-20.87,-22.35,-5.77,-9.58,15.68,-3.53,-16.54,4.41,14.53,23.37,-18.39,-31.37,-5.20,0.44,15.33,47.07,-4.29,-34.38,-18.03,-33.62,-15.14,1.38,3.63,-0.11,-18.98
RCLR_qq,,,14.15,0.44,83.90,-9.42,-12.65,26.45,81.99,-66.88,-8.22,1.08,54.20,-43.13,15.82,-5.05,-13.25,-12.12,25.98,-5.82,13.37,-30.07,-22.47,-2.75,20.87,4.98,38.03,0.83,-0.34,4.94
RCLR_sq,,,33.22,0.17,-5.69,-37.13,30.73,21.56,-9.51,-19.56,9.02,5.17,13.20,-11.76,17.43,-30.43,-4.81,21.90,24.41,-20.11,21.39,-20.67,-14.70,-0.21,-1.70,1.42,1.90,2.01,-5.25,-17.74
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,,,19.50,,2.10,8.60,-6.24,12.61,-41.48,-45.56,-47.30,-23.21,9.97,25.58,15.58,-58.73,-44.08,19.38,11.42,57.81,57.88,-26.05,-17.25,-34.92,-7.04,31.39,37.43,33.39,13.20
KP_sy,,,,24.40,,-13.04,76.88,-37.09,-32.54,-9.24,19.40,48.80,23.58,54.41,16.15,-15.34,-13.11,-14.97,-1.33,13.16,26.55,-9.40,-6.51,-0.03,-2.67,22.94,8.17,7.39,-1.97,-11.09
KP_qq,,,-17.54,19.50,28.11,-19.12,-12.29,3.17,53.87,-57.97,-18.42,-0.11,124.19,-39.80,-6.84,-8.07,-19.95,-18.43,98.87,-14.19,13.37,-18.39,-6.85,-3.98,-10.85,16.58,31.66,0.43,-13.46,-1.07
KP_sq,,,-53.85,173.70,-0.77,-30.62,-6.13,-2.66,6.42,-6.66,23.49,21.31,-11.62,16.62,-7.11,-11.58,-9.29,14.14,7.79,1.40,1.44,-18.28,11.22,8.43,-1.24,3.22,-2.14,7.64,-9.84,-6.39
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,,,,,,-7256.49,,-1853.38,,69.54,101.35,101.93,103.12,102.27,-3.06,-49.76,-22.84,118.34,34.67,53.38,50.29,-33.05,-17.16,-41.34,-20.18,-10.92,-11.01,7.72,7.35
PKKO_sy,,,,,,,1514.71,,-69.65,,-93.81,-39.51,577.78,101.09,1154.62,-17.94,-37.09,101.08,-17.35,79.61,142.92,-26.89,151.38,-15.73,-30.98,4.74,-28.98,49.19,-16.95,96.48
PKKO_qq,,,58.70,,,,,25.92,-26.94,68.02,-1.26,103.27,81.72,-48.25,-26.12,39.52,-5.82,-20.51,109.05,-13.95,7.27,-22.11,-6.87,6.47,-24.04,5.98,3.93,6.36,-8.05,5.62
PKKO_sq,,,-109.78,,,,,-14.76,-82.44,122.92,-81.46,733.61,96.77,-33.86,15.65,-45.48,50.86,111.40,-52.47,18.48,104.04,-36.37,63.44,-60.28,67.13,-3.45,10.81,-16.57,-6.96,128.42
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,,56.28,,-10.32,-8.46,2.10,-10.87,3.41,3.41,-1.71,23.00,18.09,26.95,35.65,14.94,6.84,-1.63,-2.98,7.41,21.96,36.88,39.49,40.58,31.10,13.85,3.73,-5.63,-12.83
RN_sy,,,,28.15,,-11.87,-6.81,8.99,18.38,19.64,19.34,-5.81,6.80,-7.44,-16.25,-3.89,-18.57,-6.15,4.97,23.92,28.13,21.69,20.21,6.04,8.62,6.52,14.33,2.18,13.75,2.22
RN_qq,,,-1.56,-6.58,4.11,-6.33,0.48,4.19,-9.11,8.67,0.49,-0.97,13.74,4.33,8.03,5.81,-3.62,-3.03,-0.53,4.36,6.70,10.11,11.64,6.35,7.53,2.68,-3.05,-3.11,-2.16,-5.15
RN_sq,,,-1.12,-8.94,-2.85,0.76,4.55,6.50,5.52,1.83,4.29,-15.95,19.64,-11.74,-5.64,-3.55,1.37,1.72,5.55,13.86,4.82,-3.40,4.26,0.43,7.37,-5.26,11.91,-10.24,19.52,-14.86
CRN,85000,50000,51000,55000,52000,56000,56000,53000,59000,54000,54000,54000,48000,46000,42000,40000,42000,43000,43000,41000,39000,35000,31000,30000,28000,27000,28000,29000,29000,31000
CRN_yy,,,,-35.29,,12.00,9.80,-3.64,13.46,-3.57,-3.57,1.89,-18.64,-14.81,-22.22,-25.93,-12.50,-6.52,2.38,2.50,-7.14,-18.60,-27.91,-26.83,-28.21,-22.86,-9.68,-3.33,3.57,14.81
CRN_sy,,,,-21.84,,11.29,4.76,-8.82,-14.29,-15.94,-15.15,6.45,-6.67,8.62,19.64,6.06,23.21,7.94,-4.48,-20.00,-21.74,-19.12,-17.19,-5.36,-11.11,-5.45,-13.21,-1.89,-8.33,-1.92
CRN_qq,,,2.00,7.84,-5.45,7.69,,-5.36,11.32,-8.47,,,-11.11,-4.17,-8.70,-4.76,5.00,2.38,,-4.65,-4.88,-10.26,-11.43,-3.23,-6.67,-3.57,3.70,3.57,,6.90
CRN_sq,,,1.61,7.94,2.94,-1.43,,-6.06,-3.23,-3.33,,,-15.15,12.50,6.35,4.48,-1.43,-1.45,,-12.50,-3.57,1.85,-3.64,,-9.43,8.33,-11.54,13.04,,15.91
CPZ,209000,126000,127000,135000,115000,106000,96000,77000,74000,75000,84000,100000,102000,103000,95000,90000,108000,117000,120000,117000,106000,96000,99000,107000,111000,109000,100000,90000,83000,79000
CPZ_yy,,,,-35.41,,-15.87,-24.41,-42.96,-35.65,-29.25,-12.50,29.87,37.84,37.33,13.10,-10.00,5.88,13.59,26.32,30.00,-1.85,-17.95,-17.50,-8.55,4.72,13.54,1.01,-15.89,-25.23,-27.52
CPZ_sy,,,,-3.85,,34.51,27.34,14.67,-10.06,-21.47,-5.08,-9.30,3.95,8.67,-2.38,3.85,11.39,7.98,9.76,6.17,1.14,0.57,-3.33,1.16,-4.49,-5.08,-6.90,-6.32,-5.88,-2.98
CPZ_qq,,,0.79,6.30,-14.81,-7.83,-9.43,-19.79,-3.90,1.35,12.00,19.05,2.00,0.98,-7.77,-5.26,20.00,8.33,2.56,-2.50,-9.40,-9.43,3.12,8.08,3.74,-1.80,-8.26,-10.00,-7.78,-4.82
CPZ_sq,,,-2.11,7.91,12.67,13.02,-7.33,-2.82,-11.63,-1.32,12.00,-7.14,1.28,3.16,0.61,-1.22,8.64,,2.27,-4.44,3.49,-0.56,-1.69,,-2.30,-1.18,-3.57,0.62,-1.84,1.88
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,-2.25,-22.92,-27.56,-42.72,-17.10,-5.01,-2.69,7.79,4.33,-0.47,-0.03,3.97,25.54,25.90,23.00
RZ_sy,,,,,,,,,,,,,,,,-2.83,-15.12,-15.74,-11.97,0.14,9.50,0.72,-1.28,-10.46,-12.24,-0.98,5.53,-3.41,8.68,-8.90
RZ_qq,,,-102.32,,,,,,,,,,18.57,7.28,18.01,-34.88,-6.51,0.82,-6.68,-5.76,7.12,3.28,3.38,-8.78,2.19,3.74,7.51,10.15,2.49,1.34
RZ_sq,,,0.16,,,,,,,,,,6.78,0.14,-2.51,-6.79,-6.72,-0.59,1.85,6.03,2.00,-8.56,-0.17,-3.83,-0.02,3.16,6.39,-11.98,12.49,-13.52
CRZ,,-619000,-306000,,-674000,,,,,,,252000,213000,198000,168000,258000,276000,274000,293000,311000,291000,281000,272000,298000,292000,282000,262000,238000,232000,229000
CRZ_yy,,,,,,,,,,,,,,,,2.38,29.58,38.38,74.40,20.54,5.43,2.55,-7.17,-4.18,0.34,0.36,-3.68,-20.13,-20.55,-18.79
CRZ_sy,,,,,,,,,,,,,,,,2.50,18.12,18.79,13.73,,-8.52,-0.56,1.15,11.59,13.66,1.14,-5.11,3.83,-7.65,10.67
CRZ_qq,,,50.57,,,,,,,,,,-15.48,-7.04,-15.15,53.57,6.98,-0.72,6.93,6.14,-6.43,-3.44,-3.20,9.56,-2.01,-3.42,-7.09,-9.16,-2.52,-1.29
CRZ_sq,,,21.80,,,,,,,,,,-6.88,,2.68,7.19,7.32,0.57,-1.69,-5.75,-1.83,9.32,,3.98,,-2.73,-6.18,13.77,-11.05,16.57
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,,,45.85,,6.84,8.06,35.72,17.17,18.21,13.53,-9.54,-1.48,-7.46,-1.82,7.96,4.18,4.31,-5.81,-7.59,-2.46,2.47,9.77,6.02,4.65,4.50,9.07,20.95,22.75,22.32
