,2008/Q4,2009/Q4,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ZFI_qq,,,,-93.08,229.32,4.06,-9.98,42.09,-6.44,-37.97,126.96,-40.55,-7.10,42.83,-22.84,12.49,13.35,-18.69,-5.08,-9.38,-0.95,-3.78,-40.71,38.04,-26.94,-41.11,1667.72,-37.92,-48.23,-77.08,,,64.41
ZFI_sq,,,,-14.44,10.57,2.92,-7.75,-2.94,13.28,0.14,3.07,-4.55,0.12,2.72,-25.78,-44.42,-86.34,712.40,114.30,-22.13,-0.62,7.50,-15.38,17.78,-36.28,-0.28,79.53,-57.89,141.88,2.85,,,-38.41
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,54.87,-15.93,,,,62.80,,,,-30.26,-29.02,-30.73,,-13.61,-9.54,-4.02,-1.94,17.56,2.40,13.95,12.55,-7.11,5.15,5.30,5.71,3.01,11.13,-4.03,1.09,4.89,0.93,0.53
DTAR_sy,,-3.10,-27.44,,,,84.42,,,,-4.20,1.29,4.34,,-13.67,-2.13,-3.79,-5.34,3.49,-14.10,1.22,-2.97,8.21,-13.26,-21.35,10.38,-5.22,49.02,45.96,7.88,17.45,5.03,14.44
DTAR_qq,,,,,,,,-8.79,-1.25,,,-7.17,-3.63,-3.09,-0.35,-2.80,2.25,-1.00,19.48,-15.34,13.78,-2.21,-1.39,-4.16,13.94,-1.83,-3.91,3.39,-1.60,3.41,-0.30,-0.52,-1.99
DTAR_sq,,,,,,,,-10.31,-3.60,,,-5.17,-0.70,-1.79,-6.65,7.51,-2.39,-3.37,2.06,-10.76,15.01,-7.37,13.83,-28.47,4.28,30.01,-2.27,12.47,2.14,-3.91,6.41,0.57,11.29
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,93.99,-24.50,,,,145.97,,,,-50.19,-45.98,-47.67,,-20.30,-13.72,-5.29,-2.44,30.61,4.46,23.18,20.45,-11.54,7.27,8.97,10.37,3.61,17.63,-7.72,-0.12,8.18,1.53,0.90
CG_sy,,-30.92,-5.68,,,,127.74,,,,19.41,2.05,30.04,,-25.23,2.74,3.01,-10.85,-5.09,-19.47,-14.34,-12.80,7.72,-20.42,-21.86,13.79,-23.95,15.60,73.70,21.96,56.56,90.21,16.83
CG_qq,,,,,,,,-18.30,-2.59,,,-11.39,-5.63,-4.21,-0.51,-4.07,3.59,-1.32,33.19,-23.27,22.15,-3.51,-2.17,-6.96,24.08,-2.27,-8.17,5.63,-2.65,5.78,-0.54,-0.87,-3.26
CG_sq,,,,,,,,-13.09,-22.43,,,-25.73,-1.15,3.76,-1.85,2.06,-0.88,-10.20,4.49,-13.41,5.44,-8.58,29.07,-36.04,3.53,33.13,-13.74,-2.77,55.56,-6.52,10.74,18.13,-4.45
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,537.62,-85.95,,,,4498.34,,,,-79.26,-43.77,-43.95,,99.94,-39.40,-36.33,-65.17,-65.84,-31.50,-29.56,136.51,138.08,110.36,128.10,19.60,12.40,0.12,-6.13,-1.90,8.87,-55.99,-58.37
LDER_sy,,16.67,-46.01,,,,488.32,,,,-45.45,-40.80,-16.71,,-1.94,-12.04,-42.58,26.68,-14.00,-29.31,11.12,4.68,13.36,-9.99,30.14,40.09,-6.02,14.22,-28.70,-2.50,42.98,62.87,3.55
LDER_qq,,,,,,,,-20.98,-4.87,,,114.25,-5.16,-1.11,-0.49,-35.06,-0.36,-45.90,-2.40,30.20,2.48,81.63,-1.75,15.03,11.12,-4.77,-7.67,2.47,4.18,-0.48,2.48,-58.57,-1.48
LDER_sq,,,,,,,,12.74,-19.62,,,22.36,13.09,-57.08,65.12,9.75,-26.17,-5.32,12.09,-9.78,16.04,-10.80,21.39,-28.36,67.78,-3.98,-18.56,-12.93,4.73,31.30,19.42,-0.82,-33.42
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-88.75,423.66,,,,-97.54,,,,230.25,30.81,8.19,,-55.65,34.61,24.44,117.38,153.96,-1.40,8.81,-66.55,-71.33,-59.83,-63.48,-28.44,-40.66,-26.22,-26.75,-30.13,-10.22,111.66,128.52
PZAT_sy,,8.89,4.04,,,,-92.04,,,,108.84,36.04,-2.16,,-18.85,303.02,206.54,53.17,-16.83,-50.53,-78.52,-58.95,166.36,53.22,276.66,16.44,-81.82,-54.87,-72.13,-43.05,-0.44,-28.84,23.29
PZAT_qq,,,,,,,,22.17,23.49,,,-51.61,2.13,-4.56,-5.97,46.87,-5.58,66.71,9.86,-42.98,4.19,-48.75,-5.86,-20.09,-5.28,0.43,-21.94,-0.64,-5.97,-4.20,0.31,134.25,1.52
PZAT_sq,,,,,,,,-14.07,97.15,,,-44.02,41.80,63.86,-37.60,177.99,7.85,-18.12,-66.12,65.35,-53.17,56.47,119.85,-4.88,15.11,-51.63,-65.66,136.07,-28.91,-1.16,-39.98,68.74,23.16
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,58.58,3.66,,,,-82.06,,,,-11.20,6.82,10.81,,15.07,-9.61,-8.88,-15.03,-29.14,-6.12,-20.99,-6.31,11.90,-4.22,8.62,3.75,-1.49,-6.45,0.93,-2.76,-0.72,-10.57,-15.07
PELDR_sy,,-13.81,19.99,,,,25.67,,,,25.24,16.33,0.20,,-29.04,-23.35,-17.12,13.33,34.58,4.92,-1.38,-31.28,-35.86,17.17,18.58,14.72,20.45,25.58,10.55,17.46,-18.30,3.13,-20.83
PELDR_qq,,,,,,,,-3.94,-3.80,,,15.54,-0.21,-1.25,1.07,-9.24,0.60,-7.92,-15.72,20.24,-15.34,9.19,0.67,2.92,-3.99,4.29,-4.41,-2.26,3.58,0.48,-2.41,-11.95,-1.63
PELDR_sq,,,,,,,,-31.62,12.86,,,-36.49,-2.78,9.01,5.43,-31.40,5.13,49.05,25.20,-46.52,-1.19,3.86,16.86,-2.30,,0.48,22.70,1.86,-11.97,6.77,-14.66,28.58,-32.42
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-11.68,0.44,,,,19.11,,,,-10.38,8.58,9.98,,24.30,-6.30,-8.20,-16.36,-25.18,-7.64,-12.50,7.19,20.30,12.46,13.47,-0.05,2.14,-5.52,2.29,0.75,-1.00,-14.20,-15.01
TSF_sy,,5.88,8.39,,,,-6.83,,,,-3.38,1.34,2.00,,13.95,-1.24,-0.06,7.62,-1.90,7.60,7.64,-3.27,-3.28,-0.69,-4.21,4.43,1.63,-4.20,-0.17,-3.67,-3.37,-5.10,-5.77
TSF_qq,,,,,,,,1.00,-0.59,,,22.36,0.69,0.87,0.01,-7.77,-1.35,-8.10,-10.53,13.85,-6.54,12.59,0.42,6.43,-5.69,-0.83,2.62,-1.55,2.10,-2.33,0.83,-14.68,1.14
TSF_sq,,,,,,,,3.12,-4.18,,,8.16,-3.55,-2.01,11.47,-6.25,-2.40,5.51,1.62,2.83,-2.36,-5.18,1.60,5.59,-5.83,3.37,-1.13,-0.47,-1.86,-0.25,-0.81,-2.26,-2.55
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,39.98,-15.45,,,,372.86,,,,-33.20,-34.32,-37.76,,-4.53,-7.57,-4.75,-4.65,64.69,0.05,73.87,85.18,6.86,84.11,14.38,-10.51,40.85,68.17,34.73,53.16,24.39,4.63,42.26
ZKO_sy,,-12.52,-8.05,,,,5.07,,,,15.57,-0.01,0.15,,-2.33,15.22,9.84,11.57,4.37,-9.41,-9.09,-4.95,13.14,10.90,1.74,7.47,-3.14,4.92,14.40,5.18,6.84,-1.47,18.56
ZKO_qq,,,,,,,,4.11,1.23,,,2.37,-4.08,-1.65,-1.15,-0.88,-1.16,-1.55,70.74,-39.79,71.78,4.85,-1.47,3.75,6.71,-17.96,55.07,23.87,-14.51,-6.73,25.94,4.19,16.24
ZKO_sq,,,,,,,,13.20,6.85,,,-2.06,7.03,-6.97,0.16,15.54,2.03,-5.51,-6.31,0.28,2.40,-1.21,11.53,-1.71,-6.05,4.35,0.52,6.47,2.44,-4.06,2.11,-1.81,23.26
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,83.18,-9.29,,,,-39.47,,,,-4.66,-11.17,-14.30,,-0.81,-3.89,-3.17,-3.11,33.35,-1.06,41.38,49.46,8.65,54.50,8.55,-10.89,32.53,49.13,32.19,42.51,17.88,3.56,36.19
OSF_sy,,-14.86,-17.56,,,,23.95,,,,30.60,11.57,15.16,,-14.16,-8.81,-7.70,12.06,20.97,19.10,55.25,4.25,-21.61,-14.05,-33.21,3.31,22.16,31.56,22.54,10.02,24.93,14.04,-6.97
OSF_qq,,,,,,,,10.44,1.72,,,2.89,-1.86,-1.09,-0.69,-0.31,-1.12,-1.02,36.68,-26.03,41.29,4.63,-0.65,5.19,-0.73,-14.11,47.75,18.37,-12.01,-7.39,22.21,3.99,15.72
OSF_sq,,,,,,,,-2.75,-1.86,,,-16.92,1.30,-6.23,8.77,-11.74,2.53,13.85,17.41,-13.10,33.65,-23.55,-11.72,-4.72,3.85,18.26,4.38,2.62,-3.27,6.18,18.54,-6.33,-21.09
NetDebt,5708000000,17221000000,27476000000,,,,293633000000,298661000000,303863000000,,224732000000,202052000000,191215000000,198345000000,203752000000,202150000000,212312000000,211292000000,237389000000,221797000000,226494000000,215859000000,216006000000,210871000000,227092000000,219168000000,243520000000,243005000000,237261000000,237569000000,227679000000,244315000000,235177000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,26.43,31.18,,,,853.61,,,,452.90,-16954.90,-1939.16,,-85.30,100.55,106.73,104.50,262.82,251.71,120.00,38.44,-23.71,2.16,1985.93,-443.30,-163.01,-148.54,-103.54,77.59,-664.12,-863.72,-1062.99
NetDebtEBITDA_sy,,-15.93,359.58,,,,185.59,,,,-21.70,-33.55,-43.63,,-15.83,-16.01,2.59,171.85,-1.83,3.55,-41.72,-56.59,-18.86,-18.74,154.79,99.56,-34.53,24.09,-74.64,-50.01,8.31,-3.43,-66.10
NetDebtEBITDA_qq,,,,,,,,-7.98,-1.82,,,-2905.24,89.29,-94.11,102.52,5.47,30.39,29.84,103.18,2.24,-18.44,-18.29,11.96,36.92,1565.34,-113.45,79.45,-5.48,-21.29,14.76,-600.62,-33.04,-46.37
NetDebtEBITDA_sq,,,,,,,,-16.43,-6.55,,,-29.07,-20.73,-51.13,206.38,-29.23,-3.18,29.49,10.64,-25.35,-45.51,-3.56,106.83,-25.24,70.86,-24.46,-32.14,41.68,-65.08,48.89,47.01,26.33,-87.74
DebtFin,-8203000000,-20423000000,-18157000000,,,,116461000000,153147000000,155437000000,,39200000000,-12870000000,-20417000000,-11743000000,-10923000000,-6706000000,-8074000000,-13188000000,141076000000,-16197000000,-3437000000,-8289000000,122469000000,128930000000,123088000000,119203000000,127297000000,122622000000,113704000000,97093000000,96632000000,108737000000,105665000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-4.32,26.92,,,,672.47,,,,143.16,1993.68,283.90,,-104.52,-100.29,-102.40,-104.74,4123.37,-673.94,12.25,14.86,-27.22,955.29,74626.75,-4763.64,-158.10,-140.06,-103.13,83.16,-520.40,-750.01,-990.33
DebtFinEBITDA_sy,,23715.00,-107.88,,,,2760.75,,,,66.11,-24.99,-49.57,,-33.95,145.63,457.86,-43.99,69.71,-87.71,-77.04,-51.67,-24.56,178.72,30.13,-3.93,-89.37,220.85,-79.37,271.50,0.41,-66.87,731.91
DebtFinEBITDA_qq,,,,,,,,18.97,-2.06,,,924.40,-82.04,7.63,-102.28,34.68,-49.44,-113.10,2034.28,-112.56,83.06,-106.77,1753.51,47.65,1376.33,-113.49,80.25,-1.82,-15.19,27.30,-627.57,-39.51,-47.76
DebtFinEBITDA_sq,,,,,,,,18.09,-19.28,,,-46.67,-45.73,292.16,-41.79,98.30,23.25,-60.63,76.36,-85.64,130.35,-17.13,175.29,-46.96,7.55,-38.82,-69.54,1501.01,-93.09,1001.89,-91.77,428.23,73.62
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,30.90,7.28,,,,-87.20,,,,42.73,35.25,37.70,,3.90,3.97,1.66,1.62,-19.03,-1.11,-18.68,-19.28,1.67,-16.08,-5.10,-0.42,-5.91,-11.32,-1.89,-6.96,-5.23,-1.03,-4.26
SP1_sy,,-26.67,33.22,,,,10.56,,,,28.26,49.38,-4.96,,-21.31,-24.62,-11.07,6.17,-6.66,8.16,-6.09,-15.37,-18.28,-8.04,0.47,9.15,29.87,22.69,25.70,6.79,-23.36,-10.11,-29.40
SP1_qq,,,,,,,,6.07,0.49,,,0.51,2.31,0.57,0.46,0.58,0.03,0.53,-19.94,22.84,-17.74,-0.22,0.84,1.39,-6.98,4.71,-4.73,-4.43,2.92,-0.71,-2.95,-0.19,-0.45
SP1_sq,,,,,,,,-33.30,42.85,,,-22.32,-9.12,-9.00,22.48,-25.58,7.23,8.64,7.67,-13.77,-6.90,-2.10,3.97,-2.96,1.72,6.36,23.71,-8.33,4.22,-9.65,-11.22,7.53,-18.14
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,44.83,-3.24,,,,-76.96,,,,-8.66,11.76,14.40,,19.18,-7.09,-7.93,-15.43,-32.70,-6.81,-23.07,-7.40,16.48,-3.76,11.43,3.91,-3.35,-11.30,-3.48,-7.41,-3.23,-14.56,-18.34
SP2_sy,,-27.85,35.52,,,,25.50,,,,33.73,24.32,-1.73,,-29.01,-28.14,-20.91,8.17,34.58,2.86,-2.99,-32.69,-36.09,20.18,25.30,22.70,43.16,25.77,10.54,17.46,-31.01,3.13,-18.25
SP2_qq,,,,,,,,-4.04,-1.45,,,17.41,0.88,0.28,0.34,-8.46,-0.04,-7.89,-20.15,26.76,-17.48,10.87,0.44,4.73,-4.46,3.39,-6.58,-3.88,3.97,-0.82,-2.37,-15.13,-0.63
SP2_sq,,,,,,,,-27.61,17.08,,,-32.71,-7.45,8.11,5.43,-31.88,1.86,47.86,31.18,-47.93,-3.94,2.60,24.54,-2.09,0.15,0.48,45.31,-13.99,-11.97,6.77,-14.66,28.58,-30.23
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,17.62,-43.53,,,,-13.45,,,,-78.73,90.04,234.42,,144.19,-57.34,-70.13,-61.82,-61.15,7.78,5.20,117.68,118.42,17.36,47.58,-1.76,-97.95,-87.88,-43.55,7.11,5494.12,180.88,-38.94
CAR_sy,,-19.55,69.46,,,,27.89,,,,-57.71,-54.43,11.57,,99.00,11.91,0.54,54.55,-7.52,-2.93,-54.33,-50.14,12.93,-67.81,38.62,66.13,-18.37,37.69,-19.55,-61.54,-26.10,-14.48,-41.76
CAR_qq,,,,,,,,-70.95,-15.54,,,159.55,48.63,-31.42,-7.69,-54.65,4.06,-12.35,-6.06,25.79,1.57,81.36,-5.74,-32.41,27.72,20.73,-98.03,300.00,494.85,129.05,2.64,-79.92,29.32
CAR_sq,,,,,,,,85.77,-43.78,,,100.17,37.65,-32.69,7.30,12.57,23.66,3.46,-35.79,18.15,-41.82,12.97,45.44,-66.32,150.50,35.39,-28.54,-43.19,46.38,-35.28,37.31,-34.26,-0.30
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-22.25,-10.13,,,,-45.84,,,,-8.73,110.02,107.80,,135.93,-19.52,-29.16,-52.05,-80.67,-22.25,-64.49,-37.71,57.15,-22.28,45.91,29.37,-51.55,-86.66,-67.96,-73.33,-76.13,-117.54,-123.72
QR_sy,,-17.22,43.58,,,,6.87,,,,9.74,23.81,59.24,,-7.26,-35.94,-32.99,-27.17,0.24,60.25,9.78,24.50,-13.14,-51.75,-1.24,-2.03,27.61,26.07,-8.90,-11.45,-43.87,-19.37,-44.31
QR_qq,,,,,,,,-16.95,11.14,,,91.10,9.97,14.03,-1.55,-34.81,-3.20,-22.81,-60.31,162.15,-55.80,35.43,0.13,29.65,-17.01,20.08,-62.50,-64.30,99.32,-0.05,-66.44,-126.23,-169.61
QR_sq,,,,,,,,12.60,-30.64,,,27.04,-10.80,-11.27,-7.76,-12.24,-6.71,-3.56,26.95,40.30,-36.09,9.37,-11.43,-22.06,30.82,8.50,15.36,-23.00,-5.47,5.46,-26.88,10.60,-34.71
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-17.58,0.29,,,,-45.00,,,,-24.68,62.53,79.27,,125.07,-28.48,-33.21,-52.93,-74.80,-21.61,-56.42,-23.41,44.08,-10.19,35.29,20.33,-23.40,-50.39,-24.43,-35.85,-19.11,-37.79,-57.07
CR_sy,,-9.30,45.68,,,,1.38,,,,4.02,16.96,16.54,,-0.05,-35.16,-33.00,-24.60,-1.73,64.87,38.33,43.59,28.36,-45.49,-17.36,0.33,-4.12,15.44,-3.95,-11.79,-35.92,-15.82,-25.02
CR_qq,,,,,,,,-9.00,-4.68,,,96.36,5.14,7.77,1.15,-37.61,-1.81,-24.04,-45.86,94.12,-45.40,33.48,1.85,21.01,-17.76,18.72,-35.16,-21.63,25.27,0.78,-18.25,-39.73,-13.56
CR_sq,,,,,,,,13.05,-10.52,,,27.11,-10.84,-8.97,-3.12,-17.53,-7.88,2.45,26.25,38.36,-22.71,6.35,12.86,-41.25,17.18,29.12,7.85,-29.25,-2.50,18.58,-21.65,-7.06,-13.17
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,17.62,-43.53,,,,-13.45,,,,-78.73,90.04,234.42,,161.80,-52.96,-67.41,-58.85,-61.28,4.50,2.28,111.70,115.02,21.23,48.16,24.86,-98.05,-89.02,-46.99,-19.61,5494.12,180.88,-38.94
PP_sy,,191.95,143.44,,,,4.67,,,,2.83,12.63,-29.33,,-14.58,-10.63,30.89,-18.03,-18.59,-18.85,-48.62,-24.27,-5.82,-12.52,66.60,17.35,-23.80,3.55,-54.65,-45.63,-55.63,-70.38,-63.46
PP_qq,,,,,,,,-70.95,-15.54,,,159.55,48.63,-31.42,-1.04,-53.36,2.97,-13.41,-6.88,25.86,0.78,79.22,-5.42,-29.04,23.16,51.05,-98.52,300.00,494.85,129.05,2.64,-79.92,29.32
PP_sq,,,,,,,,9.53,6.21,,,19.97,-33.36,38.53,-22.87,25.51,-2.39,-13.25,-23.40,25.11,-38.20,27.86,-4.75,16.21,17.70,-9.94,-38.15,57.94,-48.45,7.97,-49.53,5.43,-36.40
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-1.96,164.12,,,,-77.54,,,,98.19,61.38,3.43,,46.42,-28.90,-6.81,-52.18,-63.73,-24.23,-31.75,31.93,28.58,45.12,38.63,0.81,59.58,-8.78,31.91,19.10,-47.68,-43.97,-60.35
RCLR_sy,,-43.80,54.49,,,,8.03,,,,-37.50,-18.98,3.80,,11.71,42.93,-44.20,-13.62,101.12,-50.92,16.54,25.88,-58.44,10.31,-2.83,17.85,31.52,29.24,15.37,18.35,17.76,9.74,-22.03
RCLR_qq,,,,,,,,44.40,7.51,,,17.57,-31.10,26.94,42.38,-42.91,-9.69,-34.86,8.00,19.26,-18.66,25.92,5.26,34.61,-22.30,-8.44,66.62,-23.05,12.36,-17.33,-26.81,-17.59,-20.48
RCLR_sq,,,,,,,,11.28,-12.65,,,44.25,11.92,-34.79,6.11,84.57,-56.31,0.95,147.07,-54.96,3.73,9.04,-18.43,19.56,-8.62,32.25,-8.97,17.49,-18.43,35.66,-9.42,9.48,-42.04
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-0.62,-0.38,,,,-83.69,,,,-79.95,156.94,235.89,,848.26,-38.30,-41.50,-82.48,-181.91,-55.65,-219.04,-209.96,79.64,-82.00,73.99,114.24,-138.97,-1469.44,-137.05,-1722.73,-43.23,-118.36,-239.30
KP_sy,,-59.62,150.85,,,,41.05,,,,5.13,54.59,-5.68,,-19.37,-33.91,-53.10,-34.75,6.49,-21.78,11.30,-21.88,-48.82,40.77,59.64,77.43,90.86,56.92,-16.30,-33.23,-46.41,-34.92,-27.46
KP_qq,,,,,,,,-33.68,-19.68,,,750.00,4.99,4.50,1.68,-44.70,-0.44,-68.71,-575.44,129.94,-367.25,71.09,11.97,126.47,-486.11,115.83,-1577.27,-51.69,33.16,-8.35,-30.39,-131.26,-3.86
KP_sq,,,,,,,,-50.78,63.96,,,-27.62,0.04,7.75,3.34,-40.68,-28.99,49.89,68.66,-56.42,1.03,5.21,10.49,19.86,14.57,16.93,18.86,-1.45,-38.88,-6.73,-4.60,19.68,-31.87
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-69.57,-2.53,,,,41.15,,,,93.33,13.44,-14.49,,-855.44,30.51,25.23,79.63,175.83,50.71,226.31,240.59,-76.95,91.13,-90.16,-104.54,-21.18,1389.75,360.39,4985.17,495.63,527.05,527.30
PKKO_sy,,-143.54,28.83,,,,721.84,,,,-305.26,-632.01,-686.48,,-435.76,26.38,69.37,71.03,85.91,86.12,72.27,165.76,118.85,99.28,175.50,-105.41,-820.73,12005.00,-1671.37,-2247.18,205.52,-35.74,80.52
PKKO_qq,,,,,,,,43.25,29.23,,,-636.81,6.39,-3.52,-33.81,46.41,-0.72,71.80,598.24,-134.83,358.10,-68.61,-18.31,-113.40,386.25,-114.50,1517.15,119.32,2.18,53.82,72.79,130.89,2.22
PKKO_sq,,,,,,,,148.41,-15.08,,,-543.87,6.39,25.90,-19.96,11.53,61.05,29.92,41.65,12.87,22.16,266.17,-83.27,-103.32,8290.00,-111.90,-2128.72,154.79,-1181.02,82.22,200.20,-66.64,-427.78
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-36.29,-62.06,,,,105.59,72.50,52.16,58.15,-42.26,-41.74,-31.69,-29.52,38.53,45.00,10.58,-9.26,-32.56,-33.44,-18.61,-2.93,0.33,6.72,1.65,-6.69,-5.14,-6.28,-7.56,-8.11,9.20,14.36,33.71
RN_sy,,-21.59,-20.37,,,,-15.05,153.98,16.26,-77.08,-49.35,-60.81,-78.66,35.43,55.81,101.90,388.87,-7.07,-28.18,-27.90,-50.33,107.21,79.89,57.20,116.43,3.37,-24.41,-33.49,-65.01,-35.39,-44.96,7.72,140.56
RN_qq,,,,9.11,7.05,0.48,75.18,-8.46,-5.57,4.44,-36.04,-7.64,10.73,7.75,25.71,-3.32,-15.56,-11.59,-6.56,-4.59,3.26,5.45,-3.43,1.50,-1.65,-3.20,-1.83,0.28,-3.00,-3.77,16.66,5.03,13.41
RN_sq,,,,-72.76,95.30,130.35,-30.68,-18.56,-10.60,-54.59,53.18,-36.98,-51.33,188.20,76.24,-18.33,17.86,-45.22,36.21,-18.02,-18.81,128.54,18.25,-28.35,11.78,9.15,-13.52,-36.96,-41.19,101.54,-26.34,23.38,31.33
CRN,17000,26000,69000,64000,59000,59000,34000,37000,39000,37000,59000,63000,57000,53000,42000,44000,52000,59000,63000,66000,64000,60000,62000,62000,63000,65000,66000,66000,68000,70000,60000,57000,51000
CRN_yy,,52.94,165.38,,,,-50.72,-42.19,-33.90,-37.29,73.53,70.27,46.15,43.24,-28.81,-30.16,-8.77,11.32,50.00,50.00,23.08,1.69,-1.59,-6.06,-1.56,8.33,6.45,6.45,7.94,7.69,-9.09,-13.64,-25.00
CRN_sy,,38.86,26.12,,,,18.93,-60.62,-13.92,337.23,94.78,-2.88,-20.59,-66.28,-35.89,30.08,20.83,135.64,39.44,2.28,49.43,-64.39,-45.71,-48.89,-57.95,-9.14,24.74,45.79,68.90,85.06,8.86,11.11,3.61
CRN_qq,,,,-7.25,-7.81,,-42.37,8.82,5.41,-5.13,59.46,6.78,-9.52,-7.02,-20.75,4.76,18.18,13.46,6.78,4.76,-3.03,-6.25,3.33,,1.61,3.17,1.54,,3.03,2.94,-14.29,-5.00,-10.53
CRN_sq,,,,265.09,-48.78,,46.72,20.90,11.93,120.22,-34.64,-39.72,-8.47,-6.48,24.26,22.31,-14.98,82.38,-26.47,-10.29,24.20,-56.54,12.09,,2.18,-6.10,53.90,,18.38,2.89,-9.47,0.78,10.38
CPZ,33000,52000,52000,48000,45000,44000,113000,101000,98000,94000,115000,111000,97000,89000,64000,73000,91000,125000,170000,188000,198000,177000,172000,158000,145000,149000,132000,135000,130000,131000,130000,147000,163000
CPZ_yy,,57.58,,,,,117.31,110.42,117.78,113.64,1.77,9.90,-1.02,-5.32,-44.35,-34.23,-6.19,40.45,165.62,157.53,117.58,41.60,1.18,-15.96,-26.77,-15.82,-23.26,-14.56,-10.34,-12.08,-1.52,8.89,25.38
CPZ_sy,,78.83,,,,,-3.89,-14.53,28.82,27.65,40.49,38.78,4.58,14.38,19.02,45.10,38.25,37.42,-19.13,-20.95,-17.94,-40.46,19.61,10.26,4.29,14.26,-20.65,-9.30,11.92,35.82,5.52,1.00,-17.14
CPZ_qq,,,,-7.69,-6.25,-2.22,156.82,-10.62,-2.97,-4.08,22.34,-3.48,-12.61,-8.25,-28.09,14.06,24.66,37.36,36.00,10.59,5.32,-10.61,-2.82,-8.14,-8.23,2.76,-11.41,2.27,-3.70,0.77,-0.76,13.08,10.88
CPZ_sq,,,,0.39,-11.24,-1.31,9.29,-10.73,33.79,-2.20,20.28,-11.82,0.82,6.97,25.15,7.51,-3.94,6.33,-26.35,5.09,-0.28,-22.86,47.96,-3.13,-5.68,-15.48,2.76,10.73,16.38,2.57,-20.17,5.98,-4.51
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
