,2004/Q4,2005/Q4,2006/Q4,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
GPM_yy,14.91,11.44,-19.36,,,,,37.26,5.73,-15.31,10.63,1.77,40.65,71.30,68.98,27.58,8.80,-27.82,-57.71,-9.06,3.48,72.29,162.83,37.70,15.33,-8.67,-7.41,3.94,12.60,1.46,-11.71,-19.80,-26.12,-36.60,-44.51,-73.68,-82.60,-39.02,-33.39,-25.65,219.72
GPM_sy,-72.74,10.32,24.43,,,,,14.43,226.45,438.32,35233.33,121.61,23.68,67.74,38.02,-19.39,0.91,-17.54,-24.01,-15.19,-45.15,-3.88,-11.47,-3.35,14.48,-40.08,-10.24,-52.68,-38.38,-29.70,-111.38,-11.80,-130.89,-87.59,424.13,-5.67,298.22,396.00,17.34,-14.87,
GPM_qq,,,,,8.98,18.21,-7.35,15.00,-16.05,-5.32,21.02,5.79,16.03,15.31,19.38,-20.13,-1.06,-23.50,-30.05,71.77,12.58,27.37,6.71,-10.01,-5.71,0.87,8.18,1.03,2.14,-9.12,-5.86,-8.23,-5.90,-22.01,-17.60,-56.47,-37.79,173.31,-9.99,-51.42,167.50
GPM_sq,,,,,-43.44,-51.73,-98.20,23233.33,61.36,-20.41,17.91,46.34,-9.94,7.95,-2.98,-14.52,12.73,-11.79,-10.60,-4.61,-27.09,54.57,-17.65,4.14,-13.63,-19.09,23.35,-45.10,12.47,-7.70,-119.96,525.62,-139.39,137.09,421.20,23.87,-17.22,-7.19,23.31,-10.14,-2.77
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,4.73,2.46,-4.47,,,,,-6.68,-6.81,-9.71,-1.28,2.32,20.98,37.57,38.69,26.97,23.75,18.45,19.18,40.85,28.47,22.38,13.74,,,,,,,,,-10.46,-12.18,-15.58,-16.32,11.68,17.48,24.91,26.71,,-3.07
RBS_sy,-64.25,6.30,-6.55,,,,,-8.13,-15.97,45.16,25.81,10.29,21.51,-29.09,-50.05,-45.14,-48.77,-11.36,14.68,36.67,50.96,45.56,35.00,,,,,,,,,-1.70,-4.10,0.10,-23.30,2.05,-0.48,-5.81,-16.91,,11.27
RBS_qq,,,,,-4.73,-0.47,-2.97,1.43,-4.87,-3.56,6.08,5.13,12.48,9.67,6.94,-3.75,9.63,4.97,7.60,13.74,,,,,,,,,,,,-10.46,-1.92,-3.87,-0.88,19.50,3.17,2.21,0.55,-5.69,
RBS_sq,,,,,2.84,-22.01,37.20,-16.52,-5.94,34.73,18.91,-26.81,3.63,-21.38,-16.23,-19.62,-3.23,36.05,8.37,-4.21,,,,,,,,,,,,-6.41,-14.08,-1.09,-3.57,24.52,-16.21,-6.39,-14.93,58.65,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,-0.98,55.54,-10.95,,,,,48.26,,,,-26.48,,-30.61,,-35.83,3.98,-3.66,,203.22,148.20,144.60,144.23,10.41,-12.52,-14.39,-11.22,-3.84,16.08,-2.96,-22.74,-5.00,-6.79,-9.94,-23.01,-70.94,-66.16,-37.27,-11.68,68.42,69.41
ROPA_sy,2855.56,-38.51,39.34,,,,,-107.57,,,,272.97,,25.75,,-200.00,438.46,366.13,,735.94,937.50,88.79,-64.34,-23.96,-12.49,2.41,627.59,17.61,-23.15,-13.64,-12.80,-41.48,-49.19,-29.95,-15.04,5.63,25.00,-116.06,-33.90,-8.00,1.03
ROPA_qq,,,,,11.25,,,,,,,,-19.89,21.55,,,29.82,12.61,2.20,102.94,6.27,10.98,2.04,-8.25,-15.81,8.61,5.83,-0.63,1.63,-9.20,-15.75,22.20,-0.29,-12.27,-27.98,-53.87,16.12,62.61,1.39,-12.03,16.80
ROPA_sq,,,,,-86.30,,,,,,,,-120.31,-376.92,,,168.75,275.00,-26.06,233.61,12.16,-31.76,-86.04,611.49,29.08,-20.15,-0.78,15.01,-15.66,-10.26,0.18,-22.83,-26.76,23.72,21.50,-4.05,-13.33,-115.90,600.00,33.55,-4.83
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,-53.85,-54.76,102.45,,,,,-212.49,-153.60,66.44,-103.96,79.36,59.02,63.45,37.87,65.24,69.25,79.20,-175.69,433.42,519.30,2244.83,888.70,3173.67,379.53,-47.20,-56.30,-90.47,-28.63,36.57,-58.07,-47.39,-68.82,-78.79,1037.32,-116.34,-112.40,-156.55,-103.60,-90.48,-448.26
ZNPO_sy,410.85,54.57,4.34,,,,,-115.10,-154.05,-82.78,-193.38,203.39,199.43,328.16,370.82,418.21,-99.46,-92.18,-71.52,-4.20,17994.74,709.59,156.61,-58.69,39.89,89.99,-29.76,48.28,-56.32,-87.11,-94.27,59.58,21.61,168.37,1855.52,-130.60,-119.69,-151.07,-62.41,19.22,-103.38
ZNPO_qq,,,,,460.50,-326.58,265.25,-123.15,38.17,-41.87,80.51,-20.69,-22.80,-26.53,66.87,32.47,-8.63,14.42,-339.12,181.67,36.61,337.79,61.48,238.98,-79.99,-51.80,33.63,-26.07,49.86,-7.75,-58.97,-7.25,-11.18,-37.24,2099.72,-101.33,32.55,-186.09,-39.89,29.43,-94.13
ZNPO_sq,,,,,11.09,23.72,-74.29,-142.73,-297.63,139.42,-239.42,147.31,282.39,69.76,-11.82,-9.47,-99.60,2342.11,221.34,204.49,-24.27,9.26,1.85,-50.98,156.44,48.39,-62.34,3.48,-24.45,-56.21,-83.26,2781.82,-42.43,-3.37,21.97,-145.09,62.96,-150.70,189.77,-196.91,6.75
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,250.04,,,,,,,39.24,93.37,-356.76,-153.54,-34.49,132.10,132.65,633.52,,,,-54.30,,,,3164.82,285.08,-81.05,-98.98,-93.28,-81.92,2040.44,3185.32,9.37,22.47,-60.09,9.67,835.76,,,-47.71,-90.33,,
ZFI_sy,32.84,,,,,,,-5.87,-11.37,-25.76,7.44,3.71,-3.54,11.59,7.79,,,,1.57,,,,1.16,-27.15,-57.58,-94.21,-54.20,32.22,85.25,1247.31,78.29,-29.60,6.48,-31.73,-36.67,,,82.36,88.07,,
ZFI_qq,,,,,-1197.99,102.33,-44.86,887.78,-152.30,9.85,88.50,1308.45,-74.37,-8.32,87.90,,,,,449.34,1.85,306.31,43.62,-35.21,-94.99,-78.09,845.27,74.24,493.22,-66.37,-68.53,95.12,93.33,-7.61,168.50,,,,-50.36,-162.68,2469.52
ZFI_sq,,,,,-2.30,14.11,-26.38,14.68,-8.01,-4.42,6.55,10.70,-14.44,10.57,2.92,,,,,3.07,-4.55,0.12,2.72,-25.78,-44.42,-86.34,712.40,114.30,-22.13,-0.62,7.50,-15.38,17.78,-36.28,-0.28,,,,2.85,-9.08,11.62
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,37.50,-30.24,25.78,,,,,6.53,,,,-36.28,,-13.53,,63.78,6.69,17.36,,93.80,76.31,71.06,72.96,-5.30,5.38,-1.73,-1.73,-0.42,-7.07,-3.47,1.62,-3.02,-6.05,-6.24,-0.24,12.86,15.55,12.56,7.15,1.08,7.60
DTAR_sy,-21.28,-2.57,14.03,,,,,-3.10,,,,-27.44,,-5.85,,84.42,32.56,9.65,,-4.20,1.29,4.34,28.85,-13.67,-2.13,-3.79,-5.34,3.49,-14.10,1.22,-2.97,8.21,-13.26,-21.35,10.38,-5.22,49.02,45.96,7.88,17.45,5.03
DTAR_qq,,,,,-2.84,,,,,,,,60.57,-4.97,,,4.60,4.54,-2.23,81.26,-4.84,1.43,-1.14,-0.75,5.89,-5.41,-1.15,0.57,-1.19,-1.74,4.06,-4.02,-4.27,-1.94,10.72,8.59,-1.99,-4.48,5.40,2.44,4.33
DTAR_sq,,,,,9.32,,,,,,,,24.78,16.53,,,-10.31,-3.60,-20.47,39.33,-5.17,-0.70,-1.79,-6.65,7.51,-2.39,-3.37,2.06,-10.76,15.01,-7.37,13.83,-28.47,4.28,30.01,-2.27,12.47,2.14,-3.91,6.41,0.57
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,39.53,-31.33,27.05,,,,,9.64,,,,-45.59,,-19.59,,96.03,10.25,27.32,,270.69,201.97,192.53,193.75,-13.80,15.68,-4.42,-4.38,-1.31,-18.18,-8.74,4.27,-7.08,-13.78,-13.68,4.54,44.22,48.80,36.04,17.83,0.83,24.38
CG_sy,-60.62,41.27,24.83,,,,,-30.92,,,,-5.68,,-36.78,,127.74,36.13,56.87,,19.41,2.05,30.04,46.37,-25.23,2.74,3.01,-10.85,-5.09,-19.47,-14.34,-12.80,7.72,-20.42,-21.86,13.79,-23.95,15.60,73.70,21.96,56.56,90.21
CG_qq,,,,,-4.03,,,,,,,,90.44,-7.21,,,7.10,7.16,-3.45,234.49,-12.75,3.81,-3.04,-1.85,17.09,-14.22,-3.00,1.30,-2.93,-4.33,10.82,-9.72,-9.92,-4.22,34.22,24.54,-7.06,-12.43,16.25,6.57,14.65
CG_sq,,,,,-4.70,,,,,,,,45.39,-32.68,,,-13.09,-22.43,-7.81,92.14,-25.73,-1.15,3.76,-1.85,2.06,-0.88,-10.20,4.49,-13.41,5.44,-8.58,29.07,-36.04,3.53,33.13,-13.74,-2.77,55.56,-6.52,10.74,18.13
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,,,,,,334.64,,,,-78.44,,11.28,,461.39,22.96,46.59,,236.66,130.28,122.17,109.65,-12.48,12.46,0.43,5.56,-36.61,-8.15,-19.12,-14.24,20.18,-20.81,-24.40,19.91,51.83,74.29,111.56,30.59,6.81,13.87
LDER_sy,,,,,,,,16.67,,,,-46.01,,118.97,,488.32,182.66,16.22,,-45.45,-40.80,-16.71,-32.17,-1.94,-12.04,-42.58,26.68,-14.00,-29.31,11.12,4.68,13.36,-9.99,30.14,40.09,-6.02,14.22,-28.70,-2.50,42.98,62.87
LDER_qq,,,,,-20.05,,,,,,,,364.68,-7.03,,,1.78,10.83,-1.98,204.47,-30.38,6.93,-7.50,27.11,-10.54,-4.51,-2.78,-23.67,29.61,-15.91,3.09,6.96,-14.59,-19.72,63.51,35.44,-1.96,-2.56,0.93,10.78,4.52
LDER_sq,,,,,15.07,,,,,,,,134.65,95.51,,,12.74,-19.62,-47.30,14.21,22.36,13.09,-57.08,65.12,9.75,-26.17,-5.32,12.09,-9.78,16.04,-10.80,21.39,-28.36,67.78,-3.98,-18.56,-12.93,4.73,31.30,19.42,-0.82
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,,,,,-83.35,,,,255.59,,55.68,,-73.58,55.40,-50.50,,202.04,312.99,245.09,235.39,6.76,-27.21,-19.68,-24.70,27.11,-6.73,8.45,7.01,-18.01,24.03,31.73,-16.27,-44.13,-50.91,-56.35,-30.81,1.99,-6.90
PZAT_sy,,,,,,,,8.89,,,,4.04,,-87.79,,-92.04,-82.34,-45.31,,108.84,36.04,-2.16,-29.53,-18.85,303.02,206.54,53.17,-16.83,-50.53,-78.52,-58.95,166.36,53.22,276.66,16.44,-81.82,-54.87,-72.13,-43.05,-0.44,-28.84
PZAT_qq,,,,,11.22,,,,,,,,-80.86,228.17,,,12.59,4.53,7.80,138.07,53.94,-12.66,4.77,-24.22,4.96,-3.62,-1.77,27.92,-22.99,12.07,-3.08,-1.98,16.50,19.03,-38.39,-34.60,2.36,5.84,-2.34,-3.60,-6.57
PZAT_sq,,,,,-0.36,,,,,,,,-61.27,-36.32,,,-14.07,97.15,127.51,-45.82,-44.02,41.80,63.86,-37.60,177.99,7.85,-18.12,-66.12,65.35,-53.17,56.47,119.85,-4.88,15.11,-51.63,-65.66,136.07,-28.91,-1.16,-39.98,68.74
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,,,,,,49.29,,,,-63.66,,-53.82,,98.05,29.18,64.52,,-74.75,-78.80,-76.00,-75.69,-14.23,8.34,15.12,-19.22,-50.11,-41.67,-48.84,-39.37,-30.36,-38.92,-36.80,-2.74,51.61,47.99,58.89,21.34,0.41,9.71
PELDR_sy,,,,,,,,-13.81,,,,19.99,,83.11,,25.67,-7.34,-38.22,,25.24,16.33,0.20,13.21,-29.04,-23.35,-17.12,13.33,34.58,4.92,-1.38,-31.28,-35.86,17.17,18.58,14.72,20.45,25.58,10.55,17.46,-18.30,3.13
PELDR_qq,,,,,5.92,,,,,,,,42.94,-33.31,,,-6.77,-15.06,-1.31,-67.68,-21.75,-3.83,-0.04,14.02,-1.16,2.19,-29.85,-29.58,15.55,-10.37,-16.86,-19.12,1.34,-7.26,27.95,26.08,-1.08,-0.43,-2.29,4.33,8.08
PELDR_sq,,,,,-6.82,,,,,,,,-7.26,69.26,,,-31.62,12.86,-3.52,68.21,-36.49,-2.78,9.01,5.43,-31.40,5.13,49.05,25.20,-46.52,-1.19,3.86,16.86,-2.30,,0.48,22.70,1.86,-11.97,6.77,-14.66,28.58
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,,,,,,22.43,,,,-7.47,,10.39,,11.74,2.76,3.09,,-9.70,-17.95,-17.69,-19.87,1.66,-3.13,3.05,5.66,-20.03,8.58,-4.89,-9.77,13.91,-2.77,-3.95,4.59,-1.50,4.17,20.18,5.61,4.37,-6.33
TSF_sy,,,,,,,,5.88,,,,8.39,,5.89,,-6.83,0.86,-9.37,,-3.38,1.34,2.00,-5.43,13.95,-1.24,-0.06,7.62,-1.90,7.60,7.64,-3.27,-3.28,-0.69,-4.21,4.43,1.63,-4.20,-0.17,-3.67,-3.37,-5.10
TSF_qq,,,,,-0.34,,,,,,,,6.80,0.49,,,-1.79,0.82,0.61,-9.36,-10.77,1.14,-2.05,14.99,-14.96,7.59,0.42,-12.96,15.46,-5.76,-4.72,9.88,-1.45,-6.90,3.75,3.48,4.23,7.40,-8.83,2.26,-6.46
TSF_sq,,,,,0.97,,,,,,,,-4.74,6.63,,,3.12,-4.18,5.68,-7.48,8.16,-3.55,-2.01,11.47,-6.25,-2.40,5.51,1.62,2.83,-2.36,-5.18,1.60,5.59,-5.83,3.37,-1.13,-0.47,-1.86,-0.25,-0.81,-2.26
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,37.40,-30.37,26.35,,,,,6.24,,,,-34.94,,-11.58,,61.33,6.14,15.70,,103.93,87.15,81.71,83.34,-4.03,4.46,-2.63,0.92,5.08,-0.74,3.49,7.75,6.97,2.89,2.36,1.10,3.34,7.44,5.53,4.48,1.67,4.98
ZKO_sy,-7.54,-12.36,21.03,,,,,-12.52,,,,-8.05,,-17.75,,5.07,-3.22,8.27,,15.57,-0.01,0.15,-5.60,-2.33,15.22,9.84,11.57,4.37,-9.41,-9.09,-4.95,13.14,10.90,1.74,7.47,-3.14,4.92,14.40,5.18,6.84,-1.47
ZKO_qq,,,,,-2.92,,,,,,,,59.21,-3.75,,,4.75,4.92,-2.17,89.68,-3.87,1.87,-1.30,-0.71,4.63,-5.04,2.29,3.38,-1.16,-0.99,6.50,2.64,-4.93,-1.50,5.19,4.91,-1.15,-3.25,4.14,2.08,2.07
ZKO_sq,,,,,-24.56,,,,,,,,22.90,-4.49,,,13.20,6.85,-1.30,-3.20,-2.06,7.03,-6.97,0.16,15.54,2.03,-5.51,-6.31,0.28,2.40,-1.21,11.53,-1.71,-6.05,4.35,0.52,6.47,2.44,-4.06,2.11,-1.81
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,-56.99,19.41,-52.14,,,,,25.93,,,,-70.06,,-60.16,,138.79,29.21,70.19,,-70.19,-71.78,-69.01,-67.31,-10.99,6.48,11.83,-20.56,-33.88,-39.52,-41.27,-29.64,-31.75,-29.58,-26.83,-10.06,24.45,18.66,15.66,9.14,-1.95,6.36
OSF_sy,30.58,22.71,-3.35,,,,,-14.86,,,,-17.56,,-4.33,,23.95,16.28,1.02,,30.60,11.57,15.16,0.67,-14.16,-8.81,-7.70,12.06,20.97,19.10,55.25,4.25,-21.61,-14.05,-33.21,3.31,22.16,31.56,22.54,10.02,24.93,14.04
OSF_qq,,,,,4.46,,,,,,,,79.48,-34.55,,,-2.88,-13.79,-2.81,-63.37,-8.06,-5.32,2.52,-0.27,9.99,-0.55,-27.18,-16.99,0.61,-3.43,-12.75,-19.49,3.81,0.35,7.23,11.41,-1.02,-2.19,1.19,0.10,7.36
OSF_sq,,,,,-21.18,,,,,,,,3.67,12.97,,,-2.75,-1.86,7.27,27.57,-16.92,1.30,-6.23,8.77,-11.74,2.53,13.85,17.41,-13.10,33.65,-23.55,-11.72,-4.72,3.85,18.26,4.38,2.62,-3.27,6.18,18.54,-6.33
NetDebt,-7167000000,-4758000000,-7115000000,37738000000,39585000000,,,46483000000,,50113000000,,53370000000,4961000000,18866000000,,256925000000,266527000000,249284000000,236861000000,245373000000,238320000000,275520000000,283921000000,270746000000,278159000000,271657000000,296470000000,306400000000,298544000000,310566000000,327485000000,324658000000,327406000000,295614000000,377704000000,395053000000,414051000000,431006000000,468207000000,488162000000,532362000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,3.12,38.46,-13.46,,,,,-27.00,,,,-15.28,,-78.90,,128.98,2260.18,553.49,,-37.80,-31.08,-24.58,-20.53,-10.05,2.46,-1.05,0.95,0.20,-11.65,4.72,16.67,-0.42,10.47,8.31,38.11,206.26,184.32,81.15,24.59,-22.50,-29.21
NetDebtEBITDA_sy,-87.21,173.27,236.92,,,,,-15.93,,,,359.58,,-59.55,,185.59,188.69,160.68,,-21.70,-33.55,-43.63,-62.14,-15.83,-16.01,2.59,171.85,-1.83,3.55,-41.72,-56.59,-18.86,-18.74,154.79,99.56,-34.53,24.09,-74.64,-50.01,8.31,-3.43
NetDebtEBITDA_qq,,,,,-11.65,,,,,,,,-91.87,224.92,,,-16.19,-10.04,-6.49,-11.78,-7.13,-1.56,-1.47,-0.15,5.79,-4.93,0.53,-0.89,-6.73,12.69,12.00,-15.41,3.48,10.48,42.82,87.57,-3.93,-29.61,-1.78,16.67,-12.24
NetDebtEBITDA_sq,,,,,-41.53,,,,,,,,-17.33,3.49,,,-16.43,-6.55,-27.25,37.81,-29.07,-20.73,-51.13,206.38,-29.23,-3.18,29.49,10.64,-25.35,-45.51,-3.56,106.83,-25.24,70.86,-24.46,-32.14,41.68,-65.08,48.89,47.01,26.33
DebtFin,-19000000,-223000000,-724000000,28749000000,27614000000,,,38406000000,,45963000000,,-1423000000,17938000000,21768000000,,-393000000,1878000000,-4474000000,-5217000000,235347000000,238538000000,272573000000,269902000000,265953000000,255602000000,265356000000,289996000000,286988000000,292675000000,304122000000,280740000000,283086000000,293663000000,266495000000,345606000000,376771000000,393413000000,408693000000,445890000000,466487000000,506075000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,59.29,-991.23,-146.30,,,,,-20.83,,,,-102.73,,-73.46,,86.84,-95.40,-110.17,,39024.19,9686.40,4256.53,3531.05,-7.88,-5.94,-2.30,3.88,-4.46,-5.75,4.98,2.25,-7.30,1.08,-0.29,47.41,234.97,201.20,90.54,29.67,-22.35,-29.18
DebtFinEBITDA_sy,-2390.18,76.73,141.14,,,,,23715.00,,,,-107.88,,13644.26,,2760.75,248.41,12.54,,66.11,-24.99,-49.57,1013.97,-33.95,145.63,457.86,-43.99,69.71,-87.71,-77.04,-51.67,-24.56,178.72,30.13,-3.93,-89.37,220.85,-79.37,271.50,0.41,-66.87
DebtFinEBITDA_qq,,,,,-19.10,,,,,,,,1202.87,3.68,,,485.48,-329.08,-14.70,3942.83,-3.08,-2.70,-5.32,3.18,-1.04,1.06,0.67,-5.10,-2.38,12.56,-1.95,-13.96,6.44,11.04,44.96,95.50,-4.29,-29.75,-1.35,17.07,-12.70
DebtFinEBITDA_sq,,,,,-2175.00,,,,,,,,1001.88,149.90,,,18.09,-19.28,-82.25,881.61,-46.67,-45.73,292.16,-41.79,98.30,23.25,-60.63,76.36,-85.64,130.35,-17.13,175.29,-46.96,7.55,-38.82,-69.54,1501.01,-93.09,1001.89,-91.77,428.23
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,-68.75,71.50,-62.06,,,,,18.55,,,,-53.98,,-54.95,,48.03,21.73,47.13,,-85.38,-84.92,-82.94,-82.17,-7.26,1.94,14.84,-21.27,-37.08,-39.06,-43.25,-34.70,-36.20,-31.56,-28.51,-11.05,20.43,10.44,9.60,4.48,-3.54,1.31
SP1_sy,-11.85,87.64,-28.39,,,,,-26.67,,,,33.22,,16.57,,10.56,-23.21,-5.59,,28.26,49.38,-4.96,-22.48,-21.31,-24.62,-11.07,6.17,-6.66,8.16,-6.09,-15.37,-18.28,-8.04,0.47,9.15,29.87,22.69,25.70,6.79,-23.36,-10.11
SP1_qq,,,,,7.61,,,,,,,,12.76,-32.02,,,-7.27,-17.83,-0.66,-80.69,-4.37,-7.05,3.86,0.45,5.12,4.72,-28.80,-19.72,1.81,-2.48,-18.07,-21.56,9.20,1.87,1.94,6.20,0.14,1.10,-2.83,-1.95,5.18
SP1_sq,,,,,-11.59,,,,,,,,-3.97,16.19,,,-33.30,42.85,11.56,20.66,-22.32,-9.12,-9.00,22.48,-25.58,7.23,8.64,7.67,-13.77,-6.90,-2.10,3.97,-2.96,1.72,6.36,23.71,-8.33,4.22,-9.65,-11.22,7.53
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,-68.75,71.50,-62.06,,,,,49.38,,,,-63.66,,-53.75,,98.03,29.24,64.57,,-74.75,-78.81,-76.00,-75.73,-14.19,8.41,15.11,-19.05,-50.13,-41.74,-48.97,-39.54,-30.36,-38.94,-36.79,-2.51,51.57,48.15,59.21,21.33,0.41,9.70
SP2_sy,-2.85,54.63,-36.89,,,,,-27.85,,,,35.52,,83.28,,25.50,-2.88,-36.46,,33.73,24.32,-1.73,1.80,-29.01,-28.14,-20.91,8.17,34.58,2.86,-2.99,-32.69,-36.09,20.18,25.30,22.70,43.16,25.77,10.54,17.46,-31.01,3.13
SP2_qq,,,,,5.93,,,,,,,,42.86,-33.30,,,-6.76,-15.06,-1.32,-67.69,-21.76,-3.77,-0.24,14.25,-1.16,2.18,-29.85,-29.61,15.47,-10.51,-16.88,-18.93,1.25,-7.36,28.21,26.05,-1.04,-0.45,-2.30,4.32,8.11
SP2_sq,,,,,-14.10,,,,,,,,-6.46,78.97,,,-27.61,17.08,4.37,51.19,-32.71,-7.45,8.11,5.43,-31.88,1.86,47.86,31.18,-47.93,-3.94,2.60,24.54,-2.09,0.15,0.48,45.31,-13.99,-11.97,6.77,-14.66,28.58
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,-70.70,2323.91,74.55,,,,,141.92,,,,4.59,,3385.89,,2095.41,-79.04,-70.20,,-36.65,-49.05,-78.79,-87.01,-19.23,98.59,208.90,202.94,-45.36,-14.46,-39.74,36.10,70.28,-48.10,-33.45,-22.28,90.49,183.73,113.15,19.53,-50.72,-41.20
CAR_sy,37.04,-14.43,-29.06,,,,,-19.55,,,,69.46,,65.49,,27.89,35.85,-13.68,,-57.71,-54.43,11.57,-23.35,99.00,11.91,0.54,54.55,-7.52,-2.93,-54.33,-50.14,12.93,-67.81,38.62,66.13,-18.37,37.69,-19.55,-61.54,-26.10,-14.48
CAR_qq,,,,,-97.98,,,,,,,,6009.58,-4.79,,,-41.67,35.35,14.42,-29.87,-53.09,-43.65,-29.91,335.94,15.35,-12.35,-31.27,-21.38,80.59,-38.25,55.23,-1.63,-44.96,-20.82,81.29,141.09,-18.02,-40.52,1.67,-0.61,-2.18
CAR_sq,,,,,-62.56,,,,,,,,74.88,-11.51,,,85.77,-43.78,-2.02,-58.67,100.17,37.65,-32.69,7.30,12.57,23.66,3.46,-35.79,18.15,-41.82,12.97,45.44,-66.32,150.50,35.39,-28.54,-43.19,46.38,-35.28,37.31,-34.26
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,-29.09,42.08,-20.21,,,,,228.10,,,,-48.86,,105.04,,238.04,41.66,54.79,,-69.88,-75.19,-77.52,-81.38,10.75,-8.61,13.44,19.68,-61.54,25.13,-22.66,-33.28,36.23,-17.77,-17.99,22.42,8.28,32.44,155.96,19.43,14.52,-23.41
QR_sy,60.30,2.88,-34.93,,,,,-17.22,,,,43.58,,34.11,,6.87,14.41,-38.09,,9.74,23.81,59.24,15.37,-7.26,-35.94,-32.99,-27.17,0.24,60.25,9.78,24.50,-13.14,-51.75,-1.24,-2.03,27.61,26.07,-8.90,-11.45,-43.87,-19.37
QR_qq,,,,,-0.97,,,,,,,,70.08,4.59,,,-28.73,14.28,12.45,-67.12,-41.29,3.55,-6.85,95.56,-51.55,28.53,-1.73,-37.15,57.63,-20.56,-15.23,28.32,-4.85,-20.77,26.54,13.51,16.38,53.11,-40.96,8.84,-22.16
QR_sq,,,,,-7.66,,,,,,,,5.19,28.17,,,12.60,-30.64,22.47,14.74,27.04,-10.80,-11.27,-7.76,-12.24,-6.71,-3.56,26.95,40.30,-36.09,9.37,-11.43,-22.06,30.82,8.50,15.36,-23.00,-5.47,5.46,-26.88,10.60
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,-27.35,43.63,-20.74,,,,,227.97,,,,-48.86,,104.80,,238.10,41.59,54.75,,-69.88,-75.18,-77.52,-81.35,10.71,-8.66,13.46,19.48,-61.53,25.27,-22.48,-33.12,36.25,-17.75,-18.00,22.17,8.30,32.30,155.50,19.44,14.52,-23.40
CR_sy,36.06,5.28,-20.85,,,,,-9.30,,,,45.68,,29.09,,1.38,10.33,-16.31,,4.02,16.96,16.54,2.09,-0.05,-35.16,-33.00,-24.60,-1.73,64.87,38.33,43.59,28.36,-45.49,-17.36,0.33,-4.12,15.44,-3.95,-11.79,-35.92,-15.82
