,2007/Q4,2008/Q4,2009/Q4,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
WKCurrent_qq,,,,,-100.00,,-18.94,-9.40,-100.00,,3.12,96.39,5.17,5.01,3.20,7.43,4.93,7.17,27.25,3.80,4.63,6.53,-1.56,-0.69,-1.09,1.39,0.01,-0.55,-1.41,-2.47,-4.38,,-0.95,-2.61,-11.89
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-19.64,71.93,,,22.13,,-15.71,,3.06,-19.01,-62.63,,-55.29,-55.33,-18.34,-18.16,-19.81,-34.93,-32.66,-32.48,-32.05,-12.21,-8.23,-2.90,1.95,0.40,0.24,0.55,4.62,9.39,8.79,8.27,8.37,17.69
CWKCurrent_sy,,-62.10,-25.07,,,26.03,,7.45,,-17.70,-20.72,-13.11,,6.08,-0.11,-7.20,-9.11,-27.77,-26.57,-21.13,-20.68,-10.54,-9.33,-15.08,-11.73,-11.51,-5.89,-2.92,-3.33,3.48,-1.37,-0.72,-1.36,-6.50,-7.53
CWKCurrent_qq,,,,,,,23.37,10.36,,,-3.05,-49.07,-4.93,-4.76,-3.14,-6.89,-4.71,-6.69,-21.40,-3.65,-4.44,-6.10,1.54,0.72,1.11,-1.41,,0.56,1.43,2.58,4.57,,0.95,2.67,13.55
CWKCurrent_sq,,,,,,,3.92,-7.78,,,0.11,1.07,-4.07,9.29,-5.73,-6.10,-6.05,-13.14,-4.17,0.85,-5.50,-2.05,-2.87,-5.55,-1.77,-1.80,,-2.57,-2.19,5.11,-1.53,,-2.82,-0.37,-2.61
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,33.16,-315.27,,,37.83,,27.60,,-4.02,1.23,45.63,,42.59,44.56,-15.86,-42.85,-123.00,-147.71,-114.36,-62.19,-13.66,-3.89,-2.90,-6.51,1.20,2.08,5.71,9.22,3.56,4.31,2.53,4.17,5.31,-10.36
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,100.00,,-7.52,-3.40,100.00,,-2.09,43.08,-5.94,6.74,1.41,-18.95,-30.61,-45.59,-9.52,-2.93,1.18,-2.03,-0.10,-1.96,-2.29,5.35,0.79,1.83,1.52,-0.55,1.57,,3.17,0.65,-14.72
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,11.97,20.38,,,15.73,,8.12,13.27,13.86,18.51,-8.67,-16.68,-17.92,-20.89,-1.64,1.54,-1.87,-2.91,-5.00,-6.17,-2.45,-5.04,-4.10,-6.01,-10.87,-4.22,0.47,2.24,1.80,4.28,-4.00,6.07,20.03,11.43
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,1.62,2.72,-0.34,3.94,6.46,3.25,3.73,-19.90,-2.88,1.71,-0.03,-0.40,0.26,-1.71,-1.09,-2.55,-0.97,2.19,-3.71,-1.58,-2.95,-3.09,3.48,3.24,-1.24,-3.51,6.00,-4.97,9.13,9.18,-1.59
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-10.67,-16.92,,,-13.57,,-7.52,-11.69,-12.24,-15.63,9.57,19.85,21.84,26.43,1.53,-1.49,1.94,2.80,5.38,6.68,2.54,5.45,4.29,6.26,12.19,4.37,-0.59,-2.09,-1.66,-4.19,4.33,-5.83,-16.67,-10.14
CPCurrent_sy,,-43.63,12.69,,,20.63,,41.96,-21.30,-27.68,-37.74,-32.55,-4.62,32.78,38.01,14.93,-21.96,-39.63,-40.54,-29.21,-6.92,13.09,18.46,11.65,5.02,-1.14,-0.86,6.78,5.90,3.89,3.13,3.31,0.34,-11.04,-14.93
CPCurrent_qq,,,,,-1.55,-2.70,0.46,-3.91,-5.98,-3.31,-3.42,24.80,2.84,-1.70,0.22,0.22,-0.22,1.72,1.06,2.73,1.02,-2.22,3.93,1.59,2.94,3.23,-3.31,-3.24,1.38,3.69,-5.81,5.37,-8.49,-8.25,1.57
CPCurrent_sq,,,,,51.99,-8.18,6.71,-4.66,-15.75,-15.62,-8.14,3.28,19.15,17.46,-4.52,-14.00,-19.10,-9.13,-5.97,2.39,6.38,10.40,-1.50,-3.49,0.06,3.93,-1.22,3.95,-0.76,1.96,-1.95,4.13,-3.61,-9.60,-6.24
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-33.93,64.57,,,-26.27,,-102.93,-102.55,-99.58,-34.86,1327.43,1983.56,11690.91,87.56,11.75,12.15,25.67,163.63,143.94,162.39,182.27,-53.73,-66.33,-84.18,-104.80,-100.16,-94.74,-128.59,-257.47,-13966.67,-2019.40,-521.86,-32.91,-437.68
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-25.77,-8.15,-53.48,-109.25,35.40,115.07,7136.36,74.25,-0.87,-5.67,15.11,3.82,-0.52,5.71,141.47,-3.94,7.01,13.72,-60.42,-30.09,-49.73,-134.53,98.64,2333.33,-373.13,-331.69,46.58,-204.74,11.51,7.73,-116.10
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,51.40,-39.25,,,35.65,,,,23073.83,53.51,,,-99.13,-46.71,-10.52,-10.86,-20.45,-62.06,-59.02,-61.89,-64.57,116.16,196.98,531.97,,,1787.88,,,,,,,
CZCurrent_sy,,-79.29,-94.77,,,2348.36,,,,112.62,-43.19,,,-55.97,-23.54,-43.43,29.34,-51.97,-47.01,-27.43,-83.79,-63.95,-49.53,-50.65,109.18,,,636.16,,,,,,,
CZCurrent_qq,,,,,34.67,8.90,115.02,,,,-98.58,-42.61,0.86,6.03,-13.17,-3.64,0.47,-5.38,-58.59,4.10,-6.56,-12.04,152.67,43.02,98.84,,,,,,,,,,
CZCurrent_sq,,,,,3112.36,-24.31,60.24,,,,-57.18,-3.94,-39.12,75.85,-25.64,-28.93,39.18,-34.70,-17.96,-2.67,-68.91,45.21,14.85,-4.82,31.78,,,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-12.57,36.72,,,-19.29,,-77.24,-63.69,-57.48,-4.90,146.42,66.46,43.98,5.45,-11.49,0.87,4.22,-10.73,-18.26,-16.05,-14.82,-22.99,-25.02,-54.37,-66.30,-56.09,-45.01,-45.90,-124.44,-125.38,-235.61,-276.90,-395.19,-567.44
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-17.87,-4.74,-33.01,-56.58,31.03,11.56,49.83,12.51,-11.49,-3.51,9.74,-5.56,0.87,-0.30,-6.00,-13.53,3.60,1.16,-15.02,-15.81,-36.95,-25.29,10.72,5.43,-37.96,-133.75,-14.97,-463.26,19.08,5.51,-54.97
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,14.36,-26.85,,,23.90,,339.45,175.44,135.14,5.15,-59.41,-39.93,-30.53,-5.17,12.98,-0.87,-4.06,12.02,22.32,19.15,17.42,29.84,33.37,119.06,196.62,127.86,81.96,84.90,,,,,,
CZOCurrent_sy,,-49.95,-93.82,,,1976.37,,1790.73,-42.90,-4.89,-46.33,-12.92,-27.99,-11.62,-19.23,-45.98,6.84,-57.10,-56.70,-29.46,-41.67,-38.13,-12.52,-7.15,16.60,132.23,110.03,196.34,149.82,,,,,,
CZOCurrent_qq,,,,,21.77,4.98,49.26,130.32,-23.68,-10.38,-33.25,-11.10,12.96,3.63,-8.87,5.91,-0.89,0.30,6.40,15.65,-3.45,-1.16,17.65,18.79,58.57,33.84,-9.62,-5.14,61.14,,,,,,
CZOCurrent_sq,,,,,2235.44,-11.09,59.84,-43.03,-29.47,48.09,-9.80,-7.57,-41.67,81.76,-17.57,-38.18,15.36,-27.02,-16.79,0.70,-4.61,-22.60,17.66,6.89,19.79,54.15,6.41,50.81,0.99,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,1.17,127.20,,,-23.08,,-17.38,,-9.59,-15.57,-49.08,531.65,-48.34,-45.01,15.30,21.71,73.83,79.92,30.47,20.31,10.29,5.37,14.62,18.81,-12.55,-3.33,-7.84,-15.59,-3.88,-19.64,-12.48,-4.93,-11.14,-6.93
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-93.17,1062.29,7.77,-3.45,-91.73,950.82,0.64,-41.77,2.57,-14.06,7.13,22.10,8.27,22.74,10.88,-11.46,-0.17,12.52,5.93,-3.68,3.48,-17.18,17.10,-8.17,-5.22,-5.70,-2.09,,2.96,-11.85,2.54
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-9.64,88.76,,,-33.54,,-23.58,-11.69,-20.58,-28.75,-44.24,657.51,-37.08,-30.51,17.20,19.85,77.18,85.34,37.35,28.22,13.06,10.97,19.52,26.43,-1.89,0.92,-8.26,-17.44,-5.58,-22.94,-8.84,-10.39,-25.97,-16.49
EVPCurrent_sy,,-51.76,82.17,,,-18.06,,3.08,-20.64,-39.44,-43.30,-26.56,-7.69,85.42,76.61,34.09,14.52,-17.20,-24.16,-8.99,-2.15,28.53,16.31,8.32,10.91,4.75,4.71,17.10,10.34,-4.36,11.03,7.42,2.35,-17.47,-16.96
EVPCurrent_qq,,,,,-93.27,1031.01,8.15,-7.11,-92.23,917.05,-2.98,-27.31,5.60,-15.52,7.16,22.60,7.99,24.89,12.10,-9.15,0.82,10.12,10.02,-2.15,6.64,-14.54,13.17,-11.05,-4.04,-2.26,-7.63,5.22,-5.67,-19.26,4.20
EVPCurrent_sq,,,,,17.73,-11.71,11.37,-10.96,-9.35,-32.62,4.26,15.33,13.94,35.34,-0.70,-12.43,-2.69,-2.15,-9.05,5.09,4.62,28.53,-17.69,-2.12,7.11,21.40,-17.73,9.47,0.92,5.22,-4.49,5.91,-3.84,-15.16,-3.89
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,15.69,66.19,,,-4.70,,263.08,175.44,112.58,-11.23,-79.33,279.46,-64.12,-47.85,30.27,20.63,66.79,101.54,59.58,43.36,29.49,36.82,52.87,160.25,159.38,120.26,67.70,56.08,-493.15,-417.03,-164.52,-153.75,82.04,86.08
EVEBITCurrent_sy,,310.79,-73.00,,,438.13,,532.22,-41.40,18.36,-41.16,-19.22,2.72,-3.80,-6.85,-28.25,19.39,-33.59,-24.35,7.30,-22.83,-41.94,-32.78,-25.63,14.12,192.44,153.58,200.00,163.63,18.39,-251.40,-101.90,-105.76,-97.35,103.02
EVEBITCurrent_qq,,,,,-91.68,1120.14,60.86,122.38,-93.69,841.69,-32.83,-48.23,15.87,-10.95,-2.38,29.32,7.30,23.12,17.96,2.40,-3.60,11.21,24.64,14.41,64.10,10.84,5.84,-12.89,52.73,-379.18,14.65,82.27,-27.23,6.70,33.88
EVEBITCurrent_sq,,,,,549.63,-12.90,65.93,-32.66,-39.79,75.92,-17.50,-7.57,-23.43,64.75,-20.12,-28.80,27.41,-8.35,-9.02,1.00,-8.37,-31.04,5.32,11.75,40.60,76.73,-8.67,32.20,23.55,-20.64,-216.80,98.34,-274.24,136.54,33.18
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,7.28,74.75,,,-10.13,,119.49,93.08,57.56,-15.29,-69.83,377.81,-57.13,-44.83,23.80,18.90,65.08,88.70,41.13,26.02,14.37,15.59,27.56,70.50,38.96,27.06,6.42,-13.75,25.53,21.18,220.55,160.57,76.74,518.13
EVEBITDACurrent_sy,,165.73,128.79,,,-33.58,,307.68,-51.11,-35.13,-40.53,-38.02,8.92,70.61,49.61,17.36,33.95,-29.48,-22.47,1.51,-13.15,-7.47,-1.09,1.85,18.41,51.94,27.14,35.60,34.44,7.39,28.34,71.28,35.82,-27.39,-32.80
EVEBITDACurrent_qq,,,,,-92.01,1097.49,44.23,58.96,-92.97,877.14,-22.45,-43.39,11.39,-12.32,-0.21,27.03,6.97,21.74,14.07,-4.99,-4.49,10.49,15.29,4.85,27.66,-9.95,5.41,-12.18,3.47,31.06,1.75,132.30,-15.89,-11.10,255.88
EVEBITDACurrent_sq,,,,,349.56,-9.19,8.06,-7.58,-46.08,20.48,-0.95,-3.67,-5.25,88.71,-13.14,-24.43,8.15,-0.65,-4.51,-1.06,-7.48,5.85,2.08,1.88,7.56,35.84,-14.58,8.65,6.64,8.50,2.09,45.00,-15.43,-42.00,-5.52
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-46.91,182.93,,,-9.95,,-102.48,,-99.55,-47.24,557.53,,4970.59,-16.17,-8.74,-8.18,0.81,71.47,64.32,77.14,91.83,-59.38,-69.08,-84.63,-104.89,-100.15,-94.70,-128.75,-274.85,-16950.00,-2180.00,-573.19,-44.03,-532.84
ROE_sy,,-25.30,6.78,,,-64.85,,-79.48,,-56.08,125.31,357.30,,109.57,-31.94,9.30,-16.29,73.86,112.46,41.24,52.24,1.87,-44.50,-55.43,-63.60,-87.00,-73.60,-85.90,-95.21,-26.13,-112.31,-226.67,-245.90,-149.19,-277.46
ROE_qq,,,,,,,-42.63,-110.23,,,6650.00,-11.29,-5.70,-10.21,11.60,-3.43,-5.11,-1.42,89.82,-7.46,2.29,6.76,-59.81,-29.55,-49.15,-133.96,98.77,2600.00,-376.00,-342.75,44.19,-204.99,10.67,5.27,-145.23
ROE_sq,,,,,,,-23.04,-55.25,,,294.78,-9.18,10.91,-47.30,28.22,45.85,-15.05,9.45,56.68,-3.05,-8.43,-26.77,-14.64,-22.14,-25.21,-73.84,73.27,-58.41,-74.58,303.28,-128.86,-328.17,70.72,-35.96,-121.49
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-33.93,1.20,,,-8.87,,-103.31,,-99.57,-32.18,1450.00,,11325.00,101.46,1.56,-2.22,3.72,74.46,80.61,110.10,139.03,-52.23,-66.10,-84.20,-104.94,-100.22,-94.36,-130.43,-282.14,-10800.00,-1938.89,-489.80,-25.70,-443.12
ROA_sy,,88.78,-10.64,,,5.01,,-72.58,,-76.08,-27.52,84.16,,124.18,79.96,21.58,-17.68,9.77,53.34,49.19,109.76,94.29,-41.97,-54.43,-67.50,-81.41,-50.59,-75.43,-90.53,-56.25,-93.33,-166.67,86.05,-15.13,-768.00
ROA_qq,,,,,,,-56.32,-109.41,,,6750.00,87.23,-3.31,-7.86,20.79,-5.62,-6.91,-2.27,103.16,-2.28,8.29,11.19,-59.40,-30.65,-49.53,-134.78,98.21,1900.00,-372.22,-336.73,49.07,-203.67,12.69,6.92,-120.07
ROA_sq,,,,,,,-48.87,-41.13,,,54.90,49.58,14.10,-15.20,24.34,1.06,-22.74,13.06,73.71,-1.68,8.63,4.72,-48.12,-22.79,-22.53,-40.09,37.87,-61.60,-70.14,176.74,-78.99,-484.00,183.33,26.25,-265.35
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-21.92,13.63,,,-30.28,,-78.94,-67.92,-62.69,-19.72,169.57,99.73,75.57,33.28,-10.05,-0.68,6.17,-7.97,-13.93,-10.55,-12.70,-18.89,-21.79,-51.45,-62.23,-54.29,-45.29,-47.00,-124.18,-124.52,-241.20,-266.67,-310.17,-495.31
OPM_sy,,139.39,-10.40,,,-5.70,,-15.49,6.64,-32.96,10.08,-0.86,36.59,71.65,91.36,49.62,-27.17,3.91,-12.52,-9.21,21.73,-6.62,-18.46,-25.23,-35.20,-27.00,-11.66,-7.98,16.34,0.69,-45.34,-51.53,-35.62,-34.00,11.43
OPM_qq,,,,,-19.23,-7.24,-32.80,-58.18,23.08,7.88,44.58,40.42,-8.81,-5.17,9.76,-5.23,0.69,1.37,-4.86,-11.36,4.65,-1.07,-11.61,-14.54,-35.04,-23.03,6.97,2.30,-37.08,-135.12,-8.47,-489.06,25.73,13.57,-57.44
OPM_sq,,,,,-9.24,6.59,-34.50,33.38,14.52,-32.99,7.54,20.13,57.78,-15.79,19.89,-6.07,-23.19,20.13,0.94,-2.52,2.98,-7.84,-11.87,-10.61,-10.75,3.82,6.66,-6.89,12.84,-10.15,-42.10,-17.44,49.88,-7.88,-2.25
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-41.01,36.72,,,-36.29,,-102.73,-102.27,-99.55,-44.87,1432.14,2341.18,11666.67,136.63,13.67,10.50,28.33,171.50,157.08,179.57,189.18,-51.31,-64.86,-83.18,-105.42,-100.19,-94.78,-127.78,-249.30,-12400.00,-2105.00,-490.91,-10.89,-382.40
ROS_sy,,151.96,-2.64,,,-1.60,,-57.27,-47.36,-40.86,33.56,50.81,178.80,53.86,100.10,59.50,-37.47,15.41,7.86,19.49,90.24,41.72,-30.95,-44.43,-57.70,-57.44,-33.72,-46.28,-74.55,-63.14,-69.80,-58.58,162.89,79.36,53.77
ROS_qq,,,,,-26.95,-10.56,-53.36,-108.97,39.29,117.65,5633.33,116.86,2.14,-7.35,15.30,4.18,-0.71,7.60,143.93,-1.36,7.98,11.30,-58.93,-28.81,-48.30,-135.86,98.59,2100.00,-375.00,-350.91,49.60,-220.80,18.95,15.38,-119.27
ROS_sq,,,,,-21.36,17.33,-54.13,0.95,-3.11,31.80,3.60,13.99,79.12,-27.26,34.73,-9.14,-29.78,34.24,25.92,0.66,11.80,,-38.65,-18.99,-14.89,0.60,-4.45,-34.33,-59.69,45.70,-21.72,-9.93,155.89,-0.59,-32.88
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,-10.71,-1.95,,,-42.18,,-87.57,-76.71,-52.52,18.40,379.62,191.49,76.42,27.46,-11.29,-2.34,-5.58,-17.21,-15.27,-7.47,14.00,8.67,9.36,-30.37,-66.58,-76.05,-67.53,-64.04,-134.29,-83.65,-239.80,-335.48,-260.71,-1830.77
RS_sy,,798.29,-31.34,,,-0.33,,-44.37,-56.03,-32.26,46.52,114.88,183.67,73.27,69.17,38.95,-23.74,11.11,-7.18,-12.04,29.35,-3.80,-19.17,-22.98,-41.90,-30.95,-34.48,-15.48,11.72,4.76,3.89,-12.67,-47.88,-57.34,-42.78
RS_qq,,,,,-20.11,-19.43,-39.85,-67.89,49.68,64.26,50.00,30.05,-9.03,-0.58,8.37,-9.49,0.15,-3.89,-4.98,-7.36,9.36,18.42,-9.41,-6.78,-30.37,-43.16,-35.10,26.42,-22.89,-154.19,130.95,-1180.77,-29.89,16.99,-48.51
RS_sq,,,,,32.85,-10.52,-42.40,-18.76,5.00,37.87,24.59,19.14,38.61,-15.79,21.64,-2.15,-23.92,22.69,1.62,-7.27,11.88,-8.75,-14.61,-11.65,-15.60,8.44,-18.97,13.97,11.56,1.69,-19.64,-4.20,-33.41,-16.77,7.77
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,-32.50,23.02,,,-45.21,,-112.84,-111.59,-109.02,-47.92,331.93,465.38,671.21,204.67,20.00,22.63,37.67,8.97,0.43,10.30,-5.78,-17.27,-39.22,-79.96,-97.14,-93.45,-90.07,-148.54,-2278.57,-811.11,-1782.14,-718.00,0.33,-222.92
GPM_sy,,146.26,-1.96,,,-5.80,,-58.57,-52.98,-37.33,28.88,48.32,194.29,51.61,110.45,67.65,-33.14,14.92,-16.63,-19.34,31.19,-9.58,-18.78,-25.71,-44.56,-24.37,-20.36,-6.70,-21.44,-27.74,-74.43,-72.10,-9.72,-16.44,98.77
GPM_qq,,,,,-30.63,-18.39,-60.66,-157.64,37.35,36.54,327.27,156.67,-1.30,-0.79,21.22,1.09,0.87,11.37,-4.05,-6.83,10.78,-4.86,-15.75,-31.55,-63.48,-86.41,92.86,3.70,-278.57,-510.00,37.05,-145.31,13.16,25.67,-103.95
GPM_sq,,,,,-20.48,9.99,-53.85,2.65,-9.75,46.58,-5.08,18.12,79.06,-24.48,31.75,-5.90,-28.58,29.80,-4.43,-8.96,16.15,-10.54,-14.15,-16.73,-13.32,22.05,-9.60,-2.44,-27.02,12.27,-68.01,6.46,136.13,3.92,-23.91
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,-19.33,-1.91,,,-3.66,,-29.95,-27.66,-28.65,-10.14,14.25,21.87,26.70,16.35,11.14,10.39,4.71,3.40,1.52,0.10,0.29,0.64,-1.40,-1.06,-7.35,-12.14,-14.57,-16.87,-10.81,-12.85,-12.07,-20.17,-28.52,-23.73
RBS_sy,,-19.33,-12.55,,,8.06,,-31.71,-35.62,-4.33,-6.10,56.06,39.48,9.52,22.89,14.11,37.52,22.95,13.75,22.23,-8.64,-5.29,-13.33,-16.53,-6.89,-14.15,-12.84,-28.65,-18.13,-4.61,-14.23,-7.48,-20.12,-44.36,-38.95
RBS_qq,,,,,-7.97,3.53,-12.47,-16.01,-4.97,2.12,10.24,6.79,1.37,6.17,1.24,2.01,0.68,0.71,-0.03,0.16,-0.73,0.90,0.32,-1.87,-0.39,-5.51,-4.87,-4.58,-3.06,1.37,-7.04,-3.73,-12.00,-9.24,-0.81
RBS_sq,,,,,0.81,-7.86,2.42,-28.21,-4.97,36.93,0.52,19.31,-15.07,7.51,12.80,10.78,2.36,-3.88,4.35,19.05,-23.49,-0.35,-4.52,14.66,-14.66,-8.12,-3.06,-6.14,-2.08,7.05,-12.83,1.25,-15.46,-25.44,-4.35
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-12.57,-15.92,,,-0.14,,-74.65,,-58.63,-0.86,174.94,,47.95,13.09,-19.58,-11.92,-13.98,-40.89,-39.51,-32.90,-27.87,-20.55,-24.49,-54.34,-64.94,-55.24,-41.52,-42.25,-126.02,-125.23,-230.67,-267.11,-364.71,-581.82
ROPA_sy,,101.13,-25.12,,,-1.10,,-33.44,,-49.65,-3.93,13.48,,22.34,-2.26,5.54,-16.90,18.35,2.05,-24.49,-2.49,-12.39,-17.59,-21.23,-36.00,-54.01,-47.36,-43.92,-32.05,-5.16,-37.07,-28.02,-29.75,-34.94,-27.61
ROPA_qq,,,,,,,-37.16,-56.43,,,50.57,20.83,-13.72,-5.75,15.09,-14.08,-5.50,-7.96,-20.90,-12.07,4.82,-1.06,-12.88,-16.43,-36.61,-24.03,11.22,9.17,-37.39,-134.23,-7.84,-465.45,19.94,4.82,-58.23
ROPA_sq,,,,,,,-27.39,-1.77,,,38.54,16.04,4.39,-27.10,10.69,25.30,-17.80,3.82,-4.56,-7.29,6.14,-6.72,-10.22,-11.38,-13.76,-32.98,2.78,-5.60,4.50,-6.46,-31.80,7.98,1.99,-13.37,-24.12
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-28.27,8.10,,,-5.62,,-108.78,-104.75,-99.70,-93.39,403.55,855.66,9056.52,114.59,68.50,47.92,69.61,195.87,104.22,131.15,236.87,-12.39,-16.09,-33.52,-104.30,-100.16,-96.84,-108.76,-1377.76,-7181.82,-2354.36,-1285.59,59.44,-961.05
ZNPO_sy,,-49.42,-2.07,,,-9.92,,-151.49,-149.51,-33.75,68.12,196.26,209.06,32.93,-6.72,99.30,30.72,125.50,224.15,-1.26,36.70,-2.03,-43.17,-13.47,-25.12,-59.64,-48.95,-57.68,-87.37,-56.28,-70.61,-120.38,-253.79,-60.36,-412.46
ZNPO_qq,,,,,-18.96,19.22,141.92,-103.76,56.17,107.44,5295.65,72.44,9.11,-9.81,26.45,35.41,-4.22,3.42,120.58,-6.54,8.42,50.71,-42.63,-10.49,-14.10,-109.74,97.87,1872.73,-338.46,-1543.01,89.52,-448.81,-46.57,51.90,-174.25
