,2008/Q4,2009/Q4,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-23.67,-23.26,,,,-41.88,-38.69,-22.51,-22.57,-24.97,-25.42,-28.23,-28.36,-23.45,-25.75,-28.36,-27.28,-28.86,-27.45,-20.62,-23.24,-23.47,-24.03,-22.55,-22.14,-31.72,-30.15,-31.10,-31.02,-15.27,-16.87,-15.83,-12.15
CWKCurrent_sy,,-1.69,1.29,,,,-34.00,-44.94,-29.38,96.57,-13.18,37.60,46.43,-8.09,-14.75,-35.36,-35.30,-26.03,44.44,15.60,15.65,39.19,-5.63,9.38,12.26,-3.60,-1.29,20.55,13.89,10.69,23.32,-19.06,-4.80,146.42
CWKCurrent_qq,,,,-10.79,-26.12,-5.97,-6.21,-5.90,-6.63,-6.04,-9.13,-6.46,-10.15,-6.20,-2.90,-9.27,-13.31,-4.78,-5.01,-7.46,-5.16,-7.92,-5.30,-8.14,-3.32,-7.43,-16.96,-6.01,-4.63,-7.33,2.02,-7.79,-3.45,-3.28
CWKCurrent_sq,,,,-4.08,-24.29,-52.42,90.99,-19.97,-2.90,32.45,-15.64,26.83,3.33,-16.86,-21.75,-3.84,3.43,-4.96,52.80,-23.04,3.49,14.38,3.59,-10.80,6.21,-1.78,6.08,8.94,0.34,-4.54,18.18,-28.50,18.01,147.10
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,52.74,31.60,,,,81.10,71.30,29.70,28.88,35.24,35.38,40.62,41.38,31.31,34.85,40.97,39.20,43.66,41.33,27.85,32.87,32.87,33.37,30.89,28.26,40.89,37.87,39.57,40.98,18.13,21.64,19.18,13.80
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,13.64,41.70,7.06,5.05,7.49,7.29,6.38,10.24,7.60,11.45,6.95,2.38,10.51,16.50,5.61,5.66,8.71,5.39,9.75,5.66,9.13,3.42,7.56,16.06,6.79,4.69,8.65,-2.75,9.97,2.58,3.74
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-34.53,-24.01,,,,-44.78,-41.62,-22.90,-22.41,-26.06,-26.13,-28.89,-29.27,-23.84,-25.85,-29.06,-28.16,-30.39,-29.24,-21.78,-24.74,-24.74,-25.02,-23.60,-22.04,-29.02,-27.47,-28.35,-29.07,-15.35,-17.79,-16.10,-12.13
CWKGrahamCurrent_sy,,-18.94,39.12,,,,-21.66,7.42,-18.82,137.34,-26.51,11.79,81.37,-0.45,34.30,-11.05,-36.73,-11.24,0.87,6.72,84.55,86.88,99.25,67.08,26.98,-8.14,-32.10,-5.18,28.44,27.60,33.95,8.05,-18.98,-4.86
CWKGrahamCurrent_qq,,,,-12.00,-29.43,-6.59,-4.81,-6.97,-6.79,-6.00,-9.28,-7.07,-10.27,-6.50,-2.33,-9.51,-14.16,-5.31,-5.36,-8.01,-5.11,-8.89,-5.36,-8.36,-3.31,-7.02,-13.84,-6.36,-4.48,-7.96,2.83,-9.06,-2.51,-3.61
CWKGrahamCurrent_sq,,,,-33.12,-6.78,-48.11,142.17,-8.29,-29.56,51.71,-25.02,39.51,14.28,-16.73,1.16,-7.60,-18.71,16.82,14.95,-2.23,40.57,18.29,22.56,-18.02,6.83,-14.43,-9.41,14.49,44.71,-14.99,-4.90,-7.64,8.50,-0.17
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,23.77,27.77,,,,56.94,53.75,44.85,40.12,25.17,19.34,23.61,21.80,18.06,19.31,22.53,17.27,20.07,15.54,6.53,18.64,22.11,25.36,28.58,22.05,18.96,28.89,38.98,39.06,34.73,20.99,12.06,8.60
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,12.05,9.21,9.73,16.87,9.77,2.90,6.15,4.40,4.66,6.57,4.59,1.20,5.77,9.45,0.10,3.62,1.78,0.92,11.48,6.65,4.49,3.50,5.82,3.95,13.21,11.61,5.89,0.71,1.66,3.37,2.62
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-19.21,-21.73,,,,-36.28,-34.96,-30.96,-28.63,-20.11,-16.21,-19.10,-17.89,-15.30,-16.19,-18.39,-14.73,-16.72,-13.45,-6.13,-15.71,-18.11,-20.23,-22.23,-18.07,-15.94,-22.41,-28.05,-28.09,-25.78,-17.35,-10.76,-7.92
CPCurrent_sy,,-12.98,-24.21,,,,28.49,-48.33,-26.26,-25.16,-5.92,-9.75,75.47,81.79,56.37,51.14,-23.81,-28.18,-34.01,-16.64,8.78,27.19,27.81,14.56,-16.94,-21.22,-14.02,9.67,61.03,26.60,14.95,-11.02,31.06,88.28
CPCurrent_qq,,,,-10.75,-8.44,-8.87,-14.44,-8.90,-2.81,-5.79,-4.21,-4.46,-6.17,-4.39,-1.19,-5.46,-8.63,-0.10,-3.49,-1.75,-0.91,-10.30,-6.23,-4.30,-3.39,-5.50,-3.80,-11.67,-10.40,-5.56,-0.70,-1.64,-3.26,-2.55
CPCurrent_sq,,,,127.99,-30.71,-4.92,-14.46,-8.32,-1.11,-3.50,7.53,-12.04,92.25,-0.02,-7.51,-14.99,-3.08,-5.76,-15.02,7.40,26.47,10.19,-14.61,-3.73,-8.30,4.50,-6.79,22.79,34.64,-17.84,-15.37,-4.95,98.30,18.03
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,42.30,54.10,,,,72.65,44.70,2.68,14.19,22.41,31.21,67.83,57.51,20.27,35.42,47.35,33.63,55.14,36.51,6.29,26.95,31.20,29.95,28.80,21.99,13.02,31.18,59.20,44.03,18.67,-11.16,-24.76,-20.35
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,19.16,26.31,3.19,11.16,-0.13,-10.37,14.76,19.16,7.06,14.64,7.70,-9.01,20.54,24.74,-2.32,5.63,6.06,-2.87,16.67,9.17,5.05,-3.74,10.50,1.14,21.94,16.82,-0.03,-16.67,-8.71,-1.06,5.82
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-29.73,-35.11,,,,-42.08,-30.89,-2.61,-12.42,-18.30,-23.79,-40.42,-36.51,-16.85,-26.15,-32.13,-25.17,-35.54,-26.74,-5.92,-21.23,-23.78,-23.05,-22.36,-18.03,-11.52,-23.77,-37.19,-30.57,-15.73,12.56,32.90,25.55
CZCurrent_sy,,-31.17,-3.09,,,,0.58,-33.12,-45.57,1.68,-37.72,33.63,86.82,-49.07,11.30,-38.43,-5.75,124.19,31.87,-24.40,-4.05,-32.08,-9.53,52.56,31.82,39.71,104.80,101.73,29.86,42.16,-8.22,-17.93,-15.46,23.35
CZCurrent_qq,,,,-16.08,-20.83,-3.09,-10.04,0.13,11.57,-12.86,-16.08,-6.59,-12.77,-7.15,9.91,-17.04,-19.83,2.38,-5.33,-5.71,2.96,-14.29,-8.40,-4.81,3.88,-9.50,-1.12,-17.99,-14.40,0.03,20.00,9.54,1.07,-5.50
CZCurrent_sq,,,,21.58,-41.28,21.32,16.12,-19.15,-52.21,126.63,-28.88,73.49,-33.19,-38.21,55.40,-4.02,2.28,46.97,-8.60,-44.97,29.80,4.04,21.75,-7.21,12.15,10.27,78.47,-8.60,-27.80,20.71,15.22,-18.27,-25.63,76.14
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,28.06,34.40,,,,111.83,89.06,48.06,50.03,42.37,33.37,41.33,31.25,11.72,19.59,34.50,26.63,35.85,26.43,-1.87,14.05,17.71,18.02,23.36,19.31,28.87,45.82,73.67,63.69,20.56,-0.41,-10.79,-10.07
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,24.30,29.19,10.32,19.57,10.94,1.17,11.79,13.47,3.92,7.21,3.82,-3.42,11.24,20.57,-2.25,3.62,3.52,-6.41,13.61,6.94,3.80,-2.18,9.88,15.52,17.44,16.50,3.56,-14.92,-2.98,4.36,4.41
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-21.91,-25.60,,,,-52.79,-47.11,-32.46,-33.35,-29.76,-25.02,-29.24,-23.81,-10.49,-16.38,-25.65,-21.03,-26.39,-20.90,1.90,-12.32,-15.05,-15.27,-18.93,-16.18,-22.40,-31.42,-42.42,-38.91,-17.05,0.41,12.10,11.19
CZOCurrent_sy,,-34.71,11.75,,,,-26.34,-56.41,4.35,-29.05,-16.97,23.33,6.30,-34.63,-12.17,-31.65,-35.54,2.32,70.32,35.68,49.02,118.60,-11.05,43.87,31.73,-38.03,-2.75,-15.61,-28.99,-10.16,-14.78,-34.79,-8.50,102.57
CZOCurrent_qq,,,,-19.55,-22.60,-9.35,-16.37,-9.86,-1.16,-10.55,-11.87,-3.78,-6.73,-3.68,3.54,-10.11,-17.06,2.30,-3.49,-3.40,6.85,-11.98,-6.49,-3.66,2.23,-8.99,-13.44,-14.85,-14.16,-3.44,17.53,3.07,-4.17,-4.22
CZOCurrent_sq,,,,40.16,-49.22,59.83,-35.24,-17.05,21.55,8.68,-24.22,23.20,4.77,-33.17,1.82,-4.12,-1.20,6.08,69.50,-23.62,8.51,55.62,-31.03,23.54,-0.65,-26.79,8.22,7.20,-16.40,-7.37,2.66,-17.97,17.30,105.07
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-1.42,2.09,,,,10.30,8.13,4.90,3.41,3.16,3.79,5.05,2.79,2.65,1.20,3.50,2.62,3.03,3.56,0.32,1.91,0.16,1.07,9.65,15.21,12.10,13.68,7.53,2.06,7.12,4.81,4.17,11.59
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,1.10,4.11,2.37,2.37,-0.89,1.00,0.91,2.13,-0.29,2.23,-1.27,1.99,-1.69,4.56,-2.11,2.39,-1.19,1.28,-0.55,0.63,-0.28,9.88,4.50,-2.09,1.12,3.93,-0.81,2.76,-1.06,3.29,6.26
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-20.35,-20.10,,,,-29.72,-29.67,-27.58,-26.20,-17.58,-13.04,-15.01,-15.61,-13.06,-15.18,-15.53,-12.50,-14.20,-10.37,-5.84,-14.10,-17.98,-19.38,-14.72,-5.61,-5.77,-11.80,-22.63,-26.61,-20.49,-13.37,-7.04,2.75
EVPCurrent_sy,,22.51,-14.66,,,,33.05,-48.95,-28.11,78.90,52.65,53.03,39.73,79.28,11.35,7.74,-23.94,-41.10,-41.86,-36.71,-10.25,51.60,28.32,120.77,-12.13,-6.95,25.95,-7.31,62.35,6.90,18.93,-1.69,6.31,-0.29
EVPCurrent_qq,,,,-9.77,-4.67,-6.71,-12.41,-9.71,-1.84,-4.94,-2.18,-4.73,-4.07,-5.60,0.78,-7.06,-4.47,-2.21,-1.18,-2.91,0.36,-10.79,-5.65,-4.57,6.16,-1.25,-5.81,-10.68,-6.88,-6.33,2.04,-2.68,-0.07,3.54
EVPCurrent_sq,,,,135.72,-5.12,-65.68,73.33,-9.56,33.62,-14.59,47.89,-9.33,22.01,9.59,-8.15,-12.27,-13.87,-15.14,-9.32,-4.50,22.14,43.33,-23.25,64.30,-51.39,51.78,3.89,20.92,-14.85,-0.06,15.58,-0.05,-7.92,-6.26
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-23.02,-24.04,,,,-47.93,-42.81,-29.15,-31.08,-27.54,-22.18,-25.67,-21.69,-8.12,-15.38,-23.05,-18.96,-24.16,-18.09,2.23,-10.64,-14.91,-14.36,-11.11,-3.43,-13.01,-22.04,-38.09,-37.65,-11.15,5.25,16.77,24.08
EVEBITCurrent_sy,,-1827.99,202.54,,,,-71.94,38.67,344.97,1017.31,390.52,192.87,46.49,24.65,-24.86,-41.95,-13.23,88.69,285.86,86.53,27.46,8.98,-27.68,-22.69,28.80,-65.83,-11.98,-28.14,-92.93,36.41,-39.46,40.98,-225.98,61.74
EVEBITCurrent_qq,,,,-18.66,-19.41,-7.21,-14.39,-10.66,-0.17,-9.74,-10.00,-4.05,-4.64,-4.90,5.60,-11.63,-13.28,0.15,-1.18,-4.55,8.22,-12.46,-5.91,-3.93,12.33,-4.90,-15.24,-13.90,-10.79,-4.22,20.78,1.99,-1.02,1.77
EVEBITCurrent_sq,,,,-50.80,-43.29,-61.34,160.17,143.12,81.98,-2.94,14.22,45.16,-8.98,-17.41,-31.15,12.16,36.05,79.60,40.80,-45.78,-7.03,53.55,-6.56,-42.04,54.88,-59.26,140.69,-52.68,-84.75,685.52,6.82,10.19,-113.63,1108.50
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-22.45,-23.69,,,,-46.17,-41.33,-28.62,-30.24,-27.34,-22.37,-25.74,-22.26,-8.76,-15.50,-22.67,-18.58,-23.70,-17.75,1.77,-10.46,-13.88,-13.39,-9.82,-2.23,-12.75,-21.54,-37.57,-37.27,-11.62,3.91,15.04,22.32
EVEBITDACurrent_sy,,40.54,679.79,,,,7.14,489.86,616.32,63.96,8.67,32.01,-37.16,28.94,-9.78,-41.31,45.16,80.60,77.45,53.94,49.25,12.04,-8.78,3.90,11.38,-65.76,-5.33,-37.29,-93.30,121.66,-41.71,37.71,-235.09,-4.75
EVEBITDACurrent_qq,,,,-17.80,-18.11,-7.26,-13.76,-10.41,-0.39,-9.36,-10.18,-4.28,-4.70,-5.11,5.42,-11.36,-12.79,-0.10,-1.20,-4.44,7.91,-12.11,-4.98,-3.90,12.35,-4.71,-15.20,-13.57,-10.60,-4.25,19.46,1.62,-1.03,1.82
EVEBITDACurrent_sq,,,,-83.75,0.86,178.78,134.45,-10.52,22.48,-36.19,55.39,8.69,-41.70,30.94,8.73,-29.29,44.19,62.91,6.83,-38.66,39.80,22.29,-13.02,-30.13,49.86,-62.41,140.53,-53.71,-83.99,1143.51,-36.74,9.34,-115.71,976.79
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,8.63,18.27,,,,0.32,-11.28,-20.42,-11.59,-8.13,-2.14,20.45,12.86,-7.95,0.55,5.55,-2.82,10.38,-0.93,-15.62,-2.55,0.39,-1.30,-0.26,-5.00,-22.85,-8.36,9.71,-0.67,0.60,-26.14,-36.67,-30.04
ROE_sy,,-64.50,318.58,,,,-2.80,-36.70,44.21,720.45,-1.44,-45.01,-58.23,-17.58,9.02,155.07,70.10,205.11,-23.71,-33.21,-37.33,-85.21,-51.03,-85.08,-85.61,58.62,7.63,127.38,259.49,116.15,63.00,249.21,-53.87,-192.10
ROE_qq,,,,6.28,-6.69,-2.95,4.24,-6.01,-16.31,7.82,8.32,0.12,3.01,1.03,-11.65,9.36,8.13,-6.98,0.35,-1.85,-7.89,7.42,3.37,-3.49,-6.92,2.31,-16.05,14.63,11.42,-7.37,-14.98,-15.83,-4.47,2.34
ROE_sq,,,,10.92,-9.95,-105.15,1990.91,-27.76,105.16,-77.86,200.37,-59.70,55.82,-56.31,297.33,-5.70,3.91,-21.63,-0.66,-17.45,-2.49,-81.51,229.06,-74.85,-5.95,103.80,123.29,-46.87,48.69,22.54,68.39,13.82,-80.36,-344.66
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,44.92,0.89,,,,-27.20,-19.53,-24.79,-9.05,0.85,0.23,26.87,20.93,0.72,-3.16,13.76,14.32,19.05,34.54,-5.18,6.92,11.20,8.62,-14.27,-22.64,-27.70,-18.35,27.39,15.03,3.11,-25.30,-35.59,-35.76
ROA_sy,,-8.75,170.96,,,,-40.95,7.46,-40.85,471.95,3.77,-25.62,47.68,-35.41,22.11,34.21,-2.09,202.54,-11.62,16.58,,-48.83,-48.93,-85.63,-78.61,-12.13,-51.80,55.32,206.67,20.15,49.07,101.37,-140.76,-518.94
ROA_qq,,,,-6.69,-9.43,-11.35,-2.82,3.14,-15.36,7.20,7.75,2.52,7.13,2.18,-10.26,-1.43,25.85,2.69,-6.54,11.40,-11.31,15.79,-2.80,8.81,-30.00,4.49,-9.15,22.89,9.21,-5.65,-18.57,-10.98,-5.83,-5.90
ROA_sq,,,,-47.12,25.43,-112.50,812.20,-3.77,-30.96,-21.39,98.69,-31.02,37.08,-65.62,275.63,-24.19,,6.24,9.73,,-14.22,-45.63,9.51,-71.86,27.66,123.33,-39.93,-9.32,152.05,-12.50,-25.47,22.50,-151.02,-799.33
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,3.44,5.19,,,,34.99,22.96,2.20,7.07,13.76,11.78,14.33,7.77,-5.37,0.23,9.77,7.97,13.13,9.40,-7.90,-3.87,-3.59,-5.85,-4.05,-2.24,8.32,13.15,24.97,17.71,-10.51,-17.70,-20.39,-17.19
OPM_sy,,-104.73,937.69,,,,-105.88,8155.00,6704.88,-5.58,5571.88,203.45,15.47,-79.95,4.20,-48.82,-44.34,206.39,63.44,93.37,-39.50,-39.25,-44.18,-59.66,5.89,99.95,-47.61,-32.45,-62.06,-64.22,-13.65,-30.27,-95.86,-873.94
OPM_qq,,,,10.94,18.30,0.53,2.31,1.06,-1.67,5.31,8.70,-0.70,0.58,-0.73,-4.56,5.17,10.16,-2.36,,1.71,-7.26,1.91,0.29,-0.68,-5.48,3.83,11.12,3.75,4.39,-2.20,-15.51,-4.59,0.97,1.74
OPM_sq,,,,-98.16,-510.00,7154.88,-101.11,2679.69,228.04,0.85,-35.88,43.06,24.83,-82.49,233.24,-29.73,35.76,-3.62,,-16.87,-57.52,-3.23,63.35,-39.92,11.50,82.74,-57.20,-22.53,-37.38,72.34,3.29,-37.45,-96.28,-32340.00
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,14.96,20.59,,,,10.02,-5.91,-29.10,-18.50,-2.19,9.96,35.77,29.32,1.86,13.49,20.23,13.93,29.21,18.16,-0.22,7.02,7.43,3.64,0.16,-0.06,-5.00,1.79,14.56,3.59,-11.91,-26.56,-32.86,-26.66
ROS_sy,,-80.35,923.41,,,,4.62,-3.90,-23.84,-21.34,-22.87,-30.21,19.97,-3.91,12.40,-14.90,-55.58,-40.56,-60.90,-41.79,-44.43,-82.28,7.59,-96.48,-58.07,195.88,-19.68,1418.52,130.02,4.53,-10.26,57.20,-99.28,-882.33
ROS_qq,,,,6.38,15.62,-5.96,-4.88,-9.02,-12.88,8.09,14.15,2.29,7.57,2.96,-10.09,13.96,13.96,-2.43,1.97,4.21,-3.76,4.65,2.36,0.54,-7.00,4.42,-2.70,7.72,4.68,-5.59,-17.25,-10.19,-4.30,3.12
ROS_sq,,,,9.91,10.75,-4.60,-9.91,0.96,-12.23,-1.47,-11.66,-8.65,50.89,-21.08,3.34,-30.85,-21.24,5.60,-32.02,2.96,-24.80,-66.32,312.63,-96.63,794.44,137.68,12.02,-36.24,35.49,8.01,-3.83,11.70,-99.38,-117450.00
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,6.70,11.51,,,,25.23,25.80,12.99,39.18,6.49,4.69,1.23,-9.56,-2.93,-5.70,3.24,4.14,7.06,9.25,-0.70,3.79,2.57,1.49,5.87,1.22,1.80,3.98,2.89,1.25,-4.14,-9.74,-9.57,-7.90
RS_sy,,-44.67,-2.84,,,,-173.67,-15.16,-125.95,119.59,187.73,615.55,429.13,3040.79,461.32,-57.89,-49.58,-29.28,105.43,119.10,-18.33,9.12,11.46,-71.38,101.80,102.33,-36.82,108.74,-59.40,-70.03,-15.23,-23.31,-82.12,-932.95
RS_qq,,,,3.45,11.91,-10.11,20.34,3.91,0.52,10.72,-7.93,2.16,-2.80,-1.08,-1.18,-0.75,6.41,-0.22,1.60,1.28,-3.28,4.30,0.40,0.21,0.89,-0.28,0.98,2.35,-0.17,-1.87,-4.39,-3.63,0.02,-0.05
RS_sq,,,,-182.45,6.13,33.33,-42.78,-28.88,-84.17,105.78,539.47,657.41,17.58,-44.85,14.29,-43.18,40.77,-22.64,231.99,-39.40,-47.53,3.37,239.09,-84.44,269.96,3.64,5.88,-48.58,-28.04,-23.49,199.46,-53.48,-83.23,-3664.75
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,35.67,1.93,,,,15.41,0.95,-22.83,-12.70,-0.80,7.21,26.18,18.43,-2.14,9.21,19.22,14.85,29.00,19.76,-0.48,8.37,9.58,5.42,3.88,0.82,6.50,12.37,23.93,15.20,-13.11,-26.15,-29.90,-23.83
GPM_sy,,14.43,121.61,,,,-19.39,0.91,-17.54,-24.01,-15.19,-45.15,-3.88,-11.47,-3.35,14.48,-40.08,-10.24,-52.68,-38.38,-29.70,-111.38,-11.80,-130.89,-87.59,424.13,-5.67,298.22,396.00,17.34,-14.87,,-74.68,-896.93
GPM_qq,,,,6.51,16.90,-4.86,-2.57,-6.84,-10.64,7.64,10.71,0.69,5.16,1.03,-8.52,12.36,14.81,-2.68,2.76,4.31,-4.59,5.97,3.91,0.35,-5.98,2.84,9.76,5.88,3.70,-4.41,-17.21,-10.01,-1.57,3.87
GPM_sq,,,,-9.94,7.95,-2.98,-14.52,12.73,-11.79,-10.60,-4.61,-27.09,54.57,-17.65,4.14,-13.63,-19.09,23.35,-45.10,12.47,-7.70,-119.96,525.62,-139.39,137.09,421.20,23.87,-17.22,-7.19,23.31,-10.14,-2.77,-76.50,-3980.57
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,30.43,-11.99,,,,-10.72,5.05,8.42,19.44,17.35,2.04,6.85,0.88,-6.54,-14.49,3.78,8.32,4.41,24.54,-12.43,-3.94,-0.29,-1.41,-17.88,-24.34,-17.53,-9.25,38.87,30.70,4.69,-16.25,-23.59,-27.43
ROPA_sy,,-107.57,272.97,,,,-200.00,438.46,366.13,153.51,735.94,937.50,88.79,-64.34,-23.96,-12.49,2.41,627.59,17.61,-23.15,-13.64,-12.80,-41.48,-49.19,-29.95,-15.04,5.63,25.00,-116.06,-33.90,-8.00,1.03,-77.42,-594.19
ROPA_qq,,,,-2.68,-7.35,-5.28,4.53,14.51,-4.37,4.34,2.70,-0.43,0.14,-1.50,-4.85,-8.90,21.54,2.82,-8.28,8.67,-14.54,12.78,-4.80,7.45,-28.82,3.92,3.77,18.25,8.91,-2.20,-16.88,-5.41,-0.63,-7.11
ROPA_sq,,,,-120.31,-376.92,-267.74,71.93,168.75,275.00,-26.06,233.61,12.16,-31.76,-86.04,611.49,29.08,-20.15,-0.78,15.01,-15.66,-10.26,0.18,-22.83,-26.76,23.72,21.50,-4.05,-13.33,-115.90,600.00,33.55,-4.83,-127.92,-1292.73
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,139.19,-278.16,,,,74.93,67.69,-115.99,-477.34,-667.84,-444.82,-67.44,-174.73,-76.54,708.97,-129.11,-26.34,6.38,-124.84,294.68,-143.28,302.17,951.20,-117.00,95.20,-108.03,-102.82,-16.69,-283.36,-231.02,-499.77,5035.67,55.02
ZNPO_sy,,-115.10,203.39,,,,418.21,-99.46,-92.18,-71.52,-4.20,17994.74,709.59,156.61,-58.69,39.89,89.99,-29.76,48.28,-56.32,-87.11,-94.27,59.58,21.61,168.37,1855.52,-130.60,-119.69,-151.07,-62.41,19.22,-103.38,151.63,188.91
