,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960,2960
ShareAmountCurrent,9274317000,7624246000,7624246000,7624246000,7624246000,7624246000,8140698000,9287113000,9287113000,9287113000,9287113000,9287113000,9287113000,9287113000,9287113000,9287113000,9287113000,9287113000,9287113000,9287113000,9287113000,10418364000,10423082000,10423082000,10423082000,10423082000,10423082000,10423082000,10423082000,10423082000,26679492000,26679492000,26679492000,29347366000,29347366000,29347366000,29347366000,86618803000,86618803000,86618803000,86618802000,86618802000,86618802000,86618802000,86618802000,86618802000,236618802000,236618802000,236618802000,236618802000,236618802000,236618802000
WKCurrent,27240,38450,41620,42410,0,46540,104030,99510,0,104770,109170,110930,0,111260,113240,122920,0,131610,134500,136680,0,139080,140120,139090,0,124710,148230,109220,0,45790,18950,16250,14500,12380,10830,9090,20830,4980,5060,5470,5900,6250,6540,5640,5730,5570,3370,3450,3540,2810,2800,2720
CWKCurrent,110,80,70,70,,60,30,30,,30,30,30,,30,30,20,,20,20,20,,20,20,20,,20,20,30,,60,160,180,200,240,270,330,140,590,590,540,500,470,450,520,520,530,880,860,840,1050,1060,1090
WKGrahamCurrent,-1530,5610,10630,8220,0,4059,18990,14620,0,9620,-410,-5550,0,-25470,-28420,-24840,0,-34690,-31950,-32150,0,-24330,-23440,-24340,0,-47900,-18870,-62410,0,-125350,-39840,-40510,-41170,-36870,-37360,-39050,-22440,-7640,-7560,-8600,-7930,-7890,-7490,-8330,-5660,-5640,-710,-560,-500,-650,-670,-710
CWKGrahamCurrent,,530,280,360,,730,160,200,,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,186010,242630,247500,254550,278640,325720,335700,329330,358780,401380,428650,453460,469690,463130,453720,455380,463190,473430,466990,460610,462160,399380,409550,427950,446130,439190,441430,440800,409160,394360,140180,117210,100400,80510,73510,74700,70590,24270,26390,25990,29080,29420,30930,31200,31640,30800,10870,10690,9720,10230,9400,8860
CPCurrent,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,30,30,40,40,40,40,120,110,110,100,100,100,90,90,100,270,280,300,290,310,330
ZCurrent,-4080,5610,6370,6770,7810,8220,9330,8820,9200,10780,10980,11330,12590,12940,13410,14380,14430,16840,14970,13670,11900,10530,10100,8900,8670,-12820,-28650,-33810,-63010,-119210,-41740,-42940,-33760,-8920,-9460,-8530,-3080,-1770,-1200,-360,-1260,800,990,-240,-590,-710,-300,110,70,-580,-650,-820
CZCurrent,,530,460,440,380,360,320,340,320,270,270,260,240,230,220,210,210,180,200,220,250,280,290,330,340,,,,,,,,,,,,,,,,,3680,2980,,,,,26960,44990,,,
ZOCurrent,7450,9600,10970,11390,10980,12920,14240,13100,13660,17270,18910,20270,23850,24570,24330,26140,26510,28530,25760,24100,21840,20420,20230,18840,15810,-14640,-33450,-37540,-68720,-113700,-36970,-39630,-29220,-5920,-7880,-7530,-10610,-4570,-4080,-2830,-690,1380,1610,200,-300,-320,-160,330,270,-330,-420,-620
CZOCurrent,400,310,270,260,270,230,210,230,220,170,160,150,120,120,120,110,110,100,110,120,140,150,150,160,190,,,,,,,,,,,,,,,,,2150,1840,14890,,,,8980,11130,,,
EVCurrent,13320,6160,-1090,8410,2960,16890,7980,28020,2960,47780,64940,65850,2960,52300,69470,70440,2960,37490,73690,80380,2960,50420,85960,92720,2960,62820,117530,114020,2960,55590,32890,29820,17800,34100,12220,13430,13730,3420,3530,4990,6420,5370,5630,5790,5540,4340,2890,3200,3020,2590,2420,2750
