,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
GPM_yy,,,,23.69,,-11.03,6.04,-9.73,3.20,12.49,-2.09,16.96,8.91,3.86,2.13,-12.19,-16.13,-17.27,-18.70,-21.93,-21.82,-18.35,-10.66,0.11,10.53,18.46,16.91,19.28,9.42,-1.65,-7.84,-3.00,3.22,13.58,20.41,10.58,9.07,2.86,8.35
GPM_sy,,,,-55.32,,27.74,83.49,134.55,53.41,25.54,44.79,69.42,24.76,4.75,-61.17,-47.17,-37.52,-24.50,164.93,120.70,87.34,69.47,-8.28,-11.92,-18.81,-7.09,-13.47,-9.69,0.82,7.56,25.58,28.84,32.36,-27.89,-36.31,-17.86,-13.75,42.81,347.06
GPM_qq,,,-5.39,8.43,-6.91,-6.83,12.76,-7.70,6.43,1.55,-1.85,10.25,-0.89,-3.15,-3.49,-5.22,-5.33,-4.47,-5.15,-8.98,-5.21,-0.23,3.78,1.99,4.66,6.94,2.42,4.06,-4.00,-3.88,-4.04,9.54,2.15,5.77,1.73,0.60,0.76,-0.25,7.16
GPM_sq,,,-17.84,-29.13,76.44,24.33,18.02,-9.40,15.40,1.74,36.12,6.01,-15.02,-14.57,-49.55,44.24,0.50,3.23,77.04,20.16,-14.69,-6.62,-4.18,15.40,-21.36,6.85,-10.76,20.44,-12.22,14.00,4.19,23.57,-9.81,-37.90,-7.97,59.36,-5.30,2.83,188.08
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,-1.76,,-4.66,3.54,-0.58,2.35,4.09,0.04,10.63,8.24,63.54,91.24,111.43,111.06,0.07,-30.65,-57.19,-57.95,-41.67,-28.26,-1.55,2.39,4.66,6.00,9.67,4.38,-0.73,-5.58,-7.19,-5.07,-1.55,3.54,5.44,6.18,4.31,2.93
RBS_sy,,,,0.36,,12.36,17.33,15.14,6.47,2.62,12.99,-1.23,-6.23,-5.74,-20.83,-2.66,-7.63,-8.77,5.80,-2.83,5.74,7.17,-1.15,11.16,14.80,19.76,17.11,-2.06,-8.67,-7.21,6.14,18.13,17.41,4.94,-9.94,-9.36,-9.90,-1.77,29.01
RBS_qq,,,-3.49,-0.33,-0.46,-0.42,4.80,-4.30,2.48,1.27,0.73,5.83,0.27,53.01,17.79,17.00,0.09,-27.45,-18.37,-27.78,-1.68,0.64,0.38,-0.89,2.26,2.88,1.66,2.55,-2.68,-2.16,-3.30,0.80,-0.46,1.47,1.70,2.65,0.24,-0.32,0.36
RBS_sq,,,-3.03,3.31,10.79,1.23,1.26,1.38,2.45,-2.43,11.50,-11.38,-2.74,-1.92,-6.36,8.97,-7.71,-3.13,8.60,0.08,0.44,-1.82,0.17,12.54,3.73,2.42,-2.04,-5.88,-3.27,4.05,12.04,4.75,-3.85,-7.00,-3.84,5.42,-4.43,1.38,26.30
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,,,15.58,,,,-14.09,-4.69,2.52,,-4.56,0.96,4.62,,3.44,-12.31,-20.86,-17.05,-21.68,-20.22,-10.65,-8.88,0.55,16.44,21.48,19.49,14.86,5.48,-5.79,-11.33,-4.15,8.82,21.50,25.89,19.50,6.51,-1.83,6.22
ROPA_sy,,,,-68.41,,,,200.59,133.66,78.13,,32.78,12.38,-5.03,,-24.24,-0.15,-5.92,67.80,51.96,11.49,6.62,-11.17,-0.77,0.40,28.42,-9.97,-18.75,-14.08,-27.57,-21.03,0.64,3.67,-7.01,3.84,0.32,1.36,-8.98,150.95
ROPA_qq,,,,,-5.88,-12.11,,,4.42,-5.46,,,10.46,-2.03,1.24,-5.59,-6.36,-11.57,6.11,-10.86,-4.61,-0.97,8.20,-1.62,10.46,3.32,6.43,-5.44,1.44,-7.72,0.17,2.21,15.17,3.04,3.79,-2.98,2.65,-5.03,12.30
ROPA_sq,,,,,50.30,49.41,,,16.83,13.90,,,-1.11,-3.75,-17.76,-3.22,30.33,-9.31,46.69,-12.36,-4.38,-13.27,22.20,-2.10,-3.24,10.93,-14.33,-11.64,2.32,-6.48,-6.59,12.60,5.40,-16.11,4.31,8.78,6.49,-24.67,187.57
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,,,66.85,,198.44,117.56,-3.08,-6.13,15.21,-37.52,80.23,57.62,22.88,14.37,-26.74,-16.35,53.02,-2.96,-3.12,-11.25,-57.80,-27.86,-39.59,-31.06,4.45,-17.13,8.06,13.82,-7.24,43.53,1.40,-18.89,6.09,-27.28,-1.31,7.17,9.40,-3.02
ZNPO_sy,,,,-32.85,,72.73,80.04,137.20,38.58,37.66,45.20,17.19,38.70,-2.89,-38.39,-60.05,-14.83,-30.33,32.56,103.63,6.95,9.48,26.06,-24.31,-11.87,46.71,-29.31,-7.91,1.96,-36.13,-48.28,27.80,6.43,41.59,158.25,-1.31,10.10,13.20,3.78
ZNPO_qq,,,188.64,18.94,6.91,-12.66,95.90,-47.01,3.53,7.20,6.24,52.84,-9.45,-16.42,-1.12,-2.10,3.39,52.90,-37.30,-2.26,-5.29,-27.30,7.19,-18.15,8.08,10.16,-14.96,6.73,13.84,-10.23,31.59,-24.60,-8.94,17.42,-9.80,2.33,-1.12,19.87,-20.04
ZNPO_sq,,,-10.76,19.30,14.52,41.67,-6.98,57.18,-33.09,40.73,-1.89,26.87,-20.82,-1.47,-37.75,-17.74,68.82,-19.40,18.44,26.36,-11.34,-17.49,36.38,-24.13,3.24,37.35,-34.29,-1.16,14.30,-13.96,-46.79,144.23,-4.81,14.46,-2.95,-6.67,6.20,17.69,-11.03
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,-35.14,,,33678.39,107.88,116.24,163.20,-92.06,24.86,-50.15,-28.43,120.70,26.02,414.33,599.60,121.75,47.18,-59.48,-83.59,-68.22,-71.19,-34.90,-9.26,-28.18,12.57,33.65,-2.72,43.68,-13.18,-33.02,-28.09,-26.38,39.55,9.51,55.77,-13.06
ZFI_sy,,,,27.88,,,2.61,-40.80,-30.34,43.88,1.77,-11.30,28.46,-24.42,-24.68,23.65,-60.92,-29.43,7.45,22.34,123.63,23.37,2.31,-16.53,-42.86,-4.87,-8.36,-2.02,109.76,34.28,-14.16,3.15,-35.66,-15.61,19.20,20.95,71.33,17.07,36.10
ZFI_qq,,,,1958.47,1.15,-14.35,1793.97,-87.33,5.22,4.25,-42.83,99.12,-57.99,49.69,76.28,13.69,71.44,103.61,-44.13,-24.54,-52.81,-17.54,8.22,-31.58,6.63,14.93,-14.35,7.24,26.60,-16.35,26.51,-35.20,-2.32,-10.20,29.53,22.83,-23.35,27.74,-27.70
ZFI_sq,,,,-1.21,-3.44,-14.04,25.14,-43.01,13.62,77.56,-11.49,-50.33,64.56,4.46,-11.79,-18.45,-47.99,88.61,34.30,-7.15,-4.92,4.06,11.38,-24.25,-34.91,73.23,7.30,-19.01,39.35,10.89,-31.41,-2.68,-13.08,45.44,-3.11,-1.25,23.13,-0.62,12.63
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,,,-71.55,,,,20.12,4.15,6.07,,-22.19,-6.57,14.31,,-10.91,-16.21,3.76,-9.10,32.24,48.11,9.87,44.19,20.63,23.38,0.65,3.76,-4.96,1.03,4.51,6.12,19.31,3.27,1.00,-10.15,-4.16,-8.21,0.94,15.93
DTAR_sy,,,,-11.34,,,,13.88,19.91,9.65,,-13.55,-4.81,-16.23,,10.77,17.16,13.97,8.03,-9.64,1.30,11.14,22.69,17.13,12.43,15.49,2.44,6.66,7.60,2.89,-1.21,1.77,-5.13,-2.10,-13.15,-27.64,-25.74,-2.89,-39.67
DTAR_qq,,,,,-13.39,11.46,,,-24.90,13.52,,,-9.84,38.89,-26.18,-3.62,-15.20,71.98,-35.33,40.20,-5.02,27.58,-15.13,17.29,-2.86,4.08,-12.50,7.43,3.27,7.66,-11.15,20.78,-10.61,5.29,-20.96,28.83,-14.40,15.80,-9.22
DTAR_sq,,,,,-25.05,20.91,,,-21.08,10.57,,,-13.10,-2.70,2.26,28.11,-8.09,-5.35,-3.07,7.16,3.03,3.85,7.00,2.31,-1.10,6.67,-5.08,6.52,-0.24,2.01,-8.87,9.73,-6.99,5.26,-19.15,-8.57,-4.56,37.66,-49.77
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,,,-84.22,,,,24.15,4.47,6.88,,-25.82,-7.54,17.34,,-12.44,-18.09,4.60,-10.33,38.63,57.08,12.38,53.18,25.74,28.99,0.80,4.59,-6.10,1.25,6.22,7.89,25.31,4.44,0.93,-12.33,-5.39,-10.19,1.22,19.79
CG_sy,,,,-18.00,,,,32.77,17.06,17.24,,-22.17,-2.11,-21.29,,11.50,13.79,14.98,10.92,-7.57,9.61,18.48,35.25,21.60,11.74,22.39,2.72,8.84,9.34,-0.33,-3.18,1.27,-3.99,0.54,-20.39,-41.25,-43.01,-32.50,-48.42
CG_qq,,,,,-15.41,13.41,,,-28.82,16.03,,,-11.27,47.24,-30.07,-4.16,-17.00,88.03,-40.04,48.17,-5.96,34.51,-18.28,21.63,-3.53,5.12,-15.20,9.20,4.02,10.28,-13.87,26.83,-13.31,6.57,-25.18,36.87,-17.71,20.11,-11.46
CG_sq,,,,,-23.08,16.17,,,-32.18,16.34,,,-14.70,-6.45,-0.79,40.84,-12.95,-5.47,-4.29,17.36,3.23,2.18,9.26,5.52,-5.14,11.91,-8.30,11.81,-4.71,2.01,-10.92,16.95,-9.66,6.83,-29.47,-13.69,-12.38,26.54,-46.11
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,,,-97.76,,,,-37.43,-62.81,-65.42,,-27.35,20.27,13.51,,3.53,5.62,22.62,67.02,117.05,419.15,329.13,222.29,104.71,-18.85,-12.90,-15.61,9.21,-11.87,-9.87,-9.37,-6.09,6.30,7.78,2.07,2.24,2.70,6.95,-13.16
LDER_sy,,,,-39.28,,,,72.53,48.81,49.11,,12.43,21.45,-6.75,,-5.09,105.55,23.97,15.79,-28.98,-31.04,-4.35,21.01,36.81,-13.34,56.70,24.37,17.64,56.63,-23.21,-2.82,44.98,-15.17,-19.98,-39.94,-55.51,-6.53,0.06,-44.06
LDER_qq,,,,,6.42,7.54,,,-36.75,,,,4.71,-5.62,11.90,-6.38,6.82,9.57,52.43,21.66,155.50,-9.43,14.48,-22.73,1.28,-2.78,10.91,,-18.27,-0.57,11.53,3.62,-7.48,0.81,5.61,3.80,-7.07,4.99,-14.25
LDER_sq,,,,,-13.96,33.77,,,-25.79,,,,-19.84,2.92,-0.28,15.36,73.61,-37.93,-6.86,-29.24,68.58,-13.90,17.82,-20.00,6.79,55.67,-6.49,,42.18,-23.67,18.34,12.89,-16.82,-28.00,-11.18,-16.36,74.75,-22.92,-50.34
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,1950.63,,,,120.83,311.07,331.91,,40.46,-18.26,-4.07,,2.79,-1.67,-0.57,-17.88,-21.63,-47.75,-43.63,-29.44,-5.85,62.18,38.04,43.22,11.30,32.12,28.80,28.40,18.43,6.53,16.26,25.26,27.74,18.02,3.67,17.89
PZAT_sy,,,,6.93,,,,-22.09,3.61,45.44,,11.92,-20.84,-27.85,,10.57,-17.77,-9.56,7.21,-11.18,17.71,8.67,0.45,1.08,4.36,-2.92,-7.01,-51.64,-20.52,-30.94,-8.12,-19.40,-17.32,10.70,-22.82,23.31,-29.56,-28.38,125.79
PZAT_qq,,,,,-10.99,-7.03,,,65.68,-2.32,,,-3.58,14.65,-13.82,7.90,-7.76,15.92,-28.82,2.96,-38.50,25.08,-10.91,37.39,5.93,6.46,-7.57,6.77,25.76,3.78,-7.86,-1.52,13.12,13.26,-0.73,0.43,4.51,-0.52,12.89
PZAT_sq,,,,,7.98,-21.67,,,43.60,9.95,,,1.57,0.20,-11.70,23.04,-24.46,10.20,4.67,1.93,0.11,1.75,-3.26,2.57,3.37,-5.35,-7.33,-46.66,69.89,-17.77,23.29,-53.20,74.27,10.10,-14.04,-25.24,-0.45,11.95,170.99
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,,,13.15,,,,-5.82,-5.65,-5.79,,6.05,6.91,4.50,,-2.10,-4.21,-7.30,-3.05,-5.30,-7.20,-3.38,-2.96,-2.33,-1.86,0.51,1.94,2.48,0.40,0.58,-0.30,1.90,2.74,0.30,-0.05,0.01,5.03,3.38,4.99
PELDR_sy,,,,-2.34,,,,7.53,12.88,9.69,,2.56,-9.35,-6.88,,-16.76,-3.98,-5.88,-2.53,7.29,5.22,-1.79,-4.26,1.15,-0.60,-0.49,-2.84,-10.25,-11.78,1.61,1.09,-1.26,-0.58,-16.10,-5.53,-3.43,8.29,11.59,-14.84
PELDR_qq,,,,,1.19,0.97,,,1.37,0.82,,,2.20,-1.45,-3.77,1.03,-0.02,-4.63,0.63,-1.32,-2.01,-0.71,1.08,-0.69,-1.54,1.69,2.51,-0.16,-3.54,1.87,1.62,2.04,-2.73,-0.55,1.26,2.10,2.15,-2.11,2.84
PELDR_sq,,,,,-4.82,1.19,,,-0.09,-1.67,,,-11.69,1.00,-0.41,-6.29,1.87,-1.00,3.13,3.15,-0.10,-7.59,0.53,8.99,-1.83,-7.49,-1.83,0.68,-3.51,6.55,-2.34,-1.66,-2.84,-10.09,9.97,0.52,8.95,-7.35,-16.08
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,,,0.08,,,,-3.87,-1.53,-2.06,,4.55,1.19,-2.51,,1.78,2.38,-0.64,1.99,-3.63,-2.04,1.08,-2.68,-2.20,-5.19,-0.71,-1.49,1.61,-0.67,-1.97,-1.99,-5.04,-0.91,0.31,2.52,1.38,2.33,,-3.71
TSF_sy,,,,1.62,,,,-3.03,-5.69,-0.14,,-0.61,2.61,2.46,,-1.53,-10.08,-3.95,-5.93,-0.83,3.20,-4.77,-5.05,-1.25,-3.36,-1.65,2.38,4.84,10.40,10.19,6.52,-1.02,-2.88,-1.45,5.28,7.43,9.62,,6.49
TSF_qq,,,,,2.52,-1.57,,,5.02,-2.10,,,1.65,-5.68,5.67,0.47,2.26,-8.47,8.46,-5.07,3.94,-5.55,4.43,-4.60,0.76,-1.09,3.61,-1.60,-1.50,-2.38,3.58,-4.66,2.78,-1.18,5.86,-5.71,3.74,-3.42,1.94
TSF_sq,,,,,7.74,-5.56,,,4.79,,,,8.18,-0.15,1.59,-10.27,-1.22,6.66,-0.50,-5.40,2.79,-1.58,-0.79,-1.62,0.59,0.16,3.28,0.74,5.93,-0.03,-0.15,-6.39,3.94,1.45,6.66,-4.47,6.05,-9.96,16.73
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,,,-78.99,,,,22.44,14.78,14.48,,-21.69,-18.02,-0.04,,-5.81,-2.20,21.45,5.58,39.17,65.03,23.25,43.09,18.89,19.01,-2.02,-3.02,-4.88,-1.21,-1.76,0.92,3.17,-5.08,1.08,-2.82,-1.93,-13.05,-5.73,-5.26
ZKO_sy,,,,-1.53,,,,1.09,12.38,2.30,,-8.47,-4.79,-7.52,,10.84,6.01,25.60,26.35,-3.62,15.24,6.90,7.82,16.84,11.89,-0.48,13.18,2.37,8.76,12.22,1.28,1.76,-0.10,-3.54,-7.10,-0.77,-7.77,9.08,37.41
ZKO_qq,,,,,-12.64,5.40,,,-18.10,5.12,,,-14.27,28.18,-9.12,-5.69,-10.98,59.18,-20.99,24.31,5.56,18.89,-8.28,3.29,5.66,-2.12,-9.22,1.30,9.74,-2.67,-6.74,3.57,0.96,3.65,-10.34,4.52,-10.48,12.37,-9.89
ZKO_sq,,,,,-21.83,12.65,,,-13.09,2.54,,,-9.60,-0.40,-5.05,29.66,-13.54,18.00,-4.48,-1.09,3.37,9.47,-3.66,7.18,-1.01,-2.64,9.57,-3.05,5.17,0.45,-1.11,-2.60,3.24,-3.00,-4.76,4.04,-4.04,14.71,19.98
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,,,-57.39,,,,16.86,9.29,9.18,,-16.61,-12.42,3.86,,-8.07,-6.24,11.77,1.49,30.15,49.80,15.27,34.96,14.68,15.21,-1.21,-1.52,-3.72,-0.66,-0.99,1.14,4.49,-3.14,1.08,-3.22,-1.71,-9.11,-3.19,-0.75
OSF_sy,,,,-7.39,,,,-1.36,-5.51,-6.30,,-3.45,-7.12,-0.38,,-1.98,11.30,-0.40,-0.35,1.24,-2.20,5.86,6.17,1.28,3.06,-1.42,-3.21,3.47,0.20,6.20,-0.16,-6.47,-3.07,-5.86,0.48,11.20,2.55,-5.35,11.13
OSF_qq,,,,,-10.90,6.31,,,-16.67,6.21,,,-12.48,25.96,-12.79,-4.37,-10.74,50.16,-20.81,22.63,2.74,15.55,-7.29,4.20,3.22,-0.92,-7.58,1.87,6.50,-1.26,-5.58,5.24,-1.27,3.04,-9.60,6.88,-8.70,9.74,-7.32
OSF_sq,,,,,-3.11,-0.71,,,-7.18,-1.54,,,-10.71,5.59,1.35,2.57,1.39,-5.51,1.40,4.21,-2.05,2.28,1.70,-0.60,-0.33,-2.17,-0.15,6.26,-3.48,3.69,-6.13,-0.45,0.03,0.71,0.20,10.17,-7.75,-7.04,17.64
NetDebt,292154000000,,,-2819000000,-17839000000,-13409000000,,30129000000,-1073000000,8731000000,,7369000000,-19161000000,9345000000,22401000000,-453000000,-9448000000,60359000000,34481000000,68600000000,60863000000,92918000000,80262000000,77510000000,75202000000,81255000000,62501000000,56933000000,81884000000,88336000000,84223000000,91401000000,67933000000,86110000000,62935000000,82499000000,51335000000,90812000000,59561000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,,,-100.77,,,,1218.38,94.58,157.03,,-77.88,-1528.89,-8.33,,-106.13,47.78,637.60,72.70,17338.03,815.68,54.67,111.35,-8.54,-6.48,-34.09,-39.78,-39.01,-6.56,-1.79,29.28,42.38,-27.16,-17.03,-37.87,-20.29,-31.90,-1.69,-15.36
NetDebtEBITDA_sy,,,,-26.73,,,,32.51,557.25,-6.98,,-47.16,2.30,-18.00,,-10.08,-0.69,19.00,-17.87,29.48,-9.44,-7.67,75.79,-24.45,3.26,-19.66,-11.69,-52.78,5.47,6.22,-9.54,83.88,-39.13,-26.65,-43.68,-7.91,-39.07,-8.59,-13.51
NetDebtEBITDA_qq,,,,,-610.26,20.88,,,-103.44,933.33,,,-353.20,146.90,149.38,-102.07,-2056.34,762.44,-41.61,106.67,-10.47,43.17,-20.21,-10.56,-8.46,0.90,-27.10,-9.42,40.25,6.05,-4.04,-0.25,-28.25,20.81,-28.14,27.98,-38.71,74.42,-38.14
NetDebtEBITDA_sq,,,,,-118.29,663.15,,,-36.90,14.57,,,22.17,-8.17,-23.94,5.37,34.93,10.04,-47.51,66.13,-5.63,12.18,-0.05,-28.60,28.99,-12.73,9.87,-61.82,188.13,-12.11,-6.43,-22.40,-4.61,5.91,-28.16,26.90,-36.89,58.89,-32.03
DebtFin,215798000000,,,-81830000000,-81159000000,-90408000000,,-73537000000,-78565000000,-83587000000,,-98772000000,-108413000000,-92509000000,-58611000000,-70925000000,-61089000000,-19458000000,-44322000000,-42091000000,-19705000000,-10178000000,-9283000000,-42668000000,-10214000000,-10463000000,-28407000000,-52973000000,-12692000000,-22505000000,-23847000000,-70996000000,-30307000000,-38065000000,-36264000000,-68155000000,-65093000000,-26069000000,-57832000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,,,-130.07,,,,5.95,12.75,19.05,,-21.48,-25.73,5.19,,27.91,40.34,75.98,15.17,32.88,64.16,47.46,80.98,17.94,60.76,22.53,-136.53,-3.08,-6.61,-94.37,19.45,-18.86,-109.64,-43.95,-26.42,15.22,-93.57,36.14,-42.63
DebtFinEBITDA_sy,,,,-299.56,,,,-53.61,25.54,109.46,,-50.95,-0.12,-1070.52,,36.85,7.96,40.68,23.66,-3.41,-9.44,-35.14,58.16,38.28,74.80,53.40,-61.79,-160.47,-156.77,24.50,-1.66,100.18,-23.28,28.03,89.65,3050.00,7.70,412.26,-650.85
DebtFinEBITDA_qq,,,,,-11.33,-17.27,,,-3.28,-8.81,,,-6.89,17.95,34.08,-24.67,11.53,66.96,-132.78,1.35,52.76,51.56,15.72,-325.55,77.41,4.38,-157.33,-85.46,76.64,-74.33,-6.65,-173.65,58.79,-19.70,6.34,-83.51,5.92,60.51,-109.21
DebtFinEBITDA_sq,,,,,-139.27,30.99,,,-15.98,108.76,,,23.07,15.05,21.27,-22.73,-12.12,45.25,-1.33,-66.26,-18.66,32.40,68.63,-145.27,51.54,-24.98,-8.92,-294.87,52.23,63.25,-46.66,100.71,-32406.25,78.55,78.90,315.38,-1046.63,172.58,-150.74
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,,,102.78,,,,-4.56,-4.78,-4.60,,6.49,6.83,3.90,,-2.39,-4.14,-7.98,-3.88,-6.49,-9.21,-6.47,-5.67,-3.55,-3.19,0.83,1.55,1.24,0.55,0.78,0.22,1.27,2.06,0.01,-0.42,0.23,4.53,2.70,4.76
SP1_sy,,,,-11.38,,,,8.72,5.93,-5.04,,15.99,-3.34,10.54,,-21.82,2.51,-14.48,-11.86,9.08,-2.01,-4.41,-9.46,-8.18,-9.98,5.15,-2.20,-1.40,-12.88,-4.51,-0.13,-2.12,3.69,-6.52,-7.19,-4.44,0.99,-2.71,-6.63
SP1_qq,,,,,1.99,0.85,,,1.75,1.04,,,2.07,-1.73,-4.05,1.41,0.24,-5.66,0.22,-1.34,-2.67,-2.82,1.09,0.87,-2.31,1.22,1.81,0.56,-2.97,1.44,1.25,1.61,-2.21,-0.59,0.82,2.27,1.99,-2.33,2.84
SP1_sq,,,,,6.86,1.29,,,4.12,-9.20,,,-13.24,3.85,5.32,-17.61,13.76,-13.36,8.55,1.96,2.19,-15.48,2.81,3.39,0.19,-1.27,-4.37,4.23,-11.48,8.21,0.02,2.16,-6.22,-2.44,-0.69,5.18,-0.89,-6.02,-4.69
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,,,12.59,,,,-5.22,-5.95,-5.91,,6.16,6.98,4.00,,-2.36,-4.09,-7.81,-3.28,-5.54,-5.66,-3.33,-2.43,-1.66,-4.05,0.27,0.78,1.59,0.11,0.41,-0.16,1.02,2.27,0.27,-0.34,0.30,4.63,2.96,4.24
SP2_sy,,,,-10.95,,,,11.33,2.28,4.69,,10.78,-1.44,1.92,,-21.81,-3.20,-9.12,-9.67,9.63,2.81,-7.76,-3.46,0.23,-4.29,0.93,-5.87,-10.80,-12.75,3.60,5.55,-2.92,0.49,-10.38,-11.89,-4.75,7.60,-2.72,-12.38
SP2_qq,,,,,2.12,0.99,,,1.32,1.04,,,2.11,-1.77,-3.95,1.35,0.31,-5.58,0.77,-1.01,0.17,-3.25,1.71,-0.23,-2.27,1.11,2.22,0.57,-3.69,1.42,1.64,1.76,-2.50,-0.56,1.02,2.41,1.70,-2.15,2.27
SP2_sq,,,,,6.44,-3.97,,,-2.22,-1.70,,,-13.00,1.64,3.66,-14.70,7.70,-4.57,3.04,3.52,1.00,-14.38,7.83,7.48,-3.55,-9.71,0.56,1.86,-5.66,7.21,2.45,-6.31,-2.34,-4.38,0.72,1.28,10.32,-13.55,-9.28
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,,,137.48,,,,-28.91,-24.11,-26.06,,16.46,17.10,-11.84,,-12.01,-33.20,-46.15,-1.84,-39.54,-23.03,8.83,-22.40,24.08,-9.40,6.44,19.31,23.32,-1.47,2.86,-12.93,-15.92,13.42,16.75,29.58,5.46,27.09,1.20,3.48
CAR_sy,,,,-2.34,,,,-32.86,-22.55,-38.81,,45.75,-16.11,3.60,,9.38,16.66,12.45,-8.89,22.51,-0.30,9.44,-30.27,-38.07,-31.99,-32.30,7.71,81.57,10.22,39.30,10.19,-5.53,13.71,-6.91,9.80,-12.39,50.51,23.16,-6.75
CAR_qq,,,,,22.10,-6.93,,,30.34,-9.32,,,31.06,-31.73,-18.57,20.78,-0.50,-44.96,48.41,-25.61,26.67,-22.18,5.83,18.95,-7.52,-8.58,18.63,22.94,-26.11,-4.56,0.42,18.72,-0.32,-1.75,11.46,-3.38,20.12,-21.77,13.97
CAR_sq,,,,,50.25,-4.56,,,73.30,-24.59,,,-0.25,-6.88,43.99,-18.22,6.38,-10.24,16.67,9.96,-13.42,-1.47,-25.66,-2.34,-4.93,-1.91,18.26,64.63,-42.29,23.98,-6.45,41.14,-30.53,1.50,10.34,12.61,19.35,-16.95,-16.46
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,,,62.20,,,,-15.28,-19.51,-21.98,,28.83,24.46,-2.35,,2.54,1.14,-20.60,-4.92,-26.99,-20.06,-7.27,-12.35,-5.47,-32.60,-1.16,-7.59,5.18,-0.66,-2.76,-5.09,-9.75,6.86,4.81,7.35,2.63,14.00,6.11,1.54
QR_sy,,,,-3.60,,,,2.69,-11.65,-12.72,,15.30,-1.50,5.59,,-17.96,-15.30,-8.17,-16.38,9.83,-5.92,-10.12,-16.96,-7.07,-10.10,-3.09,-1.04,-14.97,-4.86,5.75,14.00,12.11,2.14,-5.54,-2.95,7.32,21.83,0.29,-30.23
QR_qq,,,,,24.97,-1.32,,,18.72,-4.35,,,14.70,-24.96,5.63,12.78,13.12,-41.09,26.50,-13.40,23.86,-31.66,19.56,-6.60,-11.69,0.23,11.78,6.30,-16.59,-1.90,9.11,1.08,-1.24,-3.78,11.76,-3.36,9.70,-10.44,6.94
QR_sq,,,,,42.10,-15.76,,,22.25,-16.77,,,4.43,-10.77,16.37,-24.34,7.81,-3.26,5.96,-0.62,-7.65,-7.58,-2.10,11.21,-10.65,-0.38,-0.03,-4.44,-0.03,10.74,7.76,-6.03,-8.92,2.41,10.73,3.92,3.40,-15.70,-22.97
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
