,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900,83900
ShareAmountCurrent,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000,200000000000
WKCurrent,28190,31710,33400,26410,33640,42350,46520,36320,42430,47270,51650,46850,51160,54620,56520,46830,49470,52490,56520,62490,67590,73330,83520,80890,98660,115510,119220,101950,103880,108410,116150,112600,112300,114210,117710,114770,121230,126510,130889,131730,130729,101060,101610,101290,102650,78860,83180,84820,88530,88470,90560,89920
CWKCurrent,2980,2650,2510,3180,2490,1980,1800,2310,1980,1770,1620,1790,1640,1540,1480,1790,1700,1600,1480,1340,1240,1140,1000,1040,850,730,700,820,810,770,720,750,750,730,710,730,690,660,640,640,640,830,830,830,820,1060,1010,990,950,950,930,930
WKGrahamCurrent,-4190,-2770,-1650,-8320,-1390,5450,11140,-80,5720,7850,12560,6970,10230,9200,10760,980,2330,3840,5310,7460,9570,12200,20190,17330,29930,56270,12350,-12130,-10690,-10980,-7830,-17970,-17570,-17160,-19030,-27260,-34070,-40200,-45730,-44710,-48860,-50170,-50710,-56200,-52760,-56460,-51050,-48150,-46110,-43650,-42670,-47580
CWKGrahamCurrent,,,,,,15400,7530,,14680,10690,6680,12030,8200,9120,7790,85880,36020,21850,15800,11250,8770,6880,4160,4840,2800,1490,6800,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,36610,45150,49070,56020,62680,64310,65440,65770,66280,67470,69520,68890,65550,63270,59680,57580,56680,60600,65500,71600,76590,83830,92570,100880,108960,110540,114340,119980,126320,133530,135590,130560,123960,120550,111200,105600,104200,102460,102870,105120,103180,100040,95950,92020,91450,95780,100780,102070,102510,101790,98570,100340
CPCurrent,2290,1860,1710,1500,1340,1300,1280,1280,1270,1240,1210,1220,1280,1330,1410,1460,1480,1380,1280,1170,1100,1000,910,830,770,760,730,700,660,630,620,640,680,700,750,790,810,820,820,800,810,840,870,910,920,880,830,820,820,820,850,840
ZCurrent,6880,10510,12320,14900,16470,17400,16990,17120,18330,19670,20100,19140,16860,13830,12970,11690,10060,11640,12240,17170,20070,23620,29650,33210,43940,55640,52560,47940,38010,23760,22200,19010,15540,15180,11750,11560,12380,12250,12150,12710,9490,-25060,-26240,-29540,-28060,-21860,-19110,-18080,-16710,7840,6490,5640
CZCurrent,12190,7980,6810,5630,5090,4820,4940,4900,4580,4260,4170,4380,4980,6070,6470,7180,8340,7210,6850,4890,4180,3550,2830,2530,1910,1510,1600,1750,2210,3530,3780,4410,5400,5530,7140,7260,6780,6850,6910,6600,8850,,,,,,,,,10700,12940,14890
