,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730,730
ShareAmountCurrent,36944082000,36944082000,36944082000,36944082000,36944082000,38025382000,38025382000,38025382000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,57038073000,56114378000,56114378000,56114378000,56114378000,56114378000,56114378000,46893621000,46893621000,46893621000,46893621000,46893621000,46893621000,46893621000,46893621000,46893621000,46893621000,46893621000,46893621000,46893621000,46893621000,46893621000
WKCurrent,2790,2970,2990,3000,0,3110,3160,3230,0,3370,3460,3430,0,3480,3530,3540,0,3490,3470,3520,0,3520,3500,3550,0,3570,3570,3530,0,3580,3540,3600,3670,3600,3620,3570,3640,4280,4280,4210,4220,4190,4170,4050,4100,3900,3860,3800,3800,3680,3610,3460
CWKCurrent,260,250,240,240,,230,230,230,,220,210,210,,210,210,210,,210,210,210,,210,210,210,,200,200,210,,200,210,200,200,200,200,200,200,170,170,170,170,170,170,180,180,190,190,190,190,200,200,210
WKGrahamCurrent,-230,0,70,120,0,310,420,530,0,-10,130,-10,0,120,140,210,0,270,320,430,0,530,490,550,0,680,720,700,0,810,690,730,850,820,810,790,880,1040,1070,1050,1120,1130,1160,1070,1170,1150,1150,940,980,940,910,830
CWKGrahamCurrent,,,10530,6340,,2370,1750,1390,,,5560,,,5910,5360,3560,,2700,2290,1690,,1380,1480,1320,,1080,1020,1040,,900,1050,990,850,890,910,930,830,700,680,700,650,640,630,680,630,630,630,770,750,770,800,880
PCurrent,2370,2570,2630,2790,2800,2670,2850,3050,2210,2470,2770,3090,3350,3370,3210,3130,3040,2900,2880,2850,2910,3110,3280,3440,3560,3610,3720,3770,3780,3750,3620,3640,3590,3540,3510,3410,3260,3810,3770,3820,3810,3850,3860,3730,3670,3650,3620,3520,3390,3340,3300,3230
CPCurrent,310,280,280,260,260,270,260,240,330,300,260,240,220,220,230,230,240,250,250,260,250,240,220,210,200,200,200,190,190,190,200,200,200,210,210,210,220,190,190,190,190,190,190,200,200,200,200,210,220,220,220,230
ZCurrent,270,130,150,230,250,260,280,290,230,260,300,350,360,360,330,280,240,90,40,50,20,90,80,80,110,160,200,170,180,130,70,40,20,-30,20,40,30,50,30,50,-30,10,-10,-70,-20,-190,-210,-150,-190,-120,-150,-290
CZCurrent,2660,5660,4830,3160,2900,2860,2620,2520,3120,2860,2420,2090,2020,2009,2220,2640,3070,7940,16750,13510,39540,7850,9620,8660,6510,4640,3640,4180,3970,5790,9860,19630,38830,,36090,20270,21020,15270,26010,16090,,97250,,,,,,,,,,
