,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800,415800
ShareAmountCurrent,28713125000,28983972000,29106262000,29374947000,29459506000,29516035000,29527770000,29564034000,29614972000,29648319000,29663778000,29683037000,29690882000,29690882000,29690882000,29690882000,29690882000,29690882000,29690882000,29690882000,42077777000,42086674000,42086674000,42086674000,42102538000,42102746000,42102746000,42102746000,42137036000,42138976000,42141246000,42141986000,42171752000,42175513000,42177058000,42177058000,42207402000,42207402000,42210157000,42210157000,42238537000,42238924000,42238924000,42238924000,42279255000,42280127000,42280127000,42285676000,42285676000,42312122000,42312122000,42312122000
CWKCurrent,6260,5720,5450,5250,,4680,4320,3940,,3580,3380,3160,,3050,3030,3030,,2890,2730,1850,,2470,2430,2300,,2170,2060,1980,1910,1820,1770,1820,1770,1710,1780,1700,1630,1580,1510,1520,1470,1430,1390,1370,1360,1350,1320,1290,1260,1230,1210,1210
PCurrent,65230,68720,68660,68150,69710,77360,82470,89760,97740,105930,115680,125620,137220,150940,157560,159470,156780,150030,147770,149240,107170,109310,111630,114560,118170,122790,127680,131200,134480,136220,134790,132770,128590,124570,123790,124050,125940,126890,124880,122380,120320,120610,122280,124130,126150,128280,130460,132650,134170,134990,137200,140040
CPCurrent,6370,6050,6060,6100,5960,5380,5040,4630,4250,3930,3590,3310,3030,2750,2640,2610,2650,2770,2810,2790,3880,3800,3720,3630,3520,3390,3260,3170,3090,3050,3080,3130,3230,3340,3360,3350,3300,3280,3330,3400,3460,3450,3400,3350,3300,3240,3190,3130,3100,3080,3030,2970
ZCurrent,-10240,8540,9150,9650,11990,14270,19140,21810,23070,23950,28050,31330,32479,28880,19870,8400,4150,4340,5630,11890,11570,15240,17960,22450,24840,26960,29360,29520,28850,28410,28290,27300,27480,28600,28890,30000,30620,30480,33160,30710,30790,30810,27420,31380,29240,28840,26730,23920,25360,25800,30340,30760
CZCurrent,,48680,45450,43100,34690,29130,21730,19070,18020,17360,14830,13270,12800,14400,20920,49520,100090,95750,73870,34980,35930,27270,23150,18520,16740,15420,14160,14090,14410,14630,14700,15230,15130,14540,14390,13860,13580,13640,12540,13540,13510,13500,15170,13250,14220,14420,15550,17380,16400,16120,13700,13520
ZOCurrent,-8260,12010,12620,13000,15210,18110,21640,25040,27260,28520,35550,34750,36210,29210,18730,8800,3990,7050,8890,17580,16410,20730,24320,29930,32409,34850,37300,37260,36510,34760,34520,33330,33310,35990,36800,38150,39670,39160,42210,39350,38960,38300,34440,39500,37210,38740,37020,34100,36330,36100,41520,41570
CZOCurrent,,34630,32950,31990,27340,22960,19220,16600,15250,14580,11700,11970,11480,14240,22200,47270,104320,58960,46790,23650,25330,20060,17090,13890,12830,11930,11150,11160,11390,11960,12050,12470,12480,11550,11300,10900,10480,10620,9850,10570,10670,10860,12070,10530,11170,10730,11230,12190,11450,11520,10010,10000
DTAR,940,940,940,940,,940,940,940,,940,940,940,,950,950,950,,950,950,920,,920,920,910,,920,910,910,910,910,900,910,900,900,910,910,910,910,910,900,910,900,900,900,900,900,900,890,890,890,890,900
CG,14990,14530,14980,15680,,15140,15010,14560,,15260,15610,15510,,19410,18940,18880,,17970,17730,12320,,11720,11350,10670,,11250,9910,9770,9870,9620,9420,10260,9520,9170,9860,9850,9880,9660,9630,9440,9550,9060,8760,9060,9010,9250,8780,8460,8480,8200,8230,8640
NetDebt,24845408000000,22677900000000,29377225000000,29169539000000,,29393385000000,36075701000000,34532510000000,,39829227000000,47481415000000,48321813000000,,65908662000000,66264156000000,61927072000000,,58770956000000,62318202000000,61735647000000,,60273290000000,62586340000000,61241678000000,,67736332000000,63947686000000,65468980000000,69170280000000,66562585000000,65694427000000,72076205000000,67018392000000,66271029000000,67402548000000,70269488000000,71578445000000,75015735000000,78801930000000,73756023000000,76608916000000,74015434000000,72129942000000,74625812000000,75515605000000,76334074000000,73101374000000,74790260000000,78043028000000,76077513000000,77843691000000,81958996000000
NetDebtEBITDA,-280560,46500,56950,54330,,41920,44660,37770,,38960,38480,39810,,61550,85760,126780,,125380,118960,78940,,54330,49670,40890,,39420,35060,35880,38580,38880,38670,43830,40750,37710,37610,37940,37290,39630,38970,38810,40600,39720,42260,38560,40970,39970,39830,43990,43490,42310,38140,39990
RN,90,90,90,80,90,90,90,90,100,90,90,90,100,90,90,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,70,70,70,70,70,70,70,70,60,60,60,60,70,70,70,70,70,70,70,70
CRN,4155000,3885000,4163000,4327000,4218000,4105000,4185000,4116000,3773000,3861000,3923000,4035000,3693000,3967000,4229000,4500000,4577000,4694000,4744000,4811000,4727000,4816000,4803000,4727000,4581000,4644000,4603000,4644000,4580000,4506000,4582000,4753000,4880000,5051000,5119000,5081000,5061000,5137000,5403000,5588000,5797000,5819000,5669000,5640000,5574000,5557000,5540000,5500000,5502000,5487000,5489000,5498000
CPZ,5571000,5591000,5773000,6100000,5946000,5832000,5937000,5862000,5374000,5449000,5491000,5547000,5077000,5322000,5626000,5977000,6079000,6304000,6485000,6568000,6454000,6490000,6397000,6205000,6013000,5972000,5795000,5752000,5664000,5619000,5824000,6113000,6366000,6597000,6710000,6750000,6857000,7026000,7388000,7670000,7927000,7986000,7858000,7861000,7778000,7808000,7785000,7652000,7593000,7485000,7396000,7397000
RM,60,60,60,60,60,60,60,60,60,60,60,60,70,60,60,60,60,50,50,50,50,50,50,50,60,60,60,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40
