,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,15.54,-1.20,18.24,,,,-34.67,-40.74,-43.59,-48.43,28.62,22.14,490.21,443.55,,-91.76,-164.23,-158.75,,1118.95,133.07,139.68,-2.68,0.73,8.97,7.95,-12.54,-12.09,-1.15,14.11,52.24,49.05,34.40,19.32,-4.48,-10.40,-5.62,-9.49,1.26,13.69,2.48
ROS_sy,,31.48,169.62,-49.64,,,,-80.35,294.48,1018.23,1708.33,923.41,-2.25,18.96,26.24,,-3.90,-23.84,-21.34,,-30.21,19.97,-3.91,12.40,-14.90,-55.58,-40.56,-60.90,-41.79,-44.43,-82.28,7.59,-96.48,-58.07,195.88,-19.68,1418.52,130.02,4.53,-10.26,57.20,-99.28
ROS_qq,,,,,2.18,-4.52,5.69,-36.64,-7.31,-9.11,-3.38,58.02,-11.98,339.20,-11.02,,,-3523.68,18.60,143.63,0.26,-7.12,-2.32,7.00,3.78,0.47,-3.24,-13.32,4.32,12.97,11.70,15.65,2.14,1.86,-0.83,-7.42,-4.20,7.30,-4.90,3.58,7.56,-3.28
ROS_sq,,,,,-42.69,-67.89,-162.50,270.83,1050.73,-8.99,-10.11,8.70,9.91,10.75,-4.60,,,-12.23,-1.47,-11.66,-8.65,50.89,-21.08,3.34,-30.85,-21.24,5.60,-32.02,2.96,-24.80,-66.32,312.63,-96.63,794.44,137.68,12.02,-36.24,35.49,8.01,-3.83,11.70,-99.38
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,20.35,6.06,-1.11,,,,-30.02,-34.80,-32.22,-38.86,18.65,26.43,19.33,28.64,-5.70,-1.65,20.25,19.66,19.22,13.39,-5.52,-4.53,-5.38,-8.29,-2.28,-13.55,-22.62,-14.38,-7.85,10.98,38.33,32.40,25.14,10.97,-2.86,-4.66,-3.11,1.04,2.47,8.44,8.46
RS_sy,,100.25,138.96,-27.81,,,,-44.67,-111.52,-108.46,-166.93,-2.84,-313.33,-561.36,-12.79,-173.67,-15.16,-125.95,119.59,187.73,615.55,429.13,3040.79,461.32,-57.89,-49.58,-29.28,105.43,119.10,-18.33,9.12,11.46,-71.38,101.80,102.33,-36.82,108.74,-59.40,-70.03,-15.23,-23.31,-82.12
RS_qq,,,,,0.22,-7.11,5.03,-28.44,-6.62,-3.43,-5.26,38.88,-0.50,-8.86,2.14,1.81,3.77,11.44,1.64,1.43,-1.31,-7.15,2.71,0.53,-4.34,-1.07,-9.13,-10.02,5.85,6.47,9.44,12.15,1.32,0.64,-2.96,-1.83,-0.56,2.27,1.20,-0.44,5.24,2.29
RS_sq,,,,,-6.93,-20.12,-50.58,50.58,-119.38,41.33,-290.91,318.60,-182.45,6.13,33.33,-42.78,-28.88,-84.17,105.78,539.47,657.41,17.58,-44.85,14.29,-43.18,40.77,-22.64,231.99,-39.40,-47.53,3.37,239.09,-84.44,269.96,3.64,5.88,-48.58,-28.04,-23.49,199.46,-53.48,-83.23
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,15.05,0.92,13.34,,,,-37.02,-42.31,-39.85,-43.99,34.46,25.54,380.64,335.14,174.04,194.01,-83.96,-77.09,-73.01,-71.26,32.74,1.89,-3.73,2.59,11.19,14.86,-5.76,-7.16,2.42,11.56,43.93,43.82,33.10,21.38,-0.86,-9.08,-5.39,-10.24,-2.30,10.22,-4.86
GPM_sy,,24.43,191.16,-51.75,,,,14.43,226.45,438.32,35233.33,121.61,23.68,67.74,38.02,-19.39,0.91,-17.54,-24.01,-15.19,-45.15,-3.88,-11.47,-3.35,14.48,-40.08,-10.24,-52.68,-38.38,-29.70,-111.38,-11.80,-130.89,-87.59,424.13,-5.67,298.22,396.00,17.34,-14.87,,-74.68
GPM_qq,,,,,1.53,-7.66,4.67,-35.83,-7.00,-3.72,-2.53,54.06,-13.17,268.62,-11.76,-2.98,-6.84,-79.89,26.00,14.34,-0.83,-7.10,-3.28,8.04,5.67,0.69,-0.08,-11.36,4.11,11.09,8.84,14.35,4.03,2.80,-0.74,-6.60,-4.60,6.97,-5.83,1.66,7.62,-7.66
GPM_sq,,,,,-43.44,-51.73,-98.20,23233.33,61.36,-20.41,17.91,46.34,-9.94,7.95,-2.98,-14.52,12.73,-11.79,-10.60,-4.61,-27.09,54.57,-17.65,4.14,-13.63,-19.09,23.35,-45.10,12.47,-7.70,-119.96,525.62,-139.39,137.09,421.20,23.87,-17.22,-7.19,23.31,-10.14,-2.77,-76.50
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,16.36,1.88,-14.71,,,,-6.18,-9.39,-1.67,-9.99,15.58,17.44,2.73,-0.95,-9.24,-11.17,0.66,-1.65,-11.82,-11.36,-13.01,-6.93,-0.72,-0.70,-1.73,-5.54,-0.79,5.31,4.16,9.21,-1.70,-5.81,-4.71,-10.23,1.10,10.09,5.76,10.25,6.86,2.97,26.42
RBS_sy,,-6.55,89.77,44.17,,,,-8.13,-15.97,45.16,25.81,10.29,21.51,-29.09,-50.05,-45.14,-48.77,-11.36,14.68,36.67,50.96,45.56,35.00,8.74,-1.90,-21.20,-5.28,48.75,35.86,22.17,27.27,-1.70,-4.10,0.10,-23.30,2.05,-0.48,-5.81,-16.91,5.87,11.27,-7.08
RBS_qq,,,,,1.05,-4.68,10.99,-12.24,-2.41,3.45,1.59,12.70,-0.84,-9.51,-2.04,3.26,-2.94,2.53,-4.29,-7.41,-2.44,0.62,2.40,-1.24,-2.42,-0.42,-1.56,3.72,3.57,-1.51,3.21,-6.63,-0.76,-0.36,-2.77,5.15,8.06,-4.27,1.36,1.91,4.13,17.53
RBS_sq,,,,,2.84,-22.01,37.20,-16.52,-5.94,34.73,18.91,-26.81,3.63,-21.38,-16.23,-19.62,-3.23,36.05,8.37,-4.21,6.88,31.19,0.51,-22.84,-3.57,5.38,20.80,21.17,-11.93,-5.24,25.85,-6.41,-14.08,-1.09,-3.57,24.52,-16.21,-6.39,-14.93,58.65,-11.93,-21.82
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,4.59,23.84,17.04,,,,-79.85,-58.22,,,2.12,,,,,,37.63,,,43.00,30.78,,2.37,7.64,7.29,-8.54,2.44,-8.20,10.24,30.61,47.68,49.76,25.76,-26.15,-16.10,-28.15,-25.62,12.87,-13.44,14.48,-7.02
ROPA_sy,,39.34,-56.76,33.06,,,,-107.57,-229.85,,,272.97,,,,,,366.13,,,937.50,88.79,,-23.96,-12.49,2.41,627.59,17.61,-23.15,-13.64,-12.80,-41.48,-49.19,-29.95,-15.04,5.63,25.00,-116.06,-33.90,-8.00,1.03,-77.42
ROPA_qq,,,,,-4.24,-5.50,-11.57,-74.82,98.59,,,,,,,,,9.22,,,4.49,-0.12,10.51,-11.24,9.87,-0.44,-5.79,-0.59,-1.55,19.57,11.62,12.40,-0.16,0.40,-34.46,27.70,-14.49,3.93,-0.54,-2.06,13.08,-15.59
ROPA_sq,,,,,-86.30,-320.90,-44.59,82.71,-135.14,,,,,,,,,275.00,,,12.16,-31.76,-86.04,611.49,29.08,-20.15,-0.78,15.01,-15.66,-10.26,0.18,-22.83,-26.76,23.72,21.50,-4.05,-13.33,-115.90,600.00,33.55,-4.83,-127.92
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,196.31,-217.21,381.30,,,,9947.39,-243.30,-26.62,-173.05,-95.46,34.65,-340.42,2022.92,,101.84,85.03,-105.29,,6235.02,499.77,130.07,-4.28,-52.34,-65.04,91.65,-74.68,-60.55,-54.17,-30.75,128.31,161.51,93.20,11.37,-178.39,-161.34,-179.56,-154.15,576.87,-1432.43,-1281.27
ZNPO_sy,,4.34,-94.36,1125.31,,,,-115.10,-154.05,-82.78,-193.38,203.39,199.43,328.16,370.82,,-99.46,-92.18,-71.52,,17994.74,709.59,156.61,-58.69,39.89,89.99,-29.76,48.28,-56.32,-87.11,-94.27,59.58,21.61,168.37,1855.52,-130.60,-119.69,-151.07,-62.41,19.22,-103.38,151.63
ZNPO_qq,,,,,14.85,37.09,-18.08,7689.45,-101.64,170.20,-181.55,584.08,-123.58,-158.28,752.28,,,-2195.33,-130.66,201.36,29.32,32.22,-82.65,222.62,-35.61,-3.00,-4.89,-57.37,0.31,12.69,43.70,40.55,14.90,-16.74,-17.17,-198.93,10.09,-7.98,43.63,971.27,-388.94,2.67
ZNPO_sq,,,,,11.09,23.72,-74.29,-142.73,-297.63,139.42,-239.42,147.31,282.39,69.76,-11.82,,,2342.11,221.34,204.49,-24.27,9.26,1.85,-50.98,156.44,48.39,-62.34,3.48,-24.45,-56.21,-83.26,2781.82,-42.43,-3.37,21.97,-145.09,62.96,-150.70,189.77,-196.91,6.75,163.64
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-97.17,-2222.96,173.91,,,,-1.51,-9.20,-18.52,3.34,3.94,-17.25,-6.22,-7.58,-5.39,291.82,-66.48,-46.72,3.81,-74.54,170.41,105.37,-21.27,-56.55,,,,,,,,,,,,,49.18,-3154.70,-75.81,-91.58,
ZFI_sy,,-34.81,6.49,58.27,,,,-5.87,-11.37,-25.76,7.44,3.71,-3.54,11.59,7.79,-10.17,1.90,4.40,1.57,13.48,11.59,-1.38,1.16,-27.15,-57.58,,,,,,,,,,,,,82.36,88.07,-4.76,152.45,
ZFI_qq,,,,,23.50,5.35,-19.99,-5.38,13.86,-5.46,1.47,-4.83,-9.35,7.14,-0.01,-2.58,275.44,-90.83,58.93,89.80,-7.92,-2.64,20.70,-27.24,-49.18,,,,,,,,,,-58.26,1223.73,180.22,-90.37,-954.78,110.48,-2.44,
ZFI_sq,,,,,-2.30,14.11,-26.38,14.68,-8.01,-4.42,6.55,10.70,-14.44,10.57,2.92,-7.75,-2.94,13.28,0.14,3.07,-4.55,0.12,2.72,-25.78,-44.42,,,,,,,,,,-0.28,79.53,-57.89,141.88,2.85,-9.08,11.62,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-50.00,101.32,21.74,,,,-57.21,-5.44,,,36.22,,,,,,-6.75,,,6.94,22.33,,12.45,0.09,-3.57,-5.15,-7.65,-10.57,-27.32,-26.68,-33.03,-32.25,-11.99,76.86,37.13,42.07,82.94,-12.00,19.47,19.38,-9.00
DTAR_sy,,14.03,-22.88,-9.65,,,,-3.10,-20.30,,,-27.44,,,,,,9.65,,,1.29,4.34,,-13.67,-2.13,-3.79,-5.34,3.49,-14.10,1.22,-2.97,8.21,-13.26,-21.35,10.38,-5.22,49.02,45.96,7.88,17.45,5.03,14.44
DTAR_qq,,,,,-5.93,-18.41,9.31,-49.00,107.87,,,,,,,,,-10.45,,,8.76,2.43,-0.48,1.42,-3.20,-1.30,-2.11,-1.26,-6.25,-19.79,-1.25,-9.81,-5.17,4.21,98.44,-30.07,-1.75,34.19,-4.54,-5.07,-1.83,2.28
DTAR_sq,,,,,9.32,-21.42,-4.34,17.91,-10.08,,,,,,,,,-3.60,,,-5.17,-0.70,-1.79,-6.65,7.51,-2.39,-3.37,2.06,-10.76,15.01,-7.37,13.83,-28.47,4.28,30.01,-2.27,12.47,2.14,-3.91,6.41,0.57,11.29
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-56.88,133.96,30.92,,,,-65.53,-7.38,,,43.78,,,,,,-7.89,,,10.56,32.24,,18.33,0.13,-5.43,-7.74,-11.43,-15.27,-36.31,-35.30,-42.35,-40.78,-15.34,135.48,53.20,59.79,137.98,-19.37,30.48,30.04,-14.15
CG_sy,,24.83,-33.29,-18.05,,,,-30.92,-23.48,,,-5.68,,,,,,56.87,,,2.05,30.04,,-25.23,2.74,3.01,-10.85,-5.09,-19.47,-14.34,-12.80,7.72,-20.42,-21.86,13.79,-23.95,15.60,73.70,21.96,56.56,90.21,16.83
CG_qq,,,,,-8.24,-23.81,12.33,-56.11,146.53,,,,,,,,,-13.21,,,12.38,3.82,-0.77,2.21,-4.91,-1.95,-3.19,-1.88,-9.02,-26.30,-1.67,-12.57,-6.53,5.37,173.49,-43.12,-2.51,56.93,-7.34,-7.95,-2.85,3.60
CG_sq,,,,,-4.70,-26.64,12.33,-12.04,5.56,,,,,,,,,-22.43,,,-25.73,-1.15,3.76,-1.85,2.06,-0.88,-10.20,4.49,-13.41,5.44,-8.58,29.07,-36.04,3.53,33.13,-13.74,-2.77,55.56,-6.52,10.74,18.13,-4.45
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-49.85,-50.97,117.79,,,,23.77,177.52,,,-44.43,,,,,,-0.79,,,-40.80,-11.03,,388.22,112.85,54.08,-18.47,-29.24,-57.10,-66.95,-78.01,-51.29,1.05,60.62,345.20,105.34,87.27,159.67,50.85,46.22,26.26,-19.12
LDER_sy,,-13.61,56.64,-39.46,,,,16.67,29.79,,,-46.01,,,,,,16.22,,,-40.80,-16.71,,-1.94,-12.04,-42.58,26.68,-14.00,-29.31,11.12,4.68,13.36,-9.99,30.14,40.09,-6.02,14.22,-28.70,-2.50,42.98,62.87,3.55
LDER_qq,,,,,-6.35,-9.50,231.91,-56.00,109.97,,,,,,,,,-11.19,,,115.39,33.48,58.75,6.97,-6.09,-3.38,-16.00,-7.16,-43.06,-25.58,-44.11,105.68,18.11,18.30,54.92,-5.13,7.71,64.03,-10.00,-8.05,-6.99,5.08
LDER_sq,,,,,15.07,-36.39,151.22,-36.55,28.01,,,,,,,,,-19.62,,,22.36,13.09,-57.08,65.12,9.75,-26.17,-5.32,12.09,-9.78,16.04,-10.80,21.39,-28.36,67.78,-3.98,-18.56,-12.93,4.73,31.30,19.42,-0.82,-33.42
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,39.07,34.36,-69.52,,,,-73.98,-70.52,,,61.23,,,,,,5.35,,,-18.22,-2.61,,-81.75,-58.78,-45.60,-4.19,30.52,107.24,166.30,321.12,77.28,-16.13,-43.52,-80.35,-55.53,-47.60,-66.12,-43.11,61.58,103.67,394.62
PZAT_sy,,-15.42,-26.26,-9.62,,,,8.89,95.17,,,4.04,,,,,,-45.31,,,36.04,-2.16,,-18.85,303.02,206.54,53.17,-16.83,-50.53,-78.52,-58.95,166.36,53.22,276.66,16.44,-81.82,-54.87,-72.13,-43.05,-0.44,-28.84,23.29
PZAT_qq,,,,,-1.40,-0.90,-65.24,-23.40,11.72,,,,,,,,,-35.31,,,-53.79,-22.96,-35.92,-20.00,4.36,1.67,12.88,8.98,65.70,30.65,78.50,-54.12,-21.61,-12.02,-37.89,3.81,-7.63,-43.12,4.30,194.85,16.43,38.14
PZAT_sq,,,,,-0.36,104.72,-22.46,-31.15,78.59,,,,,,,,,97.15,,,-44.02,41.80,63.86,-37.60,177.99,7.85,-18.12,-66.12,65.35,-53.17,56.47,119.85,-4.88,15.11,-51.63,-65.66,136.07,-28.91,-1.16,-39.98,68.74,23.16
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,35.56,1.25,-20.51,,,,114.68,-3.34,,,-41.61,,,,,,-26.77,,,30.21,-64.30,,-26.55,-32.87,232.98,78.45,-50.61,-33.89,42.77,138.67,546.90,414.10,27.04,19.60,-63.64,-44.76,-8.50,-22.94,-18.54,-49.76,-73.83
PELDR_sy,,-42.08,-15.82,12.28,,,,-13.81,-24.02,,,19.99,,,,,,-38.22,,,16.33,0.20,,-29.04,-23.35,-17.12,13.33,34.58,4.92,-1.38,-31.28,-35.86,17.17,18.58,14.72,20.45,25.58,10.55,17.46,-18.30,3.13,-20.83
PELDR_qq,,,,,3.78,9.15,11.53,69.93,-53.27,,,,,,,,,23.48,,,7.19,-66.14,17.13,72.81,-2.04,67.94,-37.23,-52.18,31.13,262.68,4.93,29.63,4.21,-10.38,-1.22,-60.59,58.32,48.47,-16.81,-58.34,-2.35,-22.66
PELDR_sq,,,,,-6.82,-20.67,-13.56,34.89,-17.85,,,,,,,,,12.86,,,-36.49,-2.78,9.01,5.43,-31.40,5.13,49.05,25.20,-46.52,-1.19,3.86,16.86,-2.30,,0.48,22.70,1.86,-11.97,6.77,-14.66,28.58,-32.42
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,10.58,-16.11,-4.31,,,,25.69,11.00,,,-7.96,,,,,,1.06,,,-13.57,-9.92,,27.62,19.42,13.96,-3.03,-5.53,-12.96,-8.81,-10.07,1.27,14.60,11.76,-5.86,2.70,1.39,-0.36,23.61,2.17,-1.81,-1.55
TSF_sy,,-8.42,19.32,-0.32,,,,5.88,11.71,,,8.39,,,,,,-9.37,,,1.34,2.00,,13.95,-1.24,-0.06,7.62,-1.90,7.60,7.64,-3.27,-3.28,-0.69,-4.21,4.43,1.63,-4.20,-0.17,-3.67,-3.37,-5.10,-5.77
TSF_qq,,,,,2.17,6.62,7.34,7.49,-9.77,,,,,,,,,0.17,,,6.64,4.41,13.10,1.34,-0.21,-0.36,-3.76,-1.28,-8.06,4.39,-5.09,11.18,4.04,1.80,-20.05,21.29,2.71,0.04,-0.82,0.25,-1.29,0.31
TSF_sq,,,,,0.97,7.30,6.57,-8.29,6.52,,,,,,,,,-4.18,,,8.16,-3.55,-2.01,11.47,-6.25,-2.40,5.51,1.62,2.83,-2.36,-5.18,1.60,5.59,-5.83,3.37,-1.13,-0.47,-1.86,-0.25,-0.81,-2.26,-2.55
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-53.04,92.57,27.23,,,,-61.47,-1.62,,,48.24,,,,,,-4.55,,,5.55,26.56,,14.64,2.09,-8.55,-8.46,-3.70,-9.22,-28.01,-28.55,-37.74,-35.33,-12.15,76.32,40.49,43.58,83.15,-11.35,20.61,22.21,-4.76
ZKO_sy,,21.03,-14.73,23.72,,,,-12.52,27.40,,,-8.05,,,,,,8.27,,,-0.01,0.15,,-2.33,15.22,9.84,11.57,4.37,-9.41,-9.09,-4.95,13.14,10.90,1.74,7.47,-3.14,4.92,14.40,5.18,6.84,-1.47,18.56
ZKO_qq,,,,,-6.33,-18.88,8.22,-53.15,139.20,,,,,,,,,-9.79,,,8.76,8.17,-0.78,-1.79,-3.14,-3.10,-0.69,3.31,-8.69,-23.15,-1.43,-9.99,-5.15,4.39,97.83,-28.28,-3.06,33.15,-4.24,-2.42,-1.77,3.76
ZKO_sq,,,,,-24.56,35.81,25.57,-32.00,9.86,,,,,,,,,6.85,,,-2.06,7.03,-6.97,0.16,15.54,2.03,-5.51,-6.31,0.28,2.40,-1.21,11.53,-1.71,-6.05,4.35,0.52,6.47,2.44,-4.06,2.11,-1.81,23.26
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-33.21,99.92,-1.72,,,,-18.32,-12.51,,,-10.90,,,,,,-30.01,,,53.77,-53.57,,-37.29,-42.64,172.47,73.14,-47.52,-27.22,28.63,115.00,362.22,231.92,3.78,68.23,-55.49,-30.47,29.34,-39.68,-11.95,-42.59,-73.16
OSF_sy,,-3.35,-10.38,3.16,,,,-14.86,-11.64,,,-17.56,,,,,,1.02,,,11.57,15.16,,-14.16,-8.81,-7.70,12.06,20.97,19.10,55.25,4.25,-21.61,-14.05,-33.21,3.31,22.16,31.56,22.54,10.02,24.93,14.04,-6.97
OSF_qq,,,,,-2.47,-11.03,9.38,-13.94,4.47,,,,,,,,,14.65,,,5.80,-65.38,3.04,66.15,-3.21,64.44,-34.53,-49.64,34.22,190.64,9.43,8.27,-3.62,-9.12,77.40,-71.35,50.57,69.03,-17.27,-58.18,-1.83,-20.99
OSF_sq,,,,,-21.18,-7.50,56.03,-25.15,-18.20,,,,,,,,,-1.86,,,-16.92,1.30,-6.23,8.77,-11.74,2.53,13.85,17.41,-13.10,33.65,-23.55,-11.72,-4.72,3.85,18.26,4.38,2.62,-3.27,6.18,18.54,-6.33,-21.09
NetDebt,2311000000,-827000000,4195000000,7912000000,7056000000,5695000000,4663000000,7190000000,7522000000,,,11071000000,,40187000000,,,35725000000,30734000000,,37939000000,37790000000,42170000000,40353000000,43337000000,36536000000,31415000000,34141000000,43928000000,29538000000,21761000000,22090000000,24557000000,17493000000,12204000000,58578000000,52131000000,42779000000,41424000000,53856000000,57058000000,64058000000,-148173000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-128.54,380.63,7.03,,,,48.81,74.55,,,28.85,,,,,,-40.04,,,-39.72,-12.61,,-3.06,-19.83,-37.63,-22.91,-2.09,-15.16,-35.11,-46.30,-60.55,-59.85,-57.04,135.32,105.73,188.67,208.96,-21.61,-5.64,-3.43,-463.04
NetDebtEBITDA_sy,,236.92,-52.36,-35.47,,,,-15.93,506.10,,,359.58,,,,,,160.68,,,-33.55,-43.63,,-15.83,-16.01,2.59,171.85,-1.83,3.55,-41.72,-56.59,-18.86,-18.74,154.79,99.56,-34.53,24.09,-74.64,-50.01,8.31,-3.43,-66.10
NetDebtEBITDA_qq,,,,,-10.45,-16.75,-14.54,133.57,5.04,,,,,,,,,-23.80,,,-6.58,10.45,-10.07,4.46,-22.74,-14.08,11.17,32.67,-33.05,-34.29,-7.99,-2.54,-31.87,-29.68,403.98,-14.80,-4.41,-24.73,27.87,2.55,-2.16,-382.95
NetDebtEBITDA_sq,,,,,-41.53,501.74,-34.44,-63.56,321.58,,,,,,,,,-6.55,,,-29.07,-20.73,-51.13,206.38,-29.23,-3.18,29.49,10.64,-25.35,-45.51,-3.56,106.83,-25.24,70.86,-24.46,-32.14,41.68,-65.08,48.89,47.01,26.33,-87.74
DebtFin,-31000000,-2254000000,-73000000,-78000000,-364000000,-241000000,-194000000,7514000000,-73000000,,,10229000000,,38461000000,,,33382000000,29465000000,,43407000000,43713000000,43081000000,46271000000,53466000000,46035000000,40516000000,38590000000,39049000000,32367000000,17000000000,19197000000,22869000000,16371000000,10168000000,14194000000,49056000000,43967000000,52917000000,60205000000,64283000000,62580000000,58653000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-5707.64,98.21,39.26,,,,15882.83,67.24,,,13.91,,,,,,-39.93,,,-25.37,-6.88,,4.52,-12.67,-21.27,-24.00,-29.45,-26.22,-60.70,-58.71,-58.67,-65.71,-54.19,-34.39,107.88,217.02,373.74,261.67,12.97,-8.20,12.50
DebtFinEBITDA_sy,,141.14,-115.43,80.58,,,,23715.00,653.85,,,-107.88,,,,,,12.54,,,-24.99,-49.57,,-33.95,145.63,457.86,-43.99,69.71,-87.71,-77.04,-51.67,-24.56,178.72,30.13,-3.93,-89.37,220.85,-79.37,271.50,0.41,-66.87,731.91
DebtFinEBITDA_qq,,,,,-368.69,31.68,16.09,5974.06,-100.97,,,,,,,,,-21.82,,,-5.55,-2.45,0.94,12.39,-21.09,-12.05,-2.57,4.34,-17.48,-53.15,2.35,4.44,-31.54,-37.40,46.58,230.89,4.41,-6.45,11.90,3.35,-15.16,14.65
DebtFinEBITDA_sq,,,,,-2175.00,27.03,-431.63,367.59,-46.64,,,,,,,,,-19.28,,,-46.67,-45.73,292.16,-41.79,98.30,23.25,-60.63,76.36,-85.64,130.35,-17.13,175.29,-46.96,7.55,-38.82,-69.54,1501.01,-93.09,1001.89,-91.77,428.23,73.62
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,42.18,3.84,-22.75,,,,112.05,-11.08,,,-39.91,,,,,,-26.68,,,45.68,-63.31,,-45.29,-43.81,197.91,89.17,-45.50,-19.82,78.67,200.80,642.34,413.22,18.16,-4.57,-68.31,-51.58,-29.39,-31.96,-27.00,-53.02,-71.83
SP1_sy,,-28.39,-15.18,8.17,,,,-26.67,-11.61,,,33.22,,,,,,-5.59,,,49.38,-4.96,,-21.31,-24.62,-11.07,6.17,-6.66,8.16,-6.09,-15.37,-18.28,-8.04,0.47,9.15,29.87,22.69,25.70,6.79,-23.36,-10.11,-29.40
SP1_qq,,,,,4.12,9.67,1.07,83.75,-56.34,,,,,,,,,27.09,,,-2.72,-67.99,3.84,69.19,-0.08,69.70,-34.06,-51.25,47.00,278.13,11.01,20.30,1.63,-12.94,-10.35,-60.06,55.32,26.94,-13.60,-57.14,-0.05,-23.87
SP1_sq,,,,,-11.59,-19.82,-0.53,4.00,6.57,,,,,,,,,42.85,,,-22.32,-9.12,-9.00,22.48,-25.58,7.23,8.64,7.67,-13.77,-6.90,-2.10,3.97,-2.96,1.72,6.36,23.71,-8.33,4.22,-9.65,-11.22,7.53,-18.14
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,35.56,1.25,-20.51,,,,114.68,-3.34,,,-41.61,,,,,,-26.82,,,30.20,-64.28,,-26.54,-32.87,232.99,78.45,-50.61,-33.89,42.77,138.66,546.89,414.11,27.04,19.60,-63.64,-44.76,-8.49,-22.94,-18.54,-49.75,-73.83
SP2_sy,,-36.89,-14.64,11.31,,,,-27.85,-16.88,,,35.52,,,,,,-36.46,,,24.32,-1.73,,-29.01,-28.14,-20.91,8.17,34.58,2.86,-2.99,-32.69,-36.09,20.18,25.30,22.70,43.16,25.77,10.54,17.46,-31.01,3.13,-18.25
SP2_qq,,,,,3.78,9.15,11.53,69.93,-53.27,,,,,,,,,23.39,,,7.19,-66.14,17.13,72.81,-2.04,67.94,-37.23,-52.18,31.13,262.68,4.93,29.63,4.21,-10.38,-1.21,-60.59,58.32,48.47,-16.81,-58.34,-2.35,-22.66
SP2_sq,,,,,-14.10,-24.58,-0.53,11.96,-1.04,,,,,,,,,17.08,,,-32.71,-7.45,8.11,5.43,-31.88,1.86,47.86,31.18,-47.93,-3.94,2.60,24.54,-2.09,0.15,0.48,45.31,-13.99,-11.97,6.77,-14.66,28.58,-30.23
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
