,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_yy,,-79.51,,,4.37,,-99.90,5.84,-0.42,7.56,5.89,-4.89,-5.00,-5.65,-8.96,-14.30,-10.40,-11.77,-4.64,2.52,-0.45,0.20,-0.24,-0.31,-0.70,-2.37,-5.13,-4.37,0.45,-0.84,-0.44
CWKCurrent_sy,,-21.06,,,-12.77,,-18.33,34.97,11.36,-0.25,3.31,-8.38,5.89,5.81,10.21,10.38,-2.71,4.24,1.05,1.96,1.24,1.60,7.06,7.26,9.04,5.80,1.92,3.39,-0.18,3.66,5.72
CWKCurrent_qq,,,,-99.90,4.56,-4.12,-1.91,7.63,-1.62,3.56,-3.44,-3.32,-1.74,2.85,-6.83,-8.99,2.73,1.29,0.71,-2.16,-0.25,1.95,0.26,-2.23,-0.64,0.23,-2.57,-1.44,4.38,-1.07,-2.18
CWKCurrent_sq,,,,-33.89,19.55,3.19,0.14,9.25,-1.36,-7.57,3.72,-3.12,14.01,-7.64,8.03,-2.97,0.49,-1.04,4.73,-2.10,-0.21,-0.69,10.35,-1.92,1.44,-3.63,6.30,-0.50,-2.07,0.08,8.41
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,-2225.71,,,2.94,,-19935.71,-88.69,-35.36,-123.06,-148.46,-34.17,-48.29,-13.21,9.70,39.28,22.72,28.10,29.15,-45.05,-13.91,-21.53,-39.01,16.22,9.02,11.38,17.60,15.82,1.30,5.75,18.02
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,-20102.38,-22.11,13.74,5.84,-90.26,12.40,-42.14,-4.88,-2.74,3.18,-8.51,16.34,30.92,-23.24,-0.95,17.56,-41.41,3.22,-7.71,5.70,14.77,-5.10,-4.91,12.31,12.94,-23.23,-0.18,23.73
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,-25.55,,,35.44,,102.52,16.97,3.08,-4.44,-32.43,-6.58,-3.89,-1.17,3.00,-0.39,-6.67,-6.81,-18.25,-12.15,1.71,-0.86,8.20,-0.50,-7.21,2.68,11.11,36.43,40.31,40.63,46.29
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,24.27,8.98,4.91,42.55,-28.23,-3.96,-2.74,0.79,-0.77,-1.20,0.02,5.04,-4.03,-7.43,-0.13,-7.86,3.14,7.17,-2.66,0.56,-5.15,-0.06,7.72,8.82,16.47,2.78,7.96,13.20
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,34.31,,,-26.16,,-50.62,-14.50,-2.98,4.63,47.99,7.04,4.03,1.20,-2.89,0.39,7.15,7.30,22.32,13.82,-1.68,0.88,-7.59,0.50,7.77,-2.62,-9.99,-26.69,-28.74,-28.88,-31.64
CPCurrent_sy,,-13.90,,,-13.58,,-22.67,-20.60,-18.28,-8.75,-13.93,-6.78,14.66,6.19,9.56,10.92,-0.80,2.00,11.98,6.55,-1.77,1.66,-1.77,4.95,7.23,-3.12,23.72,10.23,-14.99,-9.34,-17.47
CPCurrent_qq,,,,-19.52,-8.24,-4.68,-29.85,39.34,4.13,2.80,-0.78,0.78,1.20,,-4.79,4.19,8.01,0.14,8.54,-3.04,-6.70,2.75,-0.57,5.44,0.05,-7.16,-8.10,-14.12,-2.74,-7.34,-11.67
CPCurrent_sq,,,,-7.87,-6.17,-6.63,-4.19,-5.41,-3.43,4.27,-9.63,2.45,18.77,,-6.76,3.71,6.22,-0.70,2.36,-1.31,-2.08,2.76,-1.09,5.44,0.05,-7.16,26.32,-6.06,-22.84,-0.98,15.00
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-87.00,,,-604.38,,-444.93,-105.49,191.09,137.39,186.74,510.87,43.05,581.76,310.81,89.37,-13.63,-26.08,-123.54,-130.93,-88.56,-106.45,111.65,112.07,62.03,970.95,2209.76,1407.36,356.77,90.61,-14.40
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,-174.79,-574.36,33.89,-3.45,55.44,398.93,-72.87,140.00,111.08,4.08,29.30,44.62,-2.70,-52.53,10.67,-146.05,-27.84,117.56,-162.45,183.11,32.52,135.58,235.68,120.40,-13.52,-28.61,40.08,-1.02
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,669.58,,,,,,,,,,,-30.12,-85.34,-75.65,-47.19,15.77,35.27,,,776.04,,,,-38.46,,-95.66,-93.38,-78.09,-47.54,16.82
CZCurrent_sy,,12.95,,,,,,,,,,,26.22,2.12,-4.69,-1.12,-19.04,-4.76,,,3.23,,,,41.13,,66.01,11.92,29.42,16.38,-23.22
CZCurrent_qq,,,,,,,,,,268.71,-58.36,-52.62,-3.92,-22.66,-30.84,2.77,110.62,-9.63,,,,,,-24.24,-57.69,-70.17,-54.64,15.65,40.03,-28.59,1.01
CZCurrent_sq,,,,,,,,,,5.41,-9.31,0.20,31.78,-14.72,-15.36,3.96,7.88,0.33,,,,,,32.10,9.03,-3.81,19.82,-10.94,26.09,-13.51,-20.95
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-76.20,,,-100.00,,-100.00,-1.50,,,,110.76,89.40,284.34,76.37,32.13,-15.64,-39.49,-98.51,-100.58,-75.12,-68.82,954.84,400.00,63.66,126.03,238.84,4463.54,64.48,70.75,66.28
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-100.00,,,,20.15,-43.60,164.42,17.62,7.97,14.45,21.34,-11.89,-31.06,-17.90,-97.00,-134.41,3040.62,2.87,1.34,-90.21,1504.17,42.08,51.92,31.80,-42.18,47.49,47.94
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,320.36,,,,,,1.50,,,,-52.55,-47.20,-73.98,-43.29,-24.32,18.52,65.24,6608.86,,301.83,220.63,-90.54,,-38.88,-55.74,-70.50,-97.81,-39.20,-41.42,-39.86
CZOCurrent_sy,,5.28,,,,,,-25.72,,,,5.21,27.20,-5.86,-6.12,-4.48,-20.11,-16.67,3.50,,2.12,21.90,8.51,,27.91,35.19,61.91,45.79,25.53,-17.43,-27.49
CZOCurrent_qq,,,,,,,,,-16.77,77.34,-62.19,-14.97,-7.39,-12.62,-17.59,13.48,45.05,21.82,3245.88,,,-2.80,-1.26,920.51,-93.76,-29.62,-34.17,-24.13,72.96,-32.19,-32.41
CZOCurrent_sq,,,,,,,,,10.36,16.69,-12.80,-6.31,33.42,-13.64,-13.04,-4.67,11.60,-9.93,8.02,,,7.52,-3.85,1.52,21.87,13.64,15.16,-8.58,4.93,-25.25,1.13
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,0.33,,,-45.38,,,44.04,96.00,37.64,37.64,0.68,-2.03,-2.47,-0.70,-11.61,4.78,-4.97,-4.86,6.15,-15.51,-3.60,-6.73,-5.92,4.49,8.32,7.30,0.99,5.09,-7.87,-6.00
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,,,,44.04,36.08,-29.78,,5.36,32.41,-30.09,1.82,-6.21,56.95,-36.59,1.93,4.65,24.92,-27.65,-1.38,5.55,38.74,-25.00,-2.30,-0.66,44.37,-34.25,-0.32
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,34.75,,,-59.67,,-50.62,23.13,90.13,44.02,103.70,7.78,1.95,-1.33,-3.59,-11.26,12.26,1.98,16.38,20.85,-16.94,-2.76,-13.78,-5.46,12.62,5.51,-3.44,-25.98,-25.10,-34.49,-35.75
EVPCurrent_sy,,13.13,,,-20.23,,-8.95,3.40,10.12,22.07,16.81,25.12,16.29,1.02,2.37,-5.84,-1.99,-6.76,2.57,1.38,-1.97,17.30,11.85,12.88,13.94,4.32,6.51,-1.85,-20.91,-19.20,-26.75
EVPCurrent_qq,,,,-19.52,-8.24,-4.68,-29.85,100.67,41.70,-27.80,-0.78,6.17,34.03,-30.11,-3.06,-2.27,69.56,-36.51,10.62,1.48,16.54,-25.68,-1.91,11.27,38.83,-30.37,-10.23,-14.70,40.48,-39.10,-11.95
EVPCurrent_sq,,,,-10.71,11.89,-7.21,-1.78,1.40,19.17,2.86,-6.02,8.61,10.76,-10.65,-4.76,-0.10,15.29,-15.00,4.77,-1.25,11.48,1.71,-0.10,-0.34,12.52,-6.87,2.00,-8.17,-9.33,-4.86,-7.53
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,321.75,,,,,,46.20,,,,-52.23,-48.27,-74.63,-43.69,-33.11,24.18,57.03,6282.71,-18281.23,239.51,209.09,-91.17,131.36,-36.14,-52.06,-68.34,-97.78,-36.11,-46.03,-43.46
EVEBITCurrent_sy,,14.29,,,,,,-15.26,,,,-3.83,10.15,-4.74,-0.37,-9.54,-1.76,-2.47,20.47,21.29,-12.53,3.07,7.88,2.39,26.12,45.01,37.91,48.90,-5.60,-18.71,-24.48
EVEBITCurrent_qq,,,,,,,,,13.25,24.53,-62.19,-10.41,22.63,-38.92,-16.09,6.43,127.65,-22.76,3310.51,-403.17,104.25,-29.68,-2.62,977.17,-91.34,-47.21,-35.69,-24.63,149.71,-55.41,-32.63
EVEBITCurrent_sq,,,,,,,,,15.73,-4.24,-17.35,4.99,32.56,-17.19,-13.55,-4.68,43.95,-17.78,6.79,-4.03,3.81,-3.12,11.77,-8.91,27.87,11.39,6.30,-1.65,-18.93,-4.08,-1.25
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,129.90,,,,,,56.24,,,,-40.90,-31.93,-43.63,-21.22,-32.61,9.09,14.99,141.05,152.71,18.46,24.02,-38.76,-29.49,-9.28,-10.98,-19.39,-42.97,-12.01,-29.34,-30.02
EVEBITDACurrent_sy,,2.02,,,,,,,,,,-1.95,11.24,0.13,6.86,11.63,-4.75,-9.21,-3.68,0.10,-9.41,-5.99,3.26,-0.38,21.32,24.00,8.82,17.71,9.27,-9.77,-7.42
EVEBITDACurrent_qq,,,,,,,,,4.16,-23.34,-36.88,17.27,19.95,-36.51,-11.79,0.32,94.17,-33.08,84.92,5.17,-8.98,-29.94,-8.68,21.09,17.10,-31.25,-17.32,-14.32,80.67,-44.79,-18.11
EVEBITDACurrent_sq,,,,,,,,,1.92,8.80,-7.02,-4.90,15.63,-2.06,-0.78,-0.66,-1.33,-6.65,5.26,3.24,-10.71,-3.12,15.62,-0.39,8.75,-0.99,1.46,7.75,0.95,-18.25,4.11
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-97.34,,,-627.27,,-100.34,-115.52,190.64,139.92,191.95,492.00,36.14,546.60,273.75,62.24,-22.55,-34.83,-122.41,-131.70,-88.66,-106.45,111.44,111.90,61.36,953.57,2130.43,1356.67,359.15,88.70,-14.81
ROE_sy,,-14.02,,,44.95,,41.63,1.05,8.94,-4.15,-13.17,-5.06,-8.36,3.60,-6.85,12.71,18.88,11.93,14.33,6.34,-18.50,-26.29,-37.59,-51.62,-36.66,-18.92,-19.84,-15.24,-40.91,-36.11,-14.81
ROE_qq,,,,-100.08,-600.00,36.45,-1.16,52.11,394.40,-72.01,133.01,104.17,2.24,32.93,34.68,-11.37,-51.19,11.86,-146.31,-25.37,117.46,-163.64,182.14,30.43,136.67,236.62,114.64,-14.81,-25.40,38.34,-3.10
ROE_sq,,,,9.96,8.42,8.52,9.48,-21.55,16.90,-4.52,-0.82,-14.23,12.83,7.94,-10.83,3.79,19.01,1.62,-8.93,-3.46,-8.79,-8.08,-22.89,-25.16,19.42,17.66,-23.77,-20.86,-16.75,27.22,1.63
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-94.05,,,-600.00,,-100.32,-113.79,187.27,137.88,189.15,472.58,23.44,514.00,288.70,87.01,-5.91,-23.45,-123.49,-130.32,-88.79,-106.38,111.43,112.21,60.00,893.33,2000.00,1250.00,325.00,76.47,-19.84
ROA_sy,,-10.31,,,-8.15,,20.87,15.70,47.02,3.20,-23.27,16.08,-29.42,-20.04,-2.83,33.33,58.55,62.31,32.66,4.30,-26.81,-58.06,-46.88,-57.20,-44.30,9.45,-20.00,-38.55,-43.84,-49.40,-17.86
ROA_qq,,,,-100.07,-658.62,40.00,2.27,51.94,409.68,-73.96,130.00,100.87,2.60,29.54,45.60,-3.36,-48.38,5.38,-144.68,-24.76,119.08,-160.00,180.00,33.33,150.00,197.50,111.76,-14.29,-21.30,23.53,-3.81
ROA_sq,,,,-30.65,19.62,32.81,9.70,-33.61,52.01,-6.78,-18.44,0.43,-7.58,5.62,-0.89,37.81,9.90,8.12,-18.99,8.35,-22.88,-38.04,2.61,-12.70,0.36,21.74,-25.00,-32.94,-8.28,9.68,21.76
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-68.02,,,,,,-15.77,,,,125.53,96.94,290.00,71.36,32.64,-9.50,-35.14,-98.17,-100.71,-75.57,-68.60,871.43,380.00,76.56,120.74,205.88,3264.29,17.26,21.48,13.70
OPM_sy,,-25.88,,,,,,9.17,,,,-25.47,-31.19,-19.34,25.78,21.00,27.71,14.67,-5.81,-11.66,-17.62,-8.25,-6.44,4.83,-35.85,-29.84,-38.37,-36.10,-6.86,-10.04,13.70
OPM_qq,,,,-19.60,,,,,25.11,-42.18,162.94,18.57,9.25,14.51,15.54,-8.22,-25.46,-17.94,-96.74,-135.71,2660.00,5.47,0.74,-89.71,1514.29,31.86,39.60,13.22,-43.74,36.60,30.66
OPM_sq,,,,17.82,,,,,12.70,-10.53,-22.52,-4.60,4.04,4.88,20.82,-8.22,9.82,-5.83,-0.76,-13.93,2.42,4.87,1.20,-3.56,-37.33,14.71,-11.11,,-8.65,10.79,12.35
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-82.60,,,-474.60,,-271.43,-76.32,188.14,139.19,227.78,538.81,49.04,591.38,300.00,90.14,-7.42,-20.70,-128.80,-135.24,-88.85,-106.60,110.69,112.18,75.00,933.33,1988.24,1000.00,226.79,36.00,-41.41
ROS_sy,,-1.64,,,28.10,,16.04,-19.83,13.75,11.13,-26.28,-7.84,-17.81,-16.38,27.78,32.15,18.39,28.96,-4.89,-17.71,-22.25,-29.08,-40.19,-19.35,-34.99,-25.97,-23.57,-46.09,3.65,-26.77,18.75
ROS_qq,,,,-160.32,-521.05,37.29,27.03,37.96,410.45,-72.12,137.93,113.04,5.44,29.35,37.66,1.27,-48.66,10.80,-150.00,-23.90,116.24,-165.62,180.95,41.18,133.33,212.50,102.86,-25.63,-30.68,30.05,-12.61
ROS_sq,,,,13.37,-6.03,-4.00,13.46,-21.67,33.33,-6.21,-24.74,-2.08,18.91,-4.57,15.00,1.27,6.53,3.95,-15.19,-12.38,0.65,-5.18,-28.47,18.15,-18.87,7.97,-26.15,-16.67,56.00,-23.72,19.75
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,-71.94,,,-46.91,,-9.05,47.01,162.02,52.91,11.76,115.74,3.25,25.26,109.72,28.47,29.80,4.70,-99.61,-113.00,-79.69,-55.41,8050.00,292.96,10.87,-23.67,55.21,106.57,166.67,210.85,108.70
RS_sy,,-18.91,,,36.05,,25.72,2.76,21.48,4.88,-14.61,-22.95,-33.21,-11.77,8.85,23.43,29.43,14.74,14.88,-6.59,0.07,-0.50,-34.05,-5.66,-36.89,-34.78,-26.11,-42.11,-36.57,-25.22,44.38
RS_qq,,,,-44.86,-3.73,46.51,16.93,-10.86,71.57,-14.50,-14.53,72.06,-17.88,3.72,43.09,5.41,-17.03,-16.34,-99.47,-3650.00,229.58,83.70,-3.55,-15.95,-25.55,26.47,96.12,11.86,-3.89,47.43,31.67
RS_sq,,,,26.52,-5.38,-1.80,6.94,3.42,11.85,-15.22,-12.94,-6.68,-3.04,11.99,7.41,5.83,1.67,-0.71,7.54,-13.95,8.92,-1.28,-28.72,23.08,-27.14,2.03,-19.25,-3.56,-20.17,20.28,55.92
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,-104.91,,,-650.00,,-207.69,115.32,197.95,136.70,270.00,1747.06,101.57,1120.00,363.97,85.35,-7.27,-22.95,-114.42,-123.54,-79.55,-103.46,62.64,81.75,-54.79,1676.92,1232.35,1408.00,672.73,30.73,-21.56
GPM_sy,,-6.47,,,25.74,,15.04,-28.88,21.42,-12.86,-17.53,3.75,-34.44,0.84,14.81,22.45,30.41,25.67,1.44,-18.64,-16.25,-26.55,-32.98,-6.70,-33.67,-28.80,-26.79,-46.11,-2.29,-28.50,20.73
GPM_qq,,,,-326.92,-75.68,44.10,26.61,121.25,1023.53,-79.06,240.00,130.88,22.61,26.75,29.30,-7.77,-38.66,5.32,-124.20,-50.55,153.28,-117.81,-161.54,26.47,232.00,521.21,87.80,-15.06,-22.02,5.10,12.69
GPM_sq,,,,20.74,-6.71,-0.15,2.28,-25.36,59.29,-28.34,-3.20,-6.10,0.65,10.23,10.20,0.15,7.20,6.22,-11.04,-19.67,10.34,-6.84,-18.84,11.83,-21.56,,-16.54,-17.68,42.22,-26.82,40.93
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,-8.01,,,,,,13.65,,,,-50.59,-3.14,12793.33,193.33,-0.99,-0.76,-10.82,-29.17,-27.34,-20.45,-7.24,10.53,12.91,4.24,-8.19,-1.71,-10.15,-9.11,1.52,0.67
RBS_sy,,-7.94,,,,,,-1.68,,,,-2.77,3.86,2.66,-12.32,-4.15,-7.10,-3.31,6.33,2.39,-5.80,-4.63,-6.56,-13.94,-5.22,0.23,-10.30,2.74,-9.89,-10.85,1.72
RBS_qq,,,,88.00,,,,,-50.70,-100.78,-13786.67,192.03,-3.34,2.75,2.10,-2.37,-3.11,-7.67,-18.90,0.15,6.09,7.66,-3.37,2.30,-2.06,-5.18,3.46,-6.48,-0.93,5.92,2.59
RBS_sq,,,,8.60,,,,,-1.77,-4.53,8.83,-4.73,4.92,-5.63,-7.05,4.14,1.70,-1.78,2.21,0.28,-6.43,-0.56,0.14,-7.63,3.04,5.16,-10.38,5.79,-9.62,4.04,2.26
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-89.15,,,,,,1.88,,,,92.17,64.07,247.26,66.67,30.22,-8.13,-37.08,-98.55,-100.55,-75.68,-69.59,1000.00,433.33,63.64,109.28,196.97,3760.00,51.85,57.64,56.12
ROPA_sy,,-34.39,,,,,,131.40,,,,-6.44,-26.55,-9.95,-6.37,13.78,21.31,10.68,19.67,8.55,-3.60,-8.18,-36.16,-37.66,-53.90,-46.23,-28.32,-25.05,1.40,3.50,26.80
ROPA_qq,,,,-99.90,,,,,24.42,-45.93,154.79,12.10,6.24,14.45,22.29,-12.42,-25.05,-21.62,-97.18,-133.33,3400.00,-2.02,2.06,-89.90,1520.00,25.31,44.83,31.29,-36.27,30.08,43.44
ROPA_sq,,,,-50.26,,,,,37.07,-16.59,-6.37,-12.61,7.62,2.26,-2.65,6.20,14.74,-6.70,5.26,-3.67,1.90,-11.14,-26.81,-5.94,-24.63,3.63,-2.43,-1.66,1.97,5.79,19.53
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,100.80,,,,,,21926.37,,,,-93.79,122.29,176.70,139.42,621.69,289.71,3.32,-116.75,-107.56,-97.92,-107.66,119.13,130.00,39095.98,-1552.58,-9595.92,-6853.88,98.44,228.86,132.24
ZNPO_sy,,-25.28,,,,,,-6.41,,,,-15.79,40.50,22.27,27.20,9.77,-10.70,16.80,-25.05,14.87,-25.01,-64.45,-16.14,-32.01,-24.40,42.27,-25.97,-37.29,-28.43,6.70,18.51
ZNPO_qq,,,,-175.00,,,,,-118.51,50.85,182.47,-17.27,-33.53,69.12,157.45,149.37,-64.11,-55.16,-141.75,-12.49,109.87,-265.33,204.26,76.38,12792.56,-106.97,-499.06,-25.45,478.80,-95.47,49.87
ZNPO_sq,,,,27.47,,,,,-28.52,4.59,-5.30,18.95,19.25,-8.98,-1.48,2.66,-2.99,19.04,-36.78,57.32,-36.66,-43.58,49.15,27.55,-29.57,6.18,-22.40,8.05,-19.61,58.30,-13.81
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-25.05,,,,,,-3.58,,,,4.75,-27.31,-25.51,-1.96,-9.64,513.04,700.09,-3.79,5.36,-79.48,-82.95,3.43,,-0.65,-12.54,-27.43,,-1.91,3.18,73.62
ZFI_sy,,36.73,,,,,,-16.66,,,,-7.91,9.73,19.55,15.59,17.24,21.04,7.87,-3.57,9.39,-12.85,-16.57,-7.98,,-9.47,8.03,6.50,,-3.09,-3.63,3.91
ZFI_qq,,,,,,,,,6.06,-3.24,-0.60,2.69,-26.41,-0.84,30.83,-5.36,399.29,29.41,-84.27,3.64,-2.75,7.55,-4.58,,,-5.32,-20.82,99.52,-34.42,-0.41,33.23
ZFI_sq,,,,,,,,,-12.37,9.12,1.24,-4.88,4.42,18.88,-2.11,-3.51,7.80,5.94,-12.49,9.46,-14.12,1.42,-3.48,,,21.02,-4.85,5.04,-19.88,20.35,2.60
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-41.97,,,-5.39,,-6.63,13.39,17.36,22.76,18.03,4.04,9.65,4.15,-3.50,-13.51,-19.40,-15.09,-4.72,5.45,2.55,3.36,-1.86,-2.87,-0.78,5.66,8.48,8.00,10.80,6.86,5.63
DTAR_sy,,24.83,,,10.24,,1.97,-1.60,-11.57,1.50,9.55,0.85,10.30,11.16,1.34,4.17,-3.44,-4.53,-0.05,-1.47,3.03,2.52,4.49,12.05,13.07,7.16,-1.15,-0.37,0.39,-3.12,6.53
DTAR_qq,,,,-5.25,-8.61,3.15,4.53,15.06,-5.40,7.90,0.50,1.42,-0.30,2.49,-6.88,-9.10,-7.10,7.97,4.50,0.61,-9.66,8.83,-0.78,-0.43,-7.72,15.90,1.86,-0.86,-5.33,11.78,0.69
DTAR_sq,,,,5.00,5.24,-10.76,3.40,1.32,-5.43,2.44,11.61,-6.72,3.43,3.23,1.75,-4.13,-4.12,2.06,6.53,-5.49,0.26,1.55,8.58,1.35,1.18,-3.76,0.16,2.15,1.95,-7.12,10.13
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-73.92,,,-0.83,,-0.54,15.96,22.26,30.28,21.91,8.58,20.33,9.04,-7.01,-24.85,-33.67,-27.84,-9.06,10.52,4.49,6.38,-3.51,-5.41,-1.39,11.32,17.28,16.16,20.70,14.73,12.18
CG_sy,,40.53,,,21.04,,8.91,-9.79,-20.08,-3.79,15.27,5.09,19.01,19.46,0.14,2.23,-6.91,-7.53,-1.09,-2.22,5.98,5.91,10.22,25.90,26.21,14.20,-1.31,-2.23,0.78,-6.25,6.83
CG_qq,,,,-0.78,-14.97,9.18,7.98,15.68,-10.36,16.34,1.05,3.02,-0.65,5.42,-13.81,-16.74,-12.32,14.69,8.62,1.19,-17.10,16.76,-1.48,-0.80,-13.58,31.81,3.80,-1.75,-10.20,25.28,1.50
CG_sq,,,,18.53,1.67,-13.79,4.83,-1.83,-9.92,3.78,25.59,-10.50,2.01,4.18,5.28,-8.62,-7.11,3.49,12.61,-9.67,0.67,3.43,17.18,3.19,0.92,-6.41,1.27,2.22,4.02,-12.93,15.40
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
