,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
EVEBITDACurrent_qq,,,8.05,-11.08,-4.22,-2.94,-9.15,7.79,-3.43,-13.32,-3.96,-3.68,2.00,8.80,0.37,-3.36,-2.53,7.88,6.45,3.34,-4.19,-7.75,-3.53,-4.39,-3.06,-7.86,-2.02,-1.42,-1.02,4.07,0.33,3.61,-0.05,-4.67,-9.83,-11.32,-6.69,-2.49,-0.81,-0.38,1.25,-5.01,-5.40,-3.29,-1.77,-0.47,-1.63,-3.15,-1.85,6.44,-0.87,-4.38,2.66
EVEBITDACurrent_sq,,,-3.09,-11.99,-23.55,-12.75,27.15,-18.92,-13.66,26.74,14.27,34.04,-24.66,44.53,7.32,4.43,-18.13,-4.88,1.16,-5.13,17.53,25.45,-12.02,-15.49,-9.07,-0.89,-21.32,11.78,4.28,29.28,35.21,-1.83,-11.61,-12.89,2.36,-0.12,0.16,7.82,-5.68,12.07,-16.64,-13.23,-9.72,-7.05,7.73,3.75,3.92,-1.10,-7.84,-12.18,2.47,-0.28,36.22
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,-9.47,-15.24,,,,-7.74,13.94,-7.34,0.62,4.46,-12.17,1.62,-8.19,-38.11,-49.73,-53.37,-40.25,1.52,56.50,64.94,43.93,18.99,4.55,17.62,7.95,16.34,15.80,4.85,15.89,-4.82,-13.32,-5.75,-12.47,19.13,36.66,33.87,45.93,3.01,-3.38,-3.10,-10.31,16.80,22.06,34.46,40.84,20.48,11.17,-0.39,-11.09,-12.09,-11.89,-6.63,-0.05
ROE_sy,636.09,-6.62,,,,-10.78,-16.26,-7.34,22.35,-1.95,-3.62,-0.12,-15.15,-27.22,-41.65,-52.56,18.96,-17.83,38.49,14.45,-50.03,-6.65,-8.01,37.45,54.02,79.79,49.78,48.14,3.61,-19.85,-50.54,-59.35,-42.84,-22.02,14.66,24.68,0.88,-28.41,-11.84,13.13,19.14,27.46,6.39,1.28,1.92,11.24,23.75,13.98,6.53,0.57,3.44,2.32,27.15
ROE_qq,,,-10.52,9.27,-7.41,1.92,10.50,-11.14,0.54,5.81,-7.09,2.80,-9.16,-28.67,-24.53,-4.64,16.40,21.20,16.34,0.49,1.57,0.19,2.22,13.06,-6.78,7.99,1.75,2.37,3.03,-11.31,-7.34,11.31,-4.32,20.71,6.30,9.03,4.30,-14.80,-0.28,9.35,-3.46,10.95,4.20,20.47,1.12,-5.09,-3.84,7.94,-9.75,-6.16,-3.62,14.39,-3.39
ROE_sq,,,-1.96,-9.48,-6.56,7.59,-7.98,0.15,23.38,-13.78,-9.54,3.80,4.81,-26.05,-27.47,-15.62,162.82,-48.92,22.25,-30.27,14.75,-4.57,20.47,4.19,28.59,11.40,0.36,3.05,-10.07,-13.83,-38.07,-15.31,26.48,17.55,-8.93,-7.91,2.34,-16.59,12.16,18.16,7.78,-10.77,-6.38,12.48,8.46,-2.60,4.15,3.60,1.37,-8.05,7.11,2.48,25.98
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,6.40,-20.67,,,,-23.75,2.43,-16.71,-12.95,-2.36,-15.76,1.45,-2.08,-37.67,-49.79,-50.43,-34.80,16.56,81.51,76.59,45.22,17.34,-2.16,12.44,4.17,16.35,20.03,9.32,21.11,-3.65,-10.12,-1.86,-9.16,25.39,41.81,36.64,52.80,5.15,-2.99,-8.84,-15.67,13.94,20.19,25.93,29.78,11.67,2.21,-10.12,-18.17,-20.74,-19.98,-14.15,-7.78
ROA_sy,510.32,30.30,,,,-23.40,-11.47,-17.80,-1.35,25.86,8.36,1.03,-9.86,-54.40,-55.03,-57.58,-34.80,-33.71,-23.77,-19.59,-2.56,26.88,74.91,127.35,55.26,106.75,64.87,43.89,-6.32,-19.06,-49.46,-60.55,-43.09,-36.45,4.30,7.12,10.26,-21.57,-19.17,6.49,-2.49,36.25,34.98,43.40,13.17,9.50,-11.01,0.30,11.28,-18.33,-9.88,-0.91,51.12
ROA_qq,,,-17.76,0.24,-6.54,-1.04,10.47,-18.48,-2.33,11.01,-4.69,-1.83,-5.73,-29.33,-23.23,-3.08,23.99,26.34,19.56,-5.71,1.96,2.09,-0.31,8.36,-5.53,14.02,2.84,-1.31,4.66,-9.29,-4.07,7.75,-3.12,25.21,8.50,3.81,8.34,-13.84,0.11,-2.44,0.22,16.41,5.60,2.21,3.29,0.17,-3.34,-10.12,-5.97,-2.97,-2.43,-3.57,1.01
ROA_sq,,,-17.76,0.24,-10.41,3.72,-4.95,-6.92,7.51,32.33,-18.17,-13.22,-4.08,-33.05,-19.30,-18.14,47.42,-31.93,-7.19,-13.65,78.63,-11.36,27.94,12.24,21.99,18.03,2.02,-2.05,-20.57,1.97,-36.29,-23.54,14.57,13.87,4.57,-21.48,17.93,-19.00,7.77,3.45,7.98,13.17,6.77,9.90,-14.78,9.50,-13.23,23.88,-5.45,-19.64,-4.25,36.20,44.20
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,31.53,-19.22,,,,-17.98,7.75,-13.12,-8.63,8.95,7.92,33.76,31.85,-1.08,-5.15,-5.40,-4.99,-6.48,-19.66,-28.05,-24.83,-6.63,4.65,15.05,8.91,3.66,4.97,1.44,0.62,-9.07,-10.38,-14.72,-11.93,-1.33,11.59,32.74,41.94,35.17,19.96,4.13,-6.75,-0.58,2.69,7.15,9.09,0.84,-3.19,-7.48,-7.85,-8.71,-8.62,-3.56,-2.46
OPM_sy,51.83,38.35,,,,3.37,0.21,10.23,3.67,-4.42,-16.21,-13.17,-20.30,-24.31,-17.92,-30.35,-45.55,-8.58,-29.43,-11.21,21.78,-21.30,37.28,39.96,63.41,60.40,39.95,45.64,-23.32,-38.60,-43.47,-57.64,-41.77,-16.82,-8.63,9.95,37.60,15.04,-3.15,3.16,-4.35,27.22,43.95,26.53,28.04,-4.38,-5.69,-0.33,-5.37,-3.00,-6.28,-11.99,30.83
OPM_qq,,,-17.82,4.71,-3.37,-1.36,7.96,-15.57,1.62,17.62,6.95,4.64,0.16,-11.76,2.55,4.36,0.60,-13.14,-11.90,-6.53,5.09,7.89,-1.25,2.75,-0.51,2.69,,-0.71,-1.32,-7.20,-1.44,-5.51,1.90,3.97,11.46,12.40,8.97,-0.99,-1.08,-2.44,-2.41,5.56,2.17,1.80,-0.64,-2.43,-1.91,-2.70,-1.04,-3.34,-1.82,2.68,0.09
OPM_sq,,,3.70,-14.47,10.05,5.90,0.53,-5.91,3.50,-2.36,-11.88,-2.50,-4.99,-7.28,-4.43,-17.26,-25.74,55.69,-26.23,4.09,1.86,0.61,28.69,6.12,18.93,-1.24,,10.43,-37.38,-20.92,3.38,-17.26,-13.91,12.95,13.56,-0.43,7.74,-5.57,-4.39,6.05,-0.11,25.61,8.17,-6.78,1.09,-6.20,6.70,-1.49,-4.02,-3.84,3.09,-7.49,42.67
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,19.25,-6.54,,,,-29.71,-7.19,-22.98,-12.71,-5.41,-14.24,7.98,4.62,-31.30,-43.43,-44.10,-30.79,21.74,75.12,67.98,42.75,13.04,-5.90,2.62,-6.50,3.02,10.54,4.58,19.57,-0.93,-9.92,-0.51,-6.67,26.78,41.63,30.40,39.87,-3.93,-8.79,-10.52,-16.43,14.14,21.26,33.70,38.44,15.97,5.48,-16.17,-24.56,-26.71,-26.23,-15.73,-10.11
ROS_sy,339.86,20.99,,,,-8.41,-15.94,-17.86,-28.34,14.35,11.85,20.09,-2.92,-40.53,-45.52,-51.92,-69.35,-33.97,-40.53,-43.67,58.86,-4.47,75.95,145.99,119.72,102.34,50.84,53.26,4.81,-31.98,-39.75,-53.76,-44.64,-26.37,-11.35,-2.76,6.88,-11.22,-8.33,20.66,8.04,40.52,60.88,31.11,13.40,23.28,-1.01,-13.66,0.84,-26.82,-12.54,-0.81,45.80
ROS_qq,,,-18.31,-2.01,-11.76,-0.49,7.86,-18.68,,7.84,-2.21,2.39,-3.11,-29.18,-19.47,1.17,19.95,24.56,15.84,-2.95,1.93,-1.36,-3.57,5.84,-7.13,8.70,3.47,0.13,6.18,-9.94,-5.92,10.59,-0.39,22.34,5.10,1.82,6.85,-15.97,-0.22,-0.11,-0.22,14.78,6.00,10.14,3.32,-3.85,-3.59,-12.47,-7.02,-6.60,-2.96,,-0.82
ROS_sq,,,2.23,-10.03,5.86,-5.94,-6.17,-12.08,,50.09,-8.22,-5.60,-25.34,-8.05,-15.93,-16.69,-52.41,98.10,-24.28,-21.10,34.22,19.12,39.46,10.31,19.89,9.70,3.97,12.08,-18.01,-28.81,-7.90,-13.98,-1.84,-5.31,10.89,-5.65,7.89,-21.35,14.50,24.19,-3.40,2.30,31.08,1.21,-16.45,11.22,5.26,-11.72,-2.42,-19.29,25.81,,43.42
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,8.84,-14.29,,,,-22.19,-2.18,-11.31,-12.59,17.85,23.75,32.11,33.87,-3.04,-7.95,-2.43,1.71,13.80,0.98,-17.44,-20.67,-13.07,-3.79,5.32,1.94,2.17,0.50,0.25,3.38,-15.62,-13.84,-18.66,-17.35,,10.45,30.17,36.00,27.23,12.88,-2.14,-10.29,-3.43,0.47,10.14,12.64,-0.39,-4.87,-13.25,-13.36,-6.25,-4.96,2.63,1.62
RS_sy,14.93,80.62,,,,-6.51,-27.69,-8.70,-7.38,1.34,18.57,5.33,-39.66,5.60,-20.60,-31.06,9.18,-36.34,-58.40,-45.14,-22.31,-10.04,131.37,134.78,101.95,59.16,42.66,18.87,-19.22,-41.30,-57.52,-56.86,-42.88,,11.32,24.17,6.27,16.11,-5.08,-8.72,1.84,16.99,21.42,20.22,12.79,3.58,18.56,5.91,18.61,2.96,-2.94,6.93,50.59
RS_qq,,,-19.03,8.35,0.42,-11.68,1.79,-1.76,-1.04,19.08,6.89,4.87,0.29,-13.76,1.49,11.16,4.54,-3.50,-9.95,-9.11,0.44,5.74,-0.33,-0.50,-2.78,5.98,-1.96,-0.75,0.25,-13.50,0.10,-6.29,1.86,4.67,10.56,10.43,6.43,-2.09,-1.90,-4.27,-2.43,5.40,2.05,4.95,-0.22,-6.79,-2.53,-4.31,-0.34,0.85,-1.18,3.33,-1.32
RS_sq,,,9.25,-14.11,5.47,-5.54,-15.51,8.45,7.00,3.36,-1.14,-3.66,-38.71,80.91,-25.67,-16.35,-2.94,5.48,-51.43,10.33,37.46,22.14,24.90,11.96,18.23,-3.73,11.95,-6.71,-19.65,-30.05,-18.98,-5.26,6.39,-6.01,17.50,5.67,-8.95,2.70,-3.95,1.62,1.59,17.97,-0.31,0.62,-4.69,8.34,14.12,-10.12,6.74,-5.95,7.57,-0.98,50.32
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,27.70,-6.61,,,,-31.86,-6.11,-21.65,-10.34,3.57,-9.81,13.11,8.97,-35.74,-47.36,-48.23,-34.87,36.42,98.36,88.71,55.17,8.58,-10.82,-2.35,-10.37,-6.81,2.66,-5.03,8.74,2.24,-8.45,-9.91,-14.33,-5.18,11.07,31.97,41.32,31.35,15.61,2.71,-6.64,4.53,14.18,12.26,13.64,2.04,-3.27,-5.71,-6.00,-5.46,-7.72,-4.81,-4.32
GPM_sy,404.90,35.18,,,,-9.84,-18.07,-15.57,-20.90,11.93,12.33,14.87,-20.28,-40.30,-45.34,-43.18,-64.04,-25.51,-25.73,-22.47,87.10,-9.02,42.12,48.67,77.96,58.85,49.81,49.02,-21.73,-23.78,-35.93,-53.90,-25.91,-27.05,-24.30,6.12,6.56,2.84,-6.05,-2.82,-7.50,28.18,57.14,41.67,30.27,24.78,3.48,-11.14,3.16,-26.25,-11.46,10.73,49.28
GPM_qq,,,-19.10,-1.46,-11.47,-3.45,11.47,-17.77,1.30,11.54,-2.93,3.12,-2.40,-34.22,-20.49,1.43,22.78,37.77,15.61,-3.51,0.96,-3.60,-5.05,5.66,-7.33,0.24,4.59,-2.25,6.11,-5.75,-6.34,-3.81,0.90,4.31,9.72,14.29,8.04,-3.05,-3.42,1.53,-1.79,8.55,5.49,-0.17,-0.59,-2.54,,-2.69,-0.89,-1.98,-2.39,0.38,-0.37
GPM_sq,,,0.92,-10.66,8.75,-8.05,-8.30,-7.93,1.88,30.12,-7.97,-5.85,-29.29,-2.57,-15.73,-2.12,-55.26,101.84,-15.98,2.17,7.98,-1.85,31.24,6.88,29.25,-12.39,23.78,6.32,-32.11,-14.68,4.04,-23.51,9.11,-15.99,7.95,7.24,9.57,-18.92,-1.38,10.92,4.29,12.35,20.91,,-4.10,7.62,,-14.13,11.33,-23.06,20.37,7.39,50.09
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,17.42,-31.39,,,,-11.09,18.92,-5.99,-9.03,12.58,6.06,25.62,23.48,-10.34,-15.98,-16.30,-10.42,-10.59,-16.58,-24.26,-23.67,-2.79,8.79,26.12,21.39,16.97,13.93,5.90,2.09,-11.64,-10.69,-15.77,-14.35,-2.43,11.97,38.95,55.16,48.10,27.44,6.11,-6.01,-0.80,1.77,0.93,2.25,-2.90,-6.18,-0.76,,-1.25,-0.84,-1.78,
ROPA_sy,-7.21,46.17,,,,-9.74,-4.59,-13.44,-15.59,-4.44,-7.18,-22.55,-36.61,-29.27,-24.28,-26.51,-54.64,-15.90,-28.68,10.09,162.65,-4.31,35.05,34.97,38.84,63.17,44.50,20.13,-16.30,-10.93,-36.40,-62.88,-38.03,-49.14,-15.61,34.98,2.34,6.65,5.02,4.60,9.23,16.28,5.15,22.88,23.46,13.45,-1.07,2.11,,2.24,19.64,11.94,
ROPA_qq,,,-17.24,7.09,2.42,-2.05,10.69,-15.34,-0.89,21.22,4.28,0.27,-2.58,-11.97,-2.28,-0.11,4.26,-12.14,-8.83,-9.30,5.06,11.90,2.03,5.15,1.11,7.82,-0.61,-2.26,-2.52,-6.69,0.46,-7.83,-0.87,6.30,15.28,14.39,10.69,1.46,-0.80,-4.76,-1.95,7.08,1.77,-5.55,-0.67,1.69,-1.66,-0.08,0.08,0.42,-1.26,-1.02,1.89
ROPA_sq,,,-17.02,7.10,-5.52,7.50,-12.28,-2.84,-7.87,21.71,-14.80,-18.93,-24.59,35.79,-8.79,-21.32,-53.46,151.81,-22.65,21.44,11.04,-8.26,9.17,21.37,14.21,7.82,-3.32,0.90,-20.42,14.74,-30.96,-41.11,32.86,-5.84,14.54,-5.81,0.73,-1.87,12.79,-6.19,5.19,4.46,2.00,9.63,5.69,-4.00,-11.06,13.15,-6.45,8.60,4.08,5.87,20.91
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,150.79,-7.09,,,,-38.28,5.64,-18.89,-23.21,-6.40,-45.21,-37.56,-24.39,-46.74,-61.35,-62.53,-57.74,-12.32,111.29,191.42,399.02,270.94,180.66,235.74,-30.05,-55.10,-61.55,-77.14,-31.16,68.04,37.74,30.13,2.19,-17.20,10.61,31.37,50.21,-4.76,10.63,18.61,-6.12,7.18,-19.70,-27.10,0.40,12.37,47.84,39.64,2.68,-2.70,-30.03,-19.96,-2.61
ZNPO_sy,578.40,-7.35,,,,-2.85,69.84,-8.66,-4.77,-13.71,-71.27,-19.42,-68.64,-44.28,-22.32,-71.72,-69.07,-38.85,11.36,16.91,439.19,171.68,239.98,175.28,56.51,40.16,3.54,32.46,-31.30,-47.83,-66.09,-81.20,-37.41,-38.51,-1.66,99.38,13.87,93.65,71.92,35.39,16.91,-20.06,23.69,8.85,45.18,22.68,1.27,6.51,-15.64,-5.04,3.94,-11.57,33.58
ZNPO_qq,,,-15.30,10.78,-13.43,-24.03,44.97,-14.93,-18.04,-7.40,-15.13,-3.05,-0.75,-34.78,-38.41,-6.01,11.92,35.33,48.42,29.64,91.65,0.60,12.30,55.08,-60.07,-35.43,-3.86,-7.77,20.23,57.62,-21.19,-12.87,-5.58,27.71,5.28,3.48,7.95,-19.02,22.29,10.96,-14.56,-7.55,-8.39,0.74,17.67,3.47,20.53,-4.85,-13.48,-1.94,-13.33,8.85,5.29
ZNPO_sq,,,-32.09,89.55,-4.93,-20.61,18.72,1.94,-0.88,-28.07,-60.47,185.91,-61.43,27.81,-44.89,4.07,-57.81,152.71,0.35,9.26,94.58,27.33,25.58,-11.53,10.63,14.03,-7.23,13.18,-42.62,-13.41,-39.69,-37.27,91.06,-14.93,-3.55,27.19,9.12,44.66,-14.38,0.16,-5.77,-1.09,32.50,-11.86,25.69,-16.42,9.37,-7.30,-0.45,-5.92,19.72,-21.13,50.38
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,85.77,-15.83,,,,6.52,42.04,17.57,0.85,-2.08,-40.15,-26.02,-11.49,-32.81,-14.10,-45.37,-48.43,-47.23,-26.50,306.49,177.41,501.14,129.50,-38.39,-18.02,-62.92,-38.23,-26.84,-27.29,7.11,26.62,-5.57,8.63,-3.08,4.39,-3.12,15.14,20.29,3.70,19.47,-9.73,-11.77,-20.89,-12.38,-12.12,2.21,14.61,54.10,43.73,-1.27,5.55,-43.54,-20.31
ZFI_sy,45.23,-14.94,,,,-2.44,11.34,-1.17,-9.57,-1.97,-6.41,2.16,3.64,26.67,-9.06,5.67,-22.94,-13.17,-8.84,14.43,104.97,20.93,12.62,-29.77,-52.81,-26.11,-7.59,12.05,2.32,-9.83,18.53,17.10,39.41,21.77,-12.58,-11.65,13.62,-3.81,0.60,7.36,-12.64,-12.08,-0.68,-12.33,-6.27,2.52,-24.78,2.56,11.37,-8.85,30.60,-14.43,76.44
ZFI_qq,,,0.04,-0.85,4.86,2.42,33.39,-17.93,-10.06,-0.55,-18.47,1.45,7.59,-24.50,4.23,-35.48,1.57,-22.74,45.18,256.82,-30.68,67.41,-44.57,-4.21,-7.77,-24.26,-7.67,13.44,-8.34,11.57,9.15,-15.40,5.45,-0.47,17.57,-21.49,25.33,3.98,1.35,-9.55,-5.30,1.63,-9.13,0.18,-5.01,18.20,1.90,34.70,-11.41,-18.81,8.94,-27.95,25.05
ZFI_sq,,,1.64,-0.86,-1.67,-1.54,16.00,-12.00,-10.03,6.74,10.75,-3.94,-8.72,30.45,-20.49,11.62,-33.43,46.99,-16.53,40.11,19.24,-13.28,-22.27,-12.63,-19.88,35.79,-2.79,5.94,-26.84,19.66,27.80,4.67,-12.90,4.52,-8.25,5.78,12.01,-11.51,-4.05,12.89,-8.86,-10.94,8.39,-0.35,-2.56,-2.59,-20.47,35.86,5.82,-20.28,13.95,-10.98,118.17
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,-30.65,19.33,,,,41.03,18.59,13.82,18.88,8.93,4.54,1.22,-6.19,-0.95,1.27,-7.12,-11.20,-17.46,-19.77,-8.90,-1.17,2.18,11.47,6.44,5.24,,-5.59,-5.67,-6.35,-1.95,-5.87,-6.11,-5.91,-8.82,-7.03,-3.48,-8.05,-3.95,-0.67,10.41,11.80,4.99,3.01,9.48,12.91,13.80,15.72,12.44,10.59,15.06,14.35,8.16,8.62
DTAR_sy,-22.78,4.06,,,,-4.19,-16.16,-1.15,-10.78,-10.14,-8.26,-13.22,14.46,9.16,15.01,-0.64,-11.20,-7.75,-4.71,9.83,0.90,16.39,8.29,7.29,6.50,,-10.15,-15.80,-6.84,-5.88,-5.68,-0.46,-8.22,-1.46,3.46,0.39,10.98,8.81,2.64,8.93,-2.71,-9.67,-6.21,-2.28,7.22,4.29,0.06,1.79,3.42,4.88,13.34,7.68,9.26
DTAR_qq,,,18.87,14.83,-1.05,4.42,-0.05,10.22,3.35,-4.32,-4.08,6.72,-4.22,1.02,-1.93,-2.12,-8.42,-6.11,-4.67,11.14,-0.65,-2.92,4.00,6.12,-1.77,-7.76,-1.82,6.03,-2.47,-3.43,-5.75,5.76,-2.26,-6.42,-3.89,9.79,-6.88,-2.25,-0.60,22.03,-5.71,-8.20,-2.48,29.69,-2.76,-7.47,-0.84,26.01,-4.36,-3.73,-1.45,19.20,-3.95
DTAR_sq,,,5.88,-7.19,-6.15,3.89,-7.35,9.44,-15.30,4.64,-5.42,3.53,11.72,-0.21,-0.35,-10.56,-0.15,3.66,2.93,3.08,-8.27,19.59,-4.23,2.14,-8.95,-1.23,-2.17,-4.30,0.74,-0.21,-1.96,0.99,-7.11,7.13,2.94,-2.00,2.70,5.03,-2.90,4.00,-8.28,-2.47,0.82,8.35,0.64,-5.14,-3.26,10.22,2.25,-3.81,4.54,4.72,3.75
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,-41.02,27.52,,,,70.72,31.80,26.59,37.52,16.57,8.98,1.50,-11.99,-1.75,1.49,-12.70,-18.69,-28.00,-30.85,-14.82,-1.98,3.52,19.16,11.20,9.02,0.02,-9.00,-9.44,-10.43,-3.16,-9.13,-9.84,-9.35,-13.43,-10.50,-5.44,-12.14,-5.91,-0.99,17.37,18.98,7.63,4.56,16.86,22.51,22.80,25.84,24.62,20.09,27.70,26.01,17.53,17.72
CG_sy,-44.06,11.35,,,,-10.71,-30.49,-1.41,-4.54,-17.01,-0.24,-10.54,8.57,7.35,0.88,-17.50,-55.33,-1.92,-24.92,45.69,112.71,34.06,54.26,1.81,8.04,-13.78,-10.24,-24.58,-7.44,-15.45,-3.85,-0.18,-24.48,-2.56,-0.74,-2.05,31.26,13.32,1.91,9.25,-9.76,-17.17,-6.21,-3.00,6.28,3.20,-3.88,3.16,8.28,3.45,13.66,7.33,18.33
CG_qq,,,29.42,25.05,-2.03,7.66,-0.08,20.11,6.43,-8.74,-6.59,11.87,-7.71,1.87,-3.50,-3.78,-14.04,-9.80,-7.31,18.52,-1.08,-4.73,6.69,10.60,-3.02,-12.60,-2.92,10.07,-4.08,-5.52,-8.91,9.22,-3.56,-9.76,-5.83,15.40,-10.40,-3.37,-0.91,36.80,-9.17,-12.58,-3.74,52.90,-4.78,-12.38,-1.36,51.42,-8.24,-6.83,-2.66,41.23,-8.09
CG_sq,,,11.92,-16.35,-10.89,7.03,-12.88,18.65,-13.72,-6.95,4.72,6.40,4.71,-7.99,-1.59,-12.99,-43.30,102.04,-24.67,68.85,-17.22,27.34,-13.33,11.44,-12.15,1.62,-9.77,-6.36,7.80,-7.17,2.61,-2.79,-18.44,19.77,4.53,-4.07,9.30,3.40,-6.00,2.84,-9.72,-5.09,6.45,6.36,-1.09,-7.85,-0.85,14.14,3.82,-11.97,8.94,7.79,14.46
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,-58.88,12.21,,,,388.17,436.12,43.39,62.39,-5.75,-14.95,-65.58,-54.10,-0.55,-17.54,107.60,27.49,-38.99,-38.38,-51.16,-18.37,-5.76,4.15,25.72,-10.81,-13.13,-14.90,-18.83,-18.89,-6.56,-1.15,6.59,6.19,-18.46,-18.57,-27.02,-21.76,-19.38,-18.99,29.94,39.50,50.67,47.00,47.15,25.87,20.81,32.05,9.60,4.77,22.35,8.86,36.05,36.14
LDER_sy,-48.91,-12.08,,,,34.50,37.83,-0.55,41.32,4.35,-23.52,-44.19,-12.48,-25.79,-18.86,24.12,-72.65,2.58,18.92,24.88,154.59,40.42,-14.43,-26.86,24.24,-30.73,16.83,-8.16,-32.52,9.06,20.67,48.32,61.16,2.53,7.30,27.43,15.16,25.94,8.84,-10.64,1.74,11.77,-6.25,3.41,-5.01,-10.10,6.80,11.57,4.40,-14.91,-28.05,-21.22,18.80
LDER_qq,,,,270.03,-11.59,49.23,9.82,-1.03,0.12,-13.39,-0.89,-59.94,33.51,87.65,-17.82,0.84,-18.01,-10.20,-17.01,-20.08,37.05,3.67,-8.27,-3.53,-2.78,0.98,-10.14,-7.99,-2.84,16.32,-4.95,-0.78,-3.21,-10.68,-5.07,-11.07,3.76,-7.96,-4.61,42.64,11.40,-0.59,-6.94,42.79,-4.71,-4.59,1.73,18.51,-8.91,11.41,-9.49,48.10,-8.84
LDER_sq,,,,33.45,-20.35,23.09,5.35,-3.71,13.18,-9.11,-22.79,-29.74,77.50,-22.93,-15.58,7.48,-60.89,189.08,-2.13,12.86,-20.27,59.45,-40.36,-3.53,35.43,-11.11,0.59,-24.17,-0.48,43.66,11.30,-6.79,8.13,-8.60,16.48,10.69,-2.28,-0.04,0.66,-9.11,11.25,9.82,-15.57,0.25,2.20,3.93,0.30,4.74,-4.37,-15.30,-15.19,14.69,44.21
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,148.01,-8.21,,,,-77.56,-80.22,-20.98,-26.72,19.79,29.71,197.05,110.96,1.40,23.72,-54.77,-27.61,41.58,38.67,91.77,17.19,3.50,-2.55,-20.59,11.92,15.65,13.26,17.49,14.97,-1.38,-5.60,-11.57,-9.03,16.10,13.64,26.41,16.44,17.33,19.39,-21.07,-25.28,-30.68,-30.52,-24.87,-10.75,-7.08,-16.09,1.57,0.90,-14.11,-1.22,-24.49,-21.53
PZAT_sy,-7.71,-6.90,,,,-17.99,-32.10,-19.33,-13.98,5.10,32.22,25.85,32.44,-3.99,20.43,3.85,26.37,10.95,-11.39,0.73,-2.78,6.66,7.83,10.96,-15.85,26.04,5.37,15.21,0.67,-6.79,-6.18,-13.36,-12.47,-6.19,-0.90,-14.73,-18.96,-25.29,-17.81,6.49,6.34,11.93,9.76,-4.29,5.83,6.94,-13.34,-7.60,-21.42,-17.86,8.33,0.73,11.96
PZAT_qq,,,2.60,-71.68,9.85,-29.68,-9.55,13.11,1.87,14.94,-2.06,159.03,-27.65,-44.75,19.50,-5.30,15.78,8.05,17.04,30.97,-29.25,-4.57,10.21,6.72,-0.28,-1.39,7.93,10.71,-2.43,-15.41,3.31,3.71,0.37,7.96,1.12,15.37,-7.55,8.79,2.89,-23.74,-12.47,0.93,3.13,-17.54,3.98,5.07,-6.86,-0.18,3.29,-10.56,7.12,-23.70,7.35
