,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q4,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RCLR_yy,,-15.33,68.02,-43.72,88.39,,,33.89,,76.85,,-1.90,-54.89,14.38,,-31.95,-18.37,-45.99,65.98,-1.56,19.63,-9.94,-1.91,45.70,31.45,46.94,37.25,36.00,9.89,9.73,20.53,-28.15,-6.76,-25.20,-26.37,-9.89,5.79,1.74
RCLR_sy,,-15.33,68.02,87.03,-46.95,,,125.12,,-27.30,,-21.05,-28.36,-2.19,,-6.45,-0.67,-27.47,-40.88,-36.16,-35.19,-33.53,-4.23,16.85,4.70,18.49,20.67,-25.19,-14.76,-14.02,-21.62,29.03,24.17,22.79,32.81,0.77,9.70,26.22
RCLR_qq,,,,,,,,,50.01,-12.15,,,-31.03,122.79,-67.20,35.03,-17.27,47.42,0.79,-19.92,0.54,10.99,9.77,18.95,-9.29,24.06,2.53,17.87,-26.71,23.89,12.62,-29.73,-4.89,-0.61,10.86,-14.01,11.65,-4.41
RCLR_sq,,,,,,,,,6.72,-10.70,,,-3.17,21.92,-5.99,-15.71,2.81,-10.97,-23.36,-8.99,4.38,-8.70,10.42,11.05,-6.47,3.32,12.45,-31.15,6.57,4.22,2.50,13.34,2.55,3.07,10.86,-14.01,11.65,18.59
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,-30.83,60.30,46.29,59.64,,,220.94,,103.92,,-203.56,-346.24,-1491.30,,-114.69,-71.88,-295.62,14.48,-5.31,36.27,5.61,26.48,35.18,20.71,29.96,18.34,27.83,17.89,26.64,20.59,-48.89,-50.27,-87.30,-52.53,-9.42,9.88,5.65
KP_sy,,-30.83,96.77,80.21,-1861.84,,,242.45,,11.55,,-13.75,-70.59,47.71,,-63.86,93.62,-52.30,-254.03,-530.66,-279.78,-764.82,7.36,48.72,9.66,53.24,-20.94,-40.22,-47.36,-61.63,29.65,20.34,9.50,1.63,-7.77,14.33,32.22,58.26
KP_qq,,,,,,,,,-31.07,-94.60,,,-63.91,69.49,-355.31,5.70,-31.22,29.78,1.58,-16.13,20.59,-4.00,23.35,-2.40,2.88,8.12,10.63,9.49,-10.49,17.91,3.26,-69.70,-11.51,-2.31,21.22,-21.74,8.16,-7.11
KP_sq,,,,,,,,,-24.76,-63.14,,,-74.34,85.11,8.51,-29.87,37.46,-54.40,-450.36,-96.08,42.62,-68.64,51.18,-8.54,-1.09,12.72,-26.28,-25.84,-6.24,4.27,45.04,-42.50,-20.70,-4.06,39.79,-13.28,4.50,35.93
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,-44.78,46.54,-110.04,392.33,,,-215.94,,-113.11,,200.33,351.12,1101.94,,117.17,79.32,251.21,-10.26,6.26,-35.66,1.51,-31.86,-43.31,-37.65,-51.24,-46.58,-45.42,-30.12,-36.14,-25.73,35.04,37.42,86.27,56.86,15.43,-1.71,3.91
PKKO_sy,,-44.78,94.83,-667.24,62.53,,,388.31,,-92.64,,161.31,97.27,1827.86,,71.42,157.51,26.17,281.32,218.32,138.11,-25.34,-32.93,-38.94,-37.68,65.68,29.30,-32.89,-22.50,-40.59,-78.57,-66.41,-70.06,-56.74,-13.45,-29.97,-27.60,0.18
PKKO_qq,,,,,,,,,38.28,91.18,,,54.48,-64.83,338.03,-8.76,27.55,-31.11,11.93,8.04,-22.77,8.69,-24.86,-10.12,-15.06,-14.98,-17.69,-8.18,8.75,-22.31,-4.26,66.95,10.66,5.31,-19.38,22.85,-5.76,11.33
PKKO_sq,,,,,,,,,4.63,-84.12,,,-21.01,55.19,-0.85,41.05,18.65,-23.96,199.65,17.75,-11.25,-76.16,169.22,7.19,-9.42,-36.62,110.10,-44.37,4.61,-51.41,-24.23,-12.78,-6.77,-29.79,51.59,-29.43,-3.61,-2.85
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-10.57,-20.92,-41.75,22.81,,,-12.41,,-24.95,-23.48,-13.15,-12.01,-26.57,-15.70,-6.12,-1.63,55.04,7.67,6.64,17.25,10.30,51.18,38.34,23.36,9.06,-8.37,-4.40,-5.57,-1.06,-3.89,-2.62,-0.73,-4.17,1.71,4.80,7.38,6.67
RN_sy,,-10.57,-20.92,-44.11,9.98,,,-1.56,,-14.74,-9.02,24.15,58.65,49.04,26.42,-14.28,-27.11,-15.53,1.47,26.10,25.48,9.97,6.56,0.26,0.07,9.88,1.76,7.60,4.41,5.90,1.31,-5.35,11.74,-2.95,-4.25,-2.77,-13.67,6.47
RN_qq,,,,,,,5.98,-16.51,-5.03,-10.69,8.05,-5.24,-3.78,-25.46,24.03,5.54,0.81,17.48,-13.86,4.53,10.84,10.52,18.06,-4.35,-1.16,-2.29,-0.81,-0.21,-2.37,2.38,-3.64,1.11,-0.48,-1.17,2.27,4.18,1.97,-1.83
RN_sq,,,,,,,4.03,-9.00,-6.13,-4.06,11.02,24.16,19.96,-9.87,-5.83,-15.81,2.01,4.45,13.13,4.62,1.51,-8.47,9.62,-1.57,1.32,0.50,1.53,4.08,-1.69,1.94,-2.88,-2.76,16.07,-11.46,-4.18,-1.25,3.06,9.18
CRN,35000,40000,50000,86000,70000,71000,67000,80000,84000,94000,87000,92000,96000,128000,103000,98000,97000,83000,96000,92000,83000,75000,64000,66000,67000,69000,69000,69000,71000,70000,72000,71000,72000,73000,71000,68000,67000,68000
CRN_yy,,14.29,25.00,72.00,-18.60,,,14.29,,32.39,29.85,15.00,14.29,36.17,18.39,6.52,1.04,-35.16,-6.80,-6.12,-14.43,-9.64,-33.33,-28.26,-19.28,-8.00,7.81,4.55,5.97,1.45,4.35,2.90,1.41,4.29,-1.39,-4.23,-6.94,-6.85
CRN_sy,,14.29,25.00,80.00,-7.22,,,-0.60,,15.72,7.84,-18.07,-34.46,-32.61,-20.61,19.12,37.93,19.35,-1.53,-24.07,-24.38,-8.78,-5.43,,0.83,-8.89,-0.82,-4.07,-1.64,-4.07,0.83,4.24,-13.33,,,0.81,15.38,-3.39
CRN_qq,,,,,,,-5.63,19.40,5.00,11.90,-7.45,5.75,4.35,33.33,-19.53,-4.85,-1.02,-14.43,15.66,-4.17,-9.78,-9.64,-14.67,3.12,1.52,2.99,,,2.90,-1.41,2.86,-1.39,1.41,1.39,-2.74,-4.23,-1.47,1.49
CRN_sq,,,,,,,-3.77,8.50,6.63,3.95,-10.33,-17.58,-14.71,6.90,5.65,23.66,-1.23,-7.50,-12.84,-4.65,-1.63,11.57,-9.63,0.82,-0.81,0.82,,,1.69,-1.67,3.39,0.82,-15.45,13.46,3.39,1.64,-3.23,-5.00
CPZ,170000,224000,169000,613000,222000,210000,198000,213000,191000,178000,165000,182000,240000,278000,270000,283000,301000,307000,315000,303000,263000,244000,212000,200000,190000,175000,164000,151000,152000,145000,143000,154000,159000,173000,183000,180000,174000,176000
CPZ_yy,,31.76,-24.55,262.72,-63.78,,,-4.05,,-15.24,-16.67,-14.55,25.65,56.18,63.64,55.49,25.42,10.43,16.67,7.07,-12.62,-20.52,-32.70,-33.99,-27.76,-28.28,-22.64,-24.50,-20.00,-17.14,-12.80,1.99,4.61,19.31,27.97,16.88,9.43,1.73
CPZ_sy,,31.76,-32.59,23.18,-8.06,,,-46.20,,-34.06,-9.23,14.13,19.79,46.15,42.94,27.14,38.39,-0.38,26.48,62.55,31.94,54.34,20.94,5.76,8.31,-11.25,-6.98,-10.24,-2.93,25.34,21.94,-5.10,-21.63,-19.78,-16.17,-7.16,8.31,-3.56
CPZ_qq,,,,,,,-5.71,7.58,-10.33,-6.81,-7.30,10.30,31.87,15.83,-2.88,4.81,6.36,1.99,2.61,-3.81,-13.20,-7.22,-13.11,-5.66,-5.00,-7.89,-6.29,-7.93,0.66,-4.61,-1.38,7.69,3.25,8.81,5.78,-1.64,-3.33,1.15
CPZ_sq,,,,,,,-29.35,-5.64,1.63,-2.67,-2.75,18.64,6.67,18.75,-4.89,5.53,16.10,-14.52,20.75,35.62,-5.76,,-5.38,18.60,-3.49,-18.06,-0.83,14.44,4.37,5.81,-3.52,-10.93,-13.81,8.31,0.82,-1.36,0.55,-3.56
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-3.71,-48.17,-55.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,-3.71,-71.35,16.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,18000,18000,35000,78000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,94.44,122.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,255.56,-14.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-4.35,-34.13,-80.14,166.67,,,-22.52,,-20.28,-18.72,31.19,29.81,11.50,21.19,5.86,6.21,34.89,1.45,6.46,19.69,27.11,87.99,74.20,57.30,38.94,8.77,9.14,2.43,0.29,-5.45,-7.71,-1.95,-3.09,0.14,2.80,0.44,-1.62
RMO_sy,,-4.35,-57.26,-11.05,-1.16,,,7.04,,-9.23,-9.97,-9.47,3.69,-7.73,-0.12,12.79,13.12,29.48,5.96,4.51,11.39,16.68,40.99,38.09,35.30,27.52,13.00,8.40,4.55,5.21,2.03,0.48,2.39,-6.71,-5.69,-3.86,-5.68,13.46
RMO_qq,,,,,,,5.98,-26.21,1.83,0.12,8.05,19.10,0.75,-14.00,17.44,4.03,1.09,9.22,-11.68,9.17,13.65,15.99,30.63,1.16,2.63,2.45,2.27,1.50,-3.68,0.30,-3.59,-0.92,2.34,-0.86,-0.39,1.72,-0.02,-2.89
RMO_sq,,,,,,,7.95,-4.33,-13.88,2.06,7.08,-3.80,-1.37,-9.18,15.91,8.63,-1.08,3.96,-5.14,7.15,5.43,8.90,14.61,4.94,3.30,2.64,1.56,0.67,-0.38,3.29,-1.51,-0.86,1.52,-5.89,-0.43,1.07,-0.41,13.20
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-11.93,-10.57,-70.09,-5.20,,,6.50,,-6.13,-4.31,-4.35,-21.31,-27.11,-27.92,-17.42,3.12,16.23,13.83,9.35,10.66,3.67,-6.58,-7.58,-9.63,-3.31,8.68,19.48,16.21,14.94,11.24,-1.58,3.22,-0.16,-4.97,3.73,4.88,4.46
RMT_sy,,-11.93,-10.57,-34.09,-10.41,,,37.36,,2.98,2.51,27.44,58.62,31.88,-30.23,-57.10,-61.69,-43.58,7.56,61.26,63.48,8.02,-28.49,-46.38,-44.22,-35.38,-24.22,-20.59,-24.53,-29.53,-28.98,-17.24,-6.81,4.46,7.75,14.85,17.60,12.23
RMT_qq,,,,,,,5.99,-10.06,-0.47,-1.07,8.04,-10.09,-18.12,-8.36,6.83,3.01,2.25,3.30,4.63,-1.04,3.47,-3.23,-5.72,-2.10,1.17,3.54,5.97,7.64,-1.61,2.41,2.56,-4.77,3.19,-0.94,-2.38,3.96,4.33,-1.33
RMT_sq,,,,,,,25.60,-5.74,-17.75,5.75,25.03,17.19,2.37,-12.08,-33.86,-27.94,-8.59,29.51,26.08,8.04,-7.33,-14.43,-16.53,-18.98,-3.60,-0.87,-2.12,-15.10,-8.38,-7.45,-1.35,-1.07,3.16,3.75,1.75,5.46,5.64,-0.99
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-10.32,-16.89,-59.55,-19.93,,,0.34,,-9.07,-7.29,1.49,-14.26,-21.48,-21.33,-14.30,3.52,18.64,12.04,8.94,11.81,6.16,0.93,-1.25,-4.54,-0.03,8.69,18.61,15.05,13.62,9.71,-2.13,2.74,-0.40,-4.54,3.58,4.33,3.73
RM_sy,,-10.32,-16.89,-34.85,-1.00,,,16.40,,-8.76,-10.43,-1.20,15.92,1.46,-35.93,-52.05,-54.63,-34.70,12.68,49.31,49.47,0.84,-30.52,-43.45,-41.27,-31.76,-19.98,-0.82,4.01,8.48,12.20,6.49,8.15,8.46,7.64,14.28,16.73,10.41
RM_qq,,,,,,,5.97,-13.48,0.03,-0.85,8.04,-5.29,-15.50,-9.20,8.25,3.18,2.07,4.06,2.23,0.33,4.76,-1.19,-2.82,-1.83,1.27,3.48,5.66,7.13,-1.78,2.20,2.02,-4.44,3.11,-0.93,-2.21,3.69,3.86,-1.50
RM_sq,,,,,,,14.65,-5.43,-16.24,0.47,12.56,4.32,-1.74,-12.07,-28.92,-21.93,-7.02,26.55,22.66,3.45,-6.92,-14.62,-15.49,-15.81,-3.33,-0.79,-0.91,4.35,1.38,3.47,2.49,-0.96,2.96,3.77,1.72,5.16,5.17,-1.85
COP,53000,58000,85000,164000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,9.43,46.55,92.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,9.43,117.24,21.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,-117000,-166000,-84000,-449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,-41.88,49.40,-434.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,-41.88,84.94,-226.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
