,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q4,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
GPM_qq,,,,,,,-5.23,8.59,-57.97,26.61,29.09,-2.14,-24.87,45.19,113.56,-30.59,22.25,15.22,-42.66,39.38,18.65,3.11,18.04,-12.40,-13.58,-11.57,0.19,32.70,-10.63,-9.49,-2.13,-9.98,18.04,17.93,0.14,-16.63,9.80,-10.98
GPM_sq,,,,,,,-20.48,9.99,-53.85,2.65,-9.75,46.58,-5.08,18.12,79.06,-24.48,31.75,-5.90,-28.58,29.80,-4.43,-8.96,16.15,-10.54,-14.15,-16.73,-13.32,22.05,-9.60,-2.44,-27.02,12.27,-68.01,6.46,136.13,3.92,-23.91,248.92
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-35.86,209.68,-40.80,-23.46,,,-36.02,,-12.20,,52.69,-0.44,2.38,,57.25,121.43,122.87,-26.52,18.70,17.14,-1.22,68.04,12.82,-14.46,-18.13,-19.02,21.04,19.72,16.34,8.91,-27.85,-8.91,15.90,11.52,16.84,12.73,-15.15
ROPA_sy,,-35.86,209.68,101.13,-25.12,,,-1.10,,-33.44,,-49.65,-3.93,13.48,,22.34,-2.26,5.54,-16.90,18.35,2.05,-24.49,-2.49,-12.39,-17.59,-21.23,-36.00,-54.01,-47.36,-43.92,-32.05,-5.16,-37.07,-28.02,-29.75,-34.94,-27.61,202.27
ROPA_qq,,,,,,,,,34.73,12.00,,,-12.16,15.18,91.47,-18.83,23.69,15.93,-36.87,31.13,22.06,-2.24,7.39,-11.97,-7.45,-6.44,6.24,31.58,-8.46,-9.08,-0.55,-12.83,15.57,15.68,-4.31,-8.67,11.50,-12.93
ROPA_sq,,,,,,,,,-27.39,-1.77,,,38.54,16.04,4.39,-27.10,10.69,25.30,-17.80,3.82,-4.56,-7.29,6.14,-6.72,-10.22,-11.38,-13.76,-32.98,2.78,-5.60,4.50,-6.46,-31.80,7.98,1.99,-13.37,-24.12,350.85
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,,,-73.35,-200.78,,,334.02,,-27.42,-29038.61,82.53,-29.90,126.51,100.26,-59.39,90.27,92.01,-3.60,5.59,-5.01,-23.78,129.73,51.48,6.30,24.44,-0.87,107.83,128.66,47.33,30.45,-35.62,-26.08,19.12,36.40,31.78,49.95,30.55
ZNPO_sy,,,,-49.42,-2.07,,,-9.92,,-151.49,-149.51,-33.75,68.12,196.26,209.06,32.93,-6.72,99.30,30.72,125.50,224.15,-1.26,36.70,-2.03,-43.17,-13.47,-25.12,-59.64,-48.95,-57.68,-87.37,-56.28,-70.61,-120.38,-253.79,-60.36,-412.46,1446.50
ZNPO_qq,,,,,,,148.15,10.17,-23.83,-415.31,-10836.06,100.69,-70.75,19.25,8.42,7.37,37.06,20.35,-45.57,17.61,23.31,-3.44,64.06,-22.45,-13.47,13.04,30.70,62.58,-4.80,-27.17,15.72,-19.77,9.30,17.37,32.51,-22.48,24.38,2.19
ZNPO_sq,,,,,,,13.60,-54.95,-42.82,-275.96,-9.23,160.28,45.11,0.75,23.76,-26.53,1.83,115.24,-18.83,26.74,46.38,-34.43,12.38,-9.16,-15.08,-0.18,-2.74,-51.04,7.41,-17.25,-70.97,69.42,-27.80,-157.40,-119.05,143.67,-669.11,347.34
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,-47.67,-1080.74,,,112.96,,183.89,-0.53,50.80,0.92,-68.33,-0.50,-14.46,-0.37,-0.89,-12.91,-0.18,-0.47,-1.08,32.54,1.60,-2.90,2.25,-14.65,-0.60,9.72,-2.44,5.14,0.42,-4.80,4.12,-5.06,-0.81,-1.68,-1.88
ZFI_sy,,,,-26.18,11.93,,,-36.94,,-6.35,-15.11,10.99,36.68,6.72,0.50,125.13,13.04,14.42,30.35,-30.97,-17.28,-13.89,2.40,21.86,19.96,10.94,-4.41,-16.20,-5.91,-9.74,-6.47,2.79,-29.93,-5.31,-5.88,17.48,26.17,-13.50
ZFI_qq,,,,,,,-10.11,-23.43,29.16,219.33,-68.50,16.08,-13.56,0.22,-1.05,-0.21,0.68,-0.31,-13.05,14.38,0.39,-0.92,16.49,-12.32,-4.05,4.33,-2.76,2.12,5.91,-7.24,4.80,-2.47,0.41,1.45,-4.44,1.90,-0.47,1.25
ZFI_sq,,,,,,,-0.24,-44.85,32.57,28.41,-9.58,-27.90,63.26,0.27,-14.85,61.52,-18.03,1.50,-3.00,-14.47,-1.77,5.67,15.34,1.79,-3.30,-2.28,-0.62,-10.76,8.57,-6.26,2.98,-1.92,-25.99,26.67,2.36,22.42,-20.52,-13.15
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,2.98,-3.17,-9.76,-42.58,,,-14.16,,-17.82,,46.94,62.72,56.89,,10.82,10.37,-5.91,6.96,1.43,-1.15,7.04,-2.44,2.61,3.12,1.38,-2.19,-5.82,-2.49,-7.93,-7.29,-2.09,-4.66,-0.76,0.77,-2.77,-2.94,-0.30
DTAR_sy,,2.98,-18.95,-8.04,-29.25,,,-35.93,,-27.29,,83.19,91.50,94.65,,8.72,9.42,-0.30,5.61,2.50,2.32,7.17,1.78,4.05,3.37,1.62,-0.22,-2.90,-2.01,-4.85,-12.57,-10.94,-12.39,-12.31,-4.92,-6.72,-7.55,-22.44
DTAR_qq,,,,,,,,,-8.83,14.38,,,0.97,10.28,-2.54,2.12,0.55,-5.99,10.80,-3.16,-2.00,1.80,0.99,1.85,-1.51,0.08,-2.56,-1.93,1.97,-5.50,-1.90,3.57,-0.71,-1.63,-0.39,-0.07,-0.88,1.05
DTAR_sq,,,,,,,,,-4.75,5.15,,,-0.43,6.87,0.14,2.02,0.21,-2.63,6.08,-0.98,0.03,1.99,0.75,1.23,-0.63,0.26,-1.07,-1.49,0.29,-2.64,-9.10,0.34,-1.34,-2.55,-1.44,-1.56,-2.22,-18.24
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,29.60,-24.70,-45.55,-77.62,,,-22.70,,-29.84,,109.31,146.64,155.31,,28.90,28.35,-14.96,20.00,3.63,-3.30,19.30,-6.99,7.58,8.83,3.92,-5.92,-15.26,-6.76,-19.60,-17.56,-5.29,-11.69,-1.88,1.89,-6.72,-7.06,-0.71
CG_sy,,29.60,-69.97,-24.20,-55.61,,,-49.30,,-37.38,,174.93,197.39,216.05,,22.55,24.50,-2.64,15.60,6.13,5.17,19.45,3.49,11.12,9.36,4.54,-0.63,-7.85,-5.44,-12.27,-27.85,-23.28,-25.91,-24.87,-8.31,-12.44,-13.49,-40.01
CG_qq,,,,,,,,,-13.57,24.03,,,1.85,28.39,-6.57,5.51,1.42,-14.94,31.84,-8.89,-5.36,4.94,2.78,5.39,-4.26,0.21,-6.95,-5.08,5.35,-13.59,-4.60,9.06,-1.77,-3.99,-0.93,-0.15,-2.13,2.56
CG_sq,,,,,,,,,-8.43,11.64,,,-0.95,18.64,-0.74,5.07,0.62,-7.22,17.85,-3.54,-0.29,5.38,2.11,3.57,-1.86,0.73,-2.94,-3.96,0.70,-6.54,-20.18,2.11,-2.74,-5.23,-2.58,-2.49,-3.92,-34.28
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-39.23,206.45,-50.09,-69.70,,,-21.76,,-23.97,,159.08,159.92,213.31,,13.81,7.60,-31.79,9.01,14.02,25.65,57.16,28.61,24.83,17.09,12.43,-5.38,-15.51,-5.71,-19.15,-20.62,-10.23,-20.99,-14.02,-3.65,-11.62,-9.08,-0.61
LDER_sy,,-39.23,29.34,-27.75,-49.76,,,-45.21,,-36.49,,257.73,273.35,342.58,,28.01,23.70,-3.81,-20.87,-25.05,-14.08,-18.58,25.39,23.88,-2.07,54.50,8.38,-30.92,-23.32,-24.96,-34.99,8.82,4.36,-22.35,-10.64,-22.75,-12.00,-23.16
LDER_qq,,,,,,,,,-1.60,8.73,,,-1.28,31.06,-14.14,2.46,-6.67,-16.92,37.23,7.16,2.85,3.91,12.30,4.01,-3.53,-0.23,-5.50,-7.12,7.67,-14.45,-7.22,5.03,-5.24,-6.90,3.98,-3.66,-2.51,1.78
LDER_sq,,,,,,,,,-4.25,-3.98,,,-0.07,13.82,9.20,3.05,-3.43,-11.49,-10.16,-2.39,10.71,-16.13,38.36,-3.57,-12.48,32.32,-2.94,-38.54,-2.86,29.50,-15.92,2.89,-6.84,-3.64,-3.24,-11.05,6.13,-15.87
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,97.27,-74.92,-2.25,74.32,,,5.44,,13.40,,-41.56,-41.16,-52.04,,0.06,1.13,25.42,-12.43,-12.57,-22.50,-22.81,-16.23,-13.95,-6.94,-6.12,2.24,6.63,1.78,6.57,10.43,9.68,18.59,18.24,7.67,8.76,5.13,1.14
PZAT_sy,,97.27,-74.92,34.44,38.29,,,46.12,,13.40,,-63.76,-63.35,-42.02,,1.41,-6.83,-5.74,38.17,54.11,34.81,51.84,-19.70,-19.84,19.87,-39.04,-18.83,-24.21,-42.95,37.22,47.02,34.52,44.71,7.06,1.96,22.70,12.00,3.93
PZAT_qq,,,,,,,,,4.12,-1.39,,,4.83,-19.63,22.97,-3.42,5.95,-0.32,-14.14,-3.58,-6.08,-0.72,-6.83,-0.95,1.58,0.14,1.47,3.30,-3.04,4.86,5.14,2.60,4.84,4.55,-4.26,3.63,1.34,0.59
PZAT_sq,,,,,,,,,9.37,-37.92,,,10.60,-1.78,-5.32,-1.41,1.61,-0.63,38.79,9.97,-11.12,11.93,-26.60,9.78,32.90,-43.08,-2.25,2.50,0.03,36.91,4.73,-6.21,7.61,1.29,-0.26,12.87,-1.78,-6.00
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,-24.19,27.19,15.76,15.62,,,14.04,,7.69,,-14.30,-15.87,-4.23,,-8.51,-9.46,-10.97,1.42,0.64,11.49,3.14,6.04,7.23,2.22,4.33,2.90,3.02,1.95,2.64,1.69,-4.27,-4.72,-6.40,-3.93,-1.17,1.39,0.44
PELDR_sy,,-24.19,73.93,5.01,-8.90,,,32.45,,-6.33,,-6.56,-10.70,-1.61,,-5.68,3.49,-10.75,-17.18,-23.90,-16.76,-20.44,3.09,13.66,2.57,13.80,-3.10,-2.88,-3.57,-4.05,5.46,0.72,-0.10,0.17,-1.01,2.61,4.84,10.76
PELDR_qq,,,,,,,,,-2.61,-4.62,,,-4.39,8.58,-12.47,0.69,-5.39,6.77,-0.29,-0.09,4.81,-1.22,2.51,1.04,-0.09,0.83,1.09,1.16,-1.12,1.51,0.16,-4.78,-1.58,-0.28,2.80,-2.05,0.97,-1.22
PELDR_sq,,,,,,,,,-3.68,0.49,,,-7.95,10.72,-6.25,-1.30,1.01,-4.52,-13.00,-9.30,10.48,-8.74,12.73,-0.01,-0.30,1.26,-4.01,0.22,-1.00,0.75,5.51,-4.29,-1.81,1.02,4.27,-0.78,0.32,6.71
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,-39.39,156.41,4.32,51.67,,,3.79,,8.13,,-1.68,-7.77,-3.85,,-8.49,-10.99,-8.01,-6.90,4.72,14.84,12.01,20.30,7.94,3.45,4.19,0.75,1.05,1.14,1.90,-0.58,-2.38,-4.79,-6.29,-2.92,-2.03,-0.35,0.11
TSF_sy,,-39.39,208.01,3.13,16.82,,,17.08,,7.90,,-2.59,-4.52,-4.48,,-11.19,-14.00,-6.47,-12.42,-2.43,2.34,-6.85,16.29,11.31,10.05,13.40,3.16,1.95,0.57,1.15,-1.05,-2.39,-2.68,-2.08,4.82,6.69,7.50,11.54
TSF_qq,,,,,,,,,5.06,-5.77,,,-1.45,-1.76,-3.52,-2.03,-4.14,1.52,-2.36,10.20,5.12,-0.98,4.87,-1.12,0.75,-0.26,1.41,-0.83,0.84,0.49,-1.06,-2.62,-1.65,-1.10,2.49,-1.73,0.04,-0.64
TSF_sq,,,,,,,,,2.78,-3.65,,,0.74,-3.61,-2.13,-6.55,-2.45,4.82,-8.35,4.11,2.33,-4.60,14.41,-0.35,1.17,-1.69,4.08,-1.51,-0.20,-1.13,1.82,-2.84,-0.50,-0.52,9.00,-1.11,0.26,3.22
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,9.82,-23.25,-31.93,24.43,,,-42.26,,-17.61,,170.86,183.56,58.39,,14.11,-0.44,12.45,-37.63,48.09,46.40,109.11,145.98,15.88,8.84,-1.35,-14.84,-23.01,-10.77,-14.60,-25.80,13.55,-7.79,-0.46,7.95,-10.36,-16.63,-5.98
ZKO_sy,,9.82,-60.96,9.57,38.51,,,-45.81,,-25.19,,33.01,91.27,52.71,,75.78,26.95,10.07,-26.80,51.08,46.35,92.99,112.50,14.15,11.75,1.99,-8.79,-16.37,-8.04,-9.13,-19.00,10.97,-9.07,-5.79,-6.37,-23.43,-13.95,-2.92
ZKO_qq,,,,,,,,,21.61,8.53,,,27.32,-39.38,78.71,-17.27,11.09,-31.53,-0.88,96.42,9.82,-2.20,16.60,-7.47,3.15,-11.35,0.66,-16.35,19.55,-15.15,-12.54,28.00,-2.92,-8.41,-5.16,6.30,-9.71,3.29
ZKO_sq,,,,,,,,,5.19,9.81,,,51.26,-12.33,55.14,-14.56,9.24,-23.98,3.18,76.32,5.82,0.24,13.60,-5.28,3.60,-8.51,1.59,-13.15,13.93,-9.59,-9.45,18.99,-6.64,-6.33,-10.01,-2.70,4.92,5.68
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-14.32,6.18,28.19,146.00,,,-29.10,,-3.54,,65.66,70.76,-2.89,,-2.34,-13.29,19.78,-39.35,38.52,43.52,71.65,128.04,9.31,2.66,-3.52,-10.44,-12.79,-5.99,-1.48,-14.67,15.70,-0.15,0.64,5.97,-5.54,-11.32,-5.01
OSF_sy,,-14.32,48.63,9.54,79.53,,,-47.77,,-46.82,,-1.17,60.44,193.01,,80.14,28.88,15.67,-28.49,29.39,33.73,57.80,95.32,13.39,8.57,1.56,-5.16,-7.90,-3.90,1.80,-8.15,18.10,10.25,8.29,10.95,1.78,-3.65,21.50
OSF_qq,,,,,,,,,18.70,1.31,,,22.35,-42.38,68.31,-17.69,8.63,-20.41,-14.78,88.00,12.55,-4.81,13.21,-9.88,5.71,-10.54,5.09,-12.25,13.95,-6.25,-8.98,18.99,-1.66,-5.51,-4.15,6.06,-7.68,1.22
OSF_sq,,,,,,,,,-8.40,-49.08,,,48.70,-7.01,45.94,-10.73,6.39,-16.55,-9.77,61.52,9.96,-1.53,11.68,-6.23,5.29,-7.89,4.29,-8.94,9.87,-2.43,-5.90,17.08,2.57,-4.17,-3.59,7.41,-2.90,20.84
NetDebt,5347000000,7103000000,8334000000,21453000000,17770000000,21920000000,,19644000000,21334000000,26824000000,,54010000000,55363000000,72214000000,71062000000,75785000000,79070000000,77955008000,99876000000,97036002000,95783000000,104157619000,110861000000,117830428000,115543000000,120653430000,116624000000,116347302000,116739000000,109418376000,108688000000,111135643000,111909000000,110899729000,112562000000,113868110000,115275000000,120944942000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,60.85,-88.26,52.42,-14.80,,,-21.85,,82.99,,57.24,67.49,31.23,,-9.80,-21.80,-41.20,23.84,-7.31,-9.63,10.48,-26.39,-9.35,0.41,-4.00,-9.59,-25.19,-17.21,-20.35,-13.87,9.30,-4.54,-7.75,-3.35,-6.88,-4.51,13.75
NetDebtEBITDA_sy,,60.85,-93.92,28.40,61.60,,,-59.08,,51.18,,136.16,79.82,23.63,,7.36,3.41,4.90,26.40,7.03,16.04,25.69,-5.84,1.71,4.76,2.52,18.65,15.86,10.45,15.09,-3.73,17.51,35.88,107.56,124.75,-51.75,-59.76,-83.08
NetDebtEBITDA_qq,,,,,,,,,-3.93,45.15,,,2.33,13.73,-31.34,12.87,-11.28,-14.49,44.62,-15.52,-13.50,4.53,-3.64,4.04,-4.19,-0.06,-9.25,-13.92,6.04,-3.85,-1.86,9.24,-7.39,-7.09,2.82,5.25,-5.03,10.67
NetDebtEBITDA_sq,,,,,,,,,23.20,41.56,,,-6.19,-2.67,5.69,11.26,-9.64,-1.27,27.35,-5.79,-2.04,6.94,-4.59,1.75,0.90,4.66,10.42,-0.64,-3.80,9.05,-7.63,21.27,11.24,66.57,0.02,-73.96,-7.22,-29.98
DebtFin,-9000000,,-101000000,-8003000000,9927000000,12817000000,,4477000000,9932000000,13741000000,,38552000000,38133000000,42946000000,39593000000,46483000000,50819000000,43391860000,45768000000,52840434000,52797000000,57810925000,58446000000,62121933000,61037000000,66744985000,63203000000,62167249000,59248000000,55883116000,55305000000,56794762000,55360000000,53903876000,59946000000,54924259000,57136000000,60118167000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,,,-4588.52,227.59,,,-68.12,,60.31,,392.49,147.80,52.35,,-22.49,-27.03,-44.97,1.86,-17.71,-22.49,10.16,-15.31,-12.23,-3.77,-4.32,-7.07,-24.19,-20.46,-26.47,-19.13,4.54,-6.96,-12.21,1.15,-12.10,-4.32,16.32
DebtFinEBITDA_sy,,,,189.39,3033.66,,,-69.18,,13.52,,288.31,50.46,-68.89,,-41.21,-32.29,44.01,176.74,188.81,215.12,111.99,3.36,0.97,7.08,13.07,35.32,47.14,2.05,13.84,-13.76,-12.33,18.14,95.29,102.15,-59.89,-63.02,-89.71
DebtFinEBITDA_qq,,,,,,,,,96.26,59.71,,,-1.25,-1.81,-35.67,24.26,-7.03,-25.95,19.06,0.39,-12.44,5.26,-8.47,4.04,-4.00,4.66,-11.10,-15.12,0.72,-3.25,-2.22,9.71,-10.35,-8.71,12.66,-4.67,-2.42,10.99
DebtFinEBITDA_sq,,,,,,,,,106.92,234.59,,,-19.82,-30.82,-0.14,6.13,-7.66,47.15,91.90,10.76,0.75,-1.01,-6.43,8.20,6.84,4.54,11.98,17.66,-25.90,16.62,-15.18,19.61,-0.15,92.77,-12.20,-76.27,-7.94,-46.37
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,-21.97,38.35,88.27,97.68,,,22.80,,17.07,,-38.84,-39.78,-38.68,,-14.42,-12.91,6.51,-2.78,-6.45,-1.96,-17.91,-7.30,-5.67,-5.68,-2.21,5.18,13.27,5.37,15.37,15.00,1.90,8.28,1.10,-1.84,5.37,6.36,1.02
SP1_sy,,-21.97,280.63,2.28,21.98,,,46.61,,17.07,,-35.86,-41.88,-32.03,,-13.86,-2.70,0.79,-6.36,-15.74,-14.93,-17.51,-7.66,2.23,-0.59,0.52,0.44,4.17,2.79,8.76,15.33,11.81,14.13,10.86,6.49,6.89,9.66,29.22
SP1_qq,,,,,,,,,-2.39,-6.66,,,-3.89,-4.96,-5.82,-0.52,-2.20,16.23,-14.03,-4.27,2.48,-2.67,-2.92,-2.59,2.47,0.92,4.41,4.90,-4.67,10.49,4.07,-7.05,1.30,3.17,1.05,-0.22,2.25,-2.01
SP1_sq,,,,,,,,,-1.20,-16.25,,,-10.47,-2.05,-2.77,1.03,1.13,1.46,-9.67,-9.10,2.11,-1.61,1.12,0.63,-0.71,-0.51,1.04,4.36,-2.02,5.27,7.15,1.17,0.01,2.26,2.92,1.55,2.61,20.49
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,-40.48,175.91,18.53,16.85,,,14.76,,8.06,,-14.35,-15.83,-4.06,,-8.90,-9.83,-11.43,1.55,0.06,10.11,2.49,6.33,6.76,3.00,4.45,1.90,2.99,1.89,2.63,1.67,-3.77,-4.50,-6.32,-3.64,-0.97,1.49,0.72
SP2_sy,,-40.48,295.44,4.03,-10.46,,,30.42,,-7.70,,-2.96,-8.29,-0.77,,-5.39,4.88,-5.01,-17.46,-24.47,-17.65,-21.11,2.42,12.58,2.16,13.07,-2.85,-3.01,-3.72,-4.52,4.28,1.89,0.91,1.48,-0.55,1.86,4.02,9.83
SP2_qq,,,,,,,,,-2.79,-4.63,,,-4.48,8.70,-12.88,0.71,-5.46,6.78,-0.12,-0.77,4.04,-0.62,3.63,-0.37,0.38,0.78,1.10,0.71,-0.70,1.51,0.15,-4.68,-1.45,-0.42,3.01,-2.03,1.00,-1.18
SP2_sq,,,,,,,,,-3.59,-2.57,,,-8.89,5.42,-0.24,-1.27,1.01,-4.52,-13.30,-9.66,10.13,-8.54,12.55,-0.70,-0.06,1.23,-3.30,-0.85,-0.80,0.39,5.61,-3.13,-1.75,0.96,3.50,-0.78,0.33,6.60
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,,,2037.68,-96.43,,,2782.91,,157.26,,-98.46,-88.28,-88.40,,11.43,-76.74,-16.22,1032.22,80.77,340.00,519.35,-95.58,-48.23,690.91,-39.58,184.44,-19.18,-74.43,43.10,-75.00,-33.90,-58.43,-74.70,225.00,-5.13,54.05,-73.81
CAR_sy,,,,,-45.66,,,2402.26,,-27.62,,-17.08,14.87,135.67,,-80.93,-85.28,-68.58,-61.62,-14.30,-41.43,-64.96,-36.62,-70.51,25.09,42.25,-73.68,-34.39,-54.65,-0.99,37.11,43.22,15.71,-26.80,-38.99,-33.07,-42.11,-15.85
CAR_qq,,,,,,,,,-91.94,-13.08,,,-38.57,-13.95,143.24,-13.33,-87.18,210.00,3187.10,-86.16,-68.79,336.36,-76.56,62.22,376.71,-66.67,10.34,-53.91,50.85,86.52,-80.72,21.88,-5.13,13.51,147.62,-64.42,54.05,-80.70
CAR_sq,,,,,,,,,-66.53,-75.36,,,-53.63,-49.46,54.03,-47.18,-64.20,7.88,88.15,17.94,-75.53,-35.45,240.28,-45.12,3.77,-26.60,-37.03,36.79,-28.28,60.26,-12.80,42.89,-42.05,1.39,-27.32,56.77,-49.88,47.37
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,10.52,326.68,109.87,-45.24,,,167.90,,62.30,,-53.62,-57.97,9.34,,-33.80,-20.61,-48.00,127.55,-10.22,-13.38,-20.51,-28.34,31.20,73.56,48.56,25.76,45.40,3.04,14.17,27.33,-24.09,2.01,-24.35,-23.54,-10.80,4.95,0.45
QR_sy,,10.52,399.92,104.83,-60.12,,,315.16,,1.79,,-1.06,-27.98,-22.27,,-50.69,-8.81,2.79,-36.85,-40.41,-41.42,-51.52,-28.25,-4.97,-28.82,23.37,1.62,2.09,-3.47,-16.05,-12.58,-0.58,22.51,-0.82,20.53,-4.41,-2.03,-3.10
QR_qq,,,,,,,,,-26.10,-10.44,,,-33.02,132.96,-69.57,39.42,-19.68,52.59,33.17,-44.99,-22.51,40.04,20.05,0.71,2.51,19.87,1.62,16.44,-27.36,32.83,13.33,-30.58,-2.39,-1.49,14.53,-19.01,14.85,-5.71
QR_sq,,,,,,,,,-14.09,-18.34,,,-37.46,-11.87,24.69,-28.25,15.66,-0.66,-23.40,-32.30,13.70,-17.78,13.37,-10.33,-14.84,42.50,-6.62,-9.91,-19.48,23.93,-2.76,2.46,-0.78,0.33,18.17,-18.74,1.68,-0.76
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,-20.84,101.78,38.50,3.39,,,75.52,,31.86,,-49.62,-61.60,-15.34,,-28.29,-21.58,-34.83,41.28,-21.71,3.57,-27.17,-25.94,19.91,10.70,23.29,19.45,28.85,15.87,19.01,21.12,-23.14,-17.84,-26.20,-18.94,-0.51,14.80,6.54
CR_sy,,-20.84,257.73,9.89,-29.07,,,111.11,,-18.94,,-6.20,-25.32,0.12,,-37.44,-5.67,-11.99,-27.81,-41.39,-36.61,-44.42,-22.59,0.28,-25.30,19.01,4.81,-8.70,-4.21,-8.21,-5.52,18.20,26.41,5.37,15.21,15.95,7.20,27.54
CR_qq,,,,,,,,,-2.65,-22.36,,,-25.80,71.17,-51.30,15.94,-18.85,42.24,5.57,-35.75,7.34,0.02,7.35,4.03,-0.90,11.40,4.01,12.22,-10.89,14.42,5.85,-28.79,-4.74,2.78,16.26,-12.60,9.92,-4.62
CR_sq,,,,,,,,,-8.04,-24.45,,,-26.78,1.28,-1.22,-14.60,10.41,-5.51,-18.97,-30.67,19.41,-17.15,12.85,-10.18,-11.05,32.00,-0.61,-21.76,-6.67,26.48,2.29,-2.12,-0.19,5.43,11.85,-1.48,-7.72,25.44
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,,,2037.68,-96.43,,,2782.91,,157.26,,-98.46,-88.28,-88.40,,11.43,-76.74,-16.22,1032.22,80.77,340.00,519.35,-95.58,-48.23,690.91,-39.58,184.44,-19.18,-74.43,43.10,-75.00,-33.90,-58.43,-74.70,225.00,-5.13,54.05,-73.81
PP_sy,,,,,-45.66,,,2402.26,,-27.62,,-17.08,14.87,135.67,,-67.77,-46.75,-26.71,-46.11,-49.30,-15.28,-42.07,-16.22,-46.35,-71.65,3.07,-69.94,-0.50,-26.59,-29.41,-35.31,-10.17,-39.73,-24.90,193.35,-61.32,-42.11,-58.82
PP_qq,,,,,,,,,-91.94,-13.08,,,-38.57,-13.95,143.24,-13.33,-87.18,210.00,3187.10,-86.16,-68.79,336.36,-76.56,62.22,376.71,-66.67,10.34,-53.91,50.85,86.52,-80.72,21.88,-5.13,13.51,147.62,-64.42,54.05,-80.70
PP_sq,,,,,,,,,-66.53,-75.36,,,-53.63,-49.46,54.03,-10.71,-23.39,-30.44,13.25,-15.99,28.02,-52.43,63.77,-46.21,-32.34,72.92,-52.23,78.04,-50.08,66.28,-56.22,147.25,-66.51,107.20,70.99,-67.40,-49.88,47.37
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
