,2012/Q4,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
DebtFinEBITDA_sq,,,-41.79,98.30,23.25,-60.63,76.36,-85.64,130.35,-17.13,175.29,-46.96,7.55,-38.82,-69.54,1501.01,-93.09,1001.89,-91.77,428.23,73.62
SP1,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,,,,,,,,,,,72.13,115.41,141.30,413.43,-19.37,-36.01,-46.12,-78.78,17.13,-6.62
SP1_sy,,,,,,,,,,,,-8.04,0.47,9.15,29.87,22.69,25.70,6.79,-23.36,-10.11,-29.40
SP1_qq,,,,,,,,,-3.32,20.63,14.18,29.27,20.98,35.12,142.96,-79.70,-3.99,13.78,-4.30,12.04,-23.46
SP1_sq,,,,,,,,,-6.90,-2.10,3.97,-2.96,1.72,6.36,23.71,-8.33,4.22,-9.65,-11.22,7.53,-18.14
SP2,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,,,,,,,,,,,71.15,113.45,138.07,443.64,-16.77,-35.95,-46.08,-79.86,14.19,-5.51
SP2_sy,,,,,,,,,,,,20.18,25.30,22.70,43.16,25.77,10.54,17.46,-31.01,3.13,-18.25
SP2_qq,,,,,,,,,-3.05,21.20,12.65,29.29,20.91,35.18,157.25,-80.21,-6.94,13.80,-3.90,12.20,-22.99
SP2_sq,,,,,,,,,-3.94,2.60,24.54,-2.09,0.15,0.48,45.31,-13.99,-11.97,6.77,-14.66,28.58,-30.23
CAR,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,,732.41,,,595.47,1757.08,659.08,1306.85,-79.94,-88.29,-69.88,930.77,692.61,470.66,990.23,134.64,114.12,24.06,-8.05,-58.10
CAR_sy,,,99.00,,,54.55,-7.52,-2.93,-54.33,-50.14,12.93,-67.81,38.62,66.13,-18.37,37.69,-19.55,-61.54,-26.10,-14.48,-41.76
CAR_qq,,,-37.20,-38.44,-80.35,9055.48,67.69,-74.84,-63.58,30.53,-2.13,-35.25,1146.14,0.37,-29.53,23.70,168.20,-8.41,-59.17,-8.32,22.22
CAR_sq,,,7.30,12.57,23.66,3.46,-35.79,18.15,-41.82,12.97,45.44,-66.32,150.50,35.39,-28.54,-43.19,46.38,-35.28,37.31,-34.26,-0.30
QR,,,,,,,,,,,,,,,,,,,,,
QR_yy,,,306.16,,,1515.06,253.95,91.02,241.34,-81.35,-75.00,-38.24,17.21,64.66,88.84,95.55,4.16,6.67,-29.90,-24.53,-39.66
QR_sy,,,-7.26,,,-27.17,0.24,60.25,9.78,24.50,-13.14,-51.75,-1.24,-2.03,27.61,26.07,-8.90,-11.45,-43.87,-19.37,-44.31
QR_qq,,,280.02,-31.43,-51.74,1184.41,-16.72,-62.99,-13.77,-29.82,11.63,-8.57,63.64,-1.41,28.03,-5.32,-12.84,0.96,-15.87,1.94,-30.31
QR_sq,,,-7.76,-12.24,-6.71,-3.56,26.95,40.30,-36.09,9.37,-11.43,-22.06,30.82,8.50,15.36,-23.00,-5.47,5.46,-26.88,10.60,-34.71
CR,,,,,,,,,,,,,,,,,,,,,
CR_yy,,,296.07,,,1429.39,253.86,91.02,241.30,-81.36,-75.00,-38.24,17.18,64.66,88.84,95.55,4.16,6.67,-29.90,-24.53,-39.66
CR_sy,,,-0.05,,,-24.60,-1.73,64.87,38.33,43.59,28.36,-45.49,-17.36,0.33,-4.12,15.44,-3.95,-11.79,-35.92,-15.82,-25.02
CR_qq,,,259.79,-31.45,-51.73,1184.54,-16.75,-62.99,-13.75,-29.84,11.63,-8.57,63.64,-1.41,28.03,-5.32,-12.84,0.96,-15.87,1.94,-30.31
CR_sq,,,-3.12,-17.53,-7.88,2.45,26.25,38.36,-22.71,6.35,12.86,-41.25,17.18,29.12,7.85,-29.25,-2.50,18.58,-21.65,-7.06,-13.17
PP,,,,,,,,,,,,,,,,,,,,,
PP_yy,,,270.64,,,1572.35,262.96,92.16,311.98,-80.39,-73.35,-39.42,15.02,62.27,78.79,102.85,6.68,3.07,-47.11,-42.74,-54.03
PP_sy,,,-14.58,,,-18.03,-18.59,-18.85,-48.62,-24.27,-5.82,-12.52,66.60,17.35,-23.80,3.55,-54.65,-45.63,-55.63,-70.38,-63.46
PP_qq,,,298.05,-30.74,-59.20,1386.83,-13.61,-63.33,-12.53,-29.24,17.41,-16.64,66.08,-0.17,29.37,-5.42,-12.66,-3.55,-33.61,2.38,-29.88
PP_sq,,,-22.87,25.51,-2.39,-13.25,-23.40,25.11,-38.20,27.86,-4.75,16.21,17.70,-9.94,-38.15,57.94,-48.45,7.97,-49.53,5.43,-36.40
RCLR,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,,467.71,,,1090.81,223.72,87.82,104.40,-86.06,-82.30,-31.69,32.33,89.57,79.60,37.36,-7.24,22.82,121.19,95.99,27.87
RCLR_sy,,,11.71,,,-13.62,101.12,-50.92,16.54,25.88,-58.44,10.31,-2.83,17.85,31.52,29.24,15.37,18.35,17.76,9.74,-22.03
RCLR_qq,,,157.46,-33.62,-26.86,852.70,-30.01,-61.49,-20.40,-35.02,-11.16,48.66,54.20,-6.90,-15.84,13.69,4.14,23.26,51.57,0.74,-32.06
RCLR_sq,,,6.11,84.57,-56.31,0.95,147.07,-54.96,3.73,9.04,-18.43,19.56,-8.62,32.25,-8.97,17.49,-18.43,35.66,-9.42,9.48,-42.04
KP,,,,,,,,,,,,,,,,,,,,,
KP_yy,,,42.34,,,44.94,7.25,7.23,54.63,-9.51,-7.90,-4.53,1.33,5.08,5.39,6.10,0.27,0.43,-2.48,-1.95,-4.59
KP_sy,,,-19.37,,,-34.75,6.49,-21.78,11.30,-21.88,-48.82,40.77,59.64,77.43,90.86,56.92,-16.30,-33.23,-46.41,-34.92,-27.46
KP_qq,,,34.56,-4.52,-31.48,64.64,-0.43,-4.55,-1.18,-3.65,1.34,-1.05,4.88,-0.09,1.64,-0.38,-0.89,0.07,-1.31,0.16,-3.56
KP_sq,,,3.34,-40.68,-28.99,49.89,68.66,-56.42,1.03,5.21,10.49,19.86,14.57,16.93,18.86,-1.45,-38.88,-6.73,-4.60,19.68,-31.87
PKKO,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,,-44.80,,,-242.30,-2016.73,-2792.34,-826.79,-7153.61,-67.45,-7.65,-12.13,2.66,-48.37,-42.25,-20.23,-23.21,19.47,26.91,19.48
PKKO_sy,,,-435.76,,,71.03,85.91,86.12,72.27,165.76,118.85,99.28,175.50,-105.41,-820.73,12005.00,-1671.37,-2247.18,205.52,-35.74,80.52
PKKO_qq,,,225.75,17.16,234.49,-111.15,-4287.79,-64.58,9.70,-11.24,-1.29,-5.80,5.95,3.43,-54.39,-1.44,20.51,1.03,-0.91,7.93,12.43
PKKO_sq,,,-19.96,11.53,61.05,29.92,41.65,12.87,22.16,266.17,-83.27,-103.32,8290.00,-111.90,-2128.72,154.79,-1181.02,82.22,200.20,-66.64,-427.78
RN,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,81.33,,,-47.12,-43.90,-36.66,-8.06,53.97,41.55,5.43,-20.49,-22.18,-35.32,-12.99,-15.30,-24.55,-30.75,-52.17,-51.46
RN_sy,,,55.81,,,-7.07,-28.18,-27.90,-50.33,107.21,79.89,57.20,116.43,3.37,-24.41,-33.49,-65.01,-35.39,-44.96,7.72,140.56
RN_qq,,,3.03,0.13,-14.26,-40.21,9.29,13.06,24.45,0.12,0.48,-15.79,-6.14,-2.01,-16.49,13.28,-8.63,-12.72,-23.35,-21.76,-7.26
RN_sq,,,76.24,-18.33,17.86,-45.22,36.21,-18.02,-18.81,128.54,18.25,-28.35,11.78,9.15,-13.52,-36.96,-41.19,101.54,-26.34,23.38,31.33
CRN,2090000,1188000,1153000,1151000,1343000,2246000,2056000,1818000,1460000,1459000,1452000,1724000,1837000,1874000,2244000,1982000,2169000,2485000,3242000,4141000,4468000
CRN_yy,,,-44.83,,,89.06,78.32,57.95,8.71,-35.04,-29.38,-5.17,25.82,28.44,54.55,14.97,18.07,32.60,44.47,108.93,105.99
CRN_sy,,,-35.89,,,135.64,39.44,2.28,49.43,-64.39,-45.71,-48.89,-57.95,-9.14,24.74,45.79,68.90,85.06,8.86,11.11,3.61
CRN_qq,,,-2.95,-0.17,16.68,67.24,-8.46,-11.58,-19.69,-0.07,-0.48,18.73,6.55,2.01,19.74,-11.68,9.43,14.57,30.46,27.73,7.90
CRN_sq,,,24.26,22.31,-14.98,82.38,-26.47,-10.29,24.20,-56.54,12.09,-15.53,2.18,-6.10,53.90,-1.27,18.38,2.89,-9.47,0.78,10.38
CPZ,5639000,2396000,1979000,1403000,1191000,1399000,1231000,922000,401000,637000,841000,1091000,1099000,964000,1007000,800000,893000,967000,997000,1078000,1111000
CPZ_yy,,,-64.91,,,-41.61,-37.80,-34.28,-66.33,-54.47,-31.68,18.33,174.06,51.33,19.74,-26.67,-18.74,0.31,-0.99,34.75,24.41
CPZ_sy,,,19.02,,,37.42,-19.13,-20.95,-17.94,-40.46,19.61,10.26,4.29,14.26,-20.65,-9.30,11.92,35.82,5.52,1.00,-17.14
CPZ_qq,,,-17.40,-29.11,-15.11,17.46,-12.01,-25.10,-56.51,58.85,32.03,29.73,0.73,-12.28,4.46,-20.56,11.62,8.29,3.10,8.12,3.06
CPZ_sq,,,25.15,7.51,-3.94,6.33,-26.35,5.09,-0.28,-22.86,47.96,-3.13,-5.68,-15.48,2.76,10.73,16.38,2.57,-20.17,5.98,-4.51
RZ,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,43.28,,,,,,,,,,,,,,,,,,
RZ_sy,,,-44.54,,,,,,,,,,,,,,,,,,
RZ_qq,,,-5.86,-29.57,53.53,,,,,,,,,,,,,,,,
RZ_sq,,,117.75,-28.85,22.13,,,,,,,,,,,,,,,,
CRZ,33000,22000,23000,33000,21000,,,,,,,,,,,,,,,,
CRZ_yy,,,-30.30,,,,,,,,,,,,,,,,,,
CRZ_sy,,,91.67,,,,,,,,,,,,,,,,,,
CRZ_qq,,,4.55,43.48,-36.36,,,,,,,,,,,,,,,,
CRZ_sq,,,200.00,37.68,-18.95,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,,142.42,,,-36.33,-33.39,-30.47,-25.70,24.12,5.36,-20.51,-27.31,-20.62,-31.55,-18.48,-25.15,-33.13,-11.15,-14.39,4.45
RMO_sy,,,-13.74,,,19.51,12.08,-11.96,8.78,18.26,-1.47,7.29,4.59,-8.38,1.83,8.49,-19.66,-21.50,-25.09,-10.33,8.17
RMO_qq,,,4.87,10.18,-0.97,-44.35,9.71,15.01,5.83,-7.05,-6.87,-13.23,-3.23,1.52,-19.70,3.35,-11.15,-9.31,6.70,-0.42,8.40
RMO_sq,,,16.26,0.17,-3.25,6.06,9.03,-21.32,19.55,15.31,-9.16,-14.32,16.54,1.01,0.97,-8.72,-13.70,-1.30,-3.65,9.27,4.11
RMT,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,,,,,,,,,,,8.60,19.32,45.22,67.33,54.20,2.84,-33.00,-54.22,-48.72,-27.00
RMT_sy,,,,,,,,,,,,-40.86,-38.04,-37.26,-46.00,10.37,19.05,15.72,26.77,21.67,-20.14
RMT_qq,,,,,,,,,5.27,0.78,2.56,-0.19,15.66,22.65,18.17,-8.02,-22.86,-20.09,-19.26,3.03,9.83
RMT_sq,,,,,,,,,6.64,-7.16,-1.47,-39.37,11.72,-5.99,-15.20,23.93,20.50,-8.62,-7.11,18.95,-20.90
RM,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,144.10,,,-39.33,-36.85,-34.74,-22.53,29.94,11.33,-15.17,-27.31,-20.43,-31.55,-18.77,-25.45,-33.13,-11.52,-14.44,4.88
RM_sy,,,-9.08,,,26.21,11.69,5.21,1.63,-31.29,-0.99,-0.84,7.36,49.16,-31.95,-21.06,-21.92,-26.17,-4.83,2.20,14.06
RM_qq,,,4.68,10.20,-4.87,-44.71,8.95,13.88,12.94,-7.27,-6.65,-13.23,-3.23,1.52,-19.70,2.97,-11.19,-8.94,6.25,-0.42,8.86
RM_sq,,,22.83,-3.12,2.26,3.72,8.70,-8.74,-1.22,-29.88,56.63,-8.60,6.93,-2.57,-28.54,6.03,5.76,-7.87,-7.88,13.87,18.02
COP,2123000,1210000,1176000,1184000,1364000,,,,,,,,,,,,,,,,
COP_yy,,,-44.61,,,,,,,,,,,,,,,,,,
COP_sy,,,-62.08,,,,,,,,,,,,,,,,,,
COP_qq,,,-2.81,0.68,15.20,,,,,,,,,,,,,,,,
COP_sq,,,77.44,90.82,-16.06,,,,,,,,,,,,,,,,
CSP,-3516000,-1186000,-803000,-219000,173000,,,,,,,,,,,,,,,,
CSP_yy,,,77.16,,,,,,,,,,,,,,,,,,
CSP_sy,,,-470.37,,,,,,,,,,,,,,,,,,
CSP_qq,,,32.29,72.73,179.00,,,,,,,,,,,,,,,,
CSP_sq,,,-45.63,16.23,105.81,,,,,,,,,,,,,,,,
