,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1
ROA_qq,,,2.28,17.97,25.32,124.00,-57.14,1211.11,14.12,-23.27,22.26,-89.71,-66.67,1430.77,-25.88,-50.85,,,43.75,-34.78,,,-54.50,-64.31,,,-22.15,-12.22,2.86,-109.16,-8.08,26.20,22.64,92.02,65.93,36.36,-17.35,141.74,-10.42,20.93,-9.62,-76.60,-109.09,-1300.00,-3921.43,-808.88,-5.82
ROA_sq,,,-2.16,11.01,25.40,-28.73,15.28,9.09,14.12,-19.31,7.52,-41.94,7.37,-46.45,-2.78,-36.26,,,38.20,-27.73,,,-23.99,53.69,,,13.18,-16.19,36.95,-27.23,-23.81,45.31,-3.53,3.03,-19.01,20.61,-7.59,17.81,-3.20,-11.41,31.53,9.41,18.02,-3.89,-13.08,-4.54,29.29
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,-102.08,-12800.00,,,,122.67,115.48,277.73,370.46,461.54,872.37,-92.00,-91.18,-56.16,-74.42,10.00,47.76,-53.82,3.70,178.79,-213.13,-403.01,-427.55,-635.87,-639.29,-183.87,-97.51,-29.51,-125.24,-207.26,-269.24,-240.25,-80.54,96.59,100.53,100.74,100.39,162.50,252.00,200.00,469.23,-28.00,-50.00,-62.50,-791.89,601.85,-320.45
OPM_sy,50.56,-27.59,,,,40.00,33.51,9.14,39.71,-40.33,-33.20,-56.13,-53.29,11.76,-4.60,18.82,5.07,66.48,-23.08,-21.15,-17.69,-3.94,102.13,208.18,229.32,-43.07,-1.32,-49.53,-46.59,3.14,-44.18,-29.24,-12.78,-12.68,24.79,31.68,12.74,15.54,10.17,21.58,17.14,18.71,10.45,12.38,-4.34,0.99,-3.00
OPM_qq,,,4.84,14.05,33.41,141.64,-35.04,886.84,1.33,-13.55,12.48,-91.88,11.67,329.85,-34.38,-65.08,50.00,34.34,47.37,-6.12,-160.87,-259.82,-59.31,-53.58,16.02,-38.16,-10.84,-0.71,-46.05,-88.47,-33.20,7.20,22.51,96.44,120.83,28.00,-59.38,476.92,17.33,9.09,-22.92,-27.03,-18.52,-18.18,-1522.22,174.02,-125.59
OPM_sq,,,-1.21,35.60,-29.99,49.26,-5.79,10.85,-10.38,-36.25,5.47,-27.20,-4.57,52.54,-9.97,-9.33,-15.61,141.69,-58.40,-7.07,-11.91,182.08,-12.47,41.69,-5.87,-51.24,51.72,-27.54,-0.37,-5.83,-17.90,-8.14,22.82,-5.73,17.34,-3.07,5.15,-3.39,11.89,6.97,1.30,-2.09,4.11,8.83,-13.77,3.36,
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,-170.43,-640.74,,,,114.33,106.35,201.56,254.98,361.63,1262.86,-89.91,-96.69,-28.97,-55.77,100.00,341.18,-81.21,-51.66,-35.87,-368.00,-996.23,-820.59,-1974.58,-599.50,-302.11,-183.95,-98.01,-56.61,-106.70,-153.19,-124.16,-75.84,93.03,98.07,98.68,97.96,112.00,131.37,156.92,141.77,-75.76,-103.12,-135.14,-1863.64,-30350.00,-431200.00
ROS_sy,60.76,-15.66,,,,21.90,8.87,11.78,8.69,-6.30,3.58,-17.74,-41.13,-60.87,-60.06,-61.80,-50.66,206.88,117.85,120.00,90.60,24.74,22.41,69.25,123.59,-64.82,-30.91,-58.29,-79.84,16.81,-33.19,-1.89,156.25,3.83,-18.55,-40.54,-25.00,9.65,47.64,124.68,49.59,19.04,43.09,28.18,-14.54,15.73,1.98
ROS_qq,,,8.17,18.51,26.28,125.98,-59.30,1202.86,12.50,-22.61,20.15,-90.36,-63.04,1558.82,-25.18,-56.40,-18.48,-29.33,92.45,-42.16,-440.68,-136.32,-54.74,-50.48,-27.12,-35.85,-9.27,-4.94,-0.55,-79.29,-33.84,7.10,21.12,92.90,62.91,36.27,-21.54,141.77,-3.03,15.62,-10.81,-75.76,-112.50,-1200.00,-4376.92,-315.81,-78.22
ROS_sq,,,8.32,14.42,-2.48,0.85,-3.26,17.48,-5.18,-13.06,6.95,-6.71,-32.13,-42.22,9.17,-10.76,-12.35,259.40,-22.50,-9.88,-24.06,135.21,-23.95,24.61,0.32,-62.99,49.36,-24.79,-51.52,114.45,-14.57,10.45,26.64,-13.11,-32.98,-19.37,59.74,27.03,-9.76,22.70,6.36,1.09,8.47,9.91,-29.09,36.88,-4.41
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,-94.30,-3123.08,,,,109.67,115.37,76.62,91.00,-100.00,-63.93,360.53,1089.47,,631.82,-104.55,-82.45,-73.26,-108.07,-2222.22,-1539.39,-1168.49,-6846.15,-347.85,-59.37,4.36,12.85,17.52,-73.58,-136.73,-158.20,-79.15,69.18,108.27,110.58,114.53,132.84,-138.36,-133.49,-147.26,-190.23,,-13.89,63.16,-399.17,-6805.36,-7851.22
RS_sy,54.44,-35.79,,,,37.63,36.27,8.42,65.66,-46.00,-45.67,-66.55,-54.73,,-0.72,85.10,25.10,47.16,-5.84,-20.46,-10.75,6.78,128.84,277.70,237.05,-12.57,9.89,-30.61,-27.75,-34.40,-50.12,-45.55,-32.94,-21.41,14.96,25.24,19.16,35.53,16.13,18.23,12.94,,16.11,12.42,4.42,2.78,-4.63
RS_qq,,,-1.02,18.14,35.08,118.01,60.53,-224.59,75.00,100.00,,800.00,-5.05,45.21,-41.03,-105.59,466.67,121.21,-117.81,-1507.69,-127.27,-64.21,-15.77,-3.65,19.12,1.45,-5.50,1.91,-70.21,-34.40,-15.06,31.94,70.72,136.05,47.26,-6.51,-33.83,-142.11,-28.57,-31.94,-26.32,53.33,-46.43,57.32,-1611.43,-545.58,-68.61
RS_sq,,,-12.98,17.17,-39.19,121.99,-13.84,-6.77,-7.09,-27.64,,-42.61,25.76,115.46,-36.16,7.01,-15.01,153.45,-59.15,-9.61,-4.63,203.24,-12.46,49.19,-14.90,-21.34,10.04,-5.80,-11.39,-28.58,-16.34,2.84,9.13,-16.30,22.37,12.04,3.84,-4.81,4.85,14.07,-0.81,-3.03,5.82,10.45,-7.87,-4.55,-1.81
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,-146.27,-867.74,,,,114.33,106.14,213.62,271.30,405.81,1374.29,-100.56,-101.41,-30.57,-55.23,4033.33,1350.00,-79.47,-51.95,-37.29,-286.00,-866.13,-763.06,-1609.46,-662.90,-296.21,-179.48,-92.30,-51.73,-109.78,-156.88,-128.54,-79.84,93.03,98.07,98.68,97.96,112.00,131.37,156.92,141.77,-75.76,-103.12,-135.14,-1863.64,-30350.00,-431200.00
GPM_sy,40.42,-25.41,,,,32.52,41.02,31.91,63.60,-12.98,-13.34,-32.63,-71.90,-84.61,-55.65,-46.32,-23.06,707.45,135.49,60.55,86.74,15.54,19.90,33.76,51.42,-66.18,-37.78,-42.33,-55.72,38.58,-41.41,-19.81,73.31,-4.83,-26.48,-28.50,-34.47,6.57,86.53,110.63,80.60,33.47,46.39,38.19,-8.78,3.15,-10.63
GPM_qq,,,5.00,17.54,29.57,125.98,-59.30,1425.71,6.18,-23.28,18.62,-100.58,-166.67,3875.00,-23.51,-48.92,-15.25,-38.00,79.03,-33.33,-351.35,-155.38,-54.95,-51.77,-27.04,-32.63,-9.30,-4.42,-0.23,-83.37,-33.84,7.10,21.12,92.90,62.91,36.27,-21.54,141.77,-3.03,15.62,-10.81,-75.76,-112.50,-1200.00,-4376.92,-315.81,-78.22
GPM_sq,,,3.75,29.86,-12.77,12.76,10.40,21.48,8.19,-40.02,9.94,-5.57,-54.88,-67.14,216.77,14.31,-35.33,244.83,-7.62,-22.06,-24.79,113.35,-4.13,-13.06,-14.86,-52.35,76.38,-19.42,-34.63,49.15,-25.43,10.29,41.28,-18.09,-42.39,7.25,29.47,33.21,0.84,21.11,11.01,-1.55,10.60,14.33,-26.72,11.33,-4.17
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,-9.94,17.93,,,,4.65,10.97,16.76,12.24,5.58,14.42,25.79,34.17,41.48,19.33,-1.35,-7.85,-10.52,-0.20,4.23,-9.37,-27.78,-36.65,-32.80,-19.09,-3.99,-0.68,-4.63,-26.24,-47.66,-50.34,-47.80,-3.35,94.19,124.34,124.97,51.74,-10.24,-10.18,-12.46,-19.41,4.62,-1.37,0.68,-5.87,-154.84,-246.91
RBS_sy,-11.67,6.66,,,,28.73,44.94,33.12,-2.70,-1.69,-21.88,-16.87,-10.51,-7.15,4.09,0.07,-1.71,20.68,-5.04,-4.48,-4.95,-10.21,14.49,22.68,40.67,-4.24,0.84,-19.33,-18.43,-6.70,-7.13,11.56,-7.84,-5.80,-5.25,-3.59,3.17,12.85,10.59,6.71,9.26,-0.18,-3.62,-1.29,-13.77,-5.33,-8.86
RBS_qq,,,-4.31,-4.15,5.63,8.02,1.46,0.85,1.54,1.62,9.96,10.88,8.29,7.15,-7.26,-8.33,1.15,4.05,3.45,-4.27,-12.04,-17.09,-9.26,1.55,5.91,-1.61,-6.14,-2.49,-18.08,-30.19,-10.95,2.51,51.65,40.27,2.88,2.80,2.29,-17.02,2.95,0.19,-5.84,7.72,-2.94,2.27,-11.98,-162.76,-160.00
RBS_sq,,,-3.91,3.67,30.04,-0.63,8.19,-4.78,-4.96,0.41,-14.03,1.32,2.32,4.19,-3.63,-2.59,0.49,27.93,-24.17,-2.02,,20.85,-3.31,4.98,14.66,-17.74,1.83,-16.01,15.94,-5.91,1.36,0.89,-4.23,-3.83,1.95,2.66,2.49,5.20,-0.09,-0.94,4.95,-3.89,-3.53,1.45,-8.32,5.52,-7.13
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,-102.41,-10671.43,,,,122.81,115.33,275.98,368.76,495.35,905.13,-91.16,-91.47,-60.25,-77.64,0.97,,-49.88,-15.59,124.04,,-363.73,-484.23,-714.59,,-266.91,-186.64,-84.08,,-314.08,-259.55,-145.90,-32.50,97.58,100.42,100.74,100.39,154.55,218.92,177.08,452.63,-33.33,-56.78,-69.92,-572.38,1012.50,-339.22
ROPA_sy,-22.58,-13.01,,,,27.38,1.33,22.01,66.57,-39.11,-24.16,-62.46,-52.51,18.20,4.65,73.27,,-1.38,-9.87,-7.28,,-1.27,18.73,80.00,,-13.24,-12.82,-43.15,,-12.38,-22.54,-8.04,-32.55,-4.80,36.60,23.93,17.25,23.06,-4.12,12.18,21.28,21.24,17.60,2.36,-1.68,4.38,8.19
ROPA_qq,,,-1.19,13.24,32.78,138.65,-31.98,895.73,2.66,-14.38,14.84,-91.24,-0.97,299.02,-35.38,-60.46,,,8.82,4.95,,,-58.55,-67.88,,,-23.86,-7.81,-41.01,-119.91,-7.55,26.27,24.02,95.98,118.69,29.73,-60.42,468.42,9.26,12.71,-21.05,-31.43,-29.17,-21.57,-1340.00,261.49,-115.23
ROPA_sq,,,-0.48,-11.88,-1.24,47.08,-20.83,6.10,34.84,-46.24,-1.40,-47.48,70.57,33.80,-12.70,-13.04,,,-20.21,-10.54,,,-4.05,35.63,,,-3.58,-11.55,47.58,-30.38,-14.76,5.01,8.24,-1.74,22.32,-4.73,2.40,3.13,-4.70,11.46,10.71,3.10,-7.57,-2.98,6.35,9.45,-4.20
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,-153.93,-1396.92,,,,135.40,188.09,85.49,53.16,-18.68,-31.42,103.02,100.53,993.56,-477.37,1217.87,97595.71,-101.92,53.17,-134.97,-95.15,-637.30,-72.20,-2852.57,11685.86,-594.79,-0.53,55.72,-102.27,73.84,-7.68,12269.47,5280.90,129.95,105.76,-98.90,-100.79,-227.65,-360.86,-165.88,-66.97,83.68,136.00,79.18,-4979.64,391.04,40.23
ZNPO_sy,-5.69,32.43,,,,42.13,-48.50,-40.30,-15.18,-21.97,4.42,-88.17,-87.73,45.85,-91.47,603.74,348.33,-40.12,864.09,67.56,65.46,88.41,52.43,49.67,19.98,-67.05,-47.29,-43.19,-63.07,-2.57,-27.34,-22.86,138.45,48.74,56.17,10.06,-32.52,-35.01,-1.10,-14.76,25.87,65.22,83.68,79.48,4.06,9.46,-19.98
ZNPO_qq,,,34.74,-358.30,40.76,119.98,62.41,-175.47,-91.28,134.69,36.97,-96.68,-66.18,70950.00,-147.27,111.60,2406.85,-101.40,-1053.38,91.33,447.33,-312.39,-169.37,-48.59,1486.44,-112.52,61.02,34.55,29.03,-44.48,-60.46,7496.63,-69.79,-99.16,-69.12,1317.12,-121.56,-35.26,36.89,-257.91,45.35,86.78,239.22,-307.02,-13230.74,100.76,-32.92
ZNPO_sq,,,53.52,-31.77,8.22,25.37,-44.37,-20.90,53.76,15.33,-25.56,-91.04,59.42,1271.21,-95.65,639.47,1.56,83.14,-29.90,28.52,0.29,108.54,-43.29,26.20,-19.61,-42.73,-9.27,36.01,-47.75,51.11,-32.34,44.40,61.52,-5.74,-28.96,1.76,-0.96,-9.21,8.10,-12.29,46.24,19.17,20.17,-14.30,-15.21,25.34,-12.15
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-88.92,,,,-127.38,-669.56,,,,,,,,,-80.64,2077.89,193.12,24.29,1334.94,-374.34,-46.51,85.95,-48.80,104.40,,,,,,,,,,,,,,-195.65,42.58,-170.27,,,562.02,,,
ZFI_sy,,-1.31,,,,-15.19,-16.88,,,,,,,,,-41.83,-26.12,2.13,19.01,78.99,20.40,8.75,17.28,-40.77,-3.92,,,,,,,,,,,,,,-15.72,3.34,20.69,,,11.46,,,
ZFI_qq,,,-14.54,-25.31,-365.31,83.83,-1677.79,,,,,,-55.06,-604.11,133.23,-74.29,4955.59,-78.45,-55.65,196.89,-1066.54,104.20,54.20,-18.25,-16.95,,,,,,,,,,,-280.79,190.94,-159.02,1.42,-8.54,-11.29,,,,,,
ZFI_sq,,,-13.83,14.88,-3.55,-11.17,-15.55,,,,,,-7.69,-23.33,-22.61,6.19,17.25,5.99,-9.81,59.71,-21.13,-4.26,-2.75,-19.34,27.94,,,,,,,,,,,-5.94,-11.15,19.00,-15.26,15.33,3.77,,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,-6.35,21.00,,,,-4.35,-3.73,-23.90,-22.45,-24.66,-33.49,-35.75,-16.68,-15.80,15.94,29.05,,9.34,50.40,63.72,,64.81,11.78,25.01,,15.02,2.78,3.94,,45.42,55.09,49.10,44.49,1.16,2.70,1.46,0.15,-0.14,-0.40,-0.85,,95.09,0.92,1.95,7.53,34.35,38.29
DTAR_sy,13.60,-6.38,,,,7.65,3.77,-15.13,-9.32,-10.67,-2.72,0.70,9.20,24.07,-1.33,6.23,,-18.69,-2.80,-5.20,,-5.89,4.08,-0.30,,9.94,-0.07,9.29,,2.32,-4.43,-4.67,8.81,-1.61,7.47,-1.01,0.25,10.03,5.66,9.63,,-10.68,-14.13,-10.99,-4.46,1.09,1.83
DTAR_qq,,,-8.37,0.28,-4.43,8.92,-7.78,-20.73,-2.60,5.82,-18.59,-23.42,26.30,6.94,12.09,-14.76,,,54.17,-7.21,,,4.57,3.77,,,-6.56,4.93,3.68,43.04,-0.34,0.88,0.48,0.14,1.17,-0.34,-0.81,-0.15,0.90,-0.78,0.04,94.80,-47.81,0.24,5.51,143.37,-46.27
DTAR_sq,,,1.34,9.96,-6.47,3.29,-2.31,-10.07,-0.06,1.75,6.38,-6.91,8.37,15.60,-15.39,0.22,,,1.15,-2.26,,,11.87,-6.37,,,1.69,2.39,-8.16,7.00,-5.02,2.14,4.83,-3.24,3.75,-5.92,6.15,6.20,-0.38,-2.39,-3.63,-4.69,-4.23,1.18,3.44,0.85,-3.52
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,-10.25,39.02,,,,-7.79,-6.29,-35.30,-32.77,-36.97,-45.94,-45.12,-22.59,-21.95,23.26,39.66,,13.50,95.59,113.53,,130.97,24.96,55.34,,35.85,6.10,9.15,,293.32,349.31,326.80,304.33,8.02,19.95,10.53,1.03,-0.96,-2.88,-5.79,-0.02,93.32,6.96,15.16,93.68,-246.67,-189.30
CG_sy,34.10,-6.26,,,,-3.79,4.92,-29.07,-19.40,-16.86,-7.48,2.17,28.58,58.99,-3.01,11.61,,-39.17,-4.09,-9.03,,-10.86,11.90,4.80,,19.91,-0.65,18.03,,6.36,-8.82,-12.91,14.32,-4.70,11.02,4.22,0.23,18.16,-19.68,-7.93,-8.01,-20.99,1.11,-8.36,-14.01,-0.42,-4.02
CG_qq,,,-14.53,0.50,-7.45,15.99,-13.14,-30.61,-3.83,8.76,-25.52,-29.55,35.65,9.65,17.63,-20.18,,,102.71,-12.86,,,9.67,8.33,,,-14.35,11.45,9.05,277.83,-2.15,5.87,3.31,0.94,8.65,-2.44,-5.57,-1.05,6.54,-5.36,0.21,91.33,-41.06,1.90,68.53,-244.90,64.11
CG_sq,,,-11.03,16.99,-12.09,5.15,-2.98,-20.91,-0.10,8.46,7.97,-12.66,25.72,34.10,-34.13,0.51,,,3.85,-4.67,,,30.37,-10.72,,,8.01,6.06,-16.92,11.76,-7.41,1.30,9.06,-6.84,7.87,-4.91,4.88,9.83,-26.68,9.01,4.79,-5.68,-6.17,-1.19,-1.67,9.24,-9.57
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,61.12,-20.55,,,,-25.46,-19.00,-21.04,-18.97,-13.52,-14.90,-6.18,1.28,-5.76,42.23,46.36,,,361.23,305.90,,309.39,-26.02,12.13,,-2.24,5.95,-17.23,,2398501.37,666.94,850.49,807.06,-99.95,44.57,11.40,11.16,98.47,65.56,65.47,64.45,114.57,-11.16,-10.24,50.88,-234.87,-123.64
LDER_sy,29.23,-26.49,,,,60.91,3.38,-43.59,-32.21,-43.48,-1.75,1.59,44.64,75.58,7.83,47.65,,,5.65,-23.07,,-25.67,32.85,3.84,,74.37,5.61,20.47,,-2.50,-3.41,-2.05,22.34,3.49,19.89,21.35,28.90,7.05,-22.81,-8.08,-10.38,-30.45,-17.40,-28.63,-11.41,-4.58,12.57
LDER_qq,,,-12.07,-10.41,-2.36,-3.10,-4.45,-12.66,0.21,3.40,-5.97,-3.72,8.18,-3.78,41.92,-0.92,,,554.59,-12.81,,,18.29,32.15,,,28.21,3.23,5.15,1723395.12,-99.96,27.94,0.35,-5.10,18.66,-1.41,0.13,69.42,-1.01,-1.47,-0.48,121.06,-59.02,-0.45,67.28,-297.60,92.82
LDER_sq,,,-10.06,81.92,-9.20,8.31,-42.21,-0.73,9.12,-9.70,0.46,2.64,55.35,9.61,-38.31,40.55,,,-10.79,2.34,,,59.44,-20.01,,,-3.43,-8.75,-19.74,37.86,-4.34,-7.46,0.25,16.63,10.82,-6.34,6.48,-3.14,-20.09,11.54,3.81,-24.83,-5.10,-3.62,28.85,-19.04,11.96
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,-26.33,32.76,,,,17.43,10.30,-1.02,-4.09,-1.20,0.19,2.05,-4.16,-8.93,-35.88,-33.73,,9.02,-63.80,-58.48,,-59.20,49.92,7.56,,9.51,6.19,47.19,,-99.99,-60.58,-73.58,-77.17,228000.00,-30.45,-12.92,-11.53,-55.36,-46.10,-46.29,-45.76,-57.59,3.04,4.00,3.64,-80.36,-33.25
PZAT_sy,-5.13,5.91,,,,-17.98,-25.43,41.59,-9.98,41.31,42.57,4.61,-20.95,-17.62,-6.26,10.43,,10.16,-6.32,-28.16,,-15.35,-22.66,-19.94,,-18.14,-8.58,11.89,,7.31,17.54,17.05,-9.90,-10.01,-20.61,-2.33,4.65,24.52,-3.28,-6.85,-11.13,4.46,19.66,22.22,6.71,-10.16,3.59
PZAT_qq,,,6.43,8.89,0.64,0.68,-0.04,-2.28,-2.48,3.70,1.38,-0.47,-8.42,-1.45,-28.63,2.87,,,-76.30,17.99,,,-12.93,-15.35,,,-15.57,17.34,10.86,-99.99,266066.67,-21.34,-4.20,13.73,-18.84,-1.51,-2.68,-42.62,-2.00,-1.87,-1.72,-55.13,138.09,-0.96,-2.06,-91.49,709.04
PZAT_sq,,,13.12,-38.68,43.09,-17.36,2.83,16.44,-9.03,29.72,3.75,-14.56,-31.26,35.20,18.05,0.66,,,0.39,-22.81,,,-8.28,-20.09,,,2.42,-2.20,21.01,-11.46,12.18,-2.62,-6.85,-11.56,-1.04,19.81,-0.19,5.23,-23.13,15.39,-4.78,23.68,-11.95,17.86,-16.87,4.13,1.53
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,-12.18,-12.45,,,,11.39,16.99,32.74,35.83,23.76,16.94,4.95,3.66,16.65,11.62,4.68,,-11.01,-34.29,-36.72,,-36.96,-14.63,-13.94,,4.42,0.71,-11.97,,-54.68,-23.44,7.50,28.65,77.93,27.35,11.03,8.61,85.69,62.67,63.26,63.16,111.11,-0.62,-1.77,-9.55,307.39,-111.87
PELDR_sy,-9.34,13.83,,,,-2.73,16.11,15.65,24.96,4.05,-10.20,-13.35,2.57,-15.75,4.33,3.50,,18.13,1.99,1.66,,3.02,-3.89,-0.93,,-2.00,1.48,1.61,,-11.62,-12.61,-9.10,-4.82,13.60,8.87,5.72,-1.50,2.09,0.86,7.09,12.82,0.28,5.18,2.09,-0.06,3.73,-9.13
PELDR_qq,,,5.43,2.66,0.44,2.46,10.73,16.48,2.78,-6.64,4.63,4.54,1.52,5.06,0.12,-1.96,,,-26.08,-5.58,,,0.11,-4.82,,,-3.45,-16.80,-13.02,-35.13,63.08,16.82,4.09,-10.27,16.72,1.85,1.82,53.41,2.25,2.22,1.76,98.49,-51.86,1.03,-6.30,794.02,-101.40
PELDR_sq,,,-0.77,1.01,-3.97,1.05,18.45,0.61,3.76,-15.85,2.23,-2.92,22.82,-30.88,26.60,-3.69,,,9.31,-4.01,,,1.98,-1.06,,,5.60,-0.93,-1.10,-14.58,4.41,3.05,3.56,1.95,0.06,0.07,-3.51,5.66,-1.14,6.25,1.65,-6.08,3.69,3.12,-0.48,-2.52,-9.16
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,7.89,-14.51,,,,1.88,1.51,16.24,14.14,18.66,22.12,16.74,7.71,7.59,-4.21,-5.79,,-3.64,-6.15,-9.14,,-18.99,-15.92,-17.51,,-15.63,-2.08,-8.49,,137289.99,-21.68,-7.05,-5.65,-99.93,10.16,-0.91,6.85,69.03,51.15,54.82,46.43,94.97,-14.20,-18.80,-21.63,2.75,-103.03
TSF_sy,16.63,4.06,,,,0.66,-11.63,1.74,7.39,-6.23,7.31,-3.90,-7.56,-11.33,-6.78,3.19,,10.75,9.25,4.13,,13.72,-2.15,6.14,,-8.91,-0.70,-14.70,,-4.43,-7.41,-1.89,-13.04,2.54,-0.62,0.95,5.87,-0.05,9.77,8.08,2.73,2.92,-1.23,-6.90,-3.35,-3.40,-0.79
TSF_qq,,,6.29,-0.86,3.13,-6.25,5.90,13.52,1.27,-2.54,8.99,8.51,-6.56,-2.64,-2.96,6.72,,,-5.49,3.33,,,-1.91,1.37,,,13.84,-5.26,-3.95,132526.57,-99.94,12.42,-2.50,-4.34,5.05,1.13,5.14,51.33,-6.06,3.59,-0.56,101.50,-58.66,-1.96,-4.02,164.18,-101.22
TSF_sq,,,1.86,-4.99,-1.86,5.98,-10.58,9.38,3.60,-7.46,2.33,-2.04,-0.35,-11.23,7.58,8.44,,,6.12,3.36,,,-8.68,12.11,,,-0.45,-3.70,12.45,-11.35,-3.55,2.04,-0.33,4.53,-6.52,3.65,4.53,-1.31,2.66,2.06,-0.64,-1.13,-1.48,-3.80,3.15,-1.18,1.18
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,6.29,19.10,,,,-9.61,-11.79,-29.63,-30.01,-26.44,-31.84,-31.69,-14.99,-19.28,7.02,21.50,,14.05,88.38,112.69,,95.52,10.23,20.34,,-0.84,0.75,8.32,,51.44,60.51,32.80,9.61,8.84,-7.96,-6.44,-1.61,-7.82,-5.60,-4.80,-6.64,85.42,-6.22,-7.22,0.24,-5.32,3.47
ZKO_sy,8.51,5.11,,,,-1.83,-14.90,-31.43,-5.68,-13.92,3.99,15.29,12.08,31.90,-8.54,-20.21,,-12.30,-2.51,9.61,,-18.46,8.25,13.66,,19.15,5.31,10.91,,11.67,15.40,2.91,35.94,-6.78,5.16,0.49,-1.14,3.71,-2.99,-7.15,-1.62,-9.29,-3.63,0.06,0.27,4.69,4.24
ZKO_qq,,,-7.88,-2.03,-2.74,2.96,-10.09,-21.84,-3.26,8.21,-16.70,-21.65,20.37,2.76,10.43,-11.05,,,82.40,0.43,,,2.84,9.63,,,4.49,17.86,16.02,6.00,10.75,-2.49,-4.24,5.25,-6.35,-0.87,0.70,-1.39,-4.10,-0.03,-1.25,95.85,-51.50,-1.09,6.69,84.98,-46.99
ZKO_sq,,,-1.86,14.41,-32.86,30.23,-14.92,-7.82,-7.65,18.86,2.77,2.20,-10.22,39.88,-28.73,-10.84,,,-20.78,0.23,,,5.17,5.25,,,-7.04,10.84,-21.93,38.83,-3.93,-1.16,3.12,-4.80,8.37,-5.54,1.45,-0.12,1.36,-9.59,7.49,-7.91,7.69,-6.13,7.71,-3.85,7.23
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,-10.19,6.04,,,,2.53,4.44,-5.40,-4.09,-8.29,-19.68,-28.13,-11.85,-5.55,17.33,24.62,,1.34,1.08,13.68,,8.56,0.27,0.79,,3.66,0.11,-1.24,,-47.57,-46.91,-47.06,-47.16,-8.00,-8.55,-3.64,0.12,4.09,5.86,7.20,4.62,103.68,2.37,-0.69,-35.88,-444.65,-737.68
OSF_sy,0.42,3.98,,,,2.25,5.20,-4.32,-0.87,-5.70,-8.21,1.50,-0.15,-5.26,-5.47,-9.10,,6.92,7.76,8.45,,-3.26,-2.97,-2.97,,3.18,0.86,2.32,,-2.57,0.69,2.71,-1.84,0.84,-6.13,-4.17,-0.59,1.35,-1.61,2.83,0.79,2.47,6.02,-1.77,0.75,-3.30,-1.29
OSF_qq,,,-2.04,1.24,-2.17,5.68,-0.21,-8.30,-0.82,1.04,-12.59,-17.96,21.66,8.26,8.58,-12.86,,,8.30,-2.00,,,0.03,-1.49,,,-3.40,-2.81,-0.33,-43.97,-2.19,-3.08,-0.52,-2.44,-2.78,2.12,3.36,1.43,-1.13,3.41,0.88,97.47,-50.30,0.32,-34.87,-1161.48,8.05
