,2007/Q4,2008/Q4,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3
DTAR_sy,,-22.14,23.86,,-16.69,,,,-17.15,10.81,24.97,,21.39,30.24,17.14,40.91,1.79,-17.78,-18.07,-14.74,32.60,37.08,37.46,12.49,26.52,4.54,2.55,1.31,-12.21,-2.48,-9.00,-9.97
DTAR_qq,,,,,,-58.41,-14.31,,,12.84,16.01,26.22,7.58,6.56,5.32,18.72,12.30,6.91,15.17,35.53,3.88,-1.79,3.12,6.07,-4.17,4.40,3.38,-0.62,-3.53,3.51,6.51,-2.39
DTAR_sq,,,,,,-15.53,3.00,,,12.98,16.16,-3.87,-3.78,21.22,4.48,15.64,-30.49,-2.09,4.11,20.34,8.10,1.21,4.40,-1.53,21.59,-16.37,2.42,-2.71,5.35,-7.11,-4.42,-3.75
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,30.99,32.69,,137.47,,,,-95.42,-7.95,47.34,,181.20,173.13,145.54,178.55,333.39,552.46,-1393.13,-209.06,-154.61,-132.27,86.72,20.29,6.16,16.48,15.52,4.80,6.32,4.34,7.94,5.67
CG_sy,,-49.06,46.01,,-27.61,,,,-25.66,17.79,41.53,,37.87,66.18,44.35,153.23,-13.14,-40.83,-45.15,-65.75,-80.65,9.91,3.84,11.04,256.73,21.37,29.55,12.73,83.69,0.05,-4.02,-2.34
CG_qq,,,,,,-94.02,-20.23,,,20.19,27.69,55.93,17.51,16.74,14.79,76.90,82.82,75.76,-327.50,85.08,8.46,-3.85,6.36,10.46,-7.77,7.56,5.30,-0.91,-6.05,5.61,8.86,-3.40
CG_sq,,,,,,-22.95,5.30,,,22.09,26.52,-5.96,-5.09,47.16,9.91,64.97,-67.44,0.25,1.88,3.00,-81.60,469.34,-3.74,10.14,-40.90,93.70,2.75,-4.16,-3.70,5.51,-1.43,-2.48
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,86.24,22.49,,178.59,,,,-93.89,-14.21,18.02,,208.81,226.97,175.08,163.67,254.66,516.17,-1725.73,-210.89,-150.33,-125.56,92.60,52.67,45.31,55.07,50.82,43.53,46.07,33.77,36.49,31.54
LDER_sy,,-34.21,30.50,,-11.24,,,,-3.88,32.17,36.48,,102.65,111.36,84.14,146.01,-45.40,-51.92,-56.37,-69.64,-153.84,35.89,25.96,22.58,381.38,20.39,39.58,23.52,-58.22,-6.41,-14.10,-18.36
LDER_qq,,,,,,-92.87,-10.64,,,0.10,22.93,96.72,27.57,5.99,3.43,88.56,71.59,84.13,-372.88,87.14,22.12,6.47,21.01,17.74,10.00,23.17,13.54,5.55,14.04,5.64,17.09,-1.81
LDER_sq,,,,,,-26.62,18.55,,,0.90,22.42,25.55,30.67,5.24,6.66,67.74,-71.00,-7.33,-3.22,16.75,-151.43,333.88,-10.30,13.61,18.05,0.07,4.00,0.55,-60.07,124.15,-4.54,-4.44
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,-63.26,15.51,,27.33,,,,135.62,73.81,22.83,,-42.12,-44.33,-39.15,-16.57,-24.25,-32.13,-42.00,-39.60,-22.54,-12.52,9.52,30.68,27.59,37.93,30.61,32.44,31.01,13.06,16.78,18.87
PZAT_sy,,24.21,-10.00,,-9.09,,,,7.22,-35.79,-34.22,,-46.97,-19.06,-19.46,-1.28,17.35,26.88,22.48,21.34,-29.00,-21.90,-12.35,-8.04,39.60,20.86,4.67,-14.28,0.08,-20.84,-12.46,9.07
PZAT_qq,,,,,,43.97,28.24,,,6.20,-9.37,-41.81,3.34,2.15,-0.93,-20.22,-6.17,-8.48,-15.33,-16.92,20.32,3.36,5.99,-0.86,17.47,11.74,0.36,0.53,16.20,-3.57,3.67,2.33
PZAT_sq,,,,,,8.69,-0.69,,,-34.91,1.73,-21.60,2.14,-0.63,1.22,-3.91,21.42,7.43,-2.29,-4.80,-28.95,18.18,9.66,-0.12,7.84,2.32,-5.03,-18.20,25.91,-19.07,5.02,1.92
PELDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELDR_yy,,46.44,-18.09,,-27.19,,,,78.24,-25.04,-19.19,,-21.84,-22.77,-20.83,-33.79,-20.15,-19.99,-5.59,-30.95,-52.89,-57.49,-82.44,-99.43,-121.07,-189.66,-379.00,-14605.00,-645.23,-134.36,-107.80,-72.80
PELDR_sy,,14.92,-5.88,,7.97,,,,3.45,-9.53,-15.40,,-8.02,-14.38,-8.61,-9.66,-14.40,-8.28,-8.42,-6.47,-8.94,-5.75,-4.86,-12.70,-19.11,-14.45,-12.66,5.44,35.13,20.08,19.41,7.56
PELDR_qq,,,,,,130.08,-10.44,,,-3.24,-3.46,10.63,-24.37,-4.39,-1.03,-7.48,-8.79,-4.20,16.78,-32.33,-37.78,-13.55,-51.77,-97.81,-2405.00,-267.79,-50.07,-14.01,-18.42,-15.66,-33.07,5.19
PELDR_sq,,,,,,21.17,-2.19,,,5.97,-8.53,-0.42,-4.70,-1.36,-2.37,-1.56,-9.71,5.69,-2.51,0.53,-12.09,9.39,-1.59,-7.75,-18.54,15.69,0.47,11.37,4.39,2.81,-0.10,0.32
TSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSF_yy,,13.13,-9.17,,1.91,,,,67.68,-1.01,-9.32,,-6.37,-6.36,-8.67,-13.13,-23.21,-18.19,-2.37,-33.87,-51.68,-61.81,-84.74,-99.50,-116.25,-173.52,-335.66,-11843.48,-486.29,-89.40,-77.68,-55.42
TSF_sy,,15.77,-6.19,,7.37,,,,10.19,3.67,1.17,,-2.89,-0.54,-0.75,-4.09,-6.52,-5.30,-5.34,-0.12,-7.59,-6.24,-3.79,-2.43,-11.90,-4.37,-1.08,4.58,7.77,10.88,11.04,-0.09
TSF_qq,,,,,,59.06,4.43,,,-6.10,-4.34,2.03,2.16,-6.09,-6.69,-2.96,-9.69,0.05,11.35,-34.27,-34.01,-20.94,-55.49,-97.86,-2256.52,-257.66,-42.67,-6.72,-7.66,-15.54,-33.84,6.65
TSF_sq,,,,,,4.52,-3.00,,,-1.67,-5.34,2.04,2.24,0.72,-5.53,-1.39,-0.36,2.03,-5.58,4.05,-7.81,3.51,-3.11,5.52,-16.76,12.36,0.23,11.55,-14.21,15.60,0.38,0.37
ZKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKO_yy,,-13.80,14.88,,67.56,,,,-68.29,25.41,46.42,,148.69,134.70,90.85,118.11,36.94,58.26,75.48,71.46,83.31,27.47,11.98,-11.09,-32.66,-16.97,-10.28,-17.43,-17.05,-15.24,-7.56,-4.54
ZKO_sy,,-6.29,7.39,,-6.38,,,,-39.29,38.22,20.61,,63.66,75.19,42.68,74.48,47.16,44.65,57.85,37.51,66.67,41.04,32.27,33.14,4.73,-11.57,-12.34,-23.67,-15.98,-19.31,-26.15,-27.21
ZKO_qq,,,,,,-72.64,-1.83,,,8.23,14.61,14.53,75.06,2.14,-6.80,30.88,9.91,18.04,3.34,27.89,17.51,-17.92,-9.22,1.55,-11.00,1.21,-1.92,-6.54,-10.60,3.43,6.97,-3.49
ZKO_sq,,,,,,-47.61,39.52,,,19.29,21.73,1.84,10.67,27.69,-0.86,24.54,-6.66,25.51,8.19,8.48,13.14,6.21,1.47,9.20,-11.00,-10.32,0.58,-4.92,-2.03,-13.87,-7.94,-6.29
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,,-8.23,-16.93,,-42.95,,,,156.77,-2.41,13.44,,31.19,18.96,2.67,-14.46,-50.83,-64.40,-121.54,-407.62,-667.28,-800.18,-1281.95,-43.50,4.17,-32.72,-37.96,-9.28,-16.39,-12.45,-24.12,-16.76
OSF_sy,,17.23,-11.06,,10.17,,,,-11.01,3.33,0.16,,22.64,11.74,6.75,0.36,-40.70,13.05,25.58,42.40,151.39,32.46,25.15,26.35,3.34,-1.65,-3.13,-14.54,-20.27,-18.01,-20.36,-17.78
OSF_qq,,,,,,175.41,-9.59,,,4.68,5.09,0.52,18.65,-5.08,-9.31,-16.26,-31.80,-31.26,-154.88,-1095.75,-25.76,15.15,-8.31,-24.17,16.02,-17.51,-12.59,1.65,10.56,-13.54,-24.28,7.48
OSF_sq,,,,,,-4.55,4.94,,,10.83,1.72,1.07,7.64,0.98,-2.83,-4.98,-36.40,92.49,7.94,7.75,12.29,1.43,1.98,8.78,-8.16,-3.47,0.45,-4.03,-14.32,-0.73,-2.43,-0.92
NetDebt,33585000000,42038000000,54361000000,,62197000000,-13098000000,-624000000,,28338000000,47415000000,58036000000,75155000000,125219000000,139918000000,160451000000,134721000000,147745000000,138971000000,109626000000,101890000000,110234000000,116683000000,118362000000,118095000000,124616000000,122479000000,124062000000,130817000000,141351000000,141780000000,139788000000,145019000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,-93.58,98.32,,-72.37,,,,-61.82,413.49,10437.00,,1212.48,2082.79,6472.41,3917.80,410.20,166.55,-237.56,-588.35,-169.93,-341.08,158.48,108.72,161.58,115.98,-59.75,-18.68,117.52,95.70,124.93,356.68
NetDebtEBITDA_sy,,-54.16,-89.71,,597.09,,,,97.53,219.21,17.84,,-16.02,105.13,38.05,5.99,0.66,-41.27,-246.10,-252.73,-315.67,-307.45,190.00,187.56,42.56,277.82,361.93,415.95,171.84,-51.81,-81.25,-86.42
NetDebtEBITDA_qq,,,,,,-120.38,95.85,,,67.38,36.88,66.81,243.44,178.36,312.14,1.97,-56.39,45.43,-312.71,-262.00,93.75,-401.32,151.60,-45.99,-55.92,30.13,29.92,9.12,17.91,17.07,49.32,121.55
NetDebtEBITDA_sq,,,,,,-59.00,161.11,,,-33.74,-3.61,28.56,2.28,61.85,-35.13,-1.30,-2.87,-5.56,-261.37,-3.18,-37.16,9.16,170.01,0.39,-189.97,381.21,81.86,12.13,-87.47,88.63,-29.26,-18.76
DebtFin,11169000000,24889000000,40018000000,,41551000000,-26842000000,-11745000000,,8508000000,25199000000,35951000000,57372000000,94061000000,109984000000,125765000000,100763000000,100241000000,100151000000,77804000000,73629000000,74272000000,74045000000,73146000000,72523000000,72915000000,72650000000,72252000000,72302000000,72542000000,72455000000,72068000000,72473000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,-88.57,146.60,,-74.93,,,,-82.84,181.27,441.86,,3182.95,3128.96,8216.74,3836.52,360.82,144.37,-224.56,-571.83,-169.45,-312.29,150.92,107.41,153.48,114.94,-62.07,-26.81,90.79,68.60,99.12,312.93
DebtFinEBITDA_sy,,-99.94,-80000.00,,-67.65,,,,198.66,181.12,444.80,,-12.15,-30.33,-374.40,-154.73,-25.30,78.00,139.65,-161.24,-395.56,-362.53,70.80,158.14,68.24,257.45,282.51,334.03,402.32,-95.21,-102.69,-107.29
DebtFinEBITDA_qq,,,,,,-162.55,62.07,,,196.16,59.56,105.58,237.95,191.29,310.97,-2.70,-60.44,54.47,-309.48,-268.58,94.18,-372.17,150.25,-46.33,-58.00,31.91,27.56,3.56,9.49,16.58,50.64,114.76
DebtFinEBITDA_sq,,,,,,15.77,74.01,,,-30.74,10.48,104.25,-43.78,-45.08,-535.13,59.26,176.72,30.87,-3.08,-368.45,13.20,-16.25,163.05,-8.61,-147.41,676.35,53.18,3.70,-66.98,-90.88,-186.25,-180.70
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,,6.45,-27.68,,-65.96,,,,709.76,-22.18,-22.51,,-47.25,-49.31,-46.21,-60.78,-64.09,-77.50,-112.28,-279.43,-409.41,-649.25,-1133.53,-61.39,-42.32,-59.84,-53.78,-32.36,-40.31,-32.67,-34.27,-22.31
SP1_sy,,5.50,,,13.46,,,,25.33,-20.15,-18.02,,-24.40,-21.38,-14.16,-35.20,-12.96,-7.65,-8.88,5.09,-27.23,-29.81,-28.60,-1.61,-4.77,-2.19,-0.47,-13.34,-1.49,11.78,23.31,24.73
SP1_qq,,,,,,906.51,-7.90,,,-3.27,-8.31,-12.25,-32.23,-7.05,-2.69,-36.02,-37.94,-41.77,-153.13,-834.58,-7.02,-3.37,-19.32,-22.28,5.63,-16.09,-14.79,-5.25,-0.04,-9.78,-16.17,4.13
SP1_sq,,,,,,42.80,-15.20,,,-9.02,-12.95,-0.52,-4.04,-5.38,-4.95,-24.91,28.89,0.39,-6.21,-13.40,-10.76,-3.16,-4.60,19.34,-13.62,-0.54,-2.92,3.90,-1.80,12.86,7.09,5.10
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,,46.44,-18.09,,-27.19,,,,78.24,-25.04,-19.19,,-21.84,-22.77,-20.83,-33.79,-20.15,-19.99,-5.59,-30.95,-52.89,-57.49,-82.44,-99.43,-121.07,-189.66,-379.00,-14605.00,-645.23,-134.36,-107.80,-72.80
SP2_sy,,14.92,-5.88,,-1.60,,,,13.51,-9.53,-15.40,,-7.25,-14.38,-8.61,-9.66,-8.40,-8.28,-8.42,-6.47,-9.19,-5.78,-4.89,-3.71,0.92,-14.42,-12.63,-4.40,0.66,20.07,19.40,7.55
SP2_qq,,,,,,130.08,-10.44,,,-3.24,-3.46,10.63,-24.37,-4.39,-1.03,-7.48,-8.79,-4.20,16.78,-32.33,-37.78,-13.55,-51.77,-97.81,-2405.00,-267.79,-50.07,-14.01,-18.42,-15.66,-33.07,5.19
SP2_sq,,,,,,32.95,-2.19,,,5.97,-8.53,-0.42,-3.91,-2.18,-2.37,-1.56,-2.57,-2.05,-2.51,0.53,-5.40,1.63,-1.59,1.78,-0.86,-13.82,0.47,11.37,4.39,2.80,-0.10,0.32
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,-60.95,-84.08,,1284.00,,,,608.09,-94.58,-70.77,,-68.98,-33.86,-96.49,-94.94,-67.76,-85.25,-20.80,-91.97,-88.16,-70.11,-79.80,-59.46,-68.97,-88.46,-80.00,-80.00,-66.67,-66.67,-75.00,-66.67
CAR_sy,,21.65,81.81,,188.61,,,,-2.97,-11.00,-29.49,,-46.48,-57.25,-52.38,-66.83,-52.46,-23.88,-30.18,41.32,-33.19,-42.90,-42.25,-58.98,-50.49,-58.98,-30.46,9.72,269.90,463.94,202.05,56.92
CAR_qq,,,,,,4657.80,-25.88,,,-63.59,299.78,155.52,-91.66,-22.37,-78.81,268.80,-46.85,-64.49,13.79,-62.63,-21.62,-10.34,-23.08,-25.00,-40.00,-66.67,33.33,-25.00,,-66.67,,
CAR_sq,,,,,,-8.34,-1.31,,,-15.92,-21.82,12.63,-27.70,-32.85,-12.91,-21.56,3.64,7.52,-20.12,58.77,-51.01,-8.11,-19.20,12.77,-40.86,-23.88,36.97,77.93,,16.06,,
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,112.67,-35.74,,-5.33,,,,358.67,-33.19,-47.94,,-58.54,-45.78,-41.85,-61.40,-49.79,-49.41,-27.17,-45.15,-56.85,-47.90,-63.28,-44.05,-12.66,-25.28,-19.92,-11.02,1.35,1.05,-16.32,-12.06
QR_sy,,36.02,-17.99,,94.97,,,,77.86,20.65,-1.67,,-50.12,-37.99,-34.65,-47.51,-26.52,-28.28,-26.84,-16.69,-36.43,-30.12,-33.63,-31.85,-23.64,-55.16,-38.43,-8.62,42.23,164.91,133.87,56.95
QR_qq,,,,,,366.05,12.88,,,-32.11,-12.05,16.16,-40.22,-11.22,-5.68,-22.90,-22.23,-10.54,35.78,-41.94,-38.81,8.01,-4.30,-11.53,-4.48,-7.60,2.56,-1.69,8.80,-7.88,-15.07,3.30
QR_sq,,,,,,16.39,-6.83,,,-21.05,-24.07,0.37,-17.09,-1.86,-19.98,-19.38,16.06,-4.21,-18.36,-8.21,-11.44,5.31,-22.47,-5.75,-0.78,-38.16,6.47,39.87,54.44,15.18,-6.00,-6.13
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,42.58,-17.83,,-32.45,,,,349.85,-26.68,-48.99,,-51.74,-45.57,-40.28,-58.08,-48.10,-42.22,-14.32,-40.14,-50.50,-39.77,-57.27,-31.58,2.09,-14.55,-12.51,-1.75,1.72,6.87,-1.03,-2.59
CR_sy,,30.70,-12.59,,65.47,,,,72.64,6.49,-18.89,,-39.92,-23.12,-12.91,-24.98,-30.69,-30.08,-28.55,-17.46,-33.82,-24.21,-19.54,-14.88,7.56,-35.16,-25.46,-14.95,2.43,77.48,65.35,30.26
CR_qq,,,,,,341.46,20.48,,,-28.05,-16.18,19.06,-32.79,-18.84,-8.05,-16.43,-16.78,-9.66,36.36,-41.62,-31.18,9.92,-3.27,-6.51,2.69,-8.00,-0.95,4.99,6.32,-3.34,-8.27,3.34
CR_sq,,,,,,20.37,-2.87,,,-25.75,-26.02,6.88,2.34,-4.99,-16.20,-7.94,-5.45,-4.16,-14.36,6.35,-24.19,9.76,-9.08,12.50,-4.20,-33.83,4.52,28.37,15.37,14.66,-2.62,1.13
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,24.65,46.18,,36.67,,,,150.04,-72.64,-69.70,,-75.42,-66.97,-80.52,-85.26,-82.02,-82.94,-55.73,-81.11,-95.21,-93.98,-97.20,-95.97,-68.97,-88.46,-80.00,-80.00,-66.67,-66.67,-75.00,-66.67
PP_sy,,36.01,28.12,,178.53,,,,18.15,-9.29,-21.95,,-49.84,-50.28,-51.34,-64.55,-54.95,-13.38,-34.94,18.74,-40.20,-46.43,-31.67,-50.34,-50.64,-66.46,-46.03,-6.66,272.42,419.69,198.09,55.70
PP_qq,,,,,,410.74,-2.32,,,-44.12,8.18,61.10,-74.76,-24.89,-36.22,21.92,-69.22,-28.71,65.51,-47.97,-92.20,-10.34,-23.08,-25.00,-40.00,-66.67,33.33,-25.00,,-66.67,,
PP_sq,,,,,,-6.14,-1.22,,,-27.94,-15.01,6.63,-23.19,-28.58,-16.81,-22.32,-2.39,37.32,-37.52,41.78,-50.84,23.03,-20.31,3.03,-51.14,-16.40,28.24,78.19,,16.66,,
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,195.23,-64.31,,-68.08,,,,1684.04,809.96,42.11,,-47.27,-37.05,-13.58,-31.25,-42.55,-44.57,-27.55,-31.34,-47.14,-34.52,-52.83,-28.90,-12.84,-25.51,-19.97,-11.76,2.63,0.95,-16.01,-11.95
RCLR_sy,,48.11,-37.93,,14.40,,,,82.31,71.60,10.45,,-29.06,-13.29,-2.84,-19.53,-33.99,-30.75,-4.78,-30.92,-33.92,-10.99,-26.37,-11.95,-9.66,-45.39,-33.91,-20.40,6.59,58.64,39.97,15.39
RCLR_qq,,,,,,50.33,368.95,,,-23.32,-26.76,-21.22,19.19,-8.46,0.55,-37.34,-0.39,-11.69,31.43,-40.62,-23.30,9.39,-5.32,-10.49,-5.99,-6.50,1.71,-1.31,9.35,-8.03,-15.38,3.46
RCLR_sq,,,,,,-8.54,5.36,,,-13.91,-32.18,24.73,-2.58,5.22,-24.01,3.30,-20.08,10.38,4.48,-25.06,-23.55,48.70,-13.57,-10.39,-21.56,-10.12,4.61,7.93,5.04,33.77,-7.70,-11.03
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,1065.09,-60.70,,-279.25,,,,352.83,-36.12,-39.94,,-59.97,-69.12,-70.33,-96.29,-144.28,-205.22,-72.14,-2102.86,-690.49,-396.25,-2779.46,-177.60,-47.41,-74.00,-54.29,-28.35,-21.01,-8.07,-16.29,-13.71
KP_sy,,390.66,-54.80,,75.82,,,,61.67,-24.38,-27.56,,-22.56,-44.27,-35.81,-53.02,-45.07,-50.28,-70.93,-46.28,-110.32,-90.71,-125.73,-76.94,140.00,-2097.41,-1324.05,-397.37,151.56,125.21,124.89,207.79
KP_qq,,,,,,446.74,-6.48,,,-12.39,-12.06,26.63,-58.96,-32.42,-15.52,-84.19,-590.48,-60.58,122.37,-1236.76,-93.58,-0.81,-20.78,-17.77,-2.79,-19.00,-7.10,2.03,3.08,-6.27,-15.25,4.21
KP_sq,,,,,,164.24,-23.74,,,23.60,-26.95,-0.76,-13.57,-11.06,-15.86,-27.37,1.04,-19.48,-50.80,34.20,-119.42,172.50,-236.21,220.25,-66.32,-3720.31,2.89,74.89,128.50,262.73,-4.11,8.75
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,1175.93,-9.52,,-176.54,,,,600.33,-22.48,-25.83,,-47.19,-61.26,-60.08,-97.15,-137.66,-208.10,-66.23,-3915.90,-3429.98,-1889.21,-6718.12,-393.71,-19.05,-22.44,-9.54,12.32,24.93,30.89,-17.37,-92.46
PKKO_sy,,531.96,67.13,,54.12,,,,50.78,29.12,8.40,,-34.18,-56.17,-50.48,-87.96,-42.34,-57.18,-69.74,33.65,-183.04,-82.61,-147.68,-70.34,107.93,-1007.54,-547.57,-238.54,131.93,141.80,138.44,308.27
PKKO_qq,,,,,,709.94,-6.28,,,-5.50,-10.32,63.91,-61.99,-30.67,-7.60,-88.30,-602.51,-99.00,128.87,-1421.74,-364.86,-12.14,3.95,1.40,-12.10,-15.33,14.07,21.08,4.03,-6.18,-45.94,-29.40
PKKO_sq,,,,,,74.32,-22.82,,,49.28,-35.21,31.04,-48.07,-0.59,-26.80,-68.14,148.73,-26.18,-48.28,40.72,-254.53,115.46,-241.81,187.54,-58.68,-1869.33,-1.19,81.27,169.17,218.84,-6.93,1.47
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-53.67,11.82,,233.69,,,126.50,-35.46,-73.74,-82.09,-84.22,-68.73,-49.36,-41.68,-31.68,-16.48,-25.61,-33.11,-50.26,-65.37,-48.34,-22.94,6.83,43.55,0.42,-16.04,-10.06,-6.93,-2.48,-24.78,-50.64
RN_sy,,1.92,-41.04,,54.69,,,-0.66,-2.13,-15.12,-13.76,-16.61,-10.75,-1.19,-3.99,-4.05,-11.64,4.20,-7.09,-3.89,1.35,-9.28,20.46,25.95,16.32,22.91,9.69,8.79,-41.42,9.62,4.16,-6.33
RN_qq,,,,,44.80,40.55,11.23,0.06,-58.74,-42.81,-24.15,-11.85,-18.23,-7.38,-12.66,3.27,-0.03,-17.50,-21.46,-23.22,-30.40,23.08,17.16,6.44,-6.47,-13.90,-2.05,14.03,-3.22,-9.79,-24.45,-25.17
RN_sq,,,,,-5.02,3.11,-1.23,2.68,-6.42,-10.58,0.35,-0.70,0.16,-1.00,-2.48,-0.77,-7.76,16.74,-13.05,2.64,-2.73,4.50,15.46,7.32,-10.17,10.41,3.04,6.43,-51.63,106.63,-2.09,-4.28
CRN,41000,88000,79000,34000,24000,17000,15000,15000,37000,64000,85000,96000,117000,127000,145000,141000,141000,170000,217000,283000,406000,330000,282000,265000,283000,329000,335000,294000,304000,337000,446000,596000
CRN_yy,,114.63,-10.23,,-69.62,,,-55.88,54.17,276.47,466.67,540.00,216.22,98.44,70.59,46.88,20.51,33.86,49.66,100.71,187.94,94.12,29.95,-6.36,-30.30,-0.30,18.79,10.94,7.42,2.43,33.13,102.72
CRN_sy,,-2.38,70.73,,-35.71,,,2.35,2.22,17.05,15.73,18.39,13.04,0.97,3.88,5.83,11.54,-3.85,8.41,2.75,,10.00,-17.24,-19.64,-13.79,-17.27,-7.29,-6.67,247.00,-7.69,-1.12,14.29
CRN_qq,,,,,-29.41,-29.17,-11.76,,146.67,72.97,32.81,12.94,21.88,8.55,14.17,-2.76,,20.57,27.65,30.41,43.46,-18.72,-14.55,-6.03,6.79,16.25,1.82,-12.24,3.40,10.86,32.34,33.63
CRN_sq,,,,,5.88,-2.22,1.14,,5.75,11.96,,,0.97,,2.88,1.87,,-13.79,16.00,-3.45,3.57,-5.17,-12.73,-6.25,11.11,-9.00,-2.20,-5.62,313.10,-75.79,4.76,9.09
CPZ,153000,112000,280000,152000,136000,111000,70000,70000,48000,54000,73000,95000,131000,157000,187000,195000,220000,304000,448000,624000,1058000,983000,1002000,1016000,1129000,1410000,1519000,1372000,1401000,1552000,2144000,2956000
CPZ_yy,,-26.80,150.00,,-51.43,,,-53.95,-64.71,-51.35,4.29,35.71,172.92,190.74,156.16,105.26,67.94,93.63,139.57,220.00,380.91,223.36,123.66,62.82,6.71,43.44,51.60,35.04,24.09,10.07,41.15,115.45
CPZ_sy,,-1.90,69.90,,-36.57,,,-26.09,-32.43,-29.33,,8.24,44.00,43.54,27.98,27.17,25.93,15.64,19.07,18.80,15.44,9.84,-3.91,-10.79,35.67,30.22,47.56,34.68,269.48,-32.09,-40.77,-30.24
CPZ_qq,,,,,-10.53,-18.38,-36.94,,-31.43,12.50,35.19,30.14,37.89,19.85,19.11,4.28,12.82,38.18,47.37,39.29,69.55,-7.09,1.93,1.40,11.12,24.89,7.73,-9.68,2.11,10.78,38.14,37.87
CPZ_sq,,,,,-3.48,-6.31,-19.23,,-11.76,-2.00,14.29,9.52,17.39,-2.31,1.90,8.84,16.24,-10.29,4.92,8.59,12.95,-14.65,-8.21,0.81,71.77,-18.08,4.01,-7.99,371.26,-84.94,-9.28,8.37
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,60.23,-73.39,,114.85,,,286.74,131.83,30.42,-20.30,-39.53,-38.84,-25.09,-31.82,-8.32,1.42,-28.53,-52.93,-68.81,-77.10,-70.47,-54.21,-39.93,-28.36,-34.47,-30.01,-15.68,3.32,6.19,-28.69,-50.99
RZ_sy,,53.06,-46.51,,12.42,,,176.62,117.02,-2.87,-43.26,-46.68,-36.33,-3.71,-3.81,17.75,29.65,84.53,92.77,53.67,-1.12,8.39,-6.24,-15.07,-8.95,-31.38,-27.05,-13.91,-47.72,0.03,7.78,-1.29
RZ_qq,,,,,39.77,51.35,73.22,5.54,-16.22,-14.86,5.86,-19.92,-15.26,4.28,-3.65,7.68,-6.26,-26.52,-36.54,-28.64,-31.18,-5.24,-1.61,-6.39,-17.92,-13.33,5.10,12.77,0.57,-10.92,-29.43,-22.49
RZ_sq,,,,,7.95,41.69,70.53,6.05,-15.30,-36.58,-0.39,-0.35,1.15,-4.10,-0.48,21.99,11.37,36.49,3.96,-2.76,-28.34,49.63,-10.08,-11.91,-23.18,12.78,-4.41,3.96,-53.35,115.78,3.00,-4.80
CRZ,78000,48000,182000,119000,85000,56000,32000,31000,37000,43000,41000,51000,60000,57000,60000,55000,59000,80000,126000,177000,257000,272000,276000,295000,359000,415000,394000,350000,348000,390000,553000,714000
